msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%s%d min,%s%d mnt,,%s%d mnt,,CONSISTENT (SOME),
%s/%s: %s,'',,%s/%s: %s,,INCOMPLETE (SOME),
%s:%s,,,%s:%s,,SOLITARY,
(ZAP as PiP),,,'',,SOLITARY,
(ZAP),,,(ZAP),,SOLITARY,
(activated +%d min),,,(diaktifkan +%d mnt),,SOLITARY,
(empty),(kosong),,(kosong),,CONSISTENT (SOME),
(not activated),,,(tidak diaktifkan),,SOLITARY,
(show optional DVD audio menu),(tampilkan menu audio DVD pilihan),,(perlihatkan menu audio DVD yang bisa dipilih),,MISMATCH (SOME),
* Only available if more than one interface is active.,* Hanya tersedia jika lebih dari satu antarmuka aktif.,,* Hanya tersedia jika lebih dari satu antarmuka yang aktif.,,MISMATCH (SOME),
-NO SERVICE\n,'',,-Tidak ada layanan\n,,INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-Layanan error:%d\n,,INCOMPLETE (SOME),
/s,'',,/d,,INCOMPLETE (SOME),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',,1.0,,INCOMPLETE (SOME),
1.1,'',,1.1,,INCOMPLETE (SOME),
1.2,'',,1.2,,INCOMPLETE (SOME),
10 MB/s,'',,10 MB/s,,INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,,INCOMPLETE (SOME),
10bit,'',,10bit,,INCOMPLETE (SOME),
12V output,keluaran 12V,,keluaran 12V,,CONSISTENT (SOME),
12bit,'',,12bit,,INCOMPLETE (SOME),
13 V,'',,13 V,,INCOMPLETE (SOME),
16:10,'',,16:10,,INCOMPLETE (SOME),
16:10 Letterbox,Kotaksurat 16:10,,Kotaksurat 16:10,,CONSISTENT (SOME),
16:10 PanScan,'',,PanScan 16:10,,INCOMPLETE (SOME),
16:9,'',,16:9,,INCOMPLETE (SOME),
16:9 Letterbox,Kotaksurat 16:9,,Kotaksurat 16:9,,CONSISTENT (SOME),
16:9 always,selalu 16:9,,selalu 16:9,,CONSISTENT (SOME),
16K,,,'',,SOLITARY,
18 V,'',,18 V,,INCOMPLETE (SOME),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,,INCOMPLETE (SOME),
23.976,'',,23.976,,INCOMPLETE (SOME),
24,'',,24,,INCOMPLETE (SOME),
25,'',,25,,INCOMPLETE (SOME),
29.97,'',,29.97,,INCOMPLETE (SOME),
3,'',,3,,INCOMPLETE (SOME),
30,'',,30,,INCOMPLETE (SOME),
3D surround,,,surround 3D,,SOLITARY,
3D surround softlimiter,,,batasan lembut surround 3D,,SOLITARY,
3D surround speaker position,,,letak pengeras suara surround 3D,,SOLITARY,
3d mode,mode 3d,,mode 3d,,CONSISTENT (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,'',,EMPTY (SOME),
422,'',,'',,EMPTY (SOME),
444,'',,'',,EMPTY (SOME),
4:3,'',,4:3,,INCOMPLETE (SOME),
4:3 Letterbox,4:3 Kotaksurat,,Kotaksurat 4:3,,MISMATCH (SOME),
4:3 PanScan,'',,PanScan 4:3,,INCOMPLETE (SOME),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,'',,EMPTY (SOME),
6,'',,6,,INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,'',,EMPTY (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - bawaan (dimatikan),,SOLITARY,
<Current movielist location>,<Lokasi daftar film saat ini>,,<Lokasi daftar film saat ini>,,CONSISTENT (SOME),
<Default movie location>,<Lokasi film bawaan>,,<Lokasi film bawaan>,,CONSISTENT (SOME),
<Last timer location>,<Lokasi pewaktu terakhir>,,<Lokasi pewaktu terakhir>,,CONSISTENT (SOME),
<unknown>,<tak dikenal>,,<tak dikenal>,,CONSISTENT (SOME),
=NO STREAM\n,'',,=Tidak ada stream\n,,INCOMPLETE (SOME),
??,'',,??,,INCOMPLETE (SOME),
A,'',,A,,INCOMPLETE (SOME),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Berkas konfigurasi (%s) telah dirubah sejak ia dipasang.\nAnda ingin menyimpan perubahan anda?,,Berkas pengaturan (%s) telah diubah sejak ia diinstall.\nAnda ingin lanjut dgn perubahan anda?,,MISMATCH (SOME),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Berkas konfigurasi (%s) telah dirubah sejak pemasangan.\nApakah anda ingin menyimpan versi anda?,,Berkas pengaturan (%s) telah diubah sejak proses install.\nAnda ingin mempertahankan versi anda?,,MISMATCH (SOME),
A file from media is in use!,,,'',,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Pewaktu rekam yang telah selesai ingin memproses\nRx pada mode standby. Lakukan sekarang?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Pewaktu rekam yang telah selesai ingin mematikan\nRx anda. Matikan sekarang?,,SOLITARY,
A record has been started:\n%s,,,Rekaman telah dimulai:\n%s,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Rekaman sedang berlangsung.\nApa yang ingin anda lakukan?,,Rekaman sedang berjalan saat ini.\nApa yg ingin anda lakukan?,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Rekaman sedang berlangsung. Mohon berhenti merekam sebelum mencoba untuk melacak kanal.,,Perekaman sedang berjalan saat ini. Mohon hentikan rekaman sebelum mencoba pelacakan.,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Perekaman sedang berjalan saat ini. Mohon hentikan rekaman sebelum mencoba memulai test DiSEqC.,,SOLITARY,
A required tool (%s) was not found.,Peralatan yg diperlukan (%s) tidak ditemukan.,,Peralatan yg diperlukan (%s) tidak ditemukan.,,CONSISTENT (SOME),
A search for available updates is currently in progress.,Pencarian pembaruan yg tersedia sedang berlangsung.,,Pencarian ketersediaan pembaruan sedang berjalan saat ini.,,MISMATCH (SOME),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Antarmuka terkonfigurasi kedua telah ditemukan.\n\nAnda ingin mematikan antarmuka jaringan kedua?,,Antarmuka terkonfigurasi kedua telah ditemukan.\n\nAnda ingin mematikan antarmuka jaringan kedua?,,CONSISTENT (SOME),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Pewaktu tidur ingin menyetel\nRx anda ke standby. Lakukan sekarang?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Pewaktu tidur ingin mematikan\nRx anda. Matikan sekarang?,,SOLITARY,
A small overview of the available icon states and actions.,Tinjau sedikit ikon status dan tindakan yang tersedia.,,Peninjauan atas ketersediaan ikon keadaan dan tindakan.,,MISMATCH (SOME),
A timer failed to record!\nDisable TV and try again?\n,Pewaktu gagal merekam!\nMatikan TV dan coba lagi?\n,,Pewaktu gagal merekam!\nNonaktifkan TV dan coba lagi?\n,,MISMATCH (SOME),
A/V settings,,,Penyetelan A/V,,SOLITARY,
AAC downmix,'',,Downmix AAC,,INCOMPLETE (SOME),
AC3 downmix,'',,Downmix AC3,,INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,,Mendapatka TSID/ONID,,SOLITARY,
AGC:,,,AGC:,,SOLITARY,
ASS file,,,Berkas ASS,,SOLITARY,
ATSC,'',,ATSC,,INCOMPLETE (SOME),
ATSC provider,'',,Penyedia ATSC,,INCOMPLETE (SOME),
Abort,Batalkan,,Batal,,MISMATCH (SOME),
Abort alternatives edit,,,Batalkan ubah alternatif,,SOLITARY,
Abort bouquet edit,,,Batalkan ubah buket,,SOLITARY,
Abort favourites edit,,,Batalkan ubah favorit,,SOLITARY,
About,Tentang,,Tentang,,CONSISTENT (SOME),
Accesspoint:,Poin akses:,,Poin akses:,,CONSISTENT (SOME),
Activate HbbTV (Redbutton),Aktifkan HbbTV (Tombol merah),,Aktifkan HbbTV (Tombol merah),,CONSISTENT (SOME),
Activate Picture in Picture,Aktifkan PiP,,Aktifkan PiP,,CONSISTENT (SOME),
Activate current configuration,Aktifkan konfigurasi saat ini,,Aktifkan setelan saat ini,,MISMATCH (SOME),
Activate network settings,Aktifkan pengaturan jaringan,,Aktifkan penyetelan jaringan,,MISMATCH (SOME),
Activate the configured network settings.,Aktifkan pengaturan jaringan terkonfigurasi.,,Aktifkan jaringan yang telah disetel.,,MISMATCH (SOME),
Activate timeshift End,Aktifkan Akhir timeshift,,Aktifkan Batas Akhir timeshift,,MISMATCH (SOME),
Activate timeshift end and pause,Aktifkan akhir dan jeda timeshift,,Aktifkan batas akhir dan jeda timeshift,,MISMATCH (SOME),
Adapter settings,Pengaturan adapter,,Penyetelan adapter,,MISMATCH (SOME),
Add,Tambah,,Tambah,,CONSISTENT (SOME),
Add a mark,Tambah penanda,,Tambah penanda,,CONSISTENT (SOME),
Add a nameserver entry,Tambah entri nameserver,,Tambah entri namaserver,,MISMATCH (SOME),
Add a new title,Tambah judul baru,,Tambah judul baru,,CONSISTENT (SOME),
Add alternatives,,,Tambahkan alternatif,,SOLITARY,
Add bookmark,Tambah penanda,,Tambah penandabuku,,MISMATCH (SOME),
Add bouquet,,,Tambahkan buket,,SOLITARY,
Add bouquet to parental protection,,,Tambahkan buket ke proteksi orangtua,,SOLITARY,
Add directory to playlist,Tambah direktori ke daftar putar,,Tambah direktori ke daftarputar,,MISMATCH (SOME),whitespace
Add file to playlist,Tambah berkas ke daftar putar,,Tambah berkas ke daftarputar,,MISMATCH (SOME),whitespace
Add files to playlist,Tambah berkas ke daftar putar,,Tambah berkas-berkas ke daftarputar,,MISMATCH (SOME),
Add marker,,,Tambahkan penanda,,SOLITARY,
Add provider,Tambah penyedia,,Tambah penyedia,,CONSISTENT (SOME),
Add recording (enter recording duration),Tambah rekaman (masukkan durasi rekaman),,Tambah rekaman (masukkan durasi rekam),,MISMATCH (SOME),
Add recording (enter recording endtime),Tambah rekaman (masukkan batas waktu rekaman),,Tambah rekaman (masukkan batas akhir waktu rekam),,MISMATCH (SOME),
Add recording (indefinitely),Tambah rekaman (tak terbatas waktu),,Tambah rekaman (tidak terbatas waktu),,MISMATCH (SOME),
Add recording (stop after current event),Tambah rekaman (berhenti setelah acara saat ini),,Tambah rekaman (berhenti setelah acara saat ini),,CONSISTENT (SOME),
Add service,Tambah layanan,,Tambah layanan,,CONSISTENT (SOME),
Add service to bouquet,,,Tambahkan layanan ke buket,,SOLITARY,
Add service to favourites,,,Tambahkan layanan ke favorit,,SOLITARY,
Add timer,Tambah pewaktu,,Tambah pewaktu,,CONSISTENT (SOME),
Add title,Tambah judul,,Tambah judul,,CONSISTENT (SOME),
Add to bouquet,,,Tambahkan ke buket,,SOLITARY,
Add to favourites,,,Tambahkan ke kesukaan,,SOLITARY,
Add to parental protection,,,Tambahkan ke perlindungan orangtua,,SOLITARY,
Add/remove change timer for current event,Tambah/hapus ubah pewaktu pada acara saat ini,,Tambah/hapus pewaktu ganti pada acara saat ini,,MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'',,EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'',,EMPTY (SOME),
Adjust 3D settings,Setel pengaturan 3D,,Sesuaikan setelan 3D,,MISMATCH (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Setel pengaturan warna agar semua nuansa warna bisa dibedakan, tapi tampak sejenuh mungkin. Jika anda senang dengan hasilnya, tekan OK untuk menutup setelan video, atau gunakan tombol nomor untuk memilih layar test lainnya.",,"Sesuaikan setelah warna sehingga semua nuansa warna mudah dibedakan, tapi terlihat sepenuh mungkin. Jika anda senang dengan hasilnya, tekan OK untuk menutup pengaturan video, atau gunakan tombol angka untuk memilih test layar lainnya.",,MISMATCH (SOME),
Advanced,Mahir,,Tingkat mahir,,MISMATCH (SOME),
Advanced options,Pilihan mahir,,Pilihan tingkat mahir,,MISMATCH (SOME),
Advanced options and settings.,,,Pilihan dan penyetelan tingkat lanjut.,,SOLITARY,
Advanced restore,Pemulihan mahir,,Pemulihan tingkat mahir,,MISMATCH (SOME),
Advanced software,Perangkat lunak mahir,,Perangkat lunak tingkat mahir,,MISMATCH (SOME),
Advanced software plugin,Plugin perangkat lunak mahir,,Plugin perangkat lunak tingkat mahir,,MISMATCH (SOME),
Advanced video enhancement setup,Pengaturan peningkatan video mahir,,Pengaturan peningkatan video tingkat mahir,,MISMATCH (SOME),
Advanced video setup,,,Pengaturan video tingkat mahir,,SOLITARY,
Afghanistan,'',,'',,EMPTY (SOME),
After event,Setelah acara,,Setelah acara,,CONSISTENT (SOME),
Aland Islands,'',,Pulau Aland,,INCOMPLETE (SOME),
Albania,'',,Albania,,INCOMPLETE (SOME),
Album,'',,Album,,INCOMPLETE (SOME),
Algeria,'',,Aljazair,,INCOMPLETE (SOME),
Alignment of events,Penyelarasan acara,,Perataan acara,,MISMATCH (SOME),
Alignment of service names,Penyelarasan nama layanan,,Perataan nama layanan,,MISMATCH (SOME),
All,Semua,,Semua,,CONSISTENT (SOME),
All ages,Semua umur,,Semua umur,,CONSISTENT (SOME),
All frequency,,,Semua frekuensi,,SOLITARY,
All satellites 1 (USALS),Semua satelit 1 (USALS),,Semua satelit 1 (USALS),,CONSISTENT (SOME),
All satellites 2 (USALS),Semua satelit 2 (USALS),,Semua satelit 2 (USALS),,CONSISTENT (SOME),
All satellites 3 (USALS),Semua satelit 3 (USALS),,Semua satelit 3 (USALS),,CONSISTENT (SOME),
All satellites 4 (USALS),Semua satelit 4 (USALS),,Semua satelit 4 (USALS),,CONSISTENT (SOME),
All services provider,Semua penyedia layanan,,Semua penyedia layanan,,CONSISTENT (SOME),
Allocate,Alokasikan,,Alokasikan,,CONSISTENT (SOME),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,Alokasikan sebuah angka pada LNB fisik yang sedang anda setel. Anda bisa memilih LNB ini lagi untuk satelit lainnya (misalnya parabola bergerak) untuk menyimpan setelan LNB yang sama berulangkali.,,INCOMPLETE (SOME),
Allocate unused memory index,Alokasikan indeks memori tak terpakai,,Alokasikan indeks memori tak terpakai,,CONSISTENT (SOME),
Allow quit movieplayer with exit,Izinkan matikan movieplayer dengan tombol exit,,Izinkan keluar pemutar film dgn tombol exit,,MISMATCH (SOME),
Allow subtitle language to equal audio language,Izinkan bahasa teks film sama dengan bahasa audio,,Izinkan bahasa terjemahan sama dengan bahasa audio,,MISMATCH (SOME),
Allow subtitles for hearing impaired,Izinkan teks film untuk tuna rungu,,Izinkan terjemahan untuk tuna rungu,,MISMATCH (SOME),
Alpha,Alfa,,Alfa,,CONSISTENT (SOME),
Also import at reboot/restart enigma2,,,Impor juga saat reboot/restart enigma2,,SOLITARY,
Also import when box is leaving standby,,,Impor juga ketika Rx menuju standby,,SOLITARY,
Also on standby,Juga saat standby,,Juga pada standby,,MISMATCH (SOME),
Alternative,Alternatif,,Alternatif,,CONSISTENT (SOME),
Alternative URL for images listed on FlashImage,,,URL alternatif untuk image terdaftar pada FlashImage,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,Mode penomoran alternatif,,Mode penomoran alternatif,,CONSISTENT (SOME),
Alternative services tuner priority,Prioritas penala layanan alternatif,,Prioritas penala layanan alternatif,,CONSISTENT (SOME),
Always ask,Selalu tanya,,Selalu tanya,,CONSISTENT (SOME),
Always hide infobar,Selalu sembunyikan infobar,,Selalu sembunyikan infobar,,CONSISTENT (SOME),
Always include ECM in recordings,Selalu sertakan ECM pada rekaman,,Selalu sertakan ECM dalam merekam,,MISMATCH (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.","Selalu sertakan ECM pada rekaman. Ini mengabaikan pengaturan pewaktu individu secara umum. Memungkinkan merekam selalu bisa didekrip nantinya (kadang disebut dekoding luring), jika didukung pada Rx anda. Bawaan: dimatikan.",,"Selalu sertakan pesan-pesan ECM dalam merekam. Hal ini akan mengabaikan penyetelan pewaktu masing-masing secara global. Memungkinkan hasil rekaman selalu di-dekripsi setelah itu (kadang disebut dekoding offline), jika didukung oleh Rx anda. Bawaan: tidak.",,MISMATCH (SOME),
American Samoa,'',,Samoa Amerika,,INCOMPLETE (SOME),
An empty filename is illegal.,Nama berkas kosong tidak diperbolehkan.,,Nama berkas kosong tidak diperbolehkan.,,CONSISTENT (SOME),
An error occurred while downloading the packetlist. Please try again.,Kesalahan terjadi ketika mengunduh daftar paket. Silakan coba lagi.,,Kesalahan terjadi saat unduh daftar paket. Silakan coba lagi,,MISMATCH (SOME),
An unknown error occurred!,Terjadi kesalahan tak diketahui!,,Kesalahan tak dikenal terjadi!,,MISMATCH (SOME),
And will put your receiver in standby over ,,,Dan akan menempatkan Rx anda pada standby ,,SOLITARY,
Andorra,'',,Andora,,INCOMPLETE (SOME),
Angola,'',,Angola,,INCOMPLETE (SOME),
Anguilla,'',,Anguila,,INCOMPLETE (SOME),
Antarctica,'',,Antartika,,INCOMPLETE (SOME),
Antigua and Barbuda,'',,Antigua dan Barbuda,,INCOMPLETE (SOME),
Any activity,Aktifitas apasaja,,Aktifitas apapun,,MISMATCH (SOME),
Arabic,Arab,,Arab,,CONSISTENT (SOME),
Are you sure to purge all deleted user bouquets?,,,Anda yakin ingin membersihkan semua buket pengguna yg dihapus?,,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,Anda yakin ingin menghapus semua layanan %d.%d%s%s?,,Anda yakin ingin menghapus semua layanan %d.%d%s%s?,,CONSISTENT (SOME),
Are you sure to remove all cable services?,Anda yakin ingin menghapus semua layanan kabel?,,Anda yakin ingin menghapus semua layanan kabel?,,CONSISTENT (SOME),
Are you sure to remove all terrestrial services?,Anda yakin ingin menghapus semua layanan terestrial?,,Anda yakin ingin menghapus semua layanan teresterial?,,MISMATCH (SOME),
Are you sure to remove this entry?,Anda yakin ingin menghapus entri ini?,,Anda yakin ingin menghapus entri ini?,,CONSISTENT (SOME),
Are you sure you want to activate this network configuration?\n\n,Anda yakin ingin mengaktifkan penyetelan jaringan ini?\n\n,,Anda yakin akan mengaktifkan setelan jaringan ini?\n\n,,MISMATCH (SOME),
Are you sure you want to delete\nthe following backup:\n,Anda yakin ingin menghapus\nberkas cadangan berikut:\n,,Anda yakin ingin menghapus\nberkas cadangan berikut:\n,,CONSISTENT (SOME),
Are you sure you want to exit this wizard?,Anda yakin ingin keluar dari wizard ini?,,Anda yakin ingin keluar dari wizard ini?,,CONSISTENT (SOME),
Are you sure you want to restart your network interfaces?\n\n,Anda yakin ingin merestart antarmuka jaringan anda?\n\n,,Anda yakin ingin merestart antarmuka jaringan ini?\n\n,,MISMATCH (SOME),
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,'',,Anda yakin ingin memulihkan\nberkas cadangan berikut:\n%s\nRx anda akan restart setelah berkas cadangan selesai dipulihkan!,,INCOMPLETE (SOME),
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,Anda yakin ingin memulihkan berkas cadangan?\nRx anda akan restart setelah data cadangan selesai dipulihkan!,,Anda yakin ingin memulihkan berkas cadangan?\nRx anda akan restart setelah berkas cadangan selesai dipulihkan!,,MISMATCH (SOME),
Argentina,'',,'',,EMPTY (SOME),
Armenia,'',,'',,EMPTY (SOME),
Artist,'',,Artis,,INCOMPLETE (SOME),
Arts/Culture,'',,Seni/Budaya,,INCOMPLETE (SOME),
Aruba,'',,'',,EMPTY (SOME),
As defined by the skin,,,Sesuai yg ditetapkan tampilan,,SOLITARY,
Ask user,'',,Tanya pengguna,,INCOMPLETE (SOME),
Aspect ratio,'',,Aspek rasio,,INCOMPLETE (SOME),
Assigned CAIds:,'',,CAIds yg ditetapkan:,,INCOMPLETE (SOME),
Assigned services/provider:,'',,Penyedia/layanan ditetapkan:,,INCOMPLETE (SOME),
At beginning,,,Di awal,,SOLITARY,
At end,,,Di akhir,,SOLITARY,
"Attention, this is repeated timer!\n",,,"Perhatian, ini pewaktu berulang!\n",,SOLITARY,
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Perhatian, ini pewaktu berulang!\nApa yang ingin anda lakukan?",,SOLITARY,
Audio,'',,Audio,,INCOMPLETE (SOME),
Audio / Video,,,'',,SOLITARY,
Audio PID,'',,PID Audio,,INCOMPLETE (SOME),
"Audio PID%s, codec & lang",,,"PID Audio%s, codec & bhs",,SOLITARY,
"Audio PID, codec & lang",,,"PID Audio, codec & bhs",,SOLITARY,
Audio auto volume level,,,level suara audio otomatis,,SOLITARY,
Audio language selection 1,'',,Pemilihan bahasa audio 1,,INCOMPLETE (SOME),
Audio language selection 2,'',,Pemilihan bahasa audio 2,,INCOMPLETE (SOME),
Audio language selection 3,'',,Pemilihan bahasa audio 3,,INCOMPLETE (SOME),
Audio language selection 4,'',,Pemilihan bahasa audio 4,,INCOMPLETE (SOME),
Audio options...,'',,Pilihan audio...,,INCOMPLETE (SOME),
Audio plugins,,,Plugin audio,,SOLITARY,
Audio track (%s) format,,,Format jalur audio (%s),,SOLITARY,
Audio track (%s) language,,,Bahasa jalur audio (%s),,SOLITARY,
Audio volume step size,'',,Ukuran jangka bunyi audio,,INCOMPLETE (SOME),
Author: ,'',,Penulis: ,,INCOMPLETE (SOME),
Authoring mode,'',,Mode penulisan,,INCOMPLETE (SOME),
Auto,'',,Auto,,INCOMPLETE (SOME),
Auto Diseqc,,,DiSEqC otomatis,,SOLITARY,
Auto EXIF Orientation rotation/flipping,,,Membalik/Putaran Orientasi EXIF otomatis,,SOLITARY,
Auto chapter split every ? minutes (0=never),'',,Pemisahan bab otomatis setiap ? menit (0=tidak pernah),,INCOMPLETE (SOME),
Auto flesh,'',,Flesh otomatis,,INCOMPLETE (SOME),
Auto focus,'',,Fokus otomatis,,INCOMPLETE (SOME),
Auto focus commencing ...,'',,Memulai fokus otomatis ...,,INCOMPLETE (SOME),
Auto language selection,'',,Pemilihan bahasa otomatis,,INCOMPLETE (SOME),
Auto play blu-ray file,,,Putar otomatis berkas blu-ray,,SOLITARY,
Auto scart switching,'',,Pertukaran scart otomatis,,INCOMPLETE (SOME),
Autoinstalling please wait for packages being updated,,,"Pemasangan otomatis, mohon tunggu paket-paket diperbarui",,SOLITARY,
Automatic,'',,Otomatis,,INCOMPLETE (SOME),
Automatic Scan,'',,Pelacakan Otomatis,,INCOMPLETE (SOME),
Automatic scan,'',,Pelacakan otomatis,,INCOMPLETE (SOME),
Automatically start timeshift after,'',,Mulai timeshift otomatis setelah,,INCOMPLETE (SOME),
Automatically turn on external subtitles,'',,Hidupkan otomatis terjemahan dari luar,,INCOMPLETE (SOME),
Available format variables,'',,Variabel format tersedia,,INCOMPLETE (SOME),
Azerbaijan,'',,'',,EMPTY (SOME),
B,'',,B,,INCOMPLETE (SOME),
BER,,,BER,,SOLITARY,
BER:,'',,BER:,,INCOMPLETE (SOME),
BT 2020 CL,'',,'',,EMPTY (SOME),
BT 2020 NCL,'',,'',,EMPTY (SOME),
BT 709,'',,'',,EMPTY (SOME),
Back,'',,Kembali,,INCOMPLETE (SOME),
Background,'',,Latar,,INCOMPLETE (SOME),
Background color,'',,Warna latar,,INCOMPLETE (SOME),
Background delete option,'',,Pilihan hapus latar,,INCOMPLETE (SOME),
Background delete speed,'',,Kecepatan hapus latar,,INCOMPLETE (SOME),
Backing up to: %s,,,Pencadangan ke: %s,,SOLITARY,
Backup completed.,'',,Berkas cadangan selesai.,,INCOMPLETE (SOME),
Backup failed.,'',,Berkas cadangan gagal.,,INCOMPLETE (SOME),
Backup is running...,'',,Sedang membuat berkas cadangan...,,INCOMPLETE (SOME),
