msgid,openatv,openhdf,openpli,openvix,STATUS
%s\nPress ok for multiboot selection\nPress exit to close,"%s\nНатисніть OK для вибору іміджа\nНатисніть Exit, щоб вийти",,'',,INCOMPLETE (SOME)
%s %d.%d,,,'',,SOLITARY
%s %s free disk space,,,%s %s вільне місце на диску,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,'',,SOLITARY
%s is no longer used. Should it be deleted?,%s більше не використовується. Видалити його?,'',%s більше не використовується. Чи повинен він бути видалений?,'',MISMATCH (ALL)
%s%d min,%s%d хв,,%s%d хв,,CONSISTENT (SOME)
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL)
%s:%s,,,%s:%s,'',INCOMPLETE (SOME)
(ZAP as PiP),,,'','',EMPTY (SOME)
(ZAP),,(Переключити),(Перейти),(Переключити),MISMATCH (SOME)
(activated +%d min),,,(активоване +%d хв),,SOLITARY
(empty),(відсутній),(відсутній),(пусто),(відсутній),MISMATCH (ALL)
(not activated),,,(не активовано),,SOLITARY
(show optional DVD audio menu),(показати додаткове DVD аудіо меню),(показати додаткове DVD аудіо меню),(показати опції. DVD аудіо меню),(показати додаткове DVD аудіо меню),MISMATCH (ALL)
* Only available if more than one interface is active.,"* Доступно, якщо більше ніж один інтерфейс активний.",* Доступні тільки якщо більше ніж один інтерфейс активний.,* Доступно якщо активно більше одного інтерфейсу.,* Доступні тільки якщо більше ніж один інтерфейс активний.,MISMATCH (ALL)
-NO SERVICE\n,-НЕМАЄ КАНАЛІВ\n,,'','',INCOMPLETE (SOME)
-SERVICE ERROR:%d\n,-ПОМИЛКА КАНАЛУ:%d\n,,'','',INCOMPLETE (SOME)
/s,/сек,'',/с,'',MISMATCH (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,10 MБ/с,,'','',INCOMPLETE (SOME)
100 MB/s,100 MБ/с,,'','',INCOMPLETE (SOME)
10bit,10біт,,'','',INCOMPLETE (SOME)
12V output,12В вихід,12V Вихід,12V вихід,12V Вихід,MISMATCH (ALL)
12bit,12біт,,'','',INCOMPLETE (SOME)
13 V,13 В,13 V,13 V,13 V,MISMATCH (ALL)
16:10,'','',16:10,'',INCOMPLETE (ALL)
16:10 Letterbox,16:10 Поштова скринька,'',16:10 Режим ящика,'',MISMATCH (ALL)
16:10 PanScan,16:10 Панорама,'',16:10 Панорама,'',INCOMPLETE (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,16:9 Поштова скринька,'',16:9 Режим ящика,'',MISMATCH (ALL)
16:9 always,16:9 завжди,16:9 завжди,16:9 завжди,16:9 завжди,CONSISTENT (ALL)
16K,,,'','',EMPTY (SOME)
18 V,18 В,18 V,18 V,18 V,MISMATCH (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,20 MБ/с,,'','',INCOMPLETE (SOME)
23.976,'','',23.976,'',INCOMPLETE (ALL)
24,'','',24,'',INCOMPLETE (ALL)
25,'','',25,'',INCOMPLETE (ALL)
29.97,'','',29.97,'',INCOMPLETE (ALL)
3,'',,3,'',INCOMPLETE (SOME)
30,'','',30,'',INCOMPLETE (ALL)
3D surround,,,'',,SOLITARY
3D surround softlimiter,,,'',,SOLITARY
3D surround speaker position,,,'','',EMPTY (SOME)
3d mode,3d режим,'',Режим 3D,,MISMATCH (SOME)
4,'',,4,'',INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'','',4:3,'',INCOMPLETE (ALL)
4:3 Letterbox,4:3 Поштова скринька,'',4:3 Режим ящика,'',MISMATCH (ALL)
4:3 PanScan,4:3 Панорама,'',4:3 Панорама,'',INCOMPLETE (ALL)
5,'',,5,'',INCOMPLETE (SOME)
50 MB/s,50 МБ/с,,'','',INCOMPLETE (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,8біт,,'','',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - за замовчуванням (відключено),,SOLITARY
<Current movielist location>,<Розташування поточного списку фільмів>,'',<Поточне місце списку відео>,'',MISMATCH (ALL)
<Default movie location>,<Розташування фільмів за умовчанням>,'',<Місце відео по дефолту>,'',MISMATCH (ALL)
<Last timer location>,<Розташування останнього таймера>,'',<Місце останнього таймера>,'',MISMATCH (ALL)
<unknown>,<невідомий>,<невідомий>,<невідомий>,<невідомий>,CONSISTENT (ALL)
=NO STREAM\n,=НЕМАЄ ПОТОКУ\n,,'','',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Файл конфігурації (%s) був змінений після його встановлення.\nБажаєте зберегти вашу версію?,'',Конфігураційний файл (%s)  був змінений в процесі установки.\nЗберегти вашу модифікацію?,'',MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Файл конфігурації (%s) був змінений під час інсталяції.\nБажаєте зберегти вашу версію?,Файл конфігурації (%s) був змінений з моменту інсталяції.\nБажаєте зберегти ці зміни?,Файл конфігурації (%s) був змінений в процесі установки.\nЗберегти вашу версію?,Файл конфігурації (%s) був змінений з моменту інсталяції.\nБажаєте зберегти ці зміни?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,"Запис за таймером завершено, ресивер буде переведений в режим очікування.\nЗробити це зараз?",,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,"Запис за таймером закінчена, ваш ресивер буде вимкнений.\nВимкнути зараз?",,SOLITARY
A record has been started:\n%s,,,Запис було розпочато:\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Триває запис.\nЩо хочете зробити?,В даний час йде запис.\nЩо хочете зробити?,У поточний час йде запис.\nЩо ви хочете зробити?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,"В даний час триває запис. Зупиніть запис, щоб виконати пошук.",'',"У поточний час йде запис. Будь ласка, зупиніть запис, перш ніж спробувати сканувати.",'',MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,"Запис в даний час працює. Будь ласка, зупиніть запис, перш ніж намагатися почати тестування DiSEqC.",,SOLITARY
A required tool (%s) was not found.,Потрібний інструмент (%s) не знайдено.,Потрібний інструмент (%s) не знайдено.,"Потрібний інструмент (%s), не знайдений.",Потрібний інструмент (%s) не знайдено.,MISMATCH (ALL)
A search for available updates is currently in progress.,Виконується пошук доступних оновлень.,'',"Пошук доступних оновлень. Будь ласка, почекайте ...",'',MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Знайдено другий налаштований інтерфейс.\n\nБажаєте відключити другий мережевий інтерфейс?,'',Другий налаштований інтерфейс був знайдений.\n\nВи хочете відключити другий мережний інтерфейс?,'',MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Таймер переведе приймач\nв режим очікування. Зробити це зараз?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Таймер сну хоче вимкнути \nваш ресивер. Вимкнути зараз?,,SOLITARY
A small overview of the available icon states and actions.,Невеликий огляд доступного стану іконок і дій.,'',"Невеликий огляд доступних станів, іконок та дій.",'',MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Таймер зупинив запис!\nВідключити ТБ і спробувати ще раз?\n,Таймер не в змозі виконати запис!\nВибрати іншу TV-програму і спробувати знову?\n,Таймер не може почати запис!\nВідключити поточний сервіс і спробувати ще раз?\n,Таймер не в змозі виконати запис!\nВибрати іншу TV-програму і спробувати знову?\n,MISMATCH (ALL)
A/V settings,,'',Аудіо/Відео налаштування,,INCOMPLETE (SOME)
AAC downmix,AAC Plus мікшування,'',AAC мікшування,'',MISMATCH (ALL)
AC3 downmix,AC3 мікшування,,AC3 мікшування,'',INCOMPLETE (SOME)
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS file,,,ASS файл,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,ATSC провайдер,,ATSC провайдер,,CONSISTENT (SOME)
Abort,Скасувати,Скасувати,Перервати,Скасувати,MISMATCH (ALL)
Abort alternatives edit,,,Перервати редагування альтернативи,,SOLITARY
Abort bouquet edit,,,Перервати редагування букета,,SOLITARY
Abort favourites edit,,,Перервати редагування фаворитів,,SOLITARY
About,Про приймач,Інформація,Інформація,Інформація,MISMATCH (ALL)
Accesspoint:,Точка доступу:,'',Точка доступу:,'',INCOMPLETE (ALL)
Activate HbbTV (Redbutton),Запуск HbbTV (червона кнопка),,Активувати HbbTV (Червона Кнопка),,MISMATCH (SOME)
Activate Picture in Picture,Ввімкнути Картинка в Картинці,Ввімкнути PiP,Включити картинку в картинці,Ввімкнути PiP,MISMATCH (ALL)
Activate current configuration,Активувати поточну конфігурацію,,Активувати поточні налаштування,,MISMATCH (SOME)
Activate network settings,Активувати налаштування мережі,Активувати налаштування мережі,Активувати мережеві установки,Активувати налаштування мережі,MISMATCH (ALL)
Activate the configured network settings.,Активуйте налаштовані параметри мережі.,'',Активувати вибрані настройки мережі.,'',MISMATCH (ALL)
Activate timeshift End,Вказати закінчення таймшифта,,Активувати кінець Таймшифту,,MISMATCH (SOME)
Activate timeshift end and pause,Вказати закінчення таймшифта і паузу,,Активувати кінець і  паузу в Таймшифті,'',MISMATCH (SOME)
Adapter settings,Налаштування адаптера,Налаштування адаптера,Налаштування адаптера,Налаштування адаптера,CONSISTENT (ALL)
Add,Додати,Додати,Додати,Додати,CONSISTENT (ALL)
Add a mark,Додати маркер,Додати закладку,Додати мітку,Додати закладку,MISMATCH (ALL)
Add a nameserver entry,Додати запис DNS,,Додати DNS сервер,,MISMATCH (SOME)
Add a new title,Додати нову назву,Додати нову назву,Додати нову назву,Додати нову назву,CONSISTENT (ALL)
Add alternatives,,,Додати альтернативу,,SOLITARY
Add bookmark,Додати закладку,,Додати закладку,,CONSISTENT (SOME)
Add bouquet,,,Додати фаворит,,SOLITARY
Add bouquet to parental protection,,,Додати букет в батьківський контроль,,SOLITARY
Add directory to playlist,Додати каталог в плейлист,,Додати папку до списку відтворення,,MISMATCH (SOME)
Add file to playlist,Додати файл в плейлист,,Додати файл до списку відтворення,,MISMATCH (SOME)
Add files to playlist,Додати файли в плейлист,,Додати файли в плейлист,,CONSISTENT (SOME)
Add marker,,,Додати маркер,,SOLITARY
Add provider,Додати провайдер,,Додати провайдера,,MISMATCH (SOME)
Add recording (enter recording duration),Почати запис (вкажіть тривалість запису),'',Почати запис (введіть тривалість запису),'',MISMATCH (ALL)
Add recording (enter recording endtime),Почати запис (вкажіть час закінчення запису),'',Почати запис (введіть час закінчення),'',MISMATCH (ALL)
Add recording (indefinitely),Почати запис (на невизначений час),'',Почати запис (закінчення не визначено),'',MISMATCH (ALL)
Add recording (stop after current event),Почати запис (зупинити після цієї передачі),'',Почати запис (стоп після поточного події),'',MISMATCH (ALL)
Add service,Додати канал,,Додати сервіс,,MISMATCH (SOME)
Add service to bouquet,,,Додати сервіс в фаворит,,SOLITARY
Add service to favourites,,,Додати сервіс в фаворити,,SOLITARY
Add timer,Додати таймер,Таймер,Додати таймер,Таймер,MISMATCH (ALL)
Add title,Додати назву,Додати,Додати назву,Додати,MISMATCH (ALL)
Add to bouquet,,Додати до списку,Додати в пакет,Додати до списку,MISMATCH (SOME)
Add to favourites,,Додати до фаворитів,Додати в фаворити,Додати до фаворитів,MISMATCH (SOME)
Add to parental protection,,,Додати в батьківський контроль,,SOLITARY
Add/remove change timer for current event,Змінити таймер для поточної передачі Додати/Видалити,,Додати/видалити зміни таймера для поточнї події,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Додаткові опції двигуна дозволяють ввести дані з специфікації вашого двигуна, так що система зможе обчислити, скільки часу буде потрібно для переміщення антени.",,'','',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Додаткові опції двигуна дозволяють ввести дані з специфікації вашого двигуна, щоб система обчислила необхідний час для переміщення антени.",,'','',INCOMPLETE (SOME)
Adjust 3D settings,Регулювання 3D налаштувань,'',Встановіть налаштування 3D,,MISMATCH (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Налаштуйте параметри кольору так щоб всі відтінки були відображені, але щоб залишались насиченими, настільки наскільки це можливо. Якщо результат вас задовольняє, натисніть ОК, щоб вийти з налаштувань, або на цифрові кнопки від 1 до 6, щоб вибрати інший тестовий екран.","Налаштуйте параметри кольору так щоб всі відтінки були відображені, але щоб залишались насиченими, настільки наскільки це можливо.Якщо результат вас задовільняє, натисніть ОК, щоб вийти з налаштувань, або на цифрові кнопки від 1 до 6, щоб вибрати інший тестовий екран.","Налаштуйте параметри кольору, так щоб всі відтінки кольорів були максимально видно, наскільки це можливо. Якщо ви задоволені результатом, натисніть кнопку ОК для закриття відео налаштувань, або використовуйте цифрові клавіші для вибору  інших тестів екрану ","Налаштуйте параметри кольору так щоб всі відтінки були відображені, але щоб залишались насиченими, настільки наскільки це можливо.Якщо результат вас задовільняє, натисніть ОК, щоб вийти з налаштувань, або на цифрові кнопки від 1 до 6, щоб вибрати інший тестовий екран.",MISMATCH (ALL)
Advanced,Розширений,,Розширений,,CONSISTENT (SOME)
Advanced options,Розширені параметри,,Розширені опції,,MISMATCH (SOME)
Advanced options and settings.,,,Додаткові параметри і налаштування.,,SOLITARY
Advanced restore,Розширене відновлення,Відновлення за датою,Розширене відновлення,Відновлення за датою,MISMATCH (ALL)
Advanced software,Додаткове ПЗ,,Розширене відновлення,,MISMATCH (SOME)
Advanced software plugin,Розширений програмний плагін,,Розширений плагін софта,,MISMATCH (SOME)
Advanced video enhancement setup,Розширене налаштування покращення відео,'',Меню додаткових відео налаштувань,'',MISMATCH (ALL)
Advanced video setup,,'',Розширене налаштування відео,,INCOMPLETE (SOME)
Afghanistan,Афганістан,,'','',INCOMPLETE (SOME)
After event,Після події,Після виконання,Після події,Після виконання,MISMATCH (ALL)
Aland Islands,Аландські острови,,'','',INCOMPLETE (SOME)
Albania,Албанія,,'','',INCOMPLETE (SOME)
Album,Альбом,Альбом:,Альбом,Альбом:,MISMATCH (ALL)
Algeria,Алжир,,'','',INCOMPLETE (SOME)
Alignment of events,Вирівнювання передач,,Вирівнювання подій,'',MISMATCH (SOME)
Alignment of service names,Вирівнювання назви каналу,,Вирівнювання імені сервісу,,MISMATCH (SOME)
All,Всі,Всі,Все,Всі,MISMATCH (ALL)
All ages,Для всіх,'',Всі категорії,'',MISMATCH (ALL)
All frequency,,,Всі частоти,,SOLITARY
All satellites 1 (USALS),Всі супутники 1 (USALS),,Всі супутники 1 (USALS),'',INCOMPLETE (SOME)
All satellites 2 (USALS),Всі супутники 2 (USALS),,Всі супутники 1 (USALS),'',MISMATCH (SOME)
All satellites 3 (USALS),Всі супутники 3 (USALS),,Всі супутники 3 (USALS),'',INCOMPLETE (SOME)
All satellites 4 (USALS),Всі супутники 4 (USALS),,Всі супутники 4 (USALS),'',INCOMPLETE (SOME)
All services provider,Всі канали провайдера,,Всі постачальники послуг,,MISMATCH (SOME)
Allocate,Призначити,'',Виділити,'',MISMATCH (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,"Призначіть номер фізичному LNB, який Ви налаштовуєте. Цей конвертер можна вибрати для інших супутників (наприклад, з мотором) для збереження налаштувань одного і того ж LNB кілька разів.",,'','',INCOMPLETE (SOME)
Allocate unused memory index,Призначити невикористаний номер позиції,'',Виділити невикористовуваний номер пам'яті,'',MISMATCH (ALL)
Allow 10bit,Вихід 10біт,,'','',INCOMPLETE (SOME)
Allow 12bit,Вихід 12біт,,'','',INCOMPLETE (SOME)
Allow quit movieplayer with exit,Вихід по кнопці exit в програвачі,,Дозволити вийти з відеоплеєра кнопкою вихід,,MISMATCH (SOME)
Allow subtitle language to equal audio language,Показувати субтитри при збігу з мовою аудіо,'',Показувати субтитри при збігу з мовою Аудіо,'',MISMATCH (ALL)
Allow subtitles for hearing impaired,Дозволити субтитри для слабо чуючих,'',Субтитри для людей з ослабленим слухом,'',MISMATCH (ALL)
Alpha,Прозорість,Прозорість,Прозорість,Прозорість,CONSISTENT (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,Також і в режимі очікування,,Також в режимі очікування,,MISMATCH (SOME)
Alternative,Альтернативний,,Альтернативний DNS,,MISMATCH (SOME)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative numbering mode,Альтернативний режим нумерації,'',Альтернативний режим нумерації каналів,'',MISMATCH (ALL)
Alternative services tuner priority,Пріоритет використання тюнерів,Пріоритет використання тюнерів,Приорітет тюнера в альтернативних сервісах,Пріоритет використання тюнерів,MISMATCH (ALL)
Always ask,Завжди запитувати,'',Завжди питати,'',MISMATCH (ALL)
Always hide infobar,Завжди приховувати Інфобар,'',Завжди приховувати інформаційну панель,'',MISMATCH (ALL)
Always include ECM in recordings,Завжди включати ECM у записи,,Завжди включайте ECM в записах,,MISMATCH (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.","Завжди вмикайте запис ECM у записах. При цьому будуть проігноровані деякі параметри таймерів. Якщо даний параметр підтримується вашим приймачем, це дозволить розкодовувати записи (називається декодуванням в автономному режимі). Стандартно: вимкнено.",,"Завжди включайте ECM повідомлень в записах.Це скасовує окремі настройки таймера на глобальному рівні.Це дозволяє записам завжди бути розшифровані згодом ( іноді називають відсутнє декодування ), якщо ця функція підтримується вашим приймачем.За замовчуванням:викл.",,MISMATCH (SOME)
American Samoa,Американське Самоа,,'','',INCOMPLETE (SOME)
An empty filename is illegal.,Пусте ім'я файлу є недопустимим.,Пусте ім'я файлу є недопустимим.,Порожнє ім'я неприпустимо.,Пусте ім'я файлу є недопустимим.,MISMATCH (ALL)
An error occurred while downloading the packetlist. Please try again.,Виникла помилка при завантаженні списку пакетів. Спробуйте ще раз.,'',"Помилка завантаження списку пакетів. Будь ласка, спробуйте ще раз.",'',MISMATCH (ALL)
An unknown error occurred!,Виникла невідома помилка!,,Невідома помилка!,,MISMATCH (SOME)
And will put your receiver in standby over ,,,І переведе ваш ресивер в Режим Очікування через ,,SOLITARY
Andorra,Андора,,'','',INCOMPLETE (SOME)
Angola,Ангола,,'','',INCOMPLETE (SOME)
Anguilla,Ангілья,,'','',INCOMPLETE (SOME)
Antarctica,Антарктика,,'','',INCOMPLETE (SOME)
Antigua and Barbuda,Антигуа і Барбуда,,'','',INCOMPLETE (SOME)
Any activity,Будь-яка активність,'',Будь яка активність,'',MISMATCH (ALL)
Arabic,Арабська,Арабський,Арабський,Арабський,MISMATCH (ALL)
Are you sure to purge all deleted user bouquets?,,,"Ви впевнені, що хочете очистити всі видалені призначені для користувача букети?",,SOLITARY
Are you sure to remove all %d.%d%s%s services?,"Ви впевнені, що хочете видалити усі %d.%d%s%s канали?",,"Ви впевнені, що бажаєте видалити всі %d.%d%s%s послуги?",,MISMATCH (SOME)
Are you sure to remove all cable services?,"Ви впевнені, що хочете видалити всі кабельні канали?",,"Ви впевнені, щоб видалити всі кабельні послуги?",,MISMATCH (SOME)
Are you sure to remove all terrestrial services?,"Ви впевнені, що хочете видалити всі наземні канали?",,"Ви впевнені, щоб видалити всі наземні служби?",,MISMATCH (SOME)
Are you sure to remove this entry?,"Ви впевнені, що бажаєте видалити цей запис?",,"Ви впевнені, щоб видалити цей запис?",,MISMATCH (SOME)
Are you sure you want to activate this network configuration?\n\n,Ви дійсно бажаєте активувати цю конфігурацію мережі?\n\n,Ви дійсно бажаєте активувати цю конфігурацію мережі?\n\n,"Ви впевнені, що хочете активувати цю конфігурацію мережі?\n\n",Ви дійсно бажаєте активувати цю конфігурацію мережі?\n\n,MISMATCH (ALL)
Are you sure you want to delete\nthe following backup:\n,"Ви впевнені, що хочете видалити\nнаступну резервну копію:\n",'',"Ви впевнені, що хочете видалити \nнаступний бекап:\n",'',MISMATCH (ALL)
Are you sure you want to exit this wizard?,Ви дійсно бажаєте вийти з помічника?,'',"Ви впевнені, що хочете вийти з цього майстра?",'',MISMATCH (ALL)
Are you sure you want to restart your network interfaces?\n\n,Ви дійсно бажаєте перезавантажити мережеві інтерфейси?\n\n,"Ви впевнені, що хочете перезавантажити мережеві інтерфейси?\n\n","Ви впевнені, що хочете перезавантажити мережеві інтерфейси?\n\n","Ви впевнені, що хочете перезавантажити мережеві інтерфейси?\n\n",MISMATCH (ALL)
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,Ви дійсно бажаєте відновити\nдану резервну копію:\n%s\nВаш приймач перезавантажиться після виконання відновлення!,'',"Ви впевнені, що хочете відновити цей бекап:\n%s\nВаш ресивер буде перезавантажений після відновлення!",'',MISMATCH (ALL)
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,"Ви впевнені, що хочете відновити резервну копію?\nВаш приймач перезавантажиться після відновлення!",'',"Ви впевнені, що хочете відновити бекап?\nВаш ресивер буде перезавантажений після відновлення!",'',MISMATCH (ALL)
Argentina,Аргентина,,'','',INCOMPLETE (SOME)
Armenia,Арменія,,'','',INCOMPLETE (SOME)
Artist,Артист,Артист,Артист,Артист,CONSISTENT (ALL)
Arts/Culture,Мистецтво/Культура,'',Мистецтво / Культура,'',MISMATCH (ALL)
Aruba,Аруба,,'','',INCOMPLETE (SOME)
As defined by the skin,,,Як визначено скіном,,SOLITARY
Ask user,Запитати користувача,запитувати користувача,Запитати користувача,запитувати користувача,MISMATCH (ALL)
Aspect ratio,Співвідношення сторін,'',Співвідношення сторін,'',INCOMPLETE (ALL)
Assigned CAIds:,Призначені CAId'и:,'',Призначено CAID:,'',MISMATCH (ALL)
Assigned services/provider:,Призначені Канали/Провайдери:,'',Призначено канали / провайдери:,'',MISMATCH (ALL)
At beginning,,,На початку,,SOLITARY
At end,,,В кінці,,SOLITARY
"Attention, this is repeated timer!\n",,,"Увага, цей таймер повторюється!\n",'',INCOMPLETE (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Увага, цей таймер повторюється! \nЩо ти хочеш робити?",,SOLITARY
Audio,Аудіо,,Аудіо,'',INCOMPLETE (SOME)
Audio / Video,,,'',,SOLITARY
Audio PID,Аудіо ПІД,'',Аудіо PID,'',MISMATCH (ALL)
"Audio PID%s, codec & lang",,,'',,SOLITARY
"Audio PID, codec & lang",,,'',,SOLITARY
Audio auto volume level,,,'',,SOLITARY
Audio language selection 1,Вибір мови аудіо 1,'',Вибір мови Аудіо 1,'',MISMATCH (ALL)
Audio language selection 2,Вибір мови аудіо 2,'',Вибір мови Аудіо 2,'',MISMATCH (ALL)
Audio language selection 3,Вибір мови аудіо 3,'',Вибір мови Аудіо 3,'',MISMATCH (ALL)
Audio language selection 4,Вибір мови аудіо 4,'',Вибір мови Аудіо 4,'',MISMATCH (ALL)
