msgid,openatv,openhdf,openpli,openvix,STATUS
%3.01f dB,,,%3.01f dB,'',INCOMPLETE (SOME)
%A %d %B,'',,%A %d %B,,INCOMPLETE (SOME)
%A %e %B,,'',%A %e %B,,INCOMPLETE (SOME)
%A %e %B %Y,,'',%A %e %B %Y,,INCOMPLETE (SOME)
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL)
%a %e %B %Y,,'',%a %e %B %Y,,INCOMPLETE (SOME)
%a %e/%m,,'',%a %e/%m,,INCOMPLETE (SOME)
%a %e/%m  %-H:%M,,'',%a %e/%m  %-H:%M,,INCOMPLETE (SOME)
%d B,,,%d B,'',INCOMPLETE (SOME)
%d GB,'','',%d GB,%d GB,INCOMPLETE (ALL)
%d MB,'','',%d MB,%d MB,INCOMPLETE (ALL)
%d fps,,,%d fps,,SOLITARY
%d kB,'','',%d kB,%d kB,INCOMPLETE (ALL)
%d kB/s,,,%d kB/s,,SOLITARY
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL)
%d minutes,%d minuti,'',%d minuti,%d minuti,INCOMPLETE (ALL)
%d ms,'',,%d ms,,INCOMPLETE (SOME)
%d sec,'',,%d sec,,INCOMPLETE (SOME)
%d-%m,'',,%d-%m,,INCOMPLETE (SOME)
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY
%d.%03d GB,'',,%d.%03d GB,,INCOMPLETE (SOME)
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME)
%d.%d,,,%d.%d,,SOLITARY
%d.%d.%d,,,%d.%d.%d,,SOLITARY
%d:%02d,,,%d:%02d,,SOLITARY
%k:%M %e/%m,,'',%k:%M %e/%m,,INCOMPLETE (SOME)
%s\nDo you still want to flash image\n%s?,,,%s\nVuoi eseguire il flash dell'immagine\n%s?,,SOLITARY
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nPremere ok per selezionare il multiboot\nPremi Exit per uscire,,INCOMPLETE (SOME)
%s %d.%d,,,%s %d.%d,,SOLITARY
%s %s free disk space,,,%s %s di spazio libero su disco,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,%s Importa i canali dal sintonizzatore di fallback,,SOLITARY
%s is no longer used. Should it be deleted?,%s non è più utilizzato. Vuoi cancellarlo?,'',%s non è più in uso. Eliminarlo?,%s non in uso. Cancellarlo?,MISMATCH (ALL)
%s%% Autoinstalling %s,,,%s%% Autoinstalla %s,,SOLITARY
%s%d min,'',,%s%d min,,INCOMPLETE (SOME)
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL)
%s:%s,,,%s:%s,'',INCOMPLETE (SOME)
(VU+ type),,,(tipo VU+),,SOLITARY
(ZAP as PiP),,,(Cambio canale nel PiP),'',INCOMPLETE (SOME)
(ZAP),,(ZAP),(Cambio canale),(ZAP),MISMATCH (SOME)
(activated +%d min),,,(attivato +%d min),,SOLITARY
(empty),(vuoto),(vuoto),(vuoto),(vuoto),CONSISTENT (ALL)
(not activated),,,(non attivato),,SOLITARY
(show optional DVD audio menu),(Mostra il menu opzionale DVD audio),(Mostrare il menu opzionale DVD audio),(mostrare il menu audio opzionale del DVD),(Mostrare il menu opzionale DVD audio),MISMATCH (ALL)
(unknown),,,(sconosciuto),,SOLITARY
* Only available if more than one interface is active.,* Disponibile solo se più di un'interfaccia è attiva.,* Disponibile solo se più di un'interfaccia è attiva.,* Disponibile solo se più di un'interfaccia è attiva.,* Disponibile solo se più di un'interfaccia è attiva.,CONSISTENT (ALL)
-NO SERVICE\n,-NESSUN SERVIZIO\n,,-NESSUN CANALE\n,'',MISMATCH (SOME)
-SERVICE ERROR:%d\n,-ERRORE DEL SERVIZIO:%d\n,,-ERRORE CANALE:%d\n,'',MISMATCH (SOME)
/s,'','',/s,/s,INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME)
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME)
10bit,'',,10bit,'',INCOMPLETE (SOME)
12V output,Uscita 12V,12V output,12V output,12V output,MISMATCH (ALL)
12bit,'',,12bit,'',INCOMPLETE (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL)
16:10 PanScan,'',16:10 PanScan,16:10 Pan & Scan,16:10 PanScan,MISMATCH (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL)
16:9 always,16:9 sempre,16:9 sempre,16:9 sempre,16:9 sempre,CONSISTENT (ALL)
16K,,,'','',EMPTY (SOME)
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME)
23.976,'','',23.976,23.976,INCOMPLETE (ALL)
24,'',,24,24,INCOMPLETE (SOME)
25,'',,25,25,INCOMPLETE (SOME)
29.97,'','',29.97,29.97,INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',,30,30,INCOMPLETE (SOME)
3D surround,,,Surround 3D,,SOLITARY
3D surround softlimiter,,,Riduttore software del Surround 3D,,SOLITARY
3D surround speaker position,,,Posizione altoparlanti Surround 3D,'',INCOMPLETE (SOME)
3d mode,modalità 3D,'',Modalità 3D,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 Pan & Scan,4:3 PanScan,MISMATCH (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,8bit,'',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - predefinito (disabilitato),,SOLITARY
<Current movielist location>,<Percorso elenco registrazioni corrente>,<Percorso corrente>,<Percorso attuale dei video>,<Percorso corrente>,MISMATCH (ALL)
<Default movie location>,<Percorso registrazioni predefinito>,<Percorso predefinito>,<Percorso predefinito delle registrazioni>,<Percorso predefinito>,MISMATCH (ALL)
<Last timer location>,<Ultimo percorso timer>,<Ultimo percorso timer>,<Percorso dell'ultimo timer>,<Ultimo percorso timer>,MISMATCH (ALL)
<unknown>,<sconosciuto>,<sconosciuto>,<sconosciuto>,<sconosciuto>,CONSISTENT (ALL)
=NO STREAM\n,'',,=NESSUN FLUSSO\n,'',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Un file di configurazione originale (%s) è stato modificato:\nMantenere le proprie modifiche?,'',Un file di configurazione (%s) è stato modificato da quando è stato installato.\nMantenere le modifiche?,Un file di configurazione originale (%s) è stato modificato.\nMantenere le proprie modifiche?,MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Un file di configurazione (%s) è stato modificato.\nMantenere la propria versione?,Un file di configurazione originale (%s) è stato modificato.\nMantenere la propria versione?,Un file di configurazione (%s) è stato modificato da quando è stato installato.\nMantenere le modifiche?,Un file di configurazione originale (%s) è stato modificato.\nMantenere la propria versione?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Il completamento di una registrazione programmata prevede\ndi mettere il ricevitore in sospensione. Procedere adesso?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Il completamento di una registrazione programmata prevede\ndi spegnere il ricevitore. Spegnere adesso?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,EPG grafico per tutti i canali di uno specifico bouquet,,SOLITARY
A record has been started:\n%s,,,Registrazione avviata:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Registrazione in corso sul sintonizzatore selezionato. Scegliere un sintonizzatore differente oppure interrompere la registrazione e riprovare.,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Una registrazione è in corso!\nCosa si desidera fare?,Registrazione in corso!\nCosa si desidera fare?,Registrazione in corso.\nCosa si desidera fare?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Una registrazione è in esecuzione. Interrompi la registrazione prima di tentare la scansione.,'',"Registrazione in corso. Prima di avviare una ricerca canali, è necessario arrestarla.",Registrazioni in corso! Prima di effettuare una ricerca canali è necessario arrestarle!,MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,"Registrazione in corso. Prima di iniziare una prova DiSEqC, è necessario arrestarla.",,SOLITARY
A required tool (%s) was not found.,Uno strumento richiesto (%s) non è stato trovato.,Uno strumento richiesto (%s) non è stato trovato!,Uno strumento richiesto (%s) non è stato rilevato.,Uno strumento richiesto (%s) non è stato trovato!,MISMATCH (ALL)
A search for available updates is currently in progress.,Ricerca aggiornamenti disponibili in corso.,Ricerca aggiornamenti disponibili in corso.,Ricerca degli aggiornamenti disponibili in corso...,Ricerca aggiornamenti disponibili in corso.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Rilevata una seconda interfaccia di rete configurata.\n\nDisabilitare la seconda interfaccia di rete?,Rilevata una seconda interfaccia di rete configurata.\n\nDisabilitare la seconda interfaccia di rete?,Rilevata una seconda interfaccia di rete configurata.\n\nDisabilitare la seconda interfaccia di rete?,Rilevata una seconda interfaccia di rete configurata.\n\nDisabilitare la seconda interfaccia di rete?,CONSISTENT (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Un timer di spegnimento prevede di mettere\nil ricevitore in sospensione. Procedere adesso?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Un timer di spegnimento prevede lo\nspegnimento del ricevitore. Procedere adesso?,,SOLITARY
A small overview of the available icon states and actions.,Rapida panoramica delle icone di stato e delle azioni disponibili.,Ecco una rapida panoramica delle icone di stato e delle azioni disponibili.,Ecco una rapida panoramica delle icone di stato e delle azioni disponibili.,Ecco una rapida panoramica delle icone di stato e delle azioni disponibili.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Un timer ha fallito la registrazione!\nDisattivare la TV e riprovare?\n,Avvio registrazione programmata fallito!\nDisabilitare la TV e riprovare?\n,Una registrazione programmata non è riuscita!\nDisabilitare la TV e riprovare?\n,Avvio registrazione programmata fallito!\nDisabilitare la TV e riprovare?\n,MISMATCH (ALL)
A/V settings,,'',Audio e video,,INCOMPLETE (SOME)
AAC downmix,'','',Downmix AAC,AAC downmix,MISMATCH (ALL)
AC3 downmix,'',,Downmix AC3,,INCOMPLETE (SOME)
ACQUIRING TSID/ONID,,'',ACQUISIZIONE TSID/ONID,ACQUISIZIONE TSID/ONID,INCOMPLETE (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS File,,,File ASS,,SOLITARY
ASS file,,,File ASS,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,provider ATSC,,Provider ATSC,,MISMATCH (SOME)
Abort,Annulla,Annullare,Annullare,Annullare,MISMATCH (ALL)
Abort alternatives edit,,,Annullare le modifiche alternative,,SOLITARY
Abort bouquet edit,,,Annullare le modifiche ai bouquet,,SOLITARY
Abort favourites edit,,,Annullare le modifiche ai Preferiti,,SOLITARY
About,Informazioni,Info,Informazioni sul sistema,Info,MISMATCH (ALL)
Accesspoint:,Punto di accesso:,Accesspoint:,Punto di accesso:,Accesspoint:,MISMATCH (ALL)
Activate HbbTV (Redbutton),Attivare HbbTV (Tasto rosso),,Attivare HbbTV (tasto Rosso),,MISMATCH (SOME)
Activate Picture in Picture,Attivare Picture in Picture,Attivare PiP,Attivare il PIP,Attivare PiP,MISMATCH (ALL)
Activate current configuration,Attivare configurazione attuale,,Attivare la configurazione attuale,,MISMATCH (SOME)
Activate network settings,Attivare configurazione di rete,Attivare configurazione di rete,Attivare le impostazioni di rete,Attivare configurazione di rete,MISMATCH (ALL)
Activate the configured network settings.,Attivare le impostazioni di rete configurate,'',Attivare le impostazioni di rete configurate.,Activate the configured network settings.,MISMATCH (ALL)
Activate timeshift End,Attivare Fine TimeShift,,Attivare la fine del timeshift,,MISMATCH (SOME)
Activate timeshift end and pause,Attivare Fine TimeShift e Pausa,,Attivare la fine del timeshift e mettere in pausa,'',MISMATCH (SOME)
Adapter settings,Configurazione interfaccia,Conf. interfaccia,Impostazioni interfaccia,Conf. interfaccia,MISMATCH (ALL)
Add,Aggiungi,Agg.,Aggiungere,Agg.,MISMATCH (ALL)
Add a mark,Agg.contrassegno,Agg. contr.,Aggiungere un marcatore,Agg. contr.,MISMATCH (ALL)
Add a nameserver entry,Aggiungere voce nameserver,,Aggiungere un server dei nomi (DNS),,MISMATCH (SOME)
Add a new title,Aggiungere nuovo titolo,Aggiungere nuovo titolo,Aggiungere un nuovo titolo,Aggiungere nuovo titolo,MISMATCH (ALL)
Add alternatives,,,Aggiungere un'alternativa,,SOLITARY
Add bookmark,Agg. contrassegno,,Aggiungere un percorso preferito,,MISMATCH (SOME)
Add bouquet,,,Aggiungi bouquet,,SOLITARY
Add bouquet to parental protection,,,Aggiungere il bouquet al Controllo genitori,,SOLITARY
Add directory to playlist,Aggiungere cartella alla playlist,,Aggiungere una cartella alla playlist,,MISMATCH (SOME)
Add file to playlist,Aggiungere file alla playlist,,Aggiungere un file alla playlist,,MISMATCH (SOME)
Add files to playlist,Aggiungere file alla playlist,,Aggiungere file alla playlist,,CONSISTENT (SOME)
Add marker,,,Aggiungere un marcatore,,SOLITARY
Add provider,Agg. provider,,Aggiungere un provider,,MISMATCH (SOME)
Add recording (enter recording duration),Aggiungi registrazione (inserisci durata),'',Aggiungere una registrazione (inserire la durata),'',MISMATCH (ALL)
Add recording (enter recording endtime),Aggiungi registrazione (inserisci tempo finale),'',Aggiungere una registrazione (inserire l'ora fine),'',MISMATCH (ALL)
Add recording (indefinitely),Aggiungi registrazione (tempo indeterminato),'',Aggiungere una registrazione (durata illimitata),'',MISMATCH (ALL)
Add recording (stop after current event),Aggiungi registrazione (ferma dopo questo evento),'',Aggiungere una registrazione (evento attuale),'',MISMATCH (ALL)
Add service,Agg. servizio,,Aggiungere un canale,,MISMATCH (SOME)
Add service to bouquet,,,Aggiungere il canale al bouquet,,SOLITARY
Add service to favourites,,,Aggiungere il canale ai Preferiti,,SOLITARY
Add services to this bouquet?,,,Aggiungere canali a questo bouquet?,,SOLITARY
Add timer,Agg. timer,Agg. timer,Aggiungere un timer,Agg. timer,MISMATCH (ALL)
Add title,Agg. titolo,Agg. titolo,Aggiungere un titolo,Agg. titolo,MISMATCH (ALL)
Add to bouquet,,Aggiungere al bouquet,Aggiungere al bouquet,Aggiungere al bouquet,CONSISTENT (SOME)
Add to favourites,,Aggiungere a preferiti,Aggiungere ai Preferiti,Aggiungere a preferiti,MISMATCH (SOME)
Add to parental protection,,,Aggiungere al Controllo genitori,,SOLITARY
Add/remove change timer for current event,Aggiungi/elimina timer per evento attuale,,Aggiungere/eliminare/modificare un timer per l'evento attuale,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Le opzioni aggiuntive del motore permettono di inserire informazioni specifiche, in modo che enigma possa determinare il tempo necessario per lo spostamento della parabola da un satellite all'altro.",,Le opzioni aggiuntive del motore consentono di inserire i dati presi dalle specifiche del motore in modo che Enigma possa determinare quanto tempo occorre per spostare la parabola da un satellite ad un altro.,'',MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,Le opzioni aggiuntive del motore permettono di inserire informazioni specifiche in modo che enigma possa determinare il tempo per lo spostamento verso un altro satellite.,,Le opzioni aggiuntive del motore consentono di inserire i dati presi dalle specifiche del motore in modo che Enigma possa determinare quanto tempo occorre per spostarsi su un altro satellite.,'',MISMATCH (SOME)
Adjust 3D settings,Regola le configurazioni 3D,'',Configurare le impostazioni 3D,,MISMATCH (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Regolare il colore in modo che tutte le sfumature risultino visibili, ma appaiano le più sature possibile. Se il risultato appare soddisfacente, premere OK per uscire dalla configurazione avanzata video, o usare i tasti numerici per accedere alle altre schermate.","Regolare il colore in modo che tutte le sfumature risultino visibili, ma appaiano le più sature possibile. Se il risultato appare soddisfacente, premere OK per uscire dalla configurazione avanzata video, o usare i tasti numerici per accedere alle altre schermate.","Regolare il colore in modo che tutte le sfumature risultino visibili, ma appaiano le più sature possibile. Se il risultato appare soddisfacente, premere OK per uscire dalla regolazione accurata dell'immagine oppure utilizzare i tasti numerici per accedere alle altre schermate di prova.","Regolare il colore in modo che tutte le sfumature risultino visibili, ma appaiano le più sature possibile. Se il risultato appare soddisfacente, premere OK per uscire dalla configurazione avanzata video, o usare i tasti numerici per accedere alle altre schermate.",MISMATCH (ALL)
Advanced,Avanzato,,Avanzata,,MISMATCH (SOME)
Advanced options,Opzioni avanzate,,Opzioni avanzate,,CONSISTENT (SOME)
Advanced options and settings.,,,Opzioni ed impostazioni avanzate.,,SOLITARY
Advanced restore,Ripristino avanzato,Ripristino avanzato,Ripristino avanzato,Ripristino avanzato,CONSISTENT (ALL)
Advanced software,Software avanzato,,Software avanzato,,CONSISTENT (SOME)
Advanced software plugin,Plugin Software avanzato,,Plugin software avanzato,,MISMATCH (SOME)
Advanced video enhancement setup,Configurazione avanzata miglioramento immagine,,Regolazione avanzata del miglioramento immagine,,MISMATCH (SOME)
Advanced video setup,,'',Regolazione avanzata dell'immagine,,INCOMPLETE (SOME)
Afghanistan,'',,Afghanistan,'',INCOMPLETE (SOME)
After event,Dopo l'evento,Dopo l'evento,Azione fine evento,Dopo l'evento,MISMATCH (ALL)
Aland Islands,Isole Aland,,Isole Aland,'',INCOMPLETE (SOME)
Albania,'',,Albania,'',INCOMPLETE (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,'',,Algeria,'',INCOMPLETE (SOME)
Alignment of events,Allineamento eventi,,Allineamento degli eventi,'',MISMATCH (SOME)
Alignment of service names,Allineamento nomi canali,,Allineamento dei nomi dei canali,,MISMATCH (SOME)
All,Tutti,Tutti,Tutti,Tutti,CONSISTENT (ALL)
All ages,Tutte le età,'',Tutte le età,'',INCOMPLETE (ALL)
All frequency,,,Tutte le frequenze,,SOLITARY
All satellites 1 (USALS),Tutti i satelliti 1 (USALS),,Tutti i satelliti 1 (USALS),'',INCOMPLETE (SOME)
All satellites 2 (USALS),Tutti i satelliti 2 (USALS),,Tutti i satelliti 2 (USALS),'',INCOMPLETE (SOME)
All satellites 3 (USALS),Tutti i satelliti 3 (USALS),,Tutti i satelliti 3 (USALS),'',INCOMPLETE (SOME)
All satellites 4 (USALS),Tutti i satelliti 4 (USALS),,Tutti i satelliti 4 (USALS),'',INCOMPLETE (SOME)
All services provider,Tutti i provider,,Tutti i provider di canali,,MISMATCH (SOME)
All slots,,,Tutti gli slot,,SOLITARY
Allocate,Assegnare,'',Assegnare,'',INCOMPLETE (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,Assegna un numero all'LNB fisico che stai configurando. Potrai in seguito selezionarlo per altri satelliti (ad es. con parabole motorizzate) per salvare più volte le impostazioni dello stesso LNB.,,Assegnare un numero all'LNB che si sta configurando. Sarà possibile selezionare di nuovo questo LNB per altri satelliti (ad es. per parabole motorizzate) in modo da evitare di reimpostare lo stesso LNB più volte.,'',MISMATCH (SOME)
Allocate unused memory index,Assegnare indice di memoria non usata,'',Assegnare un indice di memoria inutilizzata,'',MISMATCH (ALL)
Allow 10bit,Consenti 10 bit,,Consentire 10bit,'',MISMATCH (SOME)
Allow 12bit,Permetti 12bit,,Consentire 12bit,'',MISMATCH (SOME)
Allow quit movieplayer with exit,Permettere chiusura Movieplayer all'uscita.,,Consentire l'uscita dal lettore video con il tasto EXIT,,MISMATCH (SOME)
Allow quitting movieplayer with exit,,,Consentire l'uscita dal lettore video con il tasto EXIT,,SOLITARY
Allow subtitle language to equal audio language,Consente lingua sottotitoli uguale all'audio,'',Associare la lingua dei sottotitoli alla lingua audio,'',MISMATCH (ALL)
Allow subtitles for hearing impaired,Consente sottotitoli per non udenti,'',Abilitare i sottotitoli per non udenti,'',MISMATCH (ALL)
Allow unsupported modes,Consenti modalità non supportate,,Consenti modalità non supportate,,CONSISTENT (SOME)
Alpha,Alfabetico,Trasparenza,Trasparenza,Trasparenza,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,Importare anche in fase di Avvio/Riavvio di Enigma2,,SOLITARY
Also import from the extension menu,,,Importare anche dal menu delle estensioni,,SOLITARY
Also import when box is leaving standby,,,Importare anche quando il ricevitore sta uscendo dalla sospensione,,SOLITARY
Also on standby,Anche in standby,,Anche in stato di sospensione,,MISMATCH (SOME)
Alternative,Alternativa,,Alternativa,,CONSISTENT (SOME)
Alternative 1,Alternativa 1,,Alternativa 1,,CONSISTENT (SOME)
Alternative 2,Alternativa 2,,Alternativa 2,,CONSISTENT (SOME)
Alternative URL for images listed on FlashImage,,,URL alternativo per le immagini elencate sul FlashImage,,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,URL alternativi per DVB-T / C o ATSC,,SOLITARY
Alternative numbering mode,Modalità di numerazione alternativa,'',Utilizzare la numerazione alternativa dei canali,'',MISMATCH (ALL)
Alternative services tuner priority,Priorità tuner per canali alternativi,Priorità tuner,Priorità del sintonizzatore alternativo dei canali,Priorità tuner,MISMATCH (ALL)
Always ask,Chiedere sempre,Chiedere sempre,Chiedere sempre,Chiedere sempre,CONSISTENT (ALL)
Always hide infobar,Nascondi sempre infobar,'',Nascondere sempre l'infobar,'',MISMATCH (ALL)
Always include ECM in recordings,Includi sempre gli ECM nelle registrazioni,,Includere sempre i dati ECM nelle registrazioni,,MISMATCH (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.","Includi sempre gli ECM nelle registrazioni. Questo sovrascrive le impostazioni individuali dei timer. Se  questo viene supportato dal tuo ricevitore, permette registrazioni decriptate successivamente (offline decoding). Valore predefinito: OFF.",,"Se questa impostazione è attivata, i dati ECM saranno sempre inclusi nelle registrazioni e le impostazioni dei singoli timer saranno ignorate dappertutto. Se supportato dal ricevitore, ciò consente di poter decodificare sempre le registrazioni a posteriori (operazione talvolta denominata 'decodifica offline'). L'impostazione predefinita è 'No'.",,MISMATCH (SOME)
American Samoa,Samoa americane,,Samoa americane,'',INCOMPLETE (SOME)
An empty filename is illegal.,Nome di file vuoto: non consentito!,Nome di file vuoto: non consentito!,Nome di file vuoto non consentito.,Nome di file vuoto: non consentito!,MISMATCH (ALL)
An error occurred - Please try again later,,,Si è verificato un errore. Riprovare più tardi,,SOLITARY
An error occurred while downloading the packetlist. Please try again.,Errore durante il download della lista pacchetti. Riprova.,'',Errore durante lo scaricamento dell'elenco pacchetti. Riprovare.,'',MISMATCH (ALL)
An unknown error occurred!,Si è verificato un errore sconosciuto!,,Si è verificato un errore sconosciuto!,,CONSISTENT (SOME)
And will put your receiver in standby over ,,,E il ricevitore andrà in sospensione tra ,,SOLITARY
Andorra,'',,Andorra,'',INCOMPLETE (SOME)
Angola,'',,Angola,'',INCOMPLETE (SOME)
Anguilla,'',,Anguilla,'',INCOMPLETE (SOME)
Antarctica,Antartide,,Antartide,'',INCOMPLETE (SOME)
Antigua and Barbuda,Antigua e Barbuda,,Antigua e Barbuda,'',INCOMPLETE (SOME)
Any activity,Tutte le attività,'',Tutte le attività,'',INCOMPLETE (ALL)
Arabic,Arabo,Arabo,Arabo,Arabo,CONSISTENT (ALL)
Are you sure to purge all deleted user bouquets?,,,Si desidera eliminare tutti i bouquet?,,SOLITARY
Are you sure to reboot to,,,Sei sicuro di riavviare,,SOLITARY
Are you sure to remove all %d.%d%s%s services?,Sei sicuro di rimuovere tutti i servizi %d.%d%s%s ?,,Si desidera eliminare tutti %d.%d%s%s canali?,,MISMATCH (SOME)
