msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%d kB/s,,,%d kB/s,,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,'','',%d minuts,'',INCOMPLETE (ALL),
%d ms,,,%d ms,,SOLITARY,
%d sec,'',,% d s,,INCOMPLETE (SOME),
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,'',,%d.%03d GB,'',INCOMPLETE (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,'',%k:%M %e/%m,,INCOMPLETE (SOME),
%s\nDo you still want to flash image\n%s?,,,% s\nEncara voleu actualitzar la imatge\n% s?,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,% s\nPremeu OK per a la selecció multiboot\nPremeu la sortida per tancar,,INCOMPLETE (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,%s %sespai lliure al disc,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,% s importades des d’un sintonitzador automàtic,,SOLITARY,
%s is no longer used. Should it be deleted?,'','',% s ja no s’utilitza. S’ha d’esborrar?,'',INCOMPLETE (ALL),
%s%% Autoinstalling %s,,,%s%% Instalant %s,,SOLITARY,
%s%d min,,,%s%d min,,SOLITARY,
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL),
%s:%s,,,%s:%s,'',INCOMPLETE (SOME),
(VU+ type),,,(Tipus VU +),,SOLITARY,
(ZAP as PiP),,,(ZAPPEJAR el PIP),'',INCOMPLETE (SOME),
(ZAP),,(ZAPPEJAR),(ZAPPEJAR),(ZAPPEJAR),CONSISTENT (SOME),
(activated +%d min),,,(activaT +%d min),,SOLITARY,
(empty),(buit),(buit),(buit),(buit),CONSISTENT (ALL),
(not activated),,,(not activat),,SOLITARY,
(show optional DVD audio menu),'','',(mostrar un menú d’àudio opcional de DVD),'',INCOMPLETE (ALL),
(unknown),,,(desconegut),,SOLITARY,
* Only available if more than one interface is active.,'','',* Només disponible si hi ha més d’una interfície activa.,'',INCOMPLETE (ALL),
-NO SERVICE\n,'',,-NO SERVEI\n,'',INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-SERVEI ERROR:%d\n,'',INCOMPLETE (SOME),
/s,'','',/s,'',INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME),
10bit,'',,10bit,'',INCOMPLETE (SOME),
12V output,sortida 12V,sortida 12V,sortida 12V,sortida 12V,CONSISTENT (ALL),
12bit,'',,12bit,'',INCOMPLETE (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'','',16:10,'',INCOMPLETE (ALL),
16:10 Letterbox,'',,16:10 Letterbox,,INCOMPLETE (SOME),
16:10 PanScan,'',,16:10 PanScan,,INCOMPLETE (SOME),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',,16:9 Letterbox,,INCOMPLETE (SOME),
16:9 always,16:9 sempre,16:9 sempre,16:9 sempre,16:9 sempre,CONSISTENT (ALL),
16K,,,16K,'',INCOMPLETE (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME),
23.976,'','',23.976,'',INCOMPLETE (ALL),
24,,,24,,SOLITARY,
25,,,25,,SOLITARY,
29.97,'','',29.97,'',INCOMPLETE (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,,,30,,SOLITARY,
3D surround,,,3D surround,,SOLITARY,
3D surround softlimiter,,,3D surround softlimiter,,SOLITARY,
3D surround speaker position,,,3D surround speaker position,'',INCOMPLETE (SOME),
3d mode,'','',3d mode,,INCOMPLETE (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,'',INCOMPLETE (SOME),
422,'',,422,'',INCOMPLETE (SOME),
444,'',,444,'',INCOMPLETE (SOME),
4:3,'','',4:3,'',INCOMPLETE (ALL),
4:3 Letterbox,'',,4:3 Letterbox,,INCOMPLETE (SOME),
4:3 PanScan,'',,4:3 PanScan,,INCOMPLETE (SOME),
4K,,,4K,'',INCOMPLETE (SOME),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8K,,,8K,'',INCOMPLETE (SOME),
8bit,'',,8bit,'',INCOMPLETE (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - predeterminat (desactivat),,SOLITARY,
<Current movielist location>,'','',<Ubicació pel-liculas actual>,'',INCOMPLETE (ALL),
<Default movie location>,'','',<Ubicació per defecte de la pel·lícula>,'',INCOMPLETE (ALL),
<Last timer location>,'','',<Ubicació del darrer temporitzador>,'',INCOMPLETE (ALL),
<unknown>,<desconegut>,<desconegut>,<desconegut>,<desconegut>,CONSISTENT (ALL),
=NO STREAM\n,'',,=NO STREAM\n,'',INCOMPLETE (SOME),
??,?,?,??,?,MISMATCH (ALL),
A,Un,Un,A,Un,MISMATCH (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,'','',S’ha modificat un fitxer de configuració (% s) des que es va instal·lar.\nVoleu mantenir les vostres modificacions?,'',INCOMPLETE (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,'','',Un fitxer de configuració (% s) es va modificar des de la instal·lació.\nVoleu conservar la vostra versió?,'',INCOMPLETE (ALL),
A file from media is in use!,,,S’utilitza un fitxer de suports.,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,"Un temporitzador de registres acabat vol configurar la vostra\nreceptor en espera. Ara, això?",,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Un temporitzador de registres acabat vol apagar-se\nel receptor. Apagat ara?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Un EPG gràfic per a tots els serveis d’un ram específic,,SOLITARY,
A record has been started:\n%s,,,S'ha iniciat una gravació:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Actualment s’està executant una gravació al sintonitzador seleccionat. Seleccioneu un sintonitzador diferent o atureu la gravació i torneu-ho a provar.,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,En aquests moments s'està realitzant una gravació.\nQuè vols fer?,En aquests moments s'està realitzant una gravació.\nQuè vols fer?,En aquests moments s'està realitzant una gravació.\nQuè vols fer?,,CONSISTENT (SOME),
A recording is currently running. Please stop the recording before trying to scan.,'','',Actualment s’està executant una gravació. Atureu la gravació abans d’intentar escanejar.,'',INCOMPLETE (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Actualment s’està executant una gravació. Atureu la gravació abans de començar a provar DiSEqC.,,SOLITARY,
A required tool (%s) was not found.,'','',No s’ha trobat una eina necessària (% s).,'',INCOMPLETE (ALL),
A search for available updates is currently in progress.,'','',Una cerca d’actualitzacions disponibles està en curs.,'',INCOMPLETE (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,'','',S’ha trobat una segona interfície configurada.\n\nVoleu desactivar la segona interfície de xarxa?,'',INCOMPLETE (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,"Un temporitzador de son vol configurar la vostra\nreceptor en espera. Ara, això?",,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Un temporitzador de son vol apagar-se\nel receptor. Apagat ara?,,SOLITARY,
A small overview of the available icon states and actions.,'','',Una petita visió general dels estats i accions d’els icones disponibles.,'',INCOMPLETE (ALL),
A timer failed to record!\nDisable TV and try again?\n,Ha fallat la gravació!\nVols desactivar la TV i tornar-ho a provar?\n,Ha fallat la gravació!\nVols desactivar la TV i tornar-ho a provar?\n,Ha fallat la gravació!\nVols desactivar la TV i tornar-ho a provar?\n,Ha fallat la gravació!\nVols desactivar la TV i tornar-ho a provar?\n,CONSISTENT (ALL),
A/V settings,,'',Configuracions A/V,,INCOMPLETE (SOME),
AAC downmix,'','',AAC downmix,'',INCOMPLETE (ALL),
AC3 downmix,'',,AC3 downmix,'',INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,'',ACQUIRING TSID/ONID,'',INCOMPLETE (SOME),
AGC:,,,AGC:,'',INCOMPLETE (SOME),
ASS File,,,ASS File,,SOLITARY,
ASS file,,,ASS file,'',INCOMPLETE (SOME),
ATSC,'',,ATSC,'',INCOMPLETE (SOME),
ATSC provider,,,ATSC proveidor,,SOLITARY,
Abort,'','',Cancela,'',INCOMPLETE (ALL),
Abort alternatives edit,,,Abortar l'edició d'alternatives,,SOLITARY,
Abort bouquet edit,,,Cancel·lar l'edició de llistes,,SOLITARY,
Abort favourites edit,,,Cancel·lar l'edició de preferits,,SOLITARY,
About,Quant a,Quant a,Quant a,Quant a,CONSISTENT (ALL),
Accesspoint:,'','',Punt d’accés:,'',INCOMPLETE (ALL),
Activate HbbTV (Redbutton),'',,Activa HbbTV (botó vermell),,INCOMPLETE (SOME),
Activate Picture in Picture,Activar PiP,Activar PiP,Activar PiP,Activar PiP,CONSISTENT (ALL),
Activate current configuration,,,Activar configuració del sintonitzador,,SOLITARY,
Activate network settings,Activar la configuració de la xarxa,Activar la configuració de la xarxa,Activar la configuració de la xarxa,Activar la configuració de la xarxa,CONSISTENT (ALL),
Activate the configured network settings.,'','',Activar la configuració de la xarxa.,'',INCOMPLETE (ALL),
Activate timeshift End,'',,Activa el final de la hora de canvis,,INCOMPLETE (SOME),
Activate timeshift end and pause,'',,Activeu el final d’horari i la pausa,'',INCOMPLETE (SOME),
Adapter settings,'','',Adaptar configuracions,'',INCOMPLETE (ALL),
Add,Afegir,Afegir,Afegir,Afegir,CONSISTENT (ALL),
Add a mark,Afegir una marca,Afegir una marca,Afegir una marca,Afegir una marca,CONSISTENT (ALL),
Add a nameserver entry,,,Afegiu una entrada del servidor,,SOLITARY,
Add a new title,Afegir un nou títol,Afegir un nou títol,Afegir un nou títol,Afegir un nou títol,CONSISTENT (ALL),
Add alternatives,,,Afegir alternatives,,SOLITARY,
Add bookmark,,,Afegir Punt de llibre,,SOLITARY,
Add bouquet,,,Afegir llista,,SOLITARY,
Add bouquet to parental protection,,,Afegir llista a la protecció parental,,SOLITARY,
Add directory to playlist,,,Afegir el directori a la llista,,SOLITARY,
Add file to playlist,,,Afegir el fitxer a la llista,,SOLITARY,
Add files to playlist,,,Afegir fitxers a la llista,,SOLITARY,
Add marker,,,Afegir marcador,,SOLITARY,
Add provider,,,Afegir Proveïdor,,SOLITARY,
Add recording (enter recording duration),'','',Afegir gravació (introduint la durada),'',INCOMPLETE (ALL),
Add recording (enter recording endtime),'','',Afegir gravació (introduint l'hora d'acabada),'',INCOMPLETE (ALL),
Add recording (indefinitely),'','',Afegir gravació (indefinidament),'',INCOMPLETE (ALL),
Add recording (stop after current event),'','',Afegir enregistrament (aturar-se després de l’esdeveniment actual),'',INCOMPLETE (ALL),
Add service,,,Afegir canal,,SOLITARY,
Add service to bouquet,,,Afegir el canal a la llista,,SOLITARY,
Add service to favourites,,,Afegir el canal als preferits,,SOLITARY,
Add services to this bouquet?,,,Afegir el canal a la llista?,,SOLITARY,
Add timer,Gravar,Gravar,Gravar,Gravar,CONSISTENT (ALL),
Add title,'','',Afegir  títol,'',INCOMPLETE (ALL),
Add to bouquet,,Afegir a la llista,Afegir a la llista,Afegir a la llista,CONSISTENT (SOME),
Add to favourites,,Afegir als preferits,Afegir als preferits,Afegir als preferits,CONSISTENT (SOME),
Add to parental protection,,,Afegir a la protecció parental,,SOLITARY,
Add/remove change timer for current event,'',,Afegiu / traieu el temporitzador de canvis per a l’esdeveniment actual,,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,Les opcions addicionals del motor us permeten introduir detalls de la fitxa d’especificacions del motor de manera que l’enigma es pugui determinar quant trigarà a moure el plat d’un satèl·lit a un altre satèl·lit.,'',INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,Les opcions addicionals del motor us permeten introduir detalls de la fitxa d’especificacions del vostre motor per tal que l’enigma es pugui determinar quant trigarà a passar a un altre satèl·lit.,'',INCOMPLETE (SOME),
Adjust 3D settings,'','',Ajusteu la configuració en 3D,,INCOMPLETE (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",'','',"Ajusteu la configuració del color de manera que es distingeixin totes les tonalitats del color, però apareguin el més saturades possible. Si està satisfet amb el resultat, premeu OK per tancar l’ajustament del vídeo o bé utilitzeu les tecles numèriques per seleccionar altres pantalles de prova.",'',INCOMPLETE (ALL),
Advanced,'',,Avançat,,INCOMPLETE (SOME),
Advanced options,'','',Avançat opcions,'',INCOMPLETE (ALL),
Advanced options and settings.,,,Opcions i configuracions avançades.,,SOLITARY,
Advanced restore,'','',Restauració avançada,'',INCOMPLETE (ALL),
Advanced software,'','',Programa avançat,'',INCOMPLETE (ALL),
Advanced software plugin,'','',Programa avançat plugin,'',INCOMPLETE (ALL),
Advanced video enhancement setup,'','',Configuració avançada de millora de vídeo,'',INCOMPLETE (ALL),
Advanced video setup,,'',Configuració avançada de vídeo,,INCOMPLETE (SOME),
Afghanistan,'',,Afghanistan,'',INCOMPLETE (SOME),
After event,Després del programa,Després del programa,Després del programa,Després del programa,CONSISTENT (ALL),
Aland Islands,'',,Illes Aland,'',INCOMPLETE (SOME),
Albania,'',,Albania,'',INCOMPLETE (SOME),
Album,Àlbum,Àlbum,Àlbum,Àlbum,CONSISTENT (ALL),
Algeria,'',,Algèria,'',INCOMPLETE (SOME),
Alignment of events,'',,Alineació d’esdeveniments,'',INCOMPLETE (SOME),
Alignment of service names,,,Alineació dels noms del servei,,SOLITARY,
All,Tot,Tot,Tot,Tot,CONSISTENT (ALL),
All ages,'','',Totes les edats,'',INCOMPLETE (ALL),
All frequency,,,Tot freqüència,,SOLITARY,
All satellites 1 (USALS),'',,Tots els satèl·lits 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),'',,Tots els satèl·lits 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),'',,Tots els satèl·lits 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),'',,Tots els satèl·lits 4 (USALS),'',INCOMPLETE (SOME),
All services provider,,,Proveïdor de serveis,,SOLITARY,
All slots,,,Tot freqüències,,SOLITARY,
Allocate,'','',Assignar,'',INCOMPLETE (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,"Assigna un número al LNB físic que esteu configurant. Podreu seleccionar aquest LNB de nou per a altres satèl·lits (per exemple, plats motoritzats) per estalviar la configuració del mateix LNB diverses vegades.",'',INCOMPLETE (SOME),
Allocate unused memory index,'','',Assigna l’índex de memòria no utilitzat,'',INCOMPLETE (ALL),
Allow 10bit,'',,Deixeu 10 bits,'',INCOMPLETE (SOME),
Allow 12bit,'',,Deixeu 12 bits,'',INCOMPLETE (SOME),
Allow quit movieplayer with exit,'',,Permet sortir del cinema amb sortida,,INCOMPLETE (SOME),
Allow quitting movieplayer with exit,,,Permet deixar de sortir el cinema amb sortida,,SOLITARY,
Allow subtitle language to equal audio language,'','',Permet que el llenguatge dels subtítols sigui igual al llenguatge d’àudio,'',INCOMPLETE (ALL),
Allow subtitles for hearing impaired,'','',Permet subtítols per a deficients auditius,'',INCOMPLETE (ALL),
Allow unsupported modes,'',,Permetre modes no compatibles,,INCOMPLETE (SOME),
Alpha,'',Alpha,Alpha,Alpha,INCOMPLETE (ALL),
Also import at reboot/restart enigma2,,,També importeu a reiniciar / reiniciar enigma2,,SOLITARY,
Also import from the extension menu,,,També importeu del menú d’extensions,,SOLITARY,
Also import when box is leaving standby,,,També importeu quan la caixa surti en espera,,SOLITARY,
Also on standby,'',,També en espera,,INCOMPLETE (SOME),
Alternative,,,Afegir alternatives,,SOLITARY,
Alternative 1,,,Afegir alternatives,,SOLITARY,
Alternative 2,,,Afegir alternatives,,SOLITARY,
Alternative URL for images listed on FlashImage,,,URL alternatiu per a les imatges llistades a FlashImage,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,URL alternatius per a DVB-T / C o ATSC,,SOLITARY,
Alternative numbering mode,'','',Modalitat de numeració alternativa,'',INCOMPLETE (ALL),
Alternative services tuner priority,'','',Prioritat del sintonitzador de serveis alternatius,'',INCOMPLETE (ALL),
Always ask,'','',Pregunteu sempre,'',INCOMPLETE (ALL),
Always hide infobar,'','',Amaga sempre l’infobar,'',INCOMPLETE (ALL),
Always include ECM in recordings,'',,Incloeu sempre l’ECM als enregistraments,,INCOMPLETE (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Incloure sempre missatges ECM a les gravacions. Això substitueix les configuracions del temporitzador individual a nivell mundial. Permet després desxifrar les gravacions després (de vegades anomenades descodificacions fora de línia), si és compatible amb el receptor. Per defecte: desactivat.",,INCOMPLETE (SOME),
American Samoa,'',,American Samoa,'',INCOMPLETE (SOME),
An empty filename is illegal.,'','',Un nom de fitxer buit és il·legal.,'',INCOMPLETE (ALL),
An error occurred - Please try again later,,,"Hi ha hagut un error. Siusplau, torni a intentar-ho més tard",,SOLITARY,
An error occurred while downloading the packetlist. Please try again.,'','',S’ha produït un error en descarregar la llista de paquets. Siusplau torna-ho a provar.,'',INCOMPLETE (ALL),
An unknown error occurred!,'','',S’ha produït un error desconegut!,'',INCOMPLETE (ALL),
And will put your receiver in standby over ,,,I posarà el receptor en espera ,,SOLITARY,
Andorra,'',,Andorra,'',INCOMPLETE (SOME),
Angola,'',,Angola,'',INCOMPLETE (SOME),
Anguilla,'',,Anguilla,'',INCOMPLETE (SOME),
Antarctica,'',,Antartida,'',INCOMPLETE (SOME),
Antigua and Barbuda,'',,Antigua i Barbuda,'',INCOMPLETE (SOME),
Any activity,'','',Qualsevol activitat,'',INCOMPLETE (ALL),
Arabic,Àrab,Àrab,Àrab,Àrab,CONSISTENT (ALL),
Are you sure to delete image:,,,Segur que heu de reiniciar:,,SOLITARY,
Are you sure to purge all deleted user bouquets?,,,Esteu segur de purgar tots els rams d’usuari suprimits?,,SOLITARY,
Are you sure to reboot to,,,Segur que heu de reiniciar ?,,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,'',,Confirmeu que elimineu tots els serveis de% d.% d% s% s?,,INCOMPLETE (SOME),
Are you sure to remove all cable services?,'',,Esteu segur de suprimir tots els serveis per cable?,,INCOMPLETE (SOME),
Are you sure to remove all terrestrial services?,'',,Esteu segur de suprimir tots els serveis terrestres?,,INCOMPLETE (SOME),
Are you sure to remove this entry?,,,Segur que suprimiu aquesta entrada?,,SOLITARY,
Are you sure to restore all deleted images,,,Esteu segur de suprimir tots els serveis per cable,,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,'','',Esteu segur que voleu activar aquesta configuració de xarxa?\n\n,'',INCOMPLETE (ALL),
Are you sure you want to delete\nthe following backup:\n,'','',Segur que vols restaurar\nel següent backup:\n,'',INCOMPLETE (ALL),
Are you sure you want to exit this wizard?,'','',Esteu segur que voleu sortir d’aquest assistent?,'',INCOMPLETE (ALL),
Are you sure you want to restart your network interfaces?\n\n,'','',Segur que voleu reiniciar les interfícies de xarxa?\n\n,'',INCOMPLETE (ALL),
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,'','',Esteu segur que voleu restaurar-lo\nla següent còpia de seguretat:\n% s\nEl receptor es reiniciarà un cop restablerta la còpia de seguretat.,'',INCOMPLETE (ALL),
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,'','',Esteu segur que voleu restaurar la còpia de seguretat?\nEl receptor es reiniciarà un cop restablerta la còpia de seguretat.,'',INCOMPLETE (ALL),
Argentina,'',,Argentina,'',INCOMPLETE (SOME),
Armenia,'',,Armenia,'',INCOMPLETE (SOME),
Artist,Artista,Artista,Artista,Artista,CONSISTENT (ALL),
Arts/Culture,'','',Arts/Cultura,'',INCOMPLETE (ALL),
Aruba,'',,Aruba,'',INCOMPLETE (SOME),
As defined by the skin,,,Tal i com defineix la pell,,SOLITARY,
Ask user,'','',Pregunteu a l’usuari,'',INCOMPLETE (ALL),
Aspect ratio,'','',Relació d'aspecteRelació d’aspecte,'',INCOMPLETE (ALL),
Assigned CAIds:,'','',CAIds assignats:,'',INCOMPLETE (ALL),
Assigned services/provider:,'','',Serveis / proveïdors assignats:,'',INCOMPLETE (ALL),
At beginning,,,Al principi,,SOLITARY,
At end,,,Al final,,SOLITARY,
"Attention, this is repeated timer!\n",,,"Atenció, aquest és temporitzador repetit!\n",'',INCOMPLETE (SOME),
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Atenció, aquest és temporitzador repetit.\nQuè vols fer?",,SOLITARY,
Audio,'',,So,'',INCOMPLETE (SOME),
Audio / Video,,,Audio / Video,,SOLITARY,
Audio PID,'','',Audio PID,'',INCOMPLETE (ALL),
"Audio PID%s, codec & lang",,,"Audio PID% s, codec i lang",,SOLITARY,
"Audio PID, codec & lang",,,"Audio PID, codec & lang",,SOLITARY,
Audio auto volume level,,,Nivell de volum automàtic d’àudio,,SOLITARY,
Audio language selection 1,'','',Selecció d’idiomes d’àudio 1,'',INCOMPLETE (ALL),
Audio language selection 2,'','',Selecció d’idiomes d’àudio 2,'',INCOMPLETE (ALL),
Audio language selection 3,'','',Selecció d’idiomes d’àudio 3,'',INCOMPLETE (ALL),
Audio language selection 4,'','',Selecció d’idiomes d’àudio 4,'',INCOMPLETE (ALL),
Audio options...,'','',Opcions d'àudio…,'',INCOMPLETE (ALL),
Audio plugins,,,Audio plugins,,SOLITARY,
Audio track (%s) format,,'',Audio track (%s) format,'',INCOMPLETE (SOME),
Audio track (%s) language,,'',Audio track (%s) llengua,'',INCOMPLETE (SOME),
Audio volume step size,'',,Volum de mida de pas d’àudio,,INCOMPLETE (SOME),
Australia,,,Austràlia,,SOLITARY,
Australian,,,Australian,,SOLITARY,
Austria,'',,Austria,'',INCOMPLETE (SOME),
Author: ,'','',Autor: ,'',INCOMPLETE (ALL),
Authoring mode,'','',Autoritzar modo,'',INCOMPLETE (ALL),
Auto,'',Auto,Auto,Auto,INCOMPLETE (ALL),
Auto Diseqc,,,Auto Diseqc,'',INCOMPLETE (SOME),
Auto EXIF Orientation rotation/flipping,,,Auto EXIF Orientació de rotació / volteig,'',INCOMPLETE (SOME),
Auto chapter split every ? minutes (0=never),'','',El capítol automàtic es divideix cada? minuts (0 = mai),'',INCOMPLETE (ALL),
Auto flesh,'','',Auto flesh,'',INCOMPLETE (ALL),
Auto focus,'','',Enfocament automàtic,'',INCOMPLETE (ALL),
Auto focus commencing ...,'','',Enfocament automàtic que comença …,'',INCOMPLETE (ALL),
Auto language selection,'','',Selecció d’idioma automàtica,,INCOMPLETE (SOME),
Auto play blu-ray file,,,Auto ,'',INCOMPLETE (SOME),
Auto scart switching,'','',Canvi automàtic de descart,'',INCOMPLETE (ALL),
Autoinstalling Completed,,,S’ha completat la instal·lació automàtica,,SOLITARY,
Autoinstalling please wait for packages being updated,,,"Si voleu actualitzar els paquets, espereu que s’actualitzin els paquets",,SOLITARY,
Automatic,'','',Automatic,'',INCOMPLETE (ALL),
Automatic Scan,Recerca automàtica,Recerca automàtica,Escaneig automàtic,Recerca automàtica,MISMATCH (ALL),
Automatic bookmarks,,,Favorits automàtics,,SOLITARY,
Automatic scan,'','',Escaneig automàtic,'',INCOMPLETE (ALL),
Automatically start timeshift after,'','',Iniciar automàticament una hora després,'',INCOMPLETE (ALL),
