msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%d B,,,'','',EMPTY (SOME),
%d GB,'','','','',EMPTY (ALL),
%d MB,'','','','',EMPTY (ALL),
%d fps,,,'',,SOLITARY,
%d kB,'','','','',EMPTY (ALL),
%d kB/s,,,'',,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,%d minut,%d minut,%d minut,%d minut,CONSISTENT (ALL),
%d ms,,,'',,SOLITARY,
%d sec,%d sek,,'',,INCOMPLETE (SOME),
%d-%m,'',,'',,EMPTY (SOME),
%d.%02d. %02d:%02d,,,'',,SOLITARY,
%d.%03d GB,'',,'','',EMPTY (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,'',,SOLITARY,
%d.%d.%d,,,'',,SOLITARY,
%d:%02d,,,'',,SOLITARY,
%k:%M %e/%m,,'','',,EMPTY (SOME),
%s\nDo you still want to flash image\n%s?,,,%s\nCzy nadal chcesz zainstalować image\n%s,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nWciśnij OK aby przejść do wyboru multiboot\nWciśnij exit aby zamknąć,,INCOMPLETE (SOME),
%s %d.%d,,,'',,SOLITARY,
%s %s free disk space,,,%s %s wolnej przestrzeni dyskowej,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,%s zaimportowano z tunera rezerwowego,,SOLITARY,
%s is no longer used. Should it be deleted?,%s nie jest już używany.Powinien być usunięty?,'',%s nie jest już używany. Usunąć?,'',MISMATCH (ALL),
%s%% Autoinstalling %s,,,%s%% Automatyczna instalacja %s,,SOLITARY,
%s%d min,'',,'',,EMPTY (SOME),
%s/%s: %s,'','','','',EMPTY (ALL),
%s:%s,,,'','',EMPTY (SOME),
(VU+ type),,,(Typ VU+),,SOLITARY,
(ZAP as PiP),,,(Przełącz jako PiP),'',INCOMPLETE (SOME),
(ZAP),,(Przełącz),(Przełącz),(Przełącz),CONSISTENT (SOME),
(activated +%d min),,,"(aktywny, +%d min)",,SOLITARY,
(empty),(puste),(puste),(puste),(puste),CONSISTENT (ALL),
(not activated),,,(nieaktywny),,SOLITARY,
(show optional DVD audio menu),(pokaż opcjonalne menu DVD audio),(pokaż opcjonalne menu audio DVD),(pokaż opcjonalne menu audio DVD),(pokaż opcjonalne menu audio DVD),MISMATCH (ALL),
(unknown),,,(nieznany),,SOLITARY,
* Only available if more than one interface is active.,* Dostępne tylko wtedy gdy więcej niż jeden interfejs jest aktywny.,* Dostępne tylko gdy więcej niż jeden interfejs jest aktywny.,* Dostępne tylko gdy więcej niż jeden interfejs jest aktywny.,* Dostępne tylko gdy więcej niż jeden interfejs jest aktywny.,MISMATCH (ALL),
-NO SERVICE\n,'',,-BRAK KANAŁU\n,'',INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-BŁĄD KANAŁU:%d\n,'',INCOMPLETE (SOME),
/s,'','','','',EMPTY (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,'','',EMPTY (SOME),
100 MB/s,'',,'','',EMPTY (SOME),
10bit,'',,'','',EMPTY (SOME),
12V output,Wyjście 12V,Wyjście 12V,Wyjście 12V,Wyjście 12V,CONSISTENT (ALL),
12bit,'',,'','',EMPTY (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,16:9 zawsze,16:9 zawsze,16:9 zawsze,16:9 zawsze,CONSISTENT (ALL),
16K,,,'','',EMPTY (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,'','',EMPTY (SOME),
23.976,'','','','',EMPTY (ALL),
24,'',,'',,EMPTY (SOME),
25,'',,'',,EMPTY (SOME),
29.97,'','','','',EMPTY (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,'',,'',,EMPTY (SOME),
3D surround,,,'',,SOLITARY,
3D surround softlimiter,,,Soft limiter 3D surround,,SOLITARY,
3D surround speaker position,,,Pozycja głośników 3D surround,'',INCOMPLETE (SOME),
3d mode,tryb 3d,tryb 3d,tryb 3d,,CONSISTENT (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,'','',EMPTY (SOME),
422,'',,'','',EMPTY (SOME),
444,'',,'','',EMPTY (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,'','',EMPTY (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,'','',EMPTY (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - domyślny (wyłączono),,SOLITARY,
<Current movielist location>,<Bieżąca lokalizacja nagrań>,<Bieżąca lokalizacja nagrań>,<Bieżąca lokalizacja nagrań>,<Bieżąca lokalizacja nagrań>,CONSISTENT (ALL),
<Default movie location>,<Domyślna lokalizacja nagrań>,<Domyślna lokalizacja nagrań>,<Domyślna lokalizacja nagrań>,<Domyślna lokalizacja nagrań>,CONSISTENT (ALL),
<Last timer location>,<Ostatnia lokalizacja timera>,<Ostatnia lokalizacja timera>,<Ostatnia lokalizacja timera>,<Ostatnia lokalizacja timera>,CONSISTENT (ALL),
<unknown>,<nieznany>,<nieznany>,<nieznany>,<nieznany>,CONSISTENT (ALL),
=NO STREAM\n,'',,=BRAK STRUMIENIA\n,'',INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Plik konfiguracyjny (%s) został zmodyfikowany od czasu jego instalacji.\nCzy chcesz zachować zmiany?,'',Plik konfiguracyjny (%s) został zmodyfikowany od czasu instalacji.\nChcesz zachować swoją wersję?,'',MISMATCH (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Plik konfiguracyjny (%s) został zmodyfikowany od czasu instalacji.\nChcesz zachować swoją wersję?,Plik konfiguracyjny (%s) został zmodyfikowany od czasu instalacji.\nChcesz zachować swoją wersję?,Plik konfiguracyjny (%s) został zmodyfikowany od czasu instalacji.\nChcesz zachować swoją wersję?,Plik konfiguracyjny (%s) został zmodyfikowany od czasu instalacji.\nChcesz zachować swoją wersję?,CONSISTENT (ALL),
A file from media is in use!,,,Plik z nośnika jest w użyciu!,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Wykonany timer nagrywania chce przełączyć\nodbiornik w stan czuwania. Zrobić to teraz?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Wykonany timer nagrywania chce wyłączyć\nodbiornik. Wyłączyć teraz?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Graficzny EPG dla wszystkich kanałów danego bukietu,,SOLITARY,
A record has been started:\n%s,,,Nagrywanie rozpoczęło się:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Trwa nagrywanie przy użyciu wybranej głowicy. Wybierz inną głowicę lub zatrzymaj nagrywanie i spróbuj ponownie.,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Nagrywanie w toku...\nCo chcesz zrobić?,Nagrywanie w toku...\nCo chcesz zrobić?,Nagrywanie w toku...\nCo chcesz zrobić?,,CONSISTENT (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Trwa nagrywanie. Zatrzymaj nagrywanie zanim rozpoczniesz skanowanie.,Trwa nagrywanie. Zatrzymaj nagrywanie zanim rozpoczniesz skanowanie.,Trwa nagrywanie. Zatrzymaj nagrywanie zanim rozpoczniesz skanowanie.,Trwa nagrywanie. Zatrzymaj nagrywanie zanim rozpoczniesz skanowanie.,CONSISTENT (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Trwa nagrywanie. Zatrzymaj nagrywanie zanim rozpoczniesz testowanie DiSEqC.,,SOLITARY,
A required tool (%s) was not found.,Wymagane narzędzie (%s) nie zostało znalezione.,Narzędzie (%s) nie zostało znalezione.,Narzędzie (%s) nie zostało znalezione.,Narzędzie (%s) nie zostało znalezione.,MISMATCH (ALL),
A search for available updates is currently in progress.,Wyszukiwanie dostępnych aktualizacji w toku.,Wyszukiwanie dostępnych aktualizacji w toku.,Wyszukiwanie dostępnych aktualizacji w toku.,Wyszukiwanie dostępnych aktualizacji w toku.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Drugi skonfigurowany interfejs został znaleziony.\n\nCzy chcesz wyłączyć drugi interfejs sieciowy?,Drugi skonfigurowany interfejs został znaleziony.\n\nCzy chcesz wyłączyć drugi interfejs sieciowy?,Drugi skonfigurowany interfejs został znaleziony.\n\nCzy chcesz wyłączyć drugi interfejs sieciowy?,Drugi skonfigurowany interfejs został znaleziony.\n\nCzy chcesz wyłączyć drugi interfejs sieciowy?,CONSISTENT (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Wyłącznik czasowy chce przełączyć\nodbiornik w tryb czuwania. Zrobić to teraz?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Wyłącznik czasowy chce wyłączyć\nodbiornik. Wyłączyć teraz?,,SOLITARY,
A small overview of the available icon states and actions.,Mały przegląd dostępnych stanów ikon i ich działań.,Podgląd dostępnych ikon stanu i działania,Podgląd dostępnych ikon stanu i działania.,Podgląd dostępnych ikon stanu i działania,MISMATCH (ALL),
A timer failed to record!\nDisable TV and try again?\n,Nagrywanie z Timera nie powiodło się!\nWyłączyć odbiornik i spróbować ponownie?\n,Nagrywanie z timera nie powiodło się!\nWyłączyć TV i spróbować ponownie?\n,Nagrywanie z timera nie powiodło się!\nWyłączyć TV i spróbować ponownie?\n,Nagrywanie z timera nie powiodło się!\nWyłączyć TV i spróbować ponownie?\n,MISMATCH (ALL),
A/V settings,,'',Audio/Video,,INCOMPLETE (SOME),
AAC downmix,'','','','',EMPTY (ALL),
AC3 downmix,'',,'','',EMPTY (SOME),
ACQUIRING TSID/ONID,,'',UZYSKIWANIE TSID/ONID,'',INCOMPLETE (SOME),
AGC:,,,'','',EMPTY (SOME),
ASS File,,,Plik ASS,,SOLITARY,
ASS file,,,Plik ASS,'',INCOMPLETE (SOME),
ATSC,'',,'','',EMPTY (SOME),
ATSC provider,ATSC dostawca,,Nadawca ATSC,,MISMATCH (SOME),
Abort,Przerwij,Przerwij,Przerwij,Przerwij,CONSISTENT (ALL),
Abort alternatives edit,,,Przerwij edycję alternatywnych,,SOLITARY,
Abort bouquet edit,,,Przerwij edycję bukietów,,SOLITARY,
Abort favourites edit,,,Przerwij edycję ulubionych,,SOLITARY,
About,Odbiornik,O tunerze...,Odbiornik / System,O tunerze...,MISMATCH (ALL),
Accesspoint:,Punkt dostępu:,Punkt dostępowy:,Punkt dostępowy:,Punkt dostępowy:,MISMATCH (ALL),
Activate HbbTV (Redbutton),Aktywuj HbbTV (Czerwony przycisk),,Włącz HbbTV (Czerwony klawisz),,MISMATCH (SOME),
Activate Picture in Picture,Aktywuj PiP,Włącz PiP,Włącz PiP,Włącz PiP,MISMATCH (ALL),
Activate current configuration,Aktywuj bieżącą konfigurację,,Aktywuj aktualną konfigurację,,MISMATCH (SOME),
Activate network settings,Aktywuj ustawienia sieci,Aktywuj ustawienia sieci,Aktywuj ustawienia sieci,Aktywuj ustawienia sieci,CONSISTENT (ALL),
Activate the configured network settings.,Aktywuj skonfigurowane ustawienia sieci.,'',Aktywuj ustawienia skonfigurowanej sieci.,'',MISMATCH (ALL),
Activate timeshift End,Aktywuj timeshift Koniec,,Cofaj timeshift,,MISMATCH (SOME),
Activate timeshift end and pause,Aktywuj timeshift koniec i pauza,,Pauzuj timeshift,'',MISMATCH (SOME),
Adapter settings,Ustawienia adaptera,Ustawienia adaptera,Ustawienia adaptera,Ustawienia adaptera,CONSISTENT (ALL),
Add,Dodaj,Dodaj,Dodaj,Dodaj,CONSISTENT (ALL),
Add a mark,Dodaj znacznik,Dodaj znacznik,Dodaj znacznik,Dodaj znacznik,CONSISTENT (ALL),
Add a nameserver entry,Dodaj wpis nazwy kanału,,Dodaj wpis DNS,,MISMATCH (SOME),
Add a new title,Dodaj nowy tytuł,Dodaj nowy tytuł,Dodaj nowy tytuł,Dodaj nowy tytuł,CONSISTENT (ALL),
Add alternatives,,,Dodaj alternatywne kanały,,SOLITARY,
Add bookmark,Dodaj zakładkę,,Dodaj zakładkę,,CONSISTENT (SOME),
Add bouquet,,,Dodaj bukiet,,SOLITARY,
Add bouquet to parental protection,,,Dodaj bukiet do kontroli rodzicielskiej,,SOLITARY,
Add directory to playlist,Dodaj katalog do listy odtwarzania,,Dodaj katalog do playlisty,,MISMATCH (SOME),
Add file to playlist,Dodaj plik do listy odtwarzania,,Dodaj plik do playlisty,,MISMATCH (SOME),
Add files to playlist,Dodaj pliki do listy odtwarzania,,Dodaj pliki do playlisty,,MISMATCH (SOME),
Add marker,,,Dodaj znacznik,,SOLITARY,
Add provider,Dodaj dostawcę,,Dodaj nadawcę,,MISMATCH (SOME),
Add recording (enter recording duration),Dodaj nagrywanie (wpisz czas trwania nagrywania),Rozpocznij nagrywanie (wpisz długość nagrywania),Nagrywaj (wpisz czas trwania nagrania),'',MISMATCH (ALL),
Add recording (enter recording endtime),Dodaj nagrywanie (wpisz czas zakończenia nagrywania),Rozpocznij nagrywanie (wpisz czas zakończenia nagrywania),Nagrywaj (wpisz czas zakończenia nagrania),'',MISMATCH (ALL),
Add recording (indefinitely),Dodaj nagrywanie (na czas nieokreślony),Rozpocznij nagrywanie (na czas nieokreślony),Nagrywaj (czas nieokreślony),'',MISMATCH (ALL),
Add recording (stop after current event),Dodaj nagrywanie (stop po aktualnym wydarzeniu),Rozpocznij nagrywanie (zakończenie wraz z końcem programu),Nagrywaj (zatrzymaj po aktualnym wydarzeniu),'',MISMATCH (ALL),
Add service,Dodaj kanał,,Dodaj kanał,,CONSISTENT (SOME),
Add service to bouquet,,,Dodaj kanał do bukietu,,SOLITARY,
Add service to favourites,,,Dodaj kanał do ulubionych,,SOLITARY,
Add services to this bouquet?,,,Dodać kanały do tego bukietu?,,SOLITARY,
Add timer,Dodaj timer,Dodaj timer,Dodaj timer,Dodaj timer,CONSISTENT (ALL),
Add title,Dodaj tytuł,Dodaj tytuł,Dodaj tytuł,Dodaj tytuł,CONSISTENT (ALL),
Add to bouquet,,Dodaj do bukietu,Dodaj do bukietu,Dodaj do bukietu,CONSISTENT (SOME),
Add to favourites,,Dodaj do ulubionych,Dodaj do ulubionych,Dodaj do ulubionych,CONSISTENT (SOME),
Add to parental protection,,,Dodaj do kontroli rodzicielskiej,,SOLITARY,
Add/remove change timer for current event,Dodaj/Usuń zmianę Timera dla bieżącego wydarzenia,,Dodaj/usuń timer dla bieżącej audycji,,MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Dodatkowe opcje silnika pozwalają wprowadzić szczegóły z arkusza specyfikacji silnika, aby enigma mogła określić, ile czasu zajmie przeniesienie anteny z jednego satelity na drugiego.",,Dodatkowe opcje obrotnicy pozwalają wprowadzić szczegóły ze specyfikacji twojego sprzętu żeby enigma mogła skalkulować jak długo zajmie przemieszczenie czaszy z jednego satelity do innego.,'',MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Dodatkowe opcje silnika pozwalają wprowadzić szczegóły z arkusza specyfikacji silnika, aby enigma mogła określić, ile czasu zajmie przejście do innego satelity.",,Dodatkowe opcje obrotnicy pozwalają wprowadzić szczegóły ze specyfikacji twojego sprzętu żeby enigma mogła skalkulować jak długo zajmie przemieszczenie innego satelity.,'',MISMATCH (SOME),
Adjust 3D settings,Dostosuj ustawienia 3D,Dostosuj ustawienia 3d,Dostosuj ustawienia 3d,,MISMATCH (SOME),capitalisation
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Dostosuj ustawienia koloru, tak aby wszystkie odcienie były rozpoznawalne, ale jak najbardziej nasycone. Jeśli jesteś zadowolony z rezultatu wciśnij 'OK' aby wyjść z tego menu lub użyj przycisków numerycznych aby zobaczyć inne ekrany testowe.","Dostosuj ustawienia koloru, tak aby wszystkie odcienie były rozróżnialne, ale jak najbardziej nasycone. Jeśli jesteś zadowolony z rezultatu wciśnij OK aby wyjść z tego menu lub użyj klawiszy numerycznych aby zobaczyć inne ekrany testowe.","Dostosuj ustawienia koloru, tak aby wszystkie odcienie były rozróżnialne, ale jak najbardziej nasycone. Jeśli jesteś zadowolony z rezultatu wciśnij OK aby wyjść z tego menu lub użyj klawiszy numerycznych aby zobaczyć inne ekrany testowe.","Dostosuj ustawienia koloru, tak aby wszystkie odcienie były rozróżnialne, ale jak najbardziej nasycone. Jeśli jesteś zadowolony z rezultatu wciśnij OK aby wyjść z tego menu lub użyj klawiszy numerycznych aby zobaczyć inne ekrany testowe.",MISMATCH (ALL),
Advanced,Zaawansowane,,Zaawansowany,,MISMATCH (SOME),
Advanced options,Opcje Zaawansowane,,Opcje zaawansowane,,MISMATCH (SOME),capitalisation
Advanced options and settings.,,,Zaawansowane opcje i ustawienia.,,SOLITARY,
Advanced restore,Zaawansowane Odzyskiwanie,Przywracanie zaawansowane,Przywracanie zaawansowane,Przywracanie zaawansowane,MISMATCH (ALL),
Advanced software,Zaawansowane Oprogramowanie,,Oprogramowanie zaawansowane,,MISMATCH (SOME),
Advanced software plugin,Zaawansowane oprogramowanie wtyczki,,Wtyczki zaawansowane,,MISMATCH (SOME),
Advanced video enhancement setup,Zaawansowane ustawienia korekcji obrazu,,Zaawansowane ustawienia korekcji obrazu,,CONSISTENT (SOME),
Advanced video setup,,Zawansowane ustawienia obrazu,Zawansowane ustawienia obrazu,,CONSISTENT (SOME),
Afghanistan,Afganistan,,Afganistan,'',INCOMPLETE (SOME),
After event,Po wydarzeniu,Po wydarzeniu,Po wydarzeniu,Po wydarzeniu,CONSISTENT (ALL),
Aland Islands,Wyspy Alandzkie,,Wyspy Alandzkie,'',INCOMPLETE (SOME),
Albania,'',,'','',EMPTY (SOME),
Album,'',Album,Album,Album,INCOMPLETE (ALL),
Algeria,Algieria,,Algieria,'',INCOMPLETE (SOME),
Alignment of events,Wyrównanie wydarzeń,,Wyrównanie tytułów audycji,'',MISMATCH (SOME),
Alignment of service names,Wyrównanie nazw usług,,Wyrównanie nazw kanałów,,MISMATCH (SOME),
All,Wszystkie,Wszystkie,Wszystkie,Wszystkie,CONSISTENT (ALL),
All ages,Wszystkie grupy wiekowe,'',b/o,'',MISMATCH (ALL),
All frequency,,,Wszystkie częstotliwości,,SOLITARY,
All satellites 1 (USALS),'',,Wszystkie satelity 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),'',,Wszystkie satelity 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),'',,Wszystkie satelity 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),'',,Wszystkie satelity 4 (USALS),'',INCOMPLETE (SOME),
All services provider,'',,Wszystkie kanały nadawcy,,INCOMPLETE (SOME),
All slots,,,Wszystkie sloty,,SOLITARY,
Allocate,Przydzielanie,'',Przydziel,'',MISMATCH (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,"Przydziel numer dla fizycznego konwertera, który konfigurujesz. Będziesz mógł wybrać ten konwerter ponownie dla innych satelitów (np. obrotnica) nie musząc konfigurować tego samego LNB ponownie.",'',INCOMPLETE (SOME),
Allocate unused memory index,Przydziel nieużywany indeks pamięci,'',Przydziel nieużywany indeks pamięci,'',INCOMPLETE (ALL),
Allow 10bit,Pozwól 10bit,,Zezwól na tryb 10bit,'',MISMATCH (SOME),
Allow 12bit,Pozwól na 12bit,,Zezwól na tryb 12bit,'',MISMATCH (SOME),
Allow quit movieplayer with exit,Pozwól wyjść z odtwarzacza filmów,,Pozwól na wyjście z odtwarzacza klawiszem exit,,MISMATCH (SOME),
Allow quitting movieplayer with exit,,,Pozwalaj na wyjście z odtwarzacza klawiszem exit,,SOLITARY,
Allow subtitle language to equal audio language,Dostosuj język napisów do języka audio,'',Zezwalaj na napisy jak ścieżka audio,'',MISMATCH (ALL),
Allow subtitles for hearing impaired,Dostosuj napisy dla niedosłyszących,'',Zezwalaj na napisy dla niesłyszących,'',MISMATCH (ALL),
Allow unsupported modes,Zezwól na użycie niewspieranych trybów,,Pozwól na tryby nieobsługiwane,,MISMATCH (SOME),
Alpha,Celujący,Przezroczystość,Przezroczystość,Przezroczystość,MISMATCH (ALL),
Also import at reboot/restart enigma2,,,Importuj także przy restarcie odbiornika / enigmy,,SOLITARY,
Also import from the extension menu,,,Import także z menu rozszerzeń,,SOLITARY,
Also import when box is leaving standby,,,Importuj także przy wyjściu ze standby,,SOLITARY,
Also on standby,Również w trybie standby,,Także przy wyjściu ze standby,,MISMATCH (SOME),
Alternative,Alternatywne,,Alternatywne,,CONSISTENT (SOME),
Alternative 1,Alternatywa 1,,Alternatywne 1,,MISMATCH (SOME),
Alternative 2,Alternatywa 2,,Alternatywne 2,,MISMATCH (SOME),
Alternative URL for images listed on FlashImage,,,Alternatywny adres URL dla obrazów wymienionych we FlashImage,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,Alternatywne adresy URL dla DVB-T/C lub ATSC,,SOLITARY,
Alternative numbering mode,Alternatywny tryb numeracji,'',Alternatywny tryb numerowania,'',MISMATCH (ALL),
Alternative services tuner priority,Priorytet tunera dla usług alternatywnych,Priorytet tunera dla serwisów alternatywnych.,Priorytet tunera dla serwisów alternatywnych,Priorytet tunera dla serwisów alternatywnych.,MISMATCH (ALL),
Always ask,Zawsze pytaj,Zawsze pytaj,Zawsze pytaj,Zawsze pytaj,CONSISTENT (ALL),
Always hide infobar,Zawsze ukryć pasek informacyjny,'',Zawsze ukrywaj infobar,'',MISMATCH (ALL),
Always include ECM in recordings,Zawsze dołącz ECM w nagraniach,,Zawsze zawieraj ECMy w nagraniach,,MISMATCH (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Gdy włączone, w nagraniach zawsze będą zawarte ECMy. Globalnie nadpisuje ustawienia dla poszczególnych timerów. Pozwala na późniejsze odkodowanie ('dekodowanie offline'), jeżeli wspierane przez odbiornik. Domyślnie: wyłączone.",,INCOMPLETE (SOME),
American Samoa,Samoa Amerykańskie,,Samoa Amerykańskie,'',INCOMPLETE (SOME),
An empty filename is illegal.,Pusta nazwa pliku jest niedozwolona.,Pusta nazwa pliku jest niedozwolona.,Pusta nazwa pliku jest niedozwolona.,Pusta nazwa pliku jest niedozwolona.,CONSISTENT (ALL),
An error occurred - Please try again later,,,Wystąpił błąd - spróbuj ponownie później,,SOLITARY,
An error occurred while downloading the packetlist. Please try again.,Wystąpił błąd podczas pobierania listy pakietów. Prosimy spróbować ponownie.,'',Wystąpił błąd podczas pobierania listy pakietów. Spróbuj ponownie.,'',MISMATCH (ALL),
An unknown error occurred!,Wystąpił nieznany błąd!,,Wystąpił nieznany błąd!,,CONSISTENT (SOME),
And will put your receiver in standby over ,,,Odbiornik przejdzie w stan czuwania za ,,SOLITARY,
Andorra,Andora,,'','',INCOMPLETE (SOME),
Angola,'',,'','',EMPTY (SOME),
Anguilla,'',,'','',EMPTY (SOME),
Antarctica,Antarktyka,,Antarktyka,'',INCOMPLETE (SOME),
Antigua and Barbuda,Antigua i Barbuda,,Antigua i Barbuda,'',INCOMPLETE (SOME),
Any activity,Każde działanie,Każda aktywność,Każda aktywność,Każda aktywność,MISMATCH (ALL),
Arabic,Arabski,Arabski,Arabski,Arabski,CONSISTENT (ALL),
