msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
12V output,saída 12V,saída 12V,saída 12V,saída 12V,CONSISTENT (ALL),
12bit,'',,'','',EMPTY (SOME),
13 V,'','',13 V,'',INCOMPLETE (ALL),
16:10,'','',16:10,'',INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'','',16:9,'',INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,Sempre 16:9,16:9 Sempre,16:9 sempre,16:9 Sempre,MISMATCH (ALL),
16K,,,'','',EMPTY (SOME),
18 V,'','',18 V,'',INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,'','',EMPTY (SOME),
23.976,'','',23.976,'',INCOMPLETE (ALL),
24,'','',24,'',INCOMPLETE (ALL),
25,'','',25,'',INCOMPLETE (ALL),
29.97,'','',29.97,'',INCOMPLETE (ALL),
3,'',,3,'',INCOMPLETE (SOME),
30,'','',30,'',INCOMPLETE (ALL),
3D surround,,,'',,SOLITARY,
3D surround softlimiter,,,'',,SOLITARY,
3D surround speaker position,,,'','',EMPTY (SOME),
3d mode,modo 3D,modo 3D,modo 3D,,CONSISTENT (SOME),
4,'',,4,'',INCOMPLETE (SOME),
420,'',,'','',EMPTY (SOME),
422,'',,'','',EMPTY (SOME),
444,'',,'','',EMPTY (SOME),
4:3,'','',4:3,'',INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 pal plus,4:3 Letterbox,4:3 pal plus,MISMATCH (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
5,'',,5,'',INCOMPLETE (SOME),
50 MB/s,'',,'','',EMPTY (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,'','',EMPTY (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,'',,SOLITARY,
<Current movielist location>,<Localização actual da lista de gravações>,<Localização actual da lista de gravações>,<Localização actual da Lista de Vídeos>,<Localização actual da lista de gravações>,MISMATCH (ALL),
<Default movie location>,<Localização predefinida>,<Localização padrão>,<Localização padrão>,<Localização padrão>,MISMATCH (ALL),
<Last timer location>,<Última localização de gravação>,<Ultima localização de gravação>,<Última localização de gravação>,<Ultima localização de gravação>,MISMATCH (ALL),unicode
<unknown>,<desconhecido>,<desconhecido>,<desconhecido>,<desconhecido>,CONSISTENT (ALL),
=NO STREAM\n,'',,'','',EMPTY (SOME),
??,'','',??,'',INCOMPLETE (ALL),
A,'','',A,'',INCOMPLETE (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Um ficheiro de configuração (%s) foi modificado desde a sua instalação.\nDeseja salvaguardar a sua versão?,Alguns ficheiros (%s) foram alterados depois da instalação.\nDeseja manter a sua configuração?,Alguns ficheiros (%s) foram alterados depois da instalação.\nDeseja manter a sua configuração?,Alguns ficheiros (%s) foram alterados depois da instalação.\nDeseja manter a sua configuração?,MISMATCH (ALL),
A file from media is in use!,,,'',,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Uma gravação agendada terminou.\nColocar o receptor em Standby?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Uma gravação agendada terminou.\nDesligar o receptor?,,SOLITARY,
A record has been started:\n%s,,,Uma gravação foi iniciada:\n%s,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Está a decorrer uma gravação.\nO que pretende fazer?,A gravação está a decorrer\nO que deseja fazer?,Uma gravação está a decorrer.\nO que deseja fazer?,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Está a decorrer uma gravação. Por favor páre a gravação antes de tentar uma pesquisa.,Uma gravação está em progresso. Por favor páre antes de tentar uma busca.,Uma gravação está em progresso. Por favor pare a gravação antes de efectuar uma pesquisa.,Uma gravação está em progresso. Por favor páre antes de tentar uma busca.,MISMATCH (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY,
A required tool (%s) was not found.,Uma ferramenta necessária (%s) não foi encontrada.,Uma ferramenta necessária (%s) não foi encontrada.,Uma ferramenta necessária (%s) não foi encontrada.,Uma ferramenta necessária (%s) não foi encontrada.,CONSISTENT (ALL),
A search for available updates is currently in progress.,Está a decorrer uma pesquisa por actualizações disponíveis.,Está a decorrer uma pesquisa por actualizações disponíveis.,Está a decorrer uma pesquisa por actualizações disponíveis.,Está a decorrer uma pesquisa por actualizações disponíveis.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Foi encontrado um segundo interface configurado.\n\nDeseja desactivar o segundo interface de rede?,Um segundo interface configurado foi encontrado.\n\nDeseja desabilitar o segubdo interface de rede? ,Um segundo interface configurado foi encontrado.\n\nDeseja desabilitar o segundo interface de rede?,Um segundo interface configurado foi encontrado.\n\nDeseja desabilitar o segubdo interface de rede? ,MISMATCH (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,O temporizador deseja colocar o\nreceptor em Standby. Colocar em Standby?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,O temporizador deseja desligar o\nreceptor. Desligar agora?,,SOLITARY,
A small overview of the available icon states and actions.,Uma pequena visão geral dos ícones de estado e acções disponíveis.,Uma pequena amostra dos disponíveis estados de ícones e acções.,Uma pequena amostra dos ícones de estado e acções disponíveis.,Uma pequena amostra dos disponíveis estados de ícones e acções.,MISMATCH (ALL),
A timer failed to record!\nDisable TV and try again?\n,O temporizador de gravação falhou!\nDesactivar TV e tentar novamente?\n,Uma gravação agendada falhou!\nTentar de novo?\n,Uma gravação agendada falhou!\nDesactivar a TV e tentar de novo?\n,Uma gravação agendada falhou!\nTentar de novo?\n,MISMATCH (ALL),
AAC downmix,'','','','',EMPTY (ALL),
AC3 downmix,'',,'','',EMPTY (SOME),
ACQUIRING TSID/ONID,,ADQUIRIR TSID/ONID,'','',INCOMPLETE (SOME),
AGC:,,,'','',EMPTY (SOME),
ASS File,,,'',,SOLITARY,
ASS file,,,'','',EMPTY (SOME),
ATSC,'',,'','',EMPTY (SOME),
ATSC provider,,,'',,SOLITARY,
Abort,Cancelar,Abortar,Abortar,Abortar,MISMATCH (ALL),
Abort alternatives edit,,,Cancelar a edição de alternativas,,SOLITARY,
Abort bouquet edit,,,Cancelar a edição de Bouquet,,SOLITARY,
Abort favourites edit,,,Cancelar a edição de favoritos,,SOLITARY,
About,Sobre,Sobre,Sobre,Sobre,CONSISTENT (ALL),
Accesspoint:,Ponto de Acesso:,Ponto de Acesso:,Ponto de Acesso:,Pono de Acesso:,MISMATCH (ALL),
Activate HbbTV (Redbutton),Activar HbbTV (Botão vermelho),,'',,INCOMPLETE (SOME),
Activate Picture in Picture,Activar Imagem na Imagem (PiP),Activar Imagem na Imagem,Activar Picture-in-picture (PiP),Activar Imagem na Imagem,MISMATCH (ALL),
Activate network settings,Activar definições de rede,Activar definições de rede,Activar definições de rede,Activar definições de rede,CONSISTENT (ALL),
Activate timeshift End,'',,'',,EMPTY (SOME),
Activate timeshift end and pause,'',,'','',EMPTY (SOME),
Adapter settings,Definições de adaptador,Opções de Adaptador,Opções de adaptador,Opções de Adaptador,MISMATCH (ALL),
Add,Adicionar,Adicionar,Adicionar,Adicionar,CONSISTENT (ALL),
Add a mark,Adicionar marca,Adicionar marca,Adicionar marcador,Adicionar marca,MISMATCH (ALL),
Add a new title,Adicionar novo título,Adicionar novo titulo,Adicionar novo título,Adicionar novo titulo,MISMATCH (ALL),unicode
Add alternatives,,,Adicionar alternativas,,SOLITARY,
Add bouquet,,,Adicionar Bouquet,,SOLITARY,
Add bouquet to parental protection,,,'',,SOLITARY,
Add marker,,,Adicionar marcador,,SOLITARY,
Add service to bouquet,,,Adicionar canal ao Bouquet,,SOLITARY,
Add service to favourites,,,Adicionar canal aos favoritos,,SOLITARY,
Add timer,Adicionar temporizador,Gravar,Adicionar agendamento,Gravar,MISMATCH (ALL),
Add title,Adicionar título,Adicionar título,Adicionar título,Adicionar título,CONSISTENT (ALL),
Add to bouquet,,Adicionar aos Bouquets,Adicionar ao Bouquet,Adicionar aos Bouquets,MISMATCH (SOME),
Add to favourites,,Adicionar aos favoritos,Adicionar aos favoritos,Adicionar aos favoritos,CONSISTENT (SOME),
Add to parental protection,,,Adicionar ao controle paternal,,SOLITARY,
Add/remove change timer for current event,'',,Adicionar/Remover/Alterar agendamento para o programa actual,,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME),
Adjust 3D settings,Ajustar definições 3D,Ajustar opções 3D,Ajustar opções 3D,,MISMATCH (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Ajuste as definições de cor para que os tons de cor sejam distinguíveis, mas apresentem os tons mais saturados possível. Se estiver satisfeito com o resultado, prima EXIT para sair, ou use OK/teclado numérico para selecionar outros ecrãs de teste.","Ajuste as cores para que as sombras fiquem visiveis, mas apareçam o mais saturado possivel. Se estiver satisfeito com o resultado, carregue OK para sair, ou use as teclas com números para selecionar outros Ecrãs.","Ajuste as cores para que as sombras fiquem visíveis, mas apareçam o mais saturado possível. Se estiver satisfeito com o resultado, pressione OK para sair, ou use os botões com números para seleccionar outros ecrãs.","Ajuste as cores para que as sombras fiquem visiveis, mas apareçam o mais saturado possivel. Se estiver satisfeito com o resultado, carregue OK para sair, ou use as teclas com números para selecionar outros Ecrãs.",MISMATCH (ALL),
Advanced,Avançado,,Avançado,,CONSISTENT (SOME),
Advanced options and settings.,,,Definições e opções avançadas.,,SOLITARY,
Advanced restore,Restauro avançado,Restauro avançado,Restauro avançado,Restauro avançado,CONSISTENT (ALL),
Afghanistan,'',,'','',EMPTY (SOME),
After event,Após gravação,Depois do evento,Depois do programa,Depois do evento,MISMATCH (ALL),
Aland Islands,'',,'','',EMPTY (SOME),
Albania,'',,'','',EMPTY (SOME),
Album,Álbum,Album,Álbum,Album,MISMATCH (ALL),unicode
Algeria,'',,'','',EMPTY (SOME),
Alignment of events,'',,Alinhamento de programas,'',INCOMPLETE (SOME),
Alignment of service names,,,Alinhamento de nomes de canais,,SOLITARY,
All,Todos,Todos,Todos,Todos,CONSISTENT (ALL),
All ages,Todas as idades,Todas as idades,Todas as idades,'',INCOMPLETE (ALL),
All frequency,,,'',,SOLITARY,
All satellites 1 (USALS),Todos os satélites 1 (USALS),,Todos os satélites 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),Todos os satélites 2 (USALS),,Todos os satélites 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),Todos os satélites 3 (USALS),,Todos os satélites 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),Todos os satélites 4 (USALS),,Todos os satélites 4 (USALS),'',INCOMPLETE (SOME),
All services provider,,,'',,SOLITARY,
All slots,,,'',,SOLITARY,
Allocate,Alocar,Alocar ,Alocar,'',MISMATCH (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME),
Allocate unused memory index,Alocar índice de memória disponível,Alocar index de memoria nao usado,Alocar memória de índices inutilizados,'',MISMATCH (ALL),
Allow 10bit,'',,'','',EMPTY (SOME),
Allow 12bit,'',,'','',EMPTY (SOME),
Allow quit movieplayer with exit,'',,Permitir que o movieplayer desligue ao sair,,INCOMPLETE (SOME),
Alpha,'',Alpha,Alpha,Alpha,INCOMPLETE (ALL),
Also import at reboot/restart enigma2,,,'',,SOLITARY,
Also import when box is leaving standby,,,'',,SOLITARY,
Also on standby,Também em standby,,'',,INCOMPLETE (SOME),
Alternative URL for images listed on FlashImage,,,'',,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative services tuner priority,Prioridade alternativa do tuner,Prioridade dos serviços do Tuner,Prioridade dos canais alternativos do sintonizador,Prioridade dos serviços do Tuner,MISMATCH (ALL),
Always ask,Perguntar sempre,Perguntar sempre,Perguntar sempre,Perguntar sempre,CONSISTENT (ALL),
Always hide infobar,Esconder barra Info sempre,Esconder barra de info.,Esconder sempre a barra informativa,'',MISMATCH (ALL),
Always include ECM in recordings,'',,'',,EMPTY (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME),
American Samoa,'',,'','',EMPTY (SOME),
An empty filename is illegal.,Não é permitido um nome de ficheiro vazio.,Um ficheiro vazio é ilegal.,Um nome de ficheiro vazio não é permitido.,Um ficheiro vazio é ilegal.,MISMATCH (ALL),
An unknown error occurred!,,,Ocorreu um erro desconhecido!,,SOLITARY,
And will put your receiver in standby over ,,,Irá colocar o receptor em Standby ,,SOLITARY,
Andorra,'',,'','',EMPTY (SOME),
Angola,'',,'','',EMPTY (SOME),
Anguilla,'',,'','',EMPTY (SOME),
Antarctica,'',,'','',EMPTY (SOME),
Antigua and Barbuda,'',,'','',EMPTY (SOME),
Any activity,Qualquer actividade,Qualquer actividade,Qualquer actividade,Qualquer actividade,CONSISTENT (ALL),
Arabic,Árabe,Arabe,Árabe,Arabe,MISMATCH (ALL),unicode
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,Tem a certeza que pretende remover todos os canais %d.%d%s%s?,,'',,INCOMPLETE (SOME),
Are you sure to remove all cable services?,Tem a certeza que pretende remover todos os canais de cabo?,,'',,INCOMPLETE (SOME),
Are you sure to remove all terrestrial services?,Tem a certeza que pretende remover todos os canais terrestres?,,'',,INCOMPLETE (SOME),
Are you sure to remove this entry?,Tem a certeza que pretende remover os dados?,,Tem a certeza que deseja remover esta entrada?,,MISMATCH (SOME),
Are you sure you want to activate this network configuration?\n\n,Tem a certeza que pretende activar esta configuração de rede?\n\n,Tem a certeza que quer activar esta configuração de rede?\n\n,Tem a certeza que deseja activar esta configuração de rede?\n\n,Tem a certeza que quer activar esta configuração de rede?\n\n,MISMATCH (ALL),
Are you sure you want to exit this wizard?,Tem a certeza que pretende sair deste assistente?,Tem a certeza que quer sair deste wizard?,Tem a certeza que deseja sair deste assistente?,Tem a certeza que quer sair deste wizard?,MISMATCH (ALL),
Are you sure you want to restart your network interfaces?\n\n,Tem a certeza que pretende reiniciar o interface de rede?\n\n,Tem a certeza que quer reiniciar o interface de rede?\n\n,Tem a certeza que deseja reiniciar o interface de rede?\n\n,Tem a certeza que quer reiniciar o interface de rede?\n\n,MISMATCH (ALL),
Argentina,'',,'','',EMPTY (SOME),
Armenia,'',,'','',EMPTY (SOME),
Artist,Artista,Artista,Artista,Artista,CONSISTENT (ALL),
Arts/Culture,Artes/Cultura,Arte/Cultura,Arte/Cultura,'',MISMATCH (ALL),
Aruba,'',,'','',EMPTY (SOME),
As defined by the skin,,,'',,SOLITARY,
Ask user,Perguntar ao utilizador,Consultar Utilizador,Perguntar ao utilizador,Consultar Utilizador,MISMATCH (ALL),
"Attention, this is repeated timer!\n",,,'','',EMPTY (SOME),
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY,
Audio,Áudio,,Áudio,'',INCOMPLETE (SOME),
Audio / Video,,,'',,SOLITARY,
Audio PID,'',PID de Audio,Áudio PID,'',MISMATCH (ALL),
"Audio PID%s, codec & lang",,,'',,SOLITARY,
"Audio PID, codec & lang",,,'',,SOLITARY,
Audio auto volume level,,,'',,SOLITARY,
Audio language selection 1,Idioma de audio 1,Idioma de audio 1,Idioma de áudio 1,Idioma de audio 1,MISMATCH (ALL),unicode
Audio language selection 2,Idioma de audio 2,Idioma de audio 2,Idioma de áudio 2,Idioma de audio 2,MISMATCH (ALL),unicode
Audio language selection 3,Idioma de audio 3,Idioma de audio 3,Idioma de áudio 3,Idioma de audio 3,MISMATCH (ALL),unicode
Audio language selection 4,Idioma de audio 4,Idioma de audio 4,Idioma de áudio 4,Idioma de audio 4,MISMATCH (ALL),unicode
Audio plugins,,,'',,SOLITARY,
Author: ,Autor:,Autor:,Autor: ,Autor:,MISMATCH (ALL),whitespace
Authoring mode,Modo de criação,modo de criação,Modo de criação,modo de criação,MISMATCH (ALL),capitalisation
Auto,'',Auto,Auto,Auto,INCOMPLETE (ALL),
Auto Diseqc,,,'',,SOLITARY,
Auto EXIF Orientation rotation/flipping,,,'','',EMPTY (SOME),
Auto chapter split every ? minutes (0=never),Auto separação de capítulos a cada ? minutos (0=nunca),Auto separação de capítulos ? minutos(0=nunca),Auto separação de capítulos ? minutos (0=nunca),Auto separação de capítulos ? minutos(0=nunca),MISMATCH (ALL),
Auto flesh,Tons pele,Matéria auto,Matéria auto,Matéria auto,MISMATCH (ALL),
Auto focus,'',,Auto focagem,,INCOMPLETE (SOME),
Auto focus commencing ...,'','',A iniciar auto focagem ...,'',INCOMPLETE (ALL),
Auto language selection,Selecção automática do idioma,'',Selecção de idioma automática,,MISMATCH (SOME),
Auto play blu-ray file,,,'','',EMPTY (SOME),
Auto scart switching,Mudança Scart Auto,UsarAuto Scart,Selecção automática porta SCART,UsarAuto Scart,MISMATCH (ALL),
Autoinstalling please wait for packages being updated,,,'',,SOLITARY,
Automatic,Automático,Automatico,Automático,Automatico,MISMATCH (ALL),unicode
Automatic Scan,Pesquisa Automática,Busca automatica,'',Busca automatica,MISMATCH (ALL),
Automatically start timeshift after,'','',Ligar automaticamente o Timeshift,'',INCOMPLETE (ALL),
Automatically turn on external subtitles,,,Ligar automaticamente legendas externas,,SOLITARY,
Available format variables,Variáveis de formato disponíveis,Formato de variaveis disponíveis,Formato de variáveis disponíveis,Formato de variaveis disponíveis,MISMATCH (ALL),
Azerbaijan,'',,'','',EMPTY (SOME),
B,'','',B,'',INCOMPLETE (ALL),
BER,,,BER,,SOLITARY,
BER:,'',,BER:,'',INCOMPLETE (SOME),
BT 2020 CL,'',,'','',EMPTY (SOME),
BT 2020 NCL,'',,'','',EMPTY (SOME),
BT 709,'',,'','',EMPTY (SOME),
Back,Voltar,Voltar,Voltar,Voltar,CONSISTENT (ALL),
Background,Fundo,Fundo,Fundo,Fundo,CONSISTENT (ALL),
Background delete option,Apagar em segundo plano,Apagar em segundo plano,Apagar em segundo plano,Apagar em segundo plano,CONSISTENT (ALL),
Background delete speed,Velocidade ao apagar em segundo plano,Velocidade ao apagar em segundo plano,Velocidade ao apagar em segundo plano,Velocidade ao apagar em segundo plano,CONSISTENT (ALL),
Backing up to: %s,,,'',,SOLITARY,
Backup failed.,Backup falhou!,Backup falhou!,Backup falhou!,Backup falhou!,CONSISTENT (ALL),
Backup is running...,Backup a decorrer...,Backup a decorrer...,Backup a decorrer...,Backup a decorrer...,CONSISTENT (ALL),
Backup system settings,Fazer backup das definições do sistema,Fazer backup das configurações do sistema,Efectuar Backup das configurações do sistema,Fazer backup das configurações do sistema,MISMATCH (ALL),
Backup your receiver settings.,,,Backup das definições do receptor.,,SOLITARY,
Bahamas,'',,'','',EMPTY (SOME),
Bahrain,'',,'','',EMPTY (SOME),
Band,Banda,Banda,Banda,Banda,CONSISTENT (ALL),
Bandwidth,Largura de banda,Largura de Banda,Largura de banda,Largura de Banda,MISMATCH (ALL),capitalisation
Bangladesh,'',,'','',EMPTY (SOME),
Barbados,'',,'','',EMPTY (SOME),
Basic PID info,,,'',,SOLITARY,
Basque,Basco,Basco,Basco,Basco,CONSISTENT (ALL),
Begin time,Tempo de início,Tempo de inicio,Tempo de início,Tempo de inicio,MISMATCH (ALL),unicode
Behavior of '0' button in PiP mode,,,Comportamento do botão 0 no modo PiP,,SOLITARY,
Behavior of 'pause and ok' when paused,,,Comportamento da 'PAUSA e OK' quando em paus,,SOLITARY,
Behavior when a movie is started,Comportamento ao iniciar um Filme,Comportamento ao iniciar um Filme,Comportamento quando um filme é iniciado,Comportamento ao iniciar um Filme,MISMATCH (ALL),
Behavior when a movie is stopped,Comportamento ao parar o Filme,Comportamento ao parar o Filme,Comportamento quando um filme é parado,Comportamento ao parar o Filme,MISMATCH (ALL),
Behavior when a movie reaches the end,Comportamento do filme ao terminar,Comportamento do Filme ao Terminar,Comportamento quando um filme termina,Comportamento do Filme ao Terminar,MISMATCH (ALL),
Belarus,'',,'','',EMPTY (SOME),
Belgium,'',,'','',EMPTY (SOME),
Belize,'',,'','',EMPTY (SOME),
Benin,'',,'','',EMPTY (SOME),
Bermuda,'',,'','',EMPTY (SOME),
Bhutan,'',,'','',EMPTY (SOME),
Big PiP,PiP grande,,PiP tamanho grande,'',MISMATCH (SOME),
Bitrate:,'','',Taxa de bits,'',INCOMPLETE (ALL),
Black screen,Ecrã preto,Ecrã preto,Ecrã preto,Ecrã preto,CONSISTENT (ALL),
Black screen till locked,Ecrã preto enquanto bloqueado,Ecrã preto até trancar,Ecrã preto até bloquear,Ecrã preto até trancar,MISMATCH (ALL),
Block noise reduction,Bloquear a redução de ruído,Bloquear a redução de ruído,Bloquear a redução de ruído,Bloquear a redução de ruído,CONSISTENT (ALL),
Blue,,Azul,'','',INCOMPLETE (SOME),
Bolivia (Plurinational State of),'',,'','',EMPTY (SOME),
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME),
Bookmarks,Marcadores,Marcadores,Marcadores,Marcadores,CONSISTENT (ALL),
Boost blue,Aumentar azul,'','','',INCOMPLETE (ALL),
Boot to Android image,,,'',,SOLITARY,
Boot to Recovery menu,,,'',,SOLITARY,
Bosnia and Herzegovina,'',,'','',EMPTY (SOME),
Botswana,'',,'','',EMPTY (SOME),
Bouvet Island,'',,'','',EMPTY (SOME),
Brazil,'',,'','',EMPTY (SOME),
Brightness,Brilho,Brilho,Brilho,Brilho,CONSISTENT (ALL),
British Indian Ocean Territory,'',,'','',EMPTY (SOME),
Brunei Darussalam,'',,'','',EMPTY (SOME),
Buffering %d%%,'',,'','',EMPTY (SOME),
