msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%02d:%02d,'',,%02d:%02d,,INCOMPLETE (SOME),
%03d MB,'',,%03d MB,,INCOMPLETE (SOME),
%2.1f sec,'',,%2.1f sek,'',INCOMPLETE (SOME),
%2d:%02d,,'',%2d:%02d,,INCOMPLETE (SOME),
%2d:%02d:%02d,,'',%2d:%02d:%02d,,INCOMPLETE (SOME),
%3.01f dB,,,%3.01f dB,'',INCOMPLETE (SOME),
%A %d %B,'',,%A %d %B,,INCOMPLETE (SOME),
%A %e %B,,'',%A %e %B,,INCOMPLETE (SOME),
%A %e %B %Y,,'',%A %e %B %Y,,INCOMPLETE (SOME),
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL),
%a %e %B %Y,,'',%a %e %B %Y,,INCOMPLETE (SOME),
%a %e/%m,,'',%a %e/%m,,INCOMPLETE (SOME),
%a %e/%m  %-H:%M,,'',%a %e/%m  %-H:%M,,INCOMPLETE (SOME),
%d B,,,%d B,'',INCOMPLETE (SOME),
%d GB,'','',%d GB,%d GB,INCOMPLETE (ALL),
%d MB,'','',%d MB,%d MB,INCOMPLETE (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'','',%d kB,%d kB,INCOMPLETE (ALL),
%d kB/s,,,%d kB/s,,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,%d minút,'',%d minút,%d minút,INCOMPLETE (ALL),
%d ms,'',,%d ms,,INCOMPLETE (SOME),
%d sec,%d sek.,,%d sek,,MISMATCH (SOME),
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,'',,%d.%03d GB,,INCOMPLETE (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,'',%k:%M %e/%m,,INCOMPLETE (SOME),
%s\nDo you still want to flash image\n%s?,,,%s\nChcete skutočne aktualizovať softvér\n%s ?,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nPre výber multibootu stlačte OK\nZatvoríte stlačením tlačidla Exit,,INCOMPLETE (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,%s %s voľného miesta na disku,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,%s importovaných zo záložného tuneru,,SOLITARY,
%s is no longer used. Should it be deleted?,%s nie je dlho používaný. Môže byť odstránený?,'',%s sa už dlho nepoužíva. Môže byť odstránený?,%s sa už nepoužíva. Mal by byť odstránený?,MISMATCH (ALL),
%s%% Autoinstalling %s,,,%s%% Autoinštalácia %s,,SOLITARY,
%s%d min,'',,%s%d min,,INCOMPLETE (SOME),
%s/%s: %s,'','',%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL),
%s:%s,,,%s:%s,'',INCOMPLETE (SOME),
(VU+ type),,,(Typ VU+),,SOLITARY,
(ZAP as PiP),,,(Prepnúť do PiP),'',INCOMPLETE (SOME),
(ZAP),,(Prepnúť),(Prepnúť),(Prepnúť),CONSISTENT (SOME),
(activated +%d min),,,(aktivovaný  +%d min),,SOLITARY,
(empty),(prázdne),(prázdne),(prázdne),(prázdne),CONSISTENT (ALL),
(not activated),,,(neaktívny),,SOLITARY,
(show optional DVD audio menu),(zobraziť doplnkové menu zvuku DVD),(zobraziť voliteľné menu zvuku DVD),(zobraziť voliteľné menu zvuku DVD),(zobraziť voliteľné menu zvuku DVD),MISMATCH (ALL),
(unknown),,,(neznáme),,SOLITARY,
* Only available if more than one interface is active.,"* Dostupné, len ak je aktívnych viac rozhraní než jedno.","* Dostupné, len ak je aktívnych viac rozhraní než jedno.","* Dostupné, iba ak je aktívnych viac rozhraní než jedno.","* Dostupné, len ak je aktívnych viac rozhraní než jedno.",MISMATCH (ALL),
-NO SERVICE\n,-ŽIADNA SLUŽBA/STANICA\n,,-ŽIADNA STANICA\n,'',MISMATCH (SOME),
-SERVICE ERROR:%d\n,-CHYBA SLUŽBY/STANICE:%d\n,,-CHYBA PRENOSU:%d\n,'',MISMATCH (SOME),
/s,'','',/s,/s,INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',"1,0","1,0",1.0,MISMATCH (ALL),
1.1,'',"1,1","1,1",1.1,MISMATCH (ALL),
1.2,'',"1,2","1,2",1.2,MISMATCH (ALL),
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME),
10bit,10 bitov,,10bit,'',MISMATCH (SOME),
12V output,12 V výstup,12 V výstup,12 V výstup,12V výstup,MISMATCH (ALL),whitespace
12bit,12 bitov,,12bit,'',MISMATCH (SOME),
13 V,'',13 V,13 V,13V,MISMATCH (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,vždy 16:9,vždy 16:9,vždy 16:9,vždy 16:9,CONSISTENT (ALL),
16K,,,16K,'',INCOMPLETE (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME),
23.976,"23,976",'',23.976,23.976,MISMATCH (ALL),
24,'',,24,24,INCOMPLETE (SOME),
25,'',,25,25,INCOMPLETE (SOME),
29.97,"29,97",'',29.97,29.97,MISMATCH (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,'',,30,30,INCOMPLETE (SOME),
3D surround,,,3D priestorový zvuk,,SOLITARY,
3D surround softlimiter,,,Softvérový obmedzovač 3D priestorového zvuku,,SOLITARY,
3D surround speaker position,,,Pozícia reproduktora priestorového zvuku 3D,'',INCOMPLETE (SOME),
3d mode,režim 3D,'',3D režim,,MISMATCH (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,'',INCOMPLETE (SOME),
422,'',,422,'',INCOMPLETE (SOME),
444,'',,444,'',INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
4K,,,4K,'',INCOMPLETE (SOME),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8K,,,8K,'',INCOMPLETE (SOME),
8bit,8 bitov,,8bit,'',MISMATCH (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - predvolené (vypnuté),,SOLITARY,
<Current movielist location>,<Aktuálne umiestnenie zoznamu filmov>,<Aktuálne umiestnenie zoznamu filmov>,<Aktuálne umiestnenie zoznamu filmov>,<Aktuálne umiestnenie zoznamu filmov>,CONSISTENT (ALL),
<Default movie location>,<Predvolené umiestnenie filmov>,<Predvolené umiestnenie filmov>,<Predvolené umiestnenie filmov>,<Predvolené umiestnenie filmov>,CONSISTENT (ALL),
<Last timer location>,<Umiestnenie posledného časovača>,<Umiestnenie poslednej časovej nahrávky>,<Umiestnenie poslednej časovej nahrávky>,<Umiestnenie poslednej časovej nahrávky>,MISMATCH (ALL),
<unknown>,<neznámy>,<neznámy>,<neznámy>,<neznámy>,CONSISTENT (ALL),
=NO STREAM\n,=ŽIADNY STREAM\n,,=ŽIADNY STREAM\n,'',MISMATCH (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať vaše zmeny?,'',Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať Vaše zmeny?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať Vaše zmeny?,MISMATCH (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať svoju verziu?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať svoju verziu?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať Vašu verziu?,Konfiguračný súbor (%s) bol od inštalácie zmenený.\nChcete zachovať svoju verziu?,MISMATCH (ALL),
A file from media is in use!,,,Súbor sa na disku používa!,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Ukončený časovač nahrávania chce prepnúť Váš\nprijímač do pohotovostného režimu. Prepnúť teraz?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Ukončený časovač nahrávania chce vypnúť\nVáš prijímač. Vypnúť teraz?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Grafické EPG pre všetky stanice zvoleného prehľadu staníc,,SOLITARY,
A record has been started:\n%s,,,Nahrávanie začalo:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Na zvolenom tuneri práve prebieha nahrávanie. Vyberte prosím iný tuner alebo zastavte nahrávanie a skúste to znovu.,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Práve sa nahráva.\nČo chcete urobiť?,Práve sa nahráva.\nČo chcete urobiť?,Práve sa nahráva.\nČo chcete urobiť?,,CONSISTENT (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Práve sa nahráva. Zastavte nahrávanie pred skenovaním.,'',Práve sa nahráva. Zastavte nahrávanie pred spustením vyhľadávača satelitov.,"Práve sa nahráva. Prosím, zastavte nahrávanie pred skenovaním.",MISMATCH (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,"Záznam je práve spustený. Prosím, zastavte nahrávanie pred pokusom o spustenie testovania DiSEqC.",,SOLITARY,
A required tool (%s) was not found.,Požadovaný nástroj (%s) sa nenašiel.,Požadovaný nástroj (%s) sa nenašiel.,Požadovaný nástroj (%s) sa nenašiel.,Požadovaný nástroj (%s) sa nenašiel.,CONSISTENT (ALL),
A search for available updates is currently in progress.,Práve prebieha vyhľadávanie dostupných aktualizácií.,Práve prebieha vyhľadávanie dostupných aktualizácií.,Práve prebieha vyhľadávanie dostupných aktualizácií.,Práve prebieha vyhľadávanie dostupných aktualizácií.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Bolo nájdené druhé nakonfigurované rozhranie.\n\nChcete vypnúť druhé sieťové rozhranie?,Bolo nájdené druhé nakonfigurované rozhranie.\nChcete vypnúť druhé sieťové rozhranie?,Bolo nájdené druhé nakonfigurované rozhranie.\nChcete vypnúť druhé sieťové rozhranie?,Bolo nájdené druhé nakonfigurované rozhranie.\nChcete vypnúť druhé sieťové rozhranie?,MISMATCH (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Zaspávací časovač chce prepnúť prijímač\ndo pohotovostného režimu. Prepnúť teraz?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Zaspávací časovač chce vypnúť\nVáš prijímač. Vypnúť teraz?,,SOLITARY,
A small overview of the available icon states and actions.,Malý prehľad dostupných ikon stavov a akcií.,Tu je malý prehľad dostupných ikon štátov a činností.,Tu je malý prehľad dostupných ikon štátov a činností.,Tu je malý prehľad dostupných ikon štátov a činností.,MISMATCH (ALL),
A timer failed to record!\nDisable TV and try again?\n,Časovač nespustil nahrávanie!\nVypnúť TV a skúsiť znovu?\n,Zlyhalo časovanie nahrávania!\nVypnúť TV a skúsiť znova?\n,Zlyhalo časovanie nahrávania!\nVypnúť TV a skúsiť znova?\n,Zlyhalo časovanie nahrávania!\nVypnúť TV a skúsiť znova?\n,MISMATCH (ALL),
A/V settings,,'',Nastavenie A/V,,INCOMPLETE (SOME),
AAC downmix,'','',AAC downmix,AAC downmix,INCOMPLETE (ALL),
AC3 downmix,'',,AC3 downmix,,INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,'',ZÍSKANIE TSID / ONID,ZÍSKANIE TSID / ONID,INCOMPLETE (SOME),
AGC:,,,AGC:,'',INCOMPLETE (SOME),
ASS File,,,ASS súbor,,SOLITARY,
ASS file,,,ASS súbor,'',INCOMPLETE (SOME),
ATSC,'',,ATSC,'',INCOMPLETE (SOME),
ATSC provider,Poskytovateľ ATSC,,ATSC poskytovateľ,,MISMATCH (SOME),
Abort,Prerušiť,Zrušiť,Prerušiť,Zrušiť,MISMATCH (ALL),
Abort alternatives edit,,,Zrušiť úpravu alternatív,,SOLITARY,
Abort bouquet edit,,,Zrušiť úpravu prehľadu,,SOLITARY,
Abort favourites edit,,,Zrušiť úpravu obľúbených,,SOLITARY,
About,O prijímači,O prijímači,O prijímači,O prijímači,CONSISTENT (ALL),
Accesspoint:,Prístupový bod:,Prístupový bod:,Prístupový bod:,Prístupový bod:,CONSISTENT (ALL),
Activate HbbTV (Redbutton),Aktivovať HbbTV (červené tl.),,Aktivovať HbbTV (červené tlačidlo),,MISMATCH (SOME),
Activate Picture in Picture,Aktivovať obraz v obraze,Zapnúť obraz v obraze,Zapnúť obraz v obraze,Zapnúť obraz v obraze,MISMATCH (ALL),
Activate current configuration,Aktivovať aktuálnu konfiguráciu,,Aktivovať aktuálnu konfiguráciu,Aktivovať aktuálne nastavenie,MISMATCH (SOME),
Activate network settings,Aktivovať nastavenia siete,Aktivovať nastavenia siete,Aktivovať nastavenia siete,Aktivovať nastavenia siete,CONSISTENT (ALL),
Activate the configured network settings.,Aktivovať nakonfigurované nastavenia siete.,'',Aktivovať nastavenia siete.,Aktivovať konfiguráciu sieťových nastavení.,MISMATCH (ALL),
Activate timeshift End,Aktivovať koniec timeshiftu,,Aktivovať koniec timeshiftu,,CONSISTENT (SOME),
Activate timeshift end and pause,Aktivovať koniec timeshiftu a pozastaviť,,Aktivovať koniec timeshiftu a pauzu,'',MISMATCH (SOME),
Adapter settings,Nastavenia adaptéra,Nastavenia adaptéra,Nastavenie adaptéra,Nastavenia adaptéra,MISMATCH (ALL),
Add,Pridať,Pridať,Pridať,Pridať,CONSISTENT (ALL),
Add a mark,Pridať značku,Pridať značku,Pridať značku,Pridať značku,CONSISTENT (ALL),
Add a nameserver entry,Pridať DNS,,Pridať nameserver,Pridať nameserver,MISMATCH (SOME),
Add a new title,Pridať nový titul,Pridať nový titul,Pridať nový titul,Pridať nový titul,CONSISTENT (ALL),
Add alternatives,,,Pridať alternatívy,,SOLITARY,
Add bookmark,Pridať záložku,,Pridať záložku,Pridať záložku,CONSISTENT (SOME),
Add bouquet,,,Pridať prehľad,,SOLITARY,
Add bouquet to parental protection,,,Pridať zoznam staníc do rodičovskej kontroly,,SOLITARY,
Add directory to playlist,Pridať priečinok do playlistu,,Pridať adresár do zoznamu prehrávok,Pridať adresár do zoznamu prehrávok,MISMATCH (SOME),
Add file to playlist,Pridať súbor do playlistu,,Pridať súbor do zoznamu prehrávok,Pridať súbor do zoznamu prehrávok,MISMATCH (SOME),
Add files to playlist,Pridať súbory do playlistu,,Pridať súbory do zoznamu prehrávok,Pridať súbory do zoznamu prehrávok,MISMATCH (SOME),
Add marker,,,Pridať značku,,SOLITARY,
Add provider,Pridať poskytovateľa,,Pridať poskytovateľa,Pridať poskytovateľa,CONSISTENT (SOME),
Add recording (enter recording duration),Pridať nahrávanie (zadať dĺžku nahrávania),'',Pridať nahrávanie (zadajte dobu záznamu),Pridať nahrávanie (zadať dĺžku trvania záznamu),MISMATCH (ALL),
Add recording (enter recording endtime),Pridať nahrávanie (zadať čas ukončenia),'',Pridať nahrávanie (zadajte čas ukončenia),Pridať nahrávanie (zadať čas zastavenia záznamu),MISMATCH (ALL),
Add recording (indefinitely),Pridať nahrávanie (bez obmedzenia),'',Pridať nahrávanie (nekonečné),Spustiť nahrávanie (neobmedzená dĺžka),MISMATCH (ALL),
Add recording (stop after current event),Pridať nahrávanie (ukončiť po tejto udalosti),'',Pridať nahrávanie (zastaviť po aktuálnom programe),Pridať nahrávanie (ukončiť po aktuálnej udalosti),MISMATCH (ALL),
Add service,Pridať stanicu,,Pridať stanicu,Pridať službu,MISMATCH (SOME),
Add service to bouquet,,,Pridať stanicu do prehľadu,,SOLITARY,
Add service to favourites,,,Pridať stanicu do obľúbených,,SOLITARY,
Add services to this bouquet?,,,Pridať stanicu do tohto prehľadu?,,SOLITARY,
Add timer,Pridať časovač,Pridať časovač,Pridať časovač,Pridať časovač,CONSISTENT (ALL),
Add title,Pridať titul,Pridať titul,Pridať titul,Pridať titul,CONSISTENT (ALL),
Add to bouquet,,Pridať do buketu,Pridať do prehľadu,Pridať do prehľadu,MISMATCH (SOME),
Add to favourites,,Pridať do obľúbených,Pridať do obľúbených,Pridať do obľúbených,CONSISTENT (SOME),
Add to parental protection,,,Pridať k rodičovskej zámke,,SOLITARY,
Add/remove change timer for current event,Pridať/odstrániť zmenu časovača pre aktuálnu udalosť,,Pridať / odstrániť časovač pre aktuálnu udalosť,,MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Doplnkové parametre motora vám umožňujú zadať podrobnosti zo zoznamu špecifikácií vášho motora, takže Enigma dokáže zistiť, koľko času zaberie presun paraboly z jednej družice na inú družicu.",,"Dodatočné možnosti motoru vám umožnia vložiť detaily z dokumentácie o motore, ktoré pomôžu prijímaču zistiť, ako dlho potrvá presunúť parabolu z jedného satelitu na iný.",'',MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Doplnkové parametre motora vám umožňujú zadať podrobnosti zo zoznamu špecifikácií vášho motora, takže Enigma dokáže zistiť, koľko času zaberie presun paraboly na inú družicu.",,"Dodatočné možnosti motoru vám umožnia vložiť detaily z dokumentácie o motore, ktoré pomôžu prijímaču zistiť, ako dlho potrvá presun na iný satelit.",'',MISMATCH (SOME),
Adjust 3D settings,Upraviť 3D nastavenia,'',Úprava 3D nastavenia,,MISMATCH (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Upravte farby tak, aby boli jednotlivé odtiene dobre rozlíšiteľné, ale zároveň čo najsýtejšie. Ak ste s výsledkom spokojní, stlačením tlačidla OK ukončite jemné ladenie obrazu alebo číslicovými tlačidlami zvoľte iný testovací obrazec.","Nastavte farby tak, aby boli jednotlivé odtiene dobre rozlíšiteľné, ale zároveň čo najsýtejšie. Ak ste s výsledkom spokojní, stlačením tlačidla OK ukončite jemné ladenie obrazu alebo číslicovými tlačidlami zvoľte iný testovací obrazec.","Nastavte farby tak, aby boli jednotlivé odtiene dobre rozlíšiteľné, ale zároveň čo najsýtejšie. Ak ste s výsledkom spokojní, stlačením tlačidla OK ukončite jemné ladenie obrazu alebo číslicovými tlačidlami zvoľte iný testovací obrazec.","Nastavte farby tak, aby boli jednotlivé odtiene dobre rozlíšiteľné, ale zároveň čo najsýtejšie. Ak ste s výsledkom spokojní, stlačením tlačidla OK ukončite jemné ladenie obrazu alebo číslicovými tlačidlami zvoľte iný testovací obrazec.",MISMATCH (ALL),
Advanced,Pokročilé,,Pokročilé,,CONSISTENT (SOME),
Advanced options,Pokročilé možnosti,,Rozšírené voľby,Rozšírené voľby,MISMATCH (SOME),
Advanced options and settings.,,,Rozšírené možnosti a nastavenia.,,SOLITARY,
Advanced restore,Pokročilé obnovenie,Rozšírené obnovenie,Rozšírené obnovenie,Rozšírené obnovenie,MISMATCH (ALL),
Advanced software,Pokročilý softvér,,Pokročilé možnosti softvéru,Pokročilé možnosti softvéru,MISMATCH (SOME),
Advanced software plugin,Plugin pre pokročilý softvér,,Plugin pokročilých možností softvéru,Plugin pokročilých možností softvéru,MISMATCH (SOME),
Advanced video enhancement setup,Nastavenie pokročilých rozšírení videa,,Pokročilé nastavenie obrazu,Pokročilé nastavenia korekcie obrazu,MISMATCH (SOME),
Advanced video setup,,'',Pokročilé nastavenie obrazu,,INCOMPLETE (SOME),
Afghanistan,Afganistan,,Afghanistan,'',MISMATCH (SOME),
After event,Po udalosti,Po udalosti,Po udalosti,Po skončení,MISMATCH (ALL),
Aland Islands,Alandy,,Alandské ostrovy,'',MISMATCH (SOME),
Albania,Albánsko,,Albánsko,'',INCOMPLETE (SOME),
Album,'',Album,Album,Album,INCOMPLETE (ALL),
Algeria,Alžírsko,,Alžírsko,'',INCOMPLETE (SOME),
Alignment of events,Zarovnanie udalostí,,Zoradenie relácií,'',MISMATCH (SOME),
Alignment of service names,Zarovnanie názvov staníc,,Zoradenie náźvov staníc,,MISMATCH (SOME),
All,Všetko,Všetky,Všetky,Všetky,MISMATCH (ALL),
All ages,Všetky vekové skupiny,'',Všetky vekové kategórie,Všetky vekové kategórie,MISMATCH (ALL),
All frequency,,,Všetky frekvencie,,SOLITARY,
All satellites 1 (USALS),Všetky družice 1 (USALS),,Všetky satelity 1 (USALS),,MISMATCH (SOME),
All satellites 2 (USALS),Všetky družice 2 (USALS),,Všetky satelity 2 (USALS),,MISMATCH (SOME),
All satellites 3 (USALS),Všetky družice 3 (USALS),,Všetky satelity 3 (USALS),,MISMATCH (SOME),
All satellites 4 (USALS),Všetky družice 4 (USALS),,Všetky satelity 4 (USALS),,MISMATCH (SOME),
All services provider,Poskytovateľ všetkých služieb,,Všetky služby poskytovateľa,,MISMATCH (SOME),
All slots,,,Všetky sloty,,SOLITARY,
Allocate,Prideliť,'',Prideliť,Prideliť,INCOMPLETE (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,"Alokovať číslo pre fyzické LNB, ktoré konfigurujete. Budete môcť vybrať rovnaké LNB pre iné družice (napr. paraboly s motorom) a nebude nutné nastavovať rovnaké LNB viackrát.",,Pridelte číslo k fyzickému LNB ktorý konfigurujete. Budete tak môcť zvoliť tento LNB aj pre iné satelity (napr. motorizované paraboly) pre uloženie nastavenia pre rovnaký LNB viac krát.,'',MISMATCH (SOME),
Allocate unused memory index,Prideliť nepoužitú pamäť,'',Prideliť nepoužívanú pamät,Prideliť nepoužívanú pamät,MISMATCH (ALL),
Allow 10bit,Povoliť 10 bitov,,Povoliť 10bit,'',MISMATCH (SOME),
Allow 12bit,Povoliť 12 bitov,,Povoliť 12bit,'',MISMATCH (SOME),
Allow quit movieplayer with exit,Vypnúť prehrávač filmov stlačením EXIT,,Povoliť ukončenie prehrávača filmov stlačením tlačidla Exit,,MISMATCH (SOME),
Allow quitting movieplayer with exit,,,Povoliť ukončenie prehrávača filmov tlačidlom Exit,,SOLITARY,
Allow subtitle language to equal audio language,Povoliť jazyk titulkov zhodný s jazykom zvuku,'',Titulky zhodné zo zvukom,Povoliť titulky zhodné s jazykom zvuku,MISMATCH (ALL),
Allow subtitles for hearing impaired,Povoliť titulky pre sluchovo postihnutých,'',Povoliť titulky pre sluchovo postihnutých,Povoliť titulky pre sluchovo postihnutých,INCOMPLETE (ALL),
Allow unsupported modes,Povoliť nepodporované režimy,,Povoliť nepodporované režimy,,CONSISTENT (SOME),
Alpha,Alfa,Alfa,Alfa,Alfa,CONSISTENT (ALL),
Also import at reboot/restart enigma2,,,Tiež importovať pri reštarte pr./reštarte OS,,SOLITARY,
Also import from the extension menu,,,Zobraziť v ponuke rozšírení,,SOLITARY,
Also import when box is leaving standby,,,Tiež importovať ak je prijímač v pohot.režime,,SOLITARY,
Also on standby,Aj pri pohotov. režime,,Tiež v pohotovostnom režime,,MISMATCH (SOME),
Alternative,Alternatívne,,Alternatívne,Alternatívne,CONSISTENT (SOME),
Alternative 1,Alternatíva 1,,Alternatíva 1,,CONSISTENT (SOME),
Alternative 2,Alternatíva 2,,Alternatíva 2,,CONSISTENT (SOME),
Alternative URL for images listed on FlashImage,,,Alternatívna adresa URL pre image uvedené vo FlashImage,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,Alternatívne URL pre DVB-T/C alebo ATSC,,SOLITARY,
Alternative numbering mode,Alternatívne číslovanie,'',Režim alternatívneho číslovania,Alternatívny režim číslovania,MISMATCH (ALL),
Alternative services tuner priority,Priorita tunera pri alternatívnych staniciach,Priorita tunera pri alternatívnych staniciach,Priorita tunera pri alternatívnych staniciach,Priorita tunera pri alternatívnych staniciach,CONSISTENT (ALL),
Always ask,Vždy sa spýtať,Vždy sa spýtať,Vždy sa spýtať,Vždy sa spýtať,CONSISTENT (ALL),
Always hide infobar,Vždy skryť info-panel,'',Vždy skryť informačný panel,Vždy skryť informačný panel,MISMATCH (ALL),
