msgid,openatv,openhdf,openpli,openvix,STATUS
(show optional DVD audio menu),(seçimli DVD ses menüsünü göster),(opsiyonel DVD ses menüsünü göster),(DVD Ses menüsünü göster),(seçimli DVD ses menüsünü göster),MISMATCH (ALL)
* Only available if more than one interface is active.,* Yalnızca birden fazla arayüz olduğunda kullanılabilir.,* Yalnızca birden fazla arayüz olduğunda kullanılabilir.,* Yalnızca birden fazla arayüz olduğunda kullanılabilir.,* Yalnızca birden fazla arayüz olduğunda kullanılabilir.,CONSISTENT (ALL)
-NO SERVICE\n,-SERVİS YOK\n,,'',-KANAL YOK\n,MISMATCH (SOME)
-SERVICE ERROR:%d\n,'',,'','',EMPTY (SOME)
/s,'',/s,/s,/s,INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,'',10 MB/s,INCOMPLETE (SOME)
100 MB/s,'',,'',100 MB/s,INCOMPLETE (SOME)
10bit,'',,'',10bit,INCOMPLETE (SOME)
12V output,12V çıkış,12V çıkış,12V çıkış,12V çıkış,CONSISTENT (ALL)
12bit,'',,'',12bit,INCOMPLETE (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,'',16:10 Sinemaskop,16:10 Sinemaskop,16:10 Sinemaskop,INCOMPLETE (ALL)
16:10 PanScan,'',16:10 PanScan,16:10 Geniş (Panaromik),16:10 PanScan,MISMATCH (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,'',16:9 Sinemaskop,16:9 Sinemaskop,16:9 Sinemaskop,INCOMPLETE (ALL)
16:9 always,16:9 daima,16:9 daima,16:9 Her Zaman,16:9 daima,MISMATCH (ALL)
16K,,,'',,SOLITARY
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,'',20 MB/s,INCOMPLETE (SOME)
23.976,'',23.976,23.976,23.976,INCOMPLETE (ALL)
24,'',24,24,24,INCOMPLETE (ALL)
25,'',25,25,25,INCOMPLETE (ALL)
29.97,'',29.97,29.97,29.97,INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',3B,30,30,MISMATCH (ALL)
3D surround,,,'',3B ses,INCOMPLETE (SOME)
3D surround softlimiter,,,'',,SOLITARY
3D surround speaker position,,,'',3B surround hoparlör konumu,INCOMPLETE (SOME)
3d mode,3d kipi,3b modu,3D Modu,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,'',420,INCOMPLETE (SOME)
422,'',,'',422,INCOMPLETE (SOME)
444,'',,'',444,INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Sinemaskop,4:3 Sinemaskop,4:3 Sinemaskop,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,'',50 MB/s,INCOMPLETE (SOME)
6,'',,6,,INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,'',8bit,INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,'',,SOLITARY
<Current movielist location>,<Geçerli film listesi konumu>,<Mevcut film listesi konumu>,<Mevcut film listesi konumu>,<Geçerli film listesi konumu>,MISMATCH (ALL)
<Default movie location>,<Varsayılan film konumu>,<Varsayılan film konumu>,<Varsayılan film konumu>,<Varsayılan film konumu>,CONSISTENT (ALL)
<Last timer location>,<Son zamanlayıcı konumu>,<Son zamanlayıcı konumu>,<Son zamanlayıcı konumu>,<Son zamanlayıcı konumu>,CONSISTENT (ALL)
<unknown>,<bilinmiyor>,<bilinmiyor>,<Bilinmeyen>,<bilinmiyor>,MISMATCH (ALL)
=NO STREAM\n,=YAYIN YOK\n,,'','',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Bir yapılandırma dosyası (%s) değiştirildi.\nDeğişikliklerinizi saklamak istiyor musunuz?,Yüklendikten bu yana yapılandırma dosyası (%s) değiştirilmiştir.\nDeğişiklikleri korumak istiyor musunuz?,Yüklendikten bu yana yapılandırma dosyası (% s) değiştirilmiştir.\nDeğişiklikleri korumak istiyor musunuz?,Bir yapılandırma dosyası (%s) değiştirildi.\nDeğişikliklerinizi saklamak istiyor musunuz?,MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Kurulumdan sonra (%s) yapılandırma dosyası değiştirilmiş.\nKendi sürümünüzü saklamak istiyor musunuz?,Kurulumdan bu yana bir yapılandırma dosyası (%s) değiştirildi.\nSürümünüzü korumak ister misiniz?,Yüklendikten bu yana yapılandırma dosyası (% s) değiştirilmiştir.\nDeğişiklikleri korumak istiyor musunuz?,Kurulumdan sonra (%s) yapılandırma dosyası değiştirilmiş.\nKendi sürümünüzü saklamak istiyor musunuz?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Kayıt süresi dolmuş. Alıcı bekleme konumuna\ngeçecek. Şimdi yapılsın mı?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Kayıt süresi dolmuş. Alıcı kapatılacak\nŞimdi Kapatılsın mı?,,SOLITARY
A record has been started:\n%s,,,Kayıt başladı:\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Kayıt devam ediyor.\nNe yapmak istiyorsunuz?,Bir kayıt şu anda devam ediyor \nNe yapmak istiyor sunuz?,Kayıt devam ediyor.\nNe yapmak istiyorsunuz?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Kayıt yapılmaktadır. Lütfen taramayı denemeden önce kayıdı durdurun.,Bir kayıt şu anda çalışıyor. Tarama yapmayı denemeden önce kaydı durdurun.,Şu anda Kayıt yapılıyor. Tarama yapmak için önce Kaydı durdurunuz.,Bir kayıt şu anda çalışıyor. Tarama yapmayı denemeden önce kaydı durdurun.,MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY
A required tool (%s) was not found.,Gereken (%s) aracı bulunamadı.,Gerekli bir araç (%s) bulunamadı.,İhtiyaç duyulan (%s) aracı bulunamadı.,Gereken (%s) aracı bulunamadı.,MISMATCH (ALL)
A search for available updates is currently in progress.,Güncelleştirmeler kontrol ediliyor.,Mevcut güncellemeler için bir arama şu anda devam ediyor.,Güncelleştirmeler kontrol ediliyor.,Güncelleştirmeler kontrol ediliyor.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Yapılandırılmış ikinci bir arayüz bulundu.\n\nİkinci ağ arayüzünü devre dışı bırakmak istiyor musunuz?,Yapılandırılmış ikinci bir arayüz bulundu.\n\nİkinci ağ arayüzünü devre dışı bırakmak istiyor musunuz?,Yapılandırılmış ikinci bir arayüz bulundu.\n\nİkinci ağ arayüzünü devre dışı bırakmak istiyor musunuz?,Yapılandırılmış ikinci bir arayüz bulundu.\n\nİkinci ağ arayüzünü devre dışı bırakmak istiyor musunuz?,CONSISTENT (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Uyku zamanlayıcı Alıcıyı hazırda bekleme\nmoduna ayarlamak istiyor. Şimdi yap?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Uyku zamanlayıcı Alıcıyı kapatacak.\nŞimdi Kapat?,,SOLITARY
A small overview of the available icon states and actions.,İkonların durumları ve eylemleri hakkında küçük bir açıklama.,Mevcut simge durumları ve eylemlerine küçük bir genel bakış.,İkonların anlamlarını ve görevlerini burada görebilirsiniz.,İkonların durumları ve eylemleri hakkında küçük bir açıklama.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Kayıt zamanlayıcı başarısız!\nTV fonksiyonu devre dışı bırakılıp tekrar denensin mi?\n,'',Kayıt zamanlayıcı başarısız!\nTV fonksiyonu devre dışı bırakılıp tekrar denensin mi?\n,Kayıt zamanlayıcı başarısız!\nTV fonksiyonu devre dışı bırakılıp tekrar denensin mi?\n,INCOMPLETE (ALL)
A/V settings,,Ses/Görüntü ayarları,A/V ayarları,Ses/Görüntü ayarları,MISMATCH (SOME)
AAC downmix,Sayısal downmix,AAC downmix,AAC downmix,Sayısal downmix,MISMATCH (ALL)
AC3 downmix,'',AC3 downmix,AC3 downmix,,INCOMPLETE (SOME)
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS File,,,'',,SOLITARY
ASS file,,,'',ASS dosyası,INCOMPLETE (SOME)
ATSC,'',,'','',EMPTY (SOME)
ATSC provider,'',,'',ATSC sağlayıcı,INCOMPLETE (SOME)
Abort,Vazgeç,Vazgeç,Vazgeç,Vazgeç,CONSISTENT (ALL)
Abort alternatives edit,,,Alternatif düzenlemeden çık,Alternatif düzenlemekten vazgeç,MISMATCH (SOME)
Abort bouquet edit,,,Buket düzenlemekten vazgeç,Buket düzenlemekten vazgeç,CONSISTENT (SOME)
Abort favourites edit,,,Favori düzenlemekten vazgeç,Favori düzenlemekten vazgeç,CONSISTENT (SOME)
About,Hakkında,Hakkında,Hakkında,Hakkında,CONSISTENT (ALL)
Accesspoint:,Erişim noktası:,Erişim noktası:,Erişim noktası:,Erişim noktası:,CONSISTENT (ALL)
Activate HbbTV (Redbutton),HbbTV etkin (Kırmızı tuş),HbbTV etkin (Kırmızı tuş),HbbTV (Kırmızı Tuş) Etkin.,,MISMATCH (SOME)
Activate Picture in Picture,Resim içinde resim (PIP) etkinleştir,Resim içinde resim (RİR) etkinleştir,Resim içinde resim (RiR) 'i etkinleştir,Resim içinde resim (PIP) etkinleştir,MISMATCH (ALL)
Activate current configuration,Geçerli yapılandırmayı etkinleştir,Geçerli yapılandırmayı etkinleştir,Geçerli yapılandırmayı etkinleştirin,Geçerli yapılandırmayı etkinleştir,MISMATCH (ALL)
Activate network settings,Ağ ayarlarını etkinleştir,Ağ ayarlarını etkinleştir,Ağ ayarlarını etkinleştir,Ağ ayarlarını etkinleştir,CONSISTENT (ALL)
Activate the configured network settings.,Yapılandırılmış ağ ayarlarını etkinleştirin.,Yapılandırılmış ağ ayarlarını etkinleştir.,Ağ ayarlarını etkinleştirin.,Yapılandırılmış ağ ayarlarını etkinleştirin.,MISMATCH (ALL)
Activate timeshift End,Timeshift End'i etkinleştir,,Zama Kaydırmayı Bitir,,MISMATCH (SOME)
Activate timeshift end and pause,Zaman kayması sonunu etkinleştir ve duraklat,,Zama Kaydırmayı Bitir ve Duraklat,Zama kaydırmayı bitir ve duraklat,MISMATCH (SOME)
Adapter settings,Ağ adaptör ayarları,Ağ donanım ayarları,Ağ donanım ayarları,Ağ adaptör ayarları,MISMATCH (ALL)
Add,Ekle,Ekle,Ekle,Ekle,CONSISTENT (ALL)
Add a mark,İşaret ekle,Işaret ekle,İşaret ekle,İşaret ekle,MISMATCH (ALL)
Add a nameserver entry,Ad sunucu ekle,Bir isim sunucusu ekle,İsim sunucusu ekleyin,Bir isim sunucusu ekle,MISMATCH (ALL)
Add a new title,Yeni başlık ekle,Yeni başlık ekle,Yeni başlık ekle,Yeni başlık ekle,CONSISTENT (ALL)
Add alternatives,,,Alternatiflere ekle,Alternatiflere ekle,CONSISTENT (SOME)
Add bookmark,Imi eklemek,Yer imi ekle,Yer işareti ekle,Yer imi ekle,MISMATCH (ALL)
Add bouquet,,,Buket oluştur,Buket ekle,MISMATCH (SOME)
Add bouquet to parental protection,,,Bukete Aile Koruması ekle,Ebeveyn korumaya buket ekle,MISMATCH (SOME)
Add directory to playlist,Oynatma listesine dizin ekle,Çalma listesine dizin ekle,Klasörü Çalma listesine ekle,Klasörü oynatma listesine ekle,MISMATCH (ALL)
Add file to playlist,Dosyayı oynatma listesine ekle,Çalma listesine dosya ekle,Dosyayı Çalma listesine ekle,Dosyayı oynatma listesine ekle,MISMATCH (ALL)
Add files to playlist,Dosyaları oynatma listesine ekle,Çalma listesine dosyaları ekle,Dosyaları Çalma listesine ekle,Dosyaları oynatma listesine ekle,MISMATCH (ALL)
Add marker,,,İşaretçi Ekle,İşaretçi ekle,MISMATCH (SOME)
Add provider,Sağlayıcı ekle,Sağlayıcı ekle,Sağlayıcı ekle,Sağlayıcı ekle,CONSISTENT (ALL)
Add recording (enter recording duration),Kayıt ekle (kayıt süresini gir),Kayıt ekle (kayıt süresi girin),Kayıt ekleyin (Kayıt süresi girin),Kayıt ekle (kayıt süresini gir),MISMATCH (ALL)
Add recording (enter recording endtime),Kayıt ekle (kayıt bitiş zamanını gir),Kayıt ekle (kaydın bitiş süresini girin),Kayıt ekleyin (Kaydın bitiş süresini gir),Kayıt ekle (kayıt bitiş zamanını gir),MISMATCH (ALL)
Add recording (indefinitely),Kayıt ekle (süresiz),Kayıt ekle (süresiz),Kayıt Ekle (süresiz),Kayıt ekle (süresiz),MISMATCH (ALL)
Add recording (stop after current event),Kayıt ekle (şimdiki programdan sonra dursun),Kayıt ekle (şimdiki programdan sonra dur),Kayıt Ekle (geçerli olaydan sonra dur),Kayıt ekle (şimdiki programdan sonra dursun),MISMATCH (ALL)
Add service,Kanal ekle,Kanal ekle,Servis Ekle,Kanal ekle,MISMATCH (ALL)
Add service to bouquet,,,Kanalı Bukete Ekle,Kanalı bukete ekle,MISMATCH (SOME)
Add service to favourites,,,Kanalı Favorilere Ekle,Kanalı favorilere ekle,MISMATCH (SOME)
Add timer,Zamanlayıcı ekle,Zamanlayıcı ekle,Zamanlayıcı Ekle,Zamanlayıcı ekle,MISMATCH (ALL)
Add title,Başlık ekle,Başlık ekle,Başlık ekle,Başlık ekle,CONSISTENT (ALL)
Add to bouquet,,Bukete ekle,Bukete ekle,Bukete ekle,CONSISTENT (SOME)
Add to favourites,,Favorilere ekle,Favorilere ekle,Favorilere ekle,CONSISTENT (SOME)
Add to parental protection,,,Aile koruması ekle,Ebeveyn korumasına ekle,MISMATCH (SOME)
Add/remove change timer for current event,Mevcut etkinlik için değişiklik zamanlayıcısı ekle / kaldır,,Geçerli olay için zamanlayıcı Ekle/Sil,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Ek motor seçenekleri, motorunuzun teknik özelliklerinden ayrıntı girmenize izin verir; böylece, enigma, yemeğin bir uydudan diğer bir uyduya taşınmasının ne kadar süreceğini hesaplayabilir.",,'',"Ek motor seçenekleri, motorunuzun teknik özelliklerinden ayrıntı girmenize izin verir; böylece, enigma, yemeğin bir uydudan diğer bir uyduya taşınmasının ne kadar süreceğini hesaplayabilir.",INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Ek motor seçenekleri, motorunuzun teknik özelliklerinden ayrıntı girmenize izin verir, böylece enigma başka bir uyduya geçmenin ne kadar süreceğini hesaplayabilir.",,'',"Ek motor seçenekleri, motorunuzun teknik özelliklerinden ayrıntı girmenize izin verir, böylece enigma başka bir uyduya geçmenin ne kadar süreceğini hesaplayabilir.",INCOMPLETE (SOME)
Adjust 3D settings,3B Ayarlarını düzenle,3B ayarlarını düzenle,3D Ayarları,,MISMATCH (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Renk ayarlarınızı yaparken, renk geçişlerini mümkün olduğunca dolgun ve ayırt edilebilir şekilde ayarlayın. Sonuçtan memnunsanız, görüntü ince ayarını kapatmak için OK tuşuna basın ya da test ekranında belirtilen numaraları tuşlayarak diğer test ekranlarını görün.","Tüm renk tonları ayırt edilebilir, ama mümkün olduğunca doymuş görünür böylece renk ayarlarını yapın. Eğer sonuçtan memnun değilseniz, video ince ayarını kapatmak için OK tuşuna basın, ya da diğer test ekranlarını seçmek için sayı tuşlarını kullanın.","Tüm renk tonları ayırt edilebilir, ama mümkün olduğunca doymuş görünür böylece renk ayarlarını yapın. Eğer sonuçtan memnun değilseniz, video ince ayarını kapatmak için OK tuşuna basın, ya da diğer test ekranlarını seçmek için sayı tuşlarını kullanın.","Renk ayarlarınızı yaparken, renk geçişlerini mümkün olduğunca dolgun ve ayırt edilebilir şekilde ayarlayın. Sonuçtan memnunsanız, görüntü ince ayarını kapatmak için OK tuşuna basın ya da test ekranında belirtilen numaraları tuşlayarak diğer test ekranlarını görün.",MISMATCH (ALL)
Advanced,Gelişmiş,Gelişmiş,Gelişmiş,Gelişmiş,CONSISTENT (ALL)
Advanced options,Gelişmiş Seçenekler,Gelişmiş seçenekler,Gelişmiş seçenekler,Gelişmiş seçenekler,MISMATCH (ALL)
Advanced options and settings.,,,Gelişmiş seçenekler ve ayarlar.,,SOLITARY
Advanced restore,Gelişmiş geri yükleme,Gelişmiş geri yükleme,Gelişmiş Geri Yükleme,Gelişmiş geri yükleme,MISMATCH (ALL)
Advanced software,Gelişmiş Yazılım,Gelişmiş yazılım,Gelişmiş yazılım,Gelişmiş yazılım,MISMATCH (ALL)
Advanced software plugin,Gelişmiş yazılım eklentisi,Gelişmiş yazılım eklentisi,Gelişmiş yazılım eklentisini,Gelişmiş yazılım eklentisi,MISMATCH (ALL)
Advanced video enhancement setup,Gelişmiş görüntü iyileştirme kurulumu,Gelişmiş görüntü iyileştirme ayarları,Gelişmiş görüntü iyileştirme ayarları,Gelişmiş görüntü iyileştirme kurulumu,MISMATCH (ALL)
Advanced video setup,,Gelişmiş video ayarları,Gelişmiş video ayarları,,CONSISTENT (SOME)
Afghanistan,Afganistan,,'',Afghanistan,MISMATCH (SOME)
After event,Etkinlikten sonra,Etkinlikten sonra,Eylem bittikten sonra,Etkinlikten sonra,MISMATCH (ALL)
Aland Islands,Aland adaları,,'',Aland Adaları,MISMATCH (SOME)
Albania,Arnavutluk,,'',Arnavutluk,INCOMPLETE (SOME)
Album,Albüm,Albüm,Albüm,Albüm,CONSISTENT (ALL)
Algeria,Cezayir,,'',Cezayir,INCOMPLETE (SOME)
Alignment of events,Olayların hizalanması,Etkinliğin hizalaması,Olayları sırala,Olayların hizalaması,MISMATCH (ALL)
Alignment of service names,Servis adlarının hizalanması,Kanal isimlerinin hizalaması,Servis adları sırala,Kanal isimlerinin hizalaması,MISMATCH (ALL)
All,Tüm,Tümü,Tümü,Tümü,MISMATCH (ALL)
All ages,Her yaş,Her yaştan,Her yaş,Her yaş,MISMATCH (ALL)
All frequency,,,Tüm frekanslar,Tüm frekanslar,CONSISTENT (SOME)
All satellites 1 (USALS),Tüm uydular 1 (USALS),Tüm uydular  1 (USALS),Tüm Uydular 1 (USALS),Tüm uydular 1 (USALS),MISMATCH (ALL)
All satellites 2 (USALS),Tüm uydular 2 (USALS),Tüm uydular 2 (USALS),Tüm Uydular 2 (USALS),Tüm uydular 2 (USALS),MISMATCH (ALL)
All satellites 3 (USALS),Tüm uydular 3 (USALS),Tüm uydular  3 (USALS),Tüm Uydular 3 (USALS),Tüm uydular 3 (USALS),MISMATCH (ALL)
All satellites 4 (USALS),Tüm uydular 4 (USALS),Tüm uydular  4 (USALS),Tüm Uydular 4 (USALS),Tüm uydular 4 (USALS),MISMATCH (ALL)
All services provider,Tüm servis sağlayıcı,,'',Tüm servis sağlayıcı,INCOMPLETE (SOME)
Allocate,Ayır,'',Ayır,Ayır,INCOMPLETE (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,Yapılandırdığınız fiziksel LNB'ye bir sayı atayın. Aynı LNB'yi birkaç kez ayarlayarak tasarruf etmek için diğer uydularda (örneğin motorlu bulaşıklarda) bu LNB'yi tekrar seçebileceksiniz.,,'',Yapılandırdığınız fiziksel LNB'ye bir sayı atayın. Aynı LNB'yi birkaç kez ayarlayarak tasarruf etmek için diğer uydularda (örneğin motorlu bulaşıklarda) bu LNB'yi tekrar seçebileceksiniz.,INCOMPLETE (SOME)
Allocate unused memory index,Kullanılmayan belleği ayır,'',Kullanılmayan bellek dizesini ayır,Kullanılmayan belleği ayır,MISMATCH (ALL)
Allow 10bit,10 bit'e izin ver,10bit'e izin ver,'',,MISMATCH (SOME)
Allow 12bit,12 bit'e izin ver,12bit'e izin ver,'',,MISMATCH (SOME)
Allow quit movieplayer with exit,Çıkışlı movieplayer çıkışına izin ver,Çıkış ile film oynatıcıdan çıkmaya izin ver ,Çıkışta Film Oynatıcıyi kapat,,MISMATCH (SOME)
Allow subtitle language to equal audio language,Altyazı dili ses diline eşit olsun,Aynı ses dili için altyazı dili sağlar,Aynı ses dili için altyazı dili sağlar,Altyazı dili ses diline eşit olsun,MISMATCH (ALL)
Allow subtitles for hearing impaired,İşitme engelliler için altyazı olsun,İşitme engelliler için alt yazılara izin ver,Işitme engelliler için altyazı sağlar,İşitme engelliler için altyazı olsun,MISMATCH (ALL)
Alpha,'',Alfa,Saydamlık,Alfa,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,Ayrıca beklemede,,Bekleme Modunda,Ayrıca bekleme modunda,MISMATCH (SOME)
Alternative,Alternatif,Alternatif,Alternatif,alternatif,MISMATCH (ALL)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative numbering mode,Alternatif numaralama kipi,Alternatif numaralama modu,Alternatif numaralandırma modu,Alternatif numaralama kipi,MISMATCH (ALL)
Alternative services tuner priority,Alternatifli kanallarda tuner önceliği,Alternatifli kanallarda tuner önceliği,Alternatifli kanallarda tuner önceliği,Alternatifli kanallarda tuner önceliği,CONSISTENT (ALL)
