msgid,openatv,openhdf,openpli,openvix,STATUS
23.976,'','',23.976,'',INCOMPLETE (ALL)
24,,,24,,SOLITARY
25,,,25,,SOLITARY
29.97,'','',29.97,'',INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,,,30,,SOLITARY
3D surround,,,3D surround zvuk,,SOLITARY
3D surround softlimiter,,,3D mekani limiter za surround zvuk,,SOLITARY
3D surround speaker position,,,Položaj zvučnika 3D surround zvuka,'',INCOMPLETE (SOME)
3d mode,'','',3D mod,,INCOMPLETE (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'','',4:3,'',INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL)
4K,,,4K,'',INCOMPLETE (SOME)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,50 МB/s,'',INCOMPLETE (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8K,,,8K,'',INCOMPLETE (SOME)
8bit,'',,8bit,'',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - zadano (onemogućeno),,SOLITARY
<Current movielist location>,'','',<Trenutna lokacija popisa videozapisa>,'',INCOMPLETE (ALL)
<Default movie location>,'','',<Zadana lokacija videozapisa>,'',INCOMPLETE (ALL)
<Last timer location>,'','',<Lokacija zadnjeg tajmera>,'',INCOMPLETE (ALL)
<unknown>,<nepoznato>,<nepoznato>,<nepoznat>,<nepoznato>,MISMATCH (ALL)
=NO STREAM\n,'',,=NEMA WEB PRIJENOSA\n,'',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,'','',Konfiguracijski fajl (%s) je promjenjen poslije instalacije.\nŽelite li zadržati svoju verziju?,'',INCOMPLETE (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Datoteka konfiguracije (%s) je bila promjenjena nakon instalacije.\nŽelite li zadržati vašu verziju?,Datoteka konfiguracije (%s) je bila promjenjena nakon instalacije.\nŽelite li zadržati vašu verziju?,Konfiguracijski fajl (%s) je promjenjen poslije instalacije.\nŽelite li zadržati svoju verziju?,Datoteka konfiguracije (%s) je bila promjenjena nakon instalacije.\nŽelite li zadržati vašu verziju?,MISMATCH (ALL)
A file from media is in use!,,,Koristi se datoteka iz medija!,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Po završetku snimanja tajmer želi staviti\nprijemnik u stanje čekanja? Da li to želite učiniti sada?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Po završetku snimanja tajmer želi ugasiti\nprijemnik. Ugasiti sada?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Grafički EPG za sve kanale iz specifičnog paketa,,SOLITARY
A record has been started:\n%s,,,Snimanje je započelo:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Trenutno se na odabranom tjuneru izvodi snimanje. Odaberite drugi tjuner ili zaustavite snimanje i pokušajte ponovno.,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Digitalno snimanje je trenutno u tijeku.\nŠto želite učiniti?,Digitalno snimanje je trenutno u tijeku.\nŠto želite učiniti?,Snimanje je trenutno u tijeku.\nŠto želite napraviti?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,'','',Snimanje je trenutno u tijeku. Molimo zaustavite snimanje prije nego što pokrenete pretragu.,'',INCOMPLETE (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Snimanje je trenutno u tijeku. Molimo zaustavite snimanje prije nego što pokrenete testiranje DiSEqC.,,SOLITARY
A required tool (%s) was not found.,'','',Potrebni alat (%s) nije pronađen.,'',INCOMPLETE (ALL)
A search for available updates is currently in progress.,'','',Trenutno je u tijeku traženje dostupnih ažuriranja.,'',INCOMPLETE (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,'','',Drugo konfigurirano sučelje je pronađeno.\n\nDa li želite onemogućiti drugo mrežno sučelje?,'',INCOMPLETE (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Tajmer isključivanja želi staviti vaš\nprijemnik u stanje čekanja. Želite li to učiniti sada?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Tajmer isključivanja želi ugasiti\nvaš prijemnik. Ugasiti sada?,,SOLITARY
A small overview of the available icon states and actions.,'','',Mali pregled dostupnih ikona stanja i radnji.,'',INCOMPLETE (ALL)
A timer failed to record!\nDisable TV and try again?\n,Tajmer je neuspjelo pokušao snimiti!\nOnemogućite TV i pokušati ponovno?\n,Tajmer je neuspjelo pokušao snimiti!\nOnemogućite TV i pokušati ponovno?\n,Tajmer je neuspješno pokušao snimiti!\nOnemogućite TV i pokušajte ponovno?\n,Tajmer je neuspjelo pokušao snimiti!\nOnemogućite TV i pokušati ponovno?\n,MISMATCH (ALL)
A/V settings,,'',A/V postavke,,INCOMPLETE (SOME)
AAC downmix,'','',AAC mikser,'',INCOMPLETE (ALL)
AC3 downmix,'',,AC3 mikser,'',INCOMPLETE (SOME)
ACQUIRING TSID/ONID,,'',STJECANJE TSID/ONID,'',INCOMPLETE (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS File,,,ASS file,,SOLITARY
ASS file,,,ASS fajl,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,,,ATSC provajder,,SOLITARY
Abort,'','',Prekid,'',INCOMPLETE (ALL)
Abort alternatives edit,,,Prekid alternativnog uređivanja,,SOLITARY
Abort bouquet edit,,,Prekini uređivanje paketa,,SOLITARY
Abort favourites edit,,,Prekid uređenja favorita,,SOLITARY
About,O programu,O programu,Informacije o programu,O programu,MISMATCH (ALL)
Accesspoint:,'','',Pristupna točka:,'',INCOMPLETE (ALL)
Activate HbbTV (Redbutton),'',,Aktivirajte HbbTV (crvenu tipku),,INCOMPLETE (SOME)
Activate Picture in Picture,Aktiviraj Sliku u Slici,Aktiviraj Sliku u Slici,Aktivirajte sliku u slici,Aktiviraj Sliku u Slici,MISMATCH (ALL)
Activate current configuration,,,Aktivirajte aktualnu konfiguraciju,,SOLITARY
Activate network settings,Aktiviraj mrežne postavke,Aktiviraj mrežne postavke,Aktivirajte mrežne postavke,Aktiviraj mrežne postavke,MISMATCH (ALL)
Activate the configured network settings.,'','',Aktivirajte konfigurirane mrežne postavke.,'',INCOMPLETE (ALL)
Activate timeshift End,'',,Aktivirajte kraj vremenskog pomakа,,INCOMPLETE (SOME)
Activate timeshift end and pause,'',,Aktivirajte kraj vremenskog pomakа i pauzu,'',INCOMPLETE (SOME)
Adapter settings,'','',Postavke adaptera,'',INCOMPLETE (ALL)
Add,Dodaj,Dodaj,Dodati,Dodaj,MISMATCH (ALL)
Add a mark,Dodaj oznaku,Dodaj oznaku,Dodajte oznaku,Dodaj oznaku,MISMATCH (ALL)
Add a nameserver entry,,,Dodaj unos naziva servera,,SOLITARY
Add a new title,Dodaj novi titl,Dodaj novi titl,Dodaj novi titl,Dodaj novi titl,CONSISTENT (ALL)
Add alternatives,,,Dodaj alternative,,SOLITARY
Add bookmark,,,Dodajte knjižnu oznaku,,SOLITARY
Add bouquet,,,Dodaj paket,,SOLITARY
Add bouquet to parental protection,,,Dodaj paket u roditeljsku zaštitu,,SOLITARY
Add directory to playlist,,,Dodajte direktorij u play listu,,SOLITARY
Add file to playlist,,,Dodaj datoteku u play listu,,SOLITARY
Add files to playlist,,,Dodaj datoteke u play listu,,SOLITARY
Add marker,,,Dodaj marker,,SOLITARY
Add provider,,,Dodaj provajdera,,SOLITARY
Add recording (enter recording duration),'','',Dodaj snimanje (unesi dužinu snimanja),'',INCOMPLETE (ALL)
Add recording (enter recording endtime),'','',Dodaj vrijeme snimanja (unesi završno vrijeme snimanja),'',INCOMPLETE (ALL)
Add recording (indefinitely),'','',Dodaj vrijeme snimanja (nedefinirano),'',INCOMPLETE (ALL)
Add recording (stop after current event),'','',Dodaj snimku (zaustavi poslije trenutnog događaja),'',INCOMPLETE (ALL)
Add service,,,Dodaj kanal,,SOLITARY
Add service to bouquet,,,Dodaj kanal u paket,,SOLITARY
Add service to favourites,,,Dodaj kanal u favorite,,SOLITARY
Add services to this bouquet?,,,Dodati kanal u paket?,,SOLITARY
Add timer,Dodaj Tajmer,Dodaj Tajmer,Dodaj tajmer,Dodaj Tajmer,MISMATCH (ALL)
Add title,'','',Dodaj naslov,'',INCOMPLETE (ALL)
Add to bouquet,,Dodaj u paket,Dodaj u paket,Dodaj u paket,CONSISTENT (SOME)
Add to favourites,,Dodaj u favorite,Dodaj u favorite,Dodaj u favorite,CONSISTENT (SOME)
Add to parental protection,,,Dodaj u roditeljsku zaštitu,,SOLITARY
Add/remove change timer for current event,'',,Dodati/ukloniti tajmer za trenutni događaj,,INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,Dodatne opcije omogućuju unos dijelova iz specifikacije vašeg motora tako da enigma može izračunati koliko je potrebno premjestiti antenu od jednog satelita na drugi.,'',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,Dodatne opcije omogućuju unos dijelova iz specifikacije vašeg motora tako da enigma može izračunati koliko je potrebno pomaknuti antenu prema željenom satelitu.,'',INCOMPLETE (SOME)
Adjust 3D settings,'','',Podesite 3D postavke,,INCOMPLETE (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",'','',"Podesite postavke boje tako da su sve sjene boja raspoznatljive, ali da izgledaju maksimalno zasićene. Ako ste zadovoljni rezultatom, pritisnite OK za zatvaranje finog video-podešavanja ili koristite brojčane tipke da izaberete druge test ekrane.",'',INCOMPLETE (ALL)
Advanced,'',,Napredno,,INCOMPLETE (SOME)
Advanced options,'','',Napredne opcije,'',INCOMPLETE (ALL)
Advanced options and settings.,,,Napredne opcije i postavke.,,SOLITARY
Advanced restore,'','',Napredno vraćanje,'',INCOMPLETE (ALL)
Advanced software,'','',Napredni softver,'',INCOMPLETE (ALL)
Advanced software plugin,'','',Napredni softverski dodatak,'',INCOMPLETE (ALL)
Advanced video enhancement setup,'','',Napredne postavke podešavanja videa,'',INCOMPLETE (ALL)
Advanced video setup,,'',Napredne video postavke,,INCOMPLETE (SOME)
Afghanistan,'',,Afganistan,'',INCOMPLETE (SOME)
After event,Nakon događaja,Nakon događaja,Nakon događaja,Nakon događaja,CONSISTENT (ALL)
Aland Islands,'',,Aland otoci,'',INCOMPLETE (SOME)
Albania,'',,Albanija,'',INCOMPLETE (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,'',,Alžir,'',INCOMPLETE (SOME)
Alignment of events,'',,Usklađivanje događaja,'',INCOMPLETE (SOME)
Alignment of service names,,,Usklađivanje naziva usluga,,SOLITARY
All,Svi,Svi,Svi,Svi,CONSISTENT (ALL)
All ages,'','',Svi uzrasti,'',INCOMPLETE (ALL)
All frequency,,,Sve frekvencije,,SOLITARY
All satellites 1 (USALS),'',,Svi sateliti 1 (USALS),'',INCOMPLETE (SOME)
All satellites 2 (USALS),'',,Svi sateliti 2 (USALS),'',INCOMPLETE (SOME)
All satellites 3 (USALS),'',,Svi sateliti 3 (USALS),'',INCOMPLETE (SOME)
All satellites 4 (USALS),'',,Svi sateliti 4 (USALS),'',INCOMPLETE (SOME)
All services provider,,,Sve usluge pružatelja usluga,,SOLITARY
All slots,,,Svi utori,,SOLITARY
Allocate,'','',Dodjeliti,'',INCOMPLETE (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,Dodjelite broj fizičkom LNB-a koji postavljate. Možete ponovno odabrati ovaj LNB za druge satelite (npr. motorizirana antena) kako biste spremili postavljanje istog LNB-a više puta.,'',INCOMPLETE (SOME)
Allocate unused memory index,'','',Dodjeljivanje neiskorištenog indeksa memorije,'',INCOMPLETE (ALL)
Allow 10bit,'',,Dopustite 10bit,'',INCOMPLETE (SOME)
Allow 12bit,'',,Dopustite 12bit,'',INCOMPLETE (SOME)
Allow quit movieplayer with exit,'',,Dopustite zaustavljanje playera sa izlazom iz filma,,INCOMPLETE (SOME)
Allow quitting movieplayer with exit,,,Dopustite zaustavljanje playera sa izlazom iz filma,,SOLITARY
Allow subtitle language to equal audio language,'','',Dopustite titlove pri podudaranju jezika zvuka,'',INCOMPLETE (ALL)
Allow subtitles for hearing impaired,'','',Dopustite titlove za osobe oštećena sluha,'',INCOMPLETE (ALL)
Allow unsupported modes,'',,Dopustite nepodržane načine videozapisa,,INCOMPLETE (SOME)
Alpha,'',Alpha,Alfa,Alpha,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,Uvezite nakon ponovnog pokretanja enigme2,,SOLITARY
Also import from the extension menu,,,Također uvezite iz izbornika proširenja,,SOLITARY
Also import when box is leaving standby,,,Uvezite pri izlasku iz stanja čekanja,,SOLITARY
Also on standby,'',,Također u stanju čekanja,,INCOMPLETE (SOME)
Alternative,,,Alternativa,,SOLITARY
Alternative 1,,,Alternativa 1,,SOLITARY
Alternative 2,,,Alternativa 2,,SOLITARY
Alternative URL for images listed on FlashImage,,,Alternativni URL za image naveden u Fleš imageu,,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,Alternativni URL-ovi za DVB-T/C ili ATSC,,SOLITARY
Alternative numbering mode,'','',Alternativni način numeriranja,'',INCOMPLETE (ALL)
Alternative services tuner priority,Prioritet alternativnih usluga tunera,Prioritet alternativnih usluga tunera,Prioritet tunera za alternativne usluge,Prioritet alternativnih usluga tunera,MISMATCH (ALL)
Always ask,'','',Uvijek pitaj,'',INCOMPLETE (ALL)
Always hide infobar,'','',Uvijek sakrijte info traku,'',INCOMPLETE (ALL)
Always include ECM in recordings,'',,Uključivanje ECM-a u snimanjima,,INCOMPLETE (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Uvijek uključite ECM poruke u snimanje. To poništava pojedinačne postavke timera na globalnoj razini, omogućuje naknadno dešifriranje snimaka (ponekad se naziva offline dekodiranje), ako to podržava vaš prijemnik. Zadano: isključeno.",,INCOMPLETE (SOME)
American Samoa,'',,Američka Samoa,'',INCOMPLETE (SOME)
An empty filename is illegal.,'','',Prazno ime datoteke je ilegalno.,'',INCOMPLETE (ALL)
An error occurred - Please try again later,,,Došlo je do pogreške - pokušajte ponovno kasnije,,SOLITARY
An error occurred while downloading the packetlist. Please try again.,'','',Greška kod skidanja liste paketa. Molim pokušajte ponovno.,'',INCOMPLETE (ALL)
An unknown error occurred!,'','',Dogodila se nepoznata greška!,'',INCOMPLETE (ALL)
And will put your receiver in standby over ,,,Staviti će vaš prijemnik u stanje čekanja ,,SOLITARY
Andorra,'',,Andora,'',INCOMPLETE (SOME)
Angola,'',,Angola,'',INCOMPLETE (SOME)
Anguilla,'',,Anguilla,'',INCOMPLETE (SOME)
Antarctica,'',,Antarktika,'',INCOMPLETE (SOME)
Antigua and Barbuda,'',,Antigua and Barbuda,'',INCOMPLETE (SOME)
Any activity,'','',Svaka aktivnost,'',INCOMPLETE (ALL)
Arabic,Arabski,Arabski,Аrapski,Arabski,MISMATCH (ALL)
Are you sure to delete image:,,,Jeste li sigurni da želite izbrisati image?,,SOLITARY
Are you sure to purge all deleted user bouquets?,,,Želite li zaista očistiti sve izbrisane korisničke pakete?,,SOLITARY
Are you sure to reboot to,,,Želite li ponovno pokrenuti sustav?,,SOLITARY
Are you sure to remove all %d.%d%s%s services?,'',,Želite li zaista ukloniti sve %d.%d%s%s usluge?,,INCOMPLETE (SOME)
Are you sure to remove all cable services?,'',,Jeste li sigurni da želite ukloniti sve kabelske usluge?,,INCOMPLETE (SOME)
Are you sure to remove all terrestrial services?,'',,Jeste li sigurni da želite ukloniti sve DVBT usluge?,,INCOMPLETE (SOME)
Are you sure to remove this entry?,,,Želite li zaista ukloniti odabrano?,,SOLITARY
Are you sure to restore all deleted images,,,Jeste li sigurni da želite vratiti sve izbrisane image?,,SOLITARY
Are you sure you want to activate this network configuration?\n\n,'','',Želite li zaista aktivirati ovu konfiguraciju mreže?\n\n,'',INCOMPLETE (ALL)
Are you sure you want to delete\nthe following backup:\n,'','',Jeste li sigurni da želite izbrisati\novaj backup:\n,'',INCOMPLETE (ALL)
Are you sure you want to exit this wizard?,'','',Jeste li sigurni da želite izaći iz vodiča?,'',INCOMPLETE (ALL)
Are you sure you want to restart your network interfaces?\n\n,'','',Želite li zaista ponovno pokrenuti mrežna sučelja?\n\n,'',INCOMPLETE (ALL)
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,'','',Jeste li sigurni da želite vratiti\novu sigurnosnu kopiju:\n%s\nVaš će se prijemnik ponovno pokrenuti nakon oporavka!,'',INCOMPLETE (ALL)
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,'','',Jeste li sigurni da želite vratiti sigurnosnu kopiju?\nVaš će se prijemnik ponovno pokrenuti nakon oporavka!,'',INCOMPLETE (ALL)
Argentina,'',,Argentina,'',INCOMPLETE (SOME)
Armenia,'',,Armenia,'',INCOMPLETE (SOME)
Artist,Izvođač,Izvođač,Umjetnik,Izvođač,MISMATCH (ALL)
Arts/Culture,'','',Umjetnost/kultura,'',INCOMPLETE (ALL)
Aruba,'',,Aruba,'',INCOMPLETE (SOME)
As defined by the skin,,,Kao što je definirano u skinu,,SOLITARY
Ask user,'','',Pitaj korisnika,'',INCOMPLETE (ALL)
Aspect ratio,'','',Omjer slike,'',INCOMPLETE (ALL)
Assigned CAIds:,'','',Dodjeljeni CAIdi:,'',INCOMPLETE (ALL)
Assigned services/provider:,'','',Dodjeljeni kanali/provajderi:,'',INCOMPLETE (ALL)
At beginning,,,Na početku,,SOLITARY
At end,,,Na kraju,,SOLITARY
"Attention, this is repeated timer!\n",,,"Pažnja, ovo je ponovljeni tajmer!\n",'',INCOMPLETE (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Pažnja, ovo je ponovljeni tajmer!\nŠto želite učiniti?",,SOLITARY
Audio,'',,Аudio,'',INCOMPLETE (SOME)
Audio / Video,,,Аudio / videо,,SOLITARY
Audio PID,'','',Аudio PID,'',INCOMPLETE (ALL)
"Audio PID%s, codec & lang",,,"Audio PID%s, kodek & jezik",,SOLITARY
"Audio PID, codec & lang",,,"Audio PID, kodek & jezik",,SOLITARY
Audio auto volume level,,,Automatska razina glasnoće,,SOLITARY
Audio language selection 1,'','',Odaberite jezik zvuka 1,'',INCOMPLETE (ALL)
Audio language selection 2,'','',Odaberite jezik zvuka 2,'',INCOMPLETE (ALL)
Audio language selection 3,'','',Odaberite jezik zvuka 3,'',INCOMPLETE (ALL)
Audio language selection 4,'','',Odaberite jezik zvuka 4,'',INCOMPLETE (ALL)
Audio options...,'','',Postavke zvuka...,'',INCOMPLETE (ALL)
Audio plugins,,,Dodaci za zvuk,,SOLITARY
Audio track (%s) format,,'',Format (%s) zvučnog zapisa,'',INCOMPLETE (SOME)
Audio track (%s) language,,'',Jezik (%s) zvučnog zapisa,'',INCOMPLETE (SOME)
Audio volume step size,'',,Veličina koraka glasnoće zvuka,,INCOMPLETE (SOME)
Australia,,,Australija,,SOLITARY
Australian,,,Australski,,SOLITARY
Austria,'',,Austrija,'',INCOMPLETE (SOME)
Author: ,'','',Аutor: ,'',INCOMPLETE (ALL)
Authoring mode,'','',Način autorizacije,'',INCOMPLETE (ALL)
Auto,'',Auto,autо,Auto,MISMATCH (ALL)
Auto Diseqc,,,Аuto Diseqc,'',INCOMPLETE (SOME)
Auto EXIF Orientation rotation/flipping,,,Аuto EXIF orijentacija rotacije,'',INCOMPLETE (SOME)
Auto chapter split every ? minutes (0=never),'','',Automatski podijeliti na poglavlja svakih ? minuta (0=nikad),'',INCOMPLETE (ALL)
