msgid,openatv,openhdf,openpli,openvix,STATUS
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,20 MB/s,INCOMPLETE (SOME)
23.976,'',23.976,23.976,23.976,INCOMPLETE (ALL)
24,'',24,24,24,INCOMPLETE (ALL)
25,'',25,25,25,INCOMPLETE (ALL)
29.97,'',29.97,29.97,29.97,INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',30,30,30,INCOMPLETE (ALL)
3D surround,,,3D ruumiline,3D ruumheli,MISMATCH (SOME)
3D surround softlimiter,,,3D ruumilise pehme piiraja,,SOLITARY
3D surround speaker position,,,3D ruumilise valjuhääldi asukoht,3D ruumheli kõlari asukoht,MISMATCH (SOME)
3d mode,3D režiim,,3d režiim,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,420,420,INCOMPLETE (SOME)
422,'',,422,422,INCOMPLETE (SOME)
444,'',,444,444,INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,4:3 letterbox,4:3 letterbox,4:3 letterbox,4:3 letterbox,CONSISTENT (ALL)
4:3 PanScan,4:3 panscan,4:3 panscan,4:3 PanScan,4:3 panscan,MISMATCH (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,50 MB/s,INCOMPLETE (SOME)
6,'',,6,,INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,8bit,8bit,INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - vakimisi (keelatud),,SOLITARY
<Current movielist location>,<Filmilisti praegune asukoht >,<Filmilisti hetkeasukoht >,<Salvestusnimekirja hetkeasukoht >,<Filmilisti praegune asukoht >,MISMATCH (ALL)
<Default movie location>,<Salvestuste tavaasukoht >,<Salvestuste tavaasukoht >,<Salvestuste tavaasukoht >,<Salvestuste tavaasukoht >,CONSISTENT (ALL)
<Last timer location>,<Viimase taimeri asukoht>,<Viimase taimeri asukoht>,<Viimase taimeri asukoht>,<Viimase taimeri asukoht>,CONSISTENT (ALL)
<unknown>,<tundmatu>,<tundmatu>,<tundmatu>,<tundmatu>,CONSISTENT (ALL)
=NO STREAM\n,=VOOGU EI OLE\n,,=VOOGU EI OLE\n,=VOOGU EI OLE\n,CONSISTENT (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas säilitada need muudatused?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas tahad säilitada oma muudatused?,Seadistusfaili (%s) on muudetud peale algpaigaldust.\nKas tahad säilitada oma versiooni?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas säilitada need muudatused?,MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas säilitada need muudatused?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas tahad säilitada oma versiooni?,Seadistusfaili (%s) on muudetud peale algpaigaldust.\nKas tahad säilitada oma versiooni?,Seadistusfaili (%s) on pärast algpaigaldust muudetud.\nKas säilitada need muudatused?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Lõpetanud salvestuse taimer soovib panna \nvastuvõtja ooterežiimi. Kas nõustud?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Salvestuse lõpetanud taimer soovib  vastuvõtja \nvälja lülitada. Kas nõustud?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Graafiline EPG kõigile kanalitele selles valikus,,SOLITARY
A record has been started:\n%s,,,Salvestamine algas:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,"Valitud tuuneri kaudu toimub praegu salvestus. Vali mõni teine tuuner, või peata salvestus ja proovi uuesti.",,SOLITARY
A recording is currently running.\nWhat do you want to do?,Toimub salvestamine.\nMida tuleks teha?,Toimub salvestamine.\nMida soovid teha?,Hetkel salvestatakse.\nMida soovid teha?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Toimub salvestamine. Peata salvestamine enne kanaliotsingu alustamist.,Toimub salvestamine. Peata salvestamine enne kanaliotsingu alustamist.,Hetkel salvestatakse. Peata salvestamine enne kanaliotsingu alustamist.,Toimub salvestamine. Peata salvestamine enne kanaliotsingu alustamist.,MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Hetkel salvestatakse. Peata salvestamine enne DiSEqC testimist.,,SOLITARY
A required tool (%s) was not found.,Vajaliku tööriista (%s) ei leitud.,Vajaliku tööriista(%s) ei leitud.,Ei leidnud (%s) vajaliku tööriista.,Vajaliku tööriista (%s) ei leitud.,MISMATCH (ALL)
A search for available updates is currently in progress.,Toimub uuenduste otsimine.,Toimub uuenduste otsimine.,Otsime uuendusi.,Toimub uuenduste otsimine.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Leiti teine võrguliides.\n\nKas see tuleks keelata?,Leiti teine häälestatud võrguliides.\n\nKas keelata teine võrguliides?,Leitud teine häälestatud võrguliides.\n\nKas soovid keelata teise võrguühenduse?,Leiti teine võrguliides.\n\nKas see tuleks keelata?,MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Unetaimer soovib panna vastuvõtja\nooterežiimi. Kas nõustud?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Unetaimer soovib vastuvõtja \nvälja lülitada. Kas nõustud?,,SOLITARY
A small overview of the available icon states and actions.,Kasutatavate ikoonide olekute ja tegevuste lühiülevaade.,Ikoonide olekute ja tegevuste lühiülevaade.,Kasutatavate ikoonide seisundite ja tegevuste lühiülevaade.,Kasutatavate ikoonide olekute ja tegevuste lühiülevaade.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Taimeriga salvestus nurjus!\nKas keelata TV ja proovida uuesti?\n,Taimeriga salvestus nurjus!\nKas keelata TV ja proovida uuesti?\n,Taimeriga salvestus nurjus!\nKeela TV ja proovi uuesti?\n,Taimeriga salvestus nurjus!\nKas keelata TV ja proovida uuesti?\n,MISMATCH (ALL)
A/V settings,,Heli ja pildi seaded,Heli ja pildi seaded,,CONSISTENT (SOME)
AAC downmix,AAC > stereo,AAC > stereo,AAC > stereo,AAC > stereo,CONSISTENT (ALL)
AC3 downmix,AC3 > stereo,,AC3 > stereo,AC3 > stereo,CONSISTENT (SOME)
ACQUIRING TSID/ONID,,TSID/ONID SAAMINE,TSID/ONID OTSING,TSID/ONID HANKIMINE,MISMATCH (SOME)
AGC:,,,AGC:,AGC:,UNCHANGED (SOME)
ASS file,,,ASS fail,ASS fail,CONSISTENT (SOME)
ATSC,'',,ATSC,ATSC,INCOMPLETE (SOME)
ATSC provider,ATSC levitaja,,ATSC levitaja,ATSC levitaja,CONSISTENT (SOME)
Abort,Katkesta,Katkesta,Katkesta,Katkesta,CONSISTENT (ALL)
Abort alternatives edit,,,Tühista muudatused,Tühista muudatused,CONSISTENT (SOME)
Abort bouquet edit,,,Tühista muudatused,Tühista muudatused,CONSISTENT (SOME)
Abort favourites edit,,,Tühista muudatused,Tühista muudatused,CONSISTENT (SOME)
About,Süsteemist,Info,Süsteemiinfo,Süsteemist,MISMATCH (ALL)
Accesspoint:,Tugijaam:,Tugijaam:,WiFi ruuter:,Tugijaam:,MISMATCH (ALL)
Activate HbbTV (Redbutton),Käivita HbbTV (punane nupp),,Aktiveeri HbbTV (punane nupp),,MISMATCH (SOME)
Activate Picture in Picture,Ava PiP,Ava pilt-pildis,Ava pilt-pildis,Ava PiP,MISMATCH (ALL)
Activate current configuration,Jõusta praegused seaded,Aktiveeri muudatused,Jõusta praegused seaded,Jõusta praegused seaded,MISMATCH (ALL)
Activate network settings,Aktiveeri võrguseaded,Aktiveeri võrguseaded,Aktiveeri võrguseaded,Jõusta võrguseaded,MISMATCH (ALL)
Activate the configured network settings.,Jõusta määratud võrguseaded.,Jõusta määratud võrguseaded,Jõusta määratud võrguseaded.,Jõusta määratud võrguseaded.,MISMATCH (ALL)
Activate timeshift End,Määra ajanihke lõpp,,Jõusta ajanihke lõpuaeg,,MISMATCH (SOME)
Activate timeshift end and pause,Määra ajanihke lõpp ja paus,,Jõusta ajanihke lõpp ja paus,Määra ajanihke lõpp ja paus,MISMATCH (SOME)
Adapter settings,Võrgukaardi seaded,Võrgukaardi seaded,Võrgukaardi seaded,Võrgukaardi seaded,CONSISTENT (ALL)
Add,Lisa,Lisa,Lisa,Lisa,CONSISTENT (ALL)
Add a mark,Lisa tähis,Lisa tähis,Lisa marker,Lisa tähis,MISMATCH (ALL)
Add a nameserver entry,Lisa nimeserver,Lisa nimeserver,Lisa nimeserver,Lisa nimeserver,CONSISTENT (ALL)
Add a new title,Lisa uus pealkiri,Lisa uus pealkiri,Lisa uus pealkiri,Lisa uus pealkiri,CONSISTENT (ALL)
Add alternatives,,,Lisa asenduskanaleid,Lisa asenduskanaleid,CONSISTENT (SOME)
Add bookmark,Lisa järjehoidja,Lisa järjehoidja,Lisa uus tähis,Lisa järjehoidja,MISMATCH (ALL)
Add bouquet,,,Lisa nimekiri,Lisa lemmiknimekiri,MISMATCH (SOME)
Add bouquet to parental protection,,,Lisa lemmiknimekirjale lapselukk,Lukusta lemmiknimekiri,MISMATCH (SOME)
Add directory to playlist,Lisa kataloog mängukavva,Lisa kataloog esitusloendisse,Lisa kataloog esitusloendisse,Lisa kataloog pleilisti,MISMATCH (ALL)
Add file to playlist,Lisa fail mängukavva,Lisa fail esitusloendisse,Lisa fail esitusloendisse,Lisa fail pleilisti,MISMATCH (ALL)
Add files to playlist,Lisa failid mängukavva,Lisa failid esitusloendisse,Lisa failid esitusloendisse,Lisa failid pleilisti,MISMATCH (ALL)
Add marker,,,Lisa märgistus,Lisa märgis,MISMATCH (SOME)
Add provider,Lisa levitaja,Lisa levitaja,Lisa levitaja,Lisa levitaja,CONSISTENT (ALL)
Add recording (enter recording duration),Salvesta (sisesta salvestuse kestus),Salvesta (sisesta salvestuse kestus),Salvesta (sisesta salvestuse kestvus),Salvesta (sisesta salvestuse kestus),MISMATCH (ALL)
Add recording (enter recording endtime),Salvesta (sisesta salvestuse lõpuaeg),Salvesta (sisesta salvestuse lõppaeg),Salvesta (sisesta salvestuse lõpuaeg),Salvesta (sisesta salvestuse lõpuaeg),MISMATCH (ALL)
Add recording (indefinitely),Salvesta (pidev salvestus),Salvesta (määramata ajaks),Salvesta (pidev salvestus),Salvesta (määramatult),MISMATCH (ALL)
Add recording (stop after current event),Salvesta (selle saate lõpuni),Salvesta (lõpeta peale praegust saadet),Salvesta (lõpeta pärast praegust saadet),Salvesta (selle saate lõpuni),MISMATCH (ALL)
Add service,Lisa kanal,Lisa kanal,Lisa kanal,Lisa kanal,CONSISTENT (ALL)
Add service to bouquet,,,Lisa kanal nimekirja,Lisa kanal lemmiknimekirja,MISMATCH (SOME)
Add service to favourites,,,Lisa kanal lemmikutesse,Lisa kanal lemmikutesse,CONSISTENT (SOME)
Add timer,Lisa taimer,Lisa taimer,Lisa taimer,Lisa taimer,CONSISTENT (ALL)
Add title,Lisa pealkiri,Lisa pealkiri,Lisa pealkiri,Lisa pealkiri,CONSISTENT (ALL)
Add to bouquet,,Lisa lemmiknimekirja,Lisa lemmiknimekirja,Lisa lemmiknimekirja,CONSISTENT (SOME)
Add to favourites,,Lisa lemmiknimekirja,Lisa lemmikutesse,Lisa lemmiknimekirja,MISMATCH (SOME)
Add to parental protection,,,Lisa lapselukk,Lisa lapselukk,CONSISTENT (SOME)
Add/remove change timer for current event,Lisa/eemalda/muuda taimer käesolevale saatele,,Lisa/kõrvalda praeguse sündmuse muutuse taimer,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada antenni ühelt satelliidilt teisele liigutamise aja.",,"Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada antenni ühelt satelliidilt teisele liigutamise aja.","Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada antenni ühelt satelliidilt teisele liigutamise aja.",CONSISTENT (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada ühelt satelliidilt teisele liigutamise aja.",,"Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada ühelt satelliidilt teisele liigutamise aja.","Ajami lisavalikud lubavad sisestada andmeid mootori spetsifikatsioonilehelt, et enigma saaks arvutada ühelt satelliidilt teisele liigutamise aja.",CONSISTENT (SOME)
Adjust 3D settings,Kohanda 3D seadeid,,Kohanda 3D seadeid,,CONSISTENT (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Seadista värve nii, et kõik värvivarjundid oleks eristatavad ja paistaks nii küllastatuna kui võimalik. Kui oled tulemusega rahul, vajuta OK video peenhäälestuse sulgemiseks või kasuta numbrinuppe teiste testpiltide valikuks.","Kohanda värvuse sätted nii, et kõik värvivarjundid oleks eristatavad ja paistaks nii küllastatuna kui võimalik. Kui oled tulemusega rahul, vajuta OK video peenhäälestuse sulgemiseks või kasuta numbrinuppe teiste testipiltide valikuks.","Sea värvuse sätted nii, et kõik värvivarjundid oleks eristatavad ja paistaks nii küllastatuna kui võimalik. Kui oled tulemusega rahul, vajuta OK video peenhäälestuse sulgemiseks või kasuta numbrinuppe teiste testipiltide valikuks.","Seadista värve nii, et kõik värvivarjundid oleks eristatavad ja paistaks võimalikult küllastatuna. Kui oled tulemusega rahul, vajuta OK video peenhäälestuse sulgemiseks või kasuta numbrinuppe teiste testpiltide valikuks.",MISMATCH (ALL)
Advanced,Lisavalikud,,Lisavalikud,Täpsem,MISMATCH (SOME)
Advanced options,Lisavalikud,Lisavalikud,Lisavõimalused,Täpsemad valikud,MISMATCH (ALL)
Advanced options and settings.,,,Lisavalikud ja seadistused.,,SOLITARY
Advanced restore,Täpsem taastamine,Täpsem taastamine,Laiendatud taastamine,Täpsem taastamine,MISMATCH (ALL)
Advanced software,Lisatarkvara,Lisatarkvara,Laiendatud tarkvara,Lisatarkvara,MISMATCH (ALL)
Advanced software plugin,Lisatarkvara,Lisatarkvara,Laiendatud tarkvaraliides,Lisatarkvara,MISMATCH (ALL)
Advanced video enhancement setup,Pildiparanduse seaded,Pildiparanduse seaded,Pildiparanduse seaded,Pildiparanduse seaded,CONSISTENT (ALL)
Advanced video setup,,,Täpsemad video seaded,,SOLITARY
Afghanistan,'',,Afganistan,Afghanistan,MISMATCH (SOME)
After event,Pärast sündmust,Pärast sündmust,Pärast sündmust,Pärast sündmust,CONSISTENT (ALL)
Aland Islands,Ahvenamaa,,Ahvenamaa,Ahvenamaa,CONSISTENT (SOME)
Albania,Albaania,,Albaania,Albaania,CONSISTENT (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,Alžeeria,,Alžeeria,Alžeeria,CONSISTENT (SOME)
Alignment of events,Saatenime asukoht,,Sündmuste seadmine,Saate nime asukoht,MISMATCH (SOME)
Alignment of service names,Kanalinime asukoht,,Teenuste nimede seadmine,Kanalinime asukoht,MISMATCH (SOME)
All,Kõik,Kõik,Kõik,Kõik,CONSISTENT (ALL)
All ages,Igas vanuses,Igas vanuses,Kõik vanused,Igas vanuses,MISMATCH (ALL)
All frequency,,,Kõik sagedused,Kogu sagedus,MISMATCH (SOME)
All satellites 1 (USALS),Kõik satelliidid 1 (USALS),,Kõik satelliidid 1 (USALS),Kõik satelliidid 1 (USALS),CONSISTENT (SOME)
All satellites 2 (USALS),Kõik satelliidid 2 (USALS),,Kõik satelliidid 2 (USALS),Kõik satelliidid 2 (USALS),CONSISTENT (SOME)
All satellites 3 (USALS),Kõik satelliidid 3 (USALS),,Kõik satelliidid 3 (USALS),Kõik satelliidid 3 (USALS),CONSISTENT (SOME)
All satellites 4 (USALS),Kõik satelliidid 4 (USALS),,Kõik satelliidid 4 (USALS),Kõik satelliidid 4 (USALS),CONSISTENT (SOME)
All services provider,Kõik levitajad,,Kõik levitajad,Levitaja kõigile kanalitele,MISMATCH (SOME)
Allocate,Jaota,Jaota,Eralda,Jaota,MISMATCH (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,"Määra seadistatava reaalse LNB number. Sama LNB saab määrata uuesti teistele satelliitidele (nt. ajamiga antenn), et salvestada sätted sama LNB jaoks mitu korda.",,"Määra seadistatava reaalse LNB number. Sama LNB saab määrata uuesti teistele satelliitidele (nt. ajamiga antenn), et salvestada sätted sama LNB jaoks mitu korda.","Määra seadistatava reaalse LNB number. Sama LNB saab määrata uuesti teistele satelliitidele (nt. ajamiga antenn), et salvestada sätted sama LNB jaoks mitu korda.",CONSISTENT (SOME)
Allocate unused memory index,Jaota vaba mäluindeks,Jaota vaba mäluindeks,Eralda kasutamata mälu märgis,Jaota vaba mäluindeks,MISMATCH (ALL)
Allow 10bit,Luba 10bit,,Luba 10bit,Luba 10bit,CONSISTENT (SOME)
Allow 12bit,Luba 12bit,,Luba 12bit,Luba 12bit,CONSISTENT (SOME)
Allow quit movieplayer with exit,'EXIT' nupp lõpetab taasesituse,,Taasesituse lõpetamine EXIT nupuga,,MISMATCH (SOME)
Allow quitting movieplayer with exit,,,Luba väljumise EXIT nupuga,,SOLITARY
Allow subtitle language to equal audio language,Subtiitrite keel vastab heli keelevalikule,Subtiitrite keel vastab heli keelevalikule,Luba subtiitrid heli keele valiku järgi,Luba subtiitrid heli keelevaliku järgi,MISMATCH (ALL)
Allow subtitles for hearing impaired,Luba vaegkuuljate subtiitrid,Luba vaegkuuljate subtiitrid,Luba vaegkuuljate subtiitrid,Luba vaegkuuljate subtiitrid,CONSISTENT (ALL)
Allow unsupported modes,Luba toetuseta režiimid,,'',,INCOMPLETE (SOME)
Alpha,Tähestik,Tähestik,Alfa,Tähestik,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,Ka ooteseisundis,,Ka ooteseisundis,Ka ooteseisundis,CONSISTENT (SOME)
Alternative,Alternatiivne,Alternatiivne,Alternatiivne,Alternatiivne,CONSISTENT (ALL)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative numbering mode,Alternatiivne numeratsioon,Alternatiivne numeratsioon,Alternatiivne numeratsioon,Alternatiivne numeratsioon,CONSISTENT (ALL)
Alternative services tuner priority,Tuuneri eelistus asenduskanalitel,Tuuneri eelistus asenduskanalitel,Tuuneri eelistus asenduskanalitel,Tuuneri eelistus asenduskanalitel,CONSISTENT (ALL)
Always ask,Küsitakse iga kord,Küsi alati,Küsi alati,Küsitakse iga kord,MISMATCH (ALL)
Always hide infobar,Inforiba alati varjatud,Ära näita inforiba,Peida alati inforiba,Inforiba alati varjatud,MISMATCH (ALL)
