msgid,openatv,openhdf,openpli,openvix,STATUS
(show optional DVD audio menu),(הצג תפריטי קול אפשריים לדי וי די),(הצג תפריטי קול אפשריים לדי וי די),(הצג תפריטי קול אפשריים לדי וי די),(הצג תפריטי קול אפשריים לדי וי די),CONSISTENT (ALL)
* Only available if more than one interface is active.,אפשרי רק מעל לממשק אחד פעיל *,אפשרי רק מעל לממשק אחד פעיל *,אפשרי רק מעל לממשק אחד פעיל *,אפשרי רק מעל לממשק אחד פעיל *,CONSISTENT (ALL)
-NO SERVICE\n,'',,'','',EMPTY (SOME)
-SERVICE ERROR:%d\n,'',,'','',EMPTY (SOME)
/s,'','','','',EMPTY (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,'','',EMPTY (SOME)
100 MB/s,'',,'','',EMPTY (SOME)
10bit,'',,'','',EMPTY (SOME)
12V output,'',12V output,12V output,12V output,INCOMPLETE (ALL)
12bit,'',,'','',EMPTY (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL)
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL)
16:9 always,16:9 תמיד,16:9 תמיד,16:9 תמיד,16:9 תמיד,CONSISTENT (ALL)
16K,,,'','',EMPTY (SOME)
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,'','',EMPTY (SOME)
23.976,'','','','',EMPTY (ALL)
24,,,'',,SOLITARY
25,,,'',,SOLITARY
29.97,'','','','',EMPTY (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,,,'',,SOLITARY
3D surround,,,'',,SOLITARY
3D surround softlimiter,,,'',,SOLITARY
3D surround speaker position,,,'','',EMPTY (SOME)
3d mode,'','','',,EMPTY (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,'','',EMPTY (SOME)
422,'',,'','',EMPTY (SOME)
444,'',,'','',EMPTY (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,'','',EMPTY (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,'','',EMPTY (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,'',,SOLITARY
<Current movielist location>,<מיקום רשימת סרטים בפועל>,<מיקום רשימת סרטים בפועל>,<מיקום רשימת סרטים בפועל>,<מיקום רשימת סרטים בפועל>,CONSISTENT (ALL)
<Default movie location>,<מיקום רשימת סרטים ברירת מחדל>,<מיקום רשימת סרטים ברירת מחדל>,<מיקום רשימת סרטים ברירת מחדל>,<מיקום רשימת סרטים ברירת מחדל>,CONSISTENT (ALL)
<Last timer location>,<מיקום אחרון לטיימר>,<מיקום אחרון לטיימר>,<מיקום אחרון לטיימר>,<מיקום אחרון לטיימר>,CONSISTENT (ALL)
<unknown>,<לא ידוע>,<לא ידוע>,<לא ידוע>,<לא ידוע>,CONSISTENT (ALL)
=NO STREAM\n,'',,'','',EMPTY (SOME)
??,؟؟,؟؟,؟؟,؟؟,CONSISTENT (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,עודכן מאז ההתקנה (%s) קובץ ההגדרות.\n? האם אתה מעוניין לשמור על הגירסה שלך,עודכן מאז ההתקנה (%s) קובץ ההגדרות.\n? האם אתה מעוניין לשמור על הגירסה שלך,עודכן מאז ההתקנה (%s) קובץ ההגדרות.\n? האם אתה מעוניין לשמור על הגירסה שלך,עודכן מאז ההתקנה (%s) קובץ ההגדרות.\n? האם אתה מעוניין לשמור על הגירסה שלך,CONSISTENT (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A record has been started:\n%s,,,:הקלטה התחילה\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,הקלטה כרגע פועלת \n? מה אתה מעוניין לעשות,הקלטה כרגע פועלת \n? מה אתה מעוניין לעשות,הקלטה כרגע פועלת \n? מה אתה מעוניין לעשות,,CONSISTENT (SOME)
A recording is currently running. Please stop the recording before trying to scan.,'','','','',EMPTY (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY
A required tool (%s) was not found., (%s) :הכלי הבא - לא נמצא, (%s) :הכלי הבא - לא נמצא, (%s) :הכלי הבא - לא נמצא, (%s) :הכלי הבא - לא נמצא,CONSISTENT (ALL)
A search for available updates is currently in progress.,בדיקת עדכונים זמינים בפועל,בדיקת עדכונים זמינים בפועל,בדיקת עדכונים זמינים בפועל,בדיקת עדכונים זמינים בפועל,CONSISTENT (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,.נמצא ממשק רשת משני מוגדר\n\nהאם ברצונך להשבית את הממשק השני,.נמצא ממשק רשת משני מוגדר\n\nהאם ברצונך להשבית את הממשק השני,.נמצא ממשק רשת משני מוגדר\n\nהאם ברצונך להשבית את הממשק השני,.נמצא ממשק רשת משני מוגדר\n\nהאם ברצונך להשבית את הממשק השני,CONSISTENT (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A small overview of the available icon states and actions.,'','','','',EMPTY (ALL)
A timer failed to record!\nDisable TV and try again?\n,הטיימר לא הצליח להקליט\n?האם להשבית את הטלויזיה ולנסות שוב\n,הטיימר לא הצליח להקליט\n?האם להשבית את הטלויזיה ולנסות שוב\n,הטיימר לא הצליח להקליט\n?האם להשבית את הטלויזיה ולנסות שוב\n,הטיימר לא הצליח להקליט\n?האם להשבית את הטלויזיה ולנסות שוב\n,CONSISTENT (ALL)
AAC downmix,'','','','',EMPTY (ALL)
AC3 downmix,'',,'','',EMPTY (SOME)
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME)
AGC:,,,'','',EMPTY (SOME)
ASS File,,,'',,SOLITARY
ASS file,,,'','',EMPTY (SOME)
ATSC,'',,'','',EMPTY (SOME)
ATSC provider,,,'',,SOLITARY
Abort,חדל,חדל,חדל,חדל,CONSISTENT (ALL)
Abort alternatives edit,,,Abort alternatives edit,,SOLITARY
Abort bouquet edit,,,Abort bouquet edit,,SOLITARY
Abort favourites edit,,,Abort favourites edit,,SOLITARY
About,אודות,אודות,אודות,אודות,CONSISTENT (ALL)
Accesspoint:,:נקודת גישה,:נקודת גישה,:נקודת גישה,:נקודת גישה,CONSISTENT (ALL)
Activate HbbTV (Redbutton),'',,'',,EMPTY (SOME)
Activate Picture in Picture,הפעל תמונה בתוך תמונה,הפעל תמונה בתוך תמונה,הפעל תמונה בתוך תמונה,הפעל תמונה בתוך תמונה,CONSISTENT (ALL)
Activate network settings,הפעל הגדרות רשת,הפעל הגדרות רשת,הפעל הגדרות רשת,הפעל הגדרות רשת,CONSISTENT (ALL)
Activate timeshift End,'',,'',,EMPTY (SOME)
Activate timeshift end and pause,'',,'','',EMPTY (SOME)
Adapter settings,הגדרת מתאם,הגדרת מתאם,הגדרת מתאם,הגדרת מתאם,CONSISTENT (ALL)
Add,הוסף,הוסף,הוסף,הוסף,CONSISTENT (ALL)
Add a mark,הוסף סמן,הוסף סמן,הוסף סמן,הוסף סמן,CONSISTENT (ALL)
Add a new title,הוסף כותרת חדשה,הוסף כותרת חדשה,הוסף כותרת חדשה,הוסף כותרת חדשה,CONSISTENT (ALL)
Add alternatives,,,Add alternatives,,SOLITARY
Add bouquet,,,Add bouquet,,SOLITARY
Add bouquet to parental protection,,,'',,SOLITARY
Add marker,,,הוסף סמן,,SOLITARY
Add service to bouquet,,,הוסף את הערוץ לתיקית הערוצים,,SOLITARY
Add service to favourites,,,הוסף את הערוץ למועדפים,,SOLITARY
Add timer,הוסף טיימר,הוסף טיימר,הוסף טיימר,הוסף טיימר,CONSISTENT (ALL)
Add title,הוסף כותרת,הוסף כותרת,הוסף כותרת,הוסף כותרת,CONSISTENT (ALL)
Add to bouquet,,הוסף תיקיית ערוצים,הוסף תיקיית ערוצים,הוסף תיקיית ערוצים,CONSISTENT (SOME)
Add to favourites,,הוסף למועדפים,הוסף למועדפים,הוסף למועדפים,CONSISTENT (SOME)
Add to parental protection,,,הוסף לבקרת הורים,,SOLITARY
Add/remove change timer for current event,'',,'',,EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME)
Adjust 3D settings,'','','',,EMPTY (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","כוונו את הגדרות הצבעים, כך שכל גווני צבע יראו, אך רווים ככל האפשר. במידה ואתם שמחים עם התוצאה, לחצו על אישור כדי לסגור את הכוונון העדין, או השתמשו במקשי המספרים בכדי לבחור מסכי מבחן אחרים.","כוונו את הגדרות הצבעים, כך שכל גווני צבע יראו, אך רווים ככל האפשר. במידה ואתם שמחים עם התוצאה, לחצו על אישור כדי לסגור את הכוונון העדין, או השתמשו במקשי המספרים בכדי לבחור מסכי מבחן אחרים.","כוונו את הגדרות הצבעים, כך שכל גווני צבע יראו, אך רווים ככל האפשר. במידה ואתם שמחים עם התוצאה, לחצו על אישור כדי לסגור את הכוונון העדין, או השתמשו במקשי המספרים בכדי לבחור מסכי מבחן אחרים.","כוונו את הגדרות הצבעים, כך שכל גווני צבע יראו, אך רווים ככל האפשר. במידה ואתם שמחים עם התוצאה, לחצו על אישור כדי לסגור את הכוונון העדין, או השתמשו במקשי המספרים בכדי לבחור מסכי מבחן אחרים.",CONSISTENT (ALL)
Advanced,'',,'',,EMPTY (SOME)
Advanced options and settings.,,,אפשרויות מתקדמות והגדרות,,SOLITARY
Advanced restore,שחזור מתקדם,שחזור מתקדם,שחזור מתקדם,שחזור מתקדם,CONSISTENT (ALL)
Afghanistan,'',,'','',EMPTY (SOME)
After event,לאחר התוכנית,לאחר התוכנית,לאחר התוכנית,לאחר התוכנית,CONSISTENT (ALL)
Aland Islands,'',,'','',EMPTY (SOME)
Albania,'',,'','',EMPTY (SOME)
Album,אלבום,אלבום,אלבום,אלבום,CONSISTENT (ALL)
Algeria,'',,'','',EMPTY (SOME)
Alignment of events,'',,'','',EMPTY (SOME)
Alignment of service names,,,'',,SOLITARY
All,כולם,כולם,כולם,כולם,CONSISTENT (ALL)
All ages,'','','','',EMPTY (ALL)
All frequency,,,'',,SOLITARY
All satellites 1 (USALS),'',,'','',EMPTY (SOME)
All satellites 2 (USALS),'',,'','',EMPTY (SOME)
All satellites 3 (USALS),'',,'','',EMPTY (SOME)
All satellites 4 (USALS),'',,'','',EMPTY (SOME)
All services provider,,,'',,SOLITARY
All slots,,,'',,SOLITARY
Allocate,'','','','',EMPTY (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME)
Allocate unused memory index,'','','','',EMPTY (ALL)
Allow 10bit,'',,'','',EMPTY (SOME)
Allow 12bit,'',,'','',EMPTY (SOME)
Allow quit movieplayer with exit,'',,'',,EMPTY (SOME)
Allow quitting movieplayer with exit,,,'',,SOLITARY
Allow subtitle language to equal audio language,'','','','',EMPTY (ALL)
Allow subtitles for hearing impaired,'','','','',EMPTY (ALL)
Allow unsupported modes,'',,'',,EMPTY (SOME)
Alpha,'',Alpha,Alpha,Alpha,INCOMPLETE (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import from the extension menu,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,'',,'',,EMPTY (SOME)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative services tuner priority,'',Alternative services tuner priority,Alternative services tuner priority,Alternative services tuner priority,INCOMPLETE (ALL)
Always ask,'','','','',EMPTY (ALL)
Always hide infobar,'','','','',EMPTY (ALL)
Always include ECM in recordings,'',,'',,EMPTY (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME)
American Samoa,'',,'','',EMPTY (SOME)
An empty filename is illegal.,קובץ ריק לא חוקי,קובץ ריק לא חוקי,קובץ ריק לא חוקי,קובץ ריק לא חוקי,CONSISTENT (ALL)
An unknown error occurred!,,,! אירעה שגיאה לא ידועה,,SOLITARY
And will put your receiver in standby over ,,,'',,SOLITARY
Andorra,'',,'','',EMPTY (SOME)
Angola,'',,'','',EMPTY (SOME)
Anguilla,'',,'','',EMPTY (SOME)
Antarctica,'',,'','',EMPTY (SOME)
Antigua and Barbuda,'',,'','',EMPTY (SOME)
Any activity,'','','','',EMPTY (ALL)
Arabic,ערבית,ערבית,ערבית,ערבית,CONSISTENT (ALL)
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY
Are you sure to reboot to,,,'',,SOLITARY
Are you sure to remove all %d.%d%s%s services?,'',,'',,EMPTY (SOME)
Are you sure to remove all cable services?,'',,'',,EMPTY (SOME)
Are you sure to remove all terrestrial services?,'',,'',,EMPTY (SOME)
Are you sure to remove this entry?,,,'',,SOLITARY
Are you sure to restore all deleted images,,,'',,SOLITARY
Are you sure you want to activate this network configuration?\n\n,? האם אתה מעוניין להפעיל את הגדרות הרשת האלו\n\n,? האם אתה מעוניין להפעיל את הגדרות הרשת האלו\n\n,? האם אתה מעוניין להפעיל את הגדרות הרשת האלו\n\n,? האם אתה מעוניין להפעיל את הגדרות הרשת האלו\n\n,CONSISTENT (ALL)
Are you sure you want to exit this wizard?,? האם אתה מעוניין לצאת מהאשף,? האם אתה מעוניין לצאת מהאשף,? האם אתה מעוניין לצאת מהאשף,? האם אתה מעוניין לצאת מהאשף,CONSISTENT (ALL)
Are you sure you want to restart your network interfaces?\n\n,?האם אתה בטוח שאתה רוצה לאתחל את ממשקי הרשת\n\n,?האם אתה בטוח שאתה רוצה לאתחל את ממשקי הרשת\n\n,?האם אתה בטוח שאתה רוצה לאתחל את ממשקי הרשת\n\n,?האם אתה בטוח שאתה רוצה לאתחל את ממשקי הרשת\n\n,CONSISTENT (ALL)
Argentina,'',,'','',EMPTY (SOME)
Armenia,'',,'','',EMPTY (SOME)
Artist,אומן,אומן,אומן,אומן,CONSISTENT (ALL)
Arts/Culture,'','','','',EMPTY (ALL)
Aruba,'',,'','',EMPTY (SOME)
As defined by the skin,,,'',,SOLITARY
Ask user,שאל משתמש,שאל משתמש,שאל משתמש,שאל משתמש,CONSISTENT (ALL)
Assigned CAIds:,'','','','',EMPTY (ALL)
Assigned services/provider:,'','','','',EMPTY (ALL)
At end,,,'',,SOLITARY
"Attention, this is repeated timer!\n",,,'','',EMPTY (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY
Audio,'',,קול,'',INCOMPLETE (SOME)
Audio / Video,,,'',,SOLITARY
Audio PID,'','','','',EMPTY (ALL)
"Audio PID%s, codec & lang",,,'',,SOLITARY
"Audio PID, codec & lang",,,'',,SOLITARY
Audio auto volume level,,,'',,SOLITARY
Audio language selection 1,'','','','',EMPTY (ALL)
Audio language selection 2,'','','','',EMPTY (ALL)
Audio language selection 3,'','','','',EMPTY (ALL)
Audio language selection 4,'','','','',EMPTY (ALL)
Audio plugins,,,'',,SOLITARY
Audio track (%s) language,,'','','',EMPTY (SOME)
Audio volume step size,'',,'',,EMPTY (SOME)
Austria,'',,'','',EMPTY (SOME)
Author: ,:מחבר,:מחבר,:מחבר,:מחבר,CONSISTENT (ALL)
Authoring mode,'','','','',EMPTY (ALL)
Auto,אוטומטי,אוטומטי,אוטומטי,אוטומטי,CONSISTENT (ALL)
Auto Diseqc,,,'',,SOLITARY
Auto EXIF Orientation rotation/flipping,,,'','',EMPTY (SOME)
Auto chapter split every ? minutes (0=never),'','','','',EMPTY (ALL)
Auto flesh,'','','','',EMPTY (ALL)
Auto focus,'','','','',EMPTY (ALL)
Auto focus commencing ...,'','','','',EMPTY (ALL)
Auto language selection,'','','',,EMPTY (SOME)
Auto play blu-ray file,,,'','',EMPTY (SOME)
Auto scart switching,'',Auto scart switching,Auto scart switching,Auto scart switching,INCOMPLETE (ALL)
Autoinstalling please wait for packages being updated,,,'',,SOLITARY
Automatic,אוטומטי,אוטומטי,אוטומטי,אוטומטי,CONSISTENT (ALL)
Automatic Scan,סריקה אוטומטית,סריקה אוטומטית,'',סריקה אוטומטית,INCOMPLETE (ALL)
Automatically start timeshift after,'','','','',EMPTY (ALL)
Automatically turn on external subtitles,'','','','',EMPTY (ALL)
Available format variables,'',Available format variables,Available format variables,Available format variables,INCOMPLETE (ALL)
Azerbaijan,'',,'','',EMPTY (SOME)
B,'',B,B,B,INCOMPLETE (ALL)
BER,,,BER,,SOLITARY
BER:,'',,BER:,'',INCOMPLETE (SOME)
BT 2020 CL,'',,'','',EMPTY (SOME)
BT 2020 NCL,'',,'','',EMPTY (SOME)
BT 709,'',,'','',EMPTY (SOME)
Back,'',Back,Back,Back,INCOMPLETE (ALL)
Background,רקע,רקע,רקע,רקע,CONSISTENT (ALL)
Background delete option,'','','','',EMPTY (ALL)
Background delete speed,'','','','',EMPTY (ALL)
Backing up to: %s,,,'',,SOLITARY
Backup failed.,.הגיבוי נכשל,.הגיבוי נכשל,.הגיבוי נכשל,.הגיבוי נכשל,CONSISTENT (ALL)
Backup is running...,...........גיבוי מתבצע,...........גיבוי מתבצע,...........גיבוי מתבצע,...........גיבוי מתבצע,CONSISTENT (ALL)
Backup system settings,גיבוי הגדרות מערכת,גיבוי הגדרות מערכת,גיבוי הגדרות מערכת,גיבוי הגדרות מערכת,CONSISTENT (ALL)
Backup your receiver settings.,,,'',,SOLITARY
Bahamas,'',,'','',EMPTY (SOME)
Bahrain,'',,'','',EMPTY (SOME)
Band,'',Band,Band,Band,INCOMPLETE (ALL)
Bandwidth,רוחב פס,רוחב פס,רוחב פס,רוחב פס,CONSISTENT (ALL)
Bangladesh,'',,'','',EMPTY (SOME)
Barbados,'',,'','',EMPTY (SOME)
Basic PID info,,,'',,SOLITARY
Basque,'','','','',EMPTY (ALL)
Begin time,'',Begin time,Begin time,Begin time,INCOMPLETE (ALL)
Behavior of '0' button in PiP mode,,,פעולת מקש ה - 0 במצב תמונה בתוך תמונה,,SOLITARY
Behavior of 'pause and ok' when paused,,,'',,SOLITARY
Behavior when a movie is started,הפעולה כאשר סרט מתחיל,הפעולה כאשר סרט מתחיל,הפעולה כאשר סרט מתחיל,הפעולה כאשר סרט מתחיל,CONSISTENT (ALL)
Behavior when a movie is stopped,הפעולה כאשר סרט נעצר ,הפעולה כאשר סרט נעצר ,הפעולה כאשר סרט נעצר ,הפעולה כאשר סרט נעצר ,CONSISTENT (ALL)
Behavior when a movie reaches the end,הפעולה כאשר סרט מגיע לסוף ,הפעולה כאשר סרט מגיע לסוף ,הפעולה כאשר סרט מגיע לסוף ,הפעולה כאשר סרט מגיע לסוף ,CONSISTENT (ALL)
Belarus,'',,'','',EMPTY (SOME)
Belgium,'',,'','',EMPTY (SOME)
Belize,'',,'','',EMPTY (SOME)
Benin,'',,'','',EMPTY (SOME)
Bermuda,'',,'','',EMPTY (SOME)
Bhutan,'',,'','',EMPTY (SOME)
Big PiP,'',,'','',EMPTY (SOME)
Bitrate:,'','','','',EMPTY (ALL)
Black screen,'','','','',EMPTY (ALL)
Black screen till locked,'','','','',EMPTY (ALL)
Block noise reduction,'',Block noise reduction,Block noise reduction,Block noise reduction,INCOMPLETE (ALL)
Blue,,'','','',EMPTY (SOME)
Bolivia (Plurinational State of),'',,'','',EMPTY (SOME)
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME)
Bookmarks,סימניות,סימניות,סימניות,סימניות,CONSISTENT (ALL)
Boost blue,'','','','',EMPTY (ALL)
Boot to Android image,,,'',,SOLITARY
Boot to Recovery menu,,,'',,SOLITARY
Bosnia and Herzegovina,'',,'','',EMPTY (SOME)
Botswana,'',,'','',EMPTY (SOME)
Bouvet Island,'',,'','',EMPTY (SOME)
Brazil,'',,'','',EMPTY (SOME)
Brightness,בהירות,בהירות,בהירות,בהירות,CONSISTENT (ALL)
British Indian Ocean Territory,'',,'','',EMPTY (SOME)
Brunei Darussalam,'',,'','',EMPTY (SOME)
Buffering %d%%,'',,'','',EMPTY (SOME)
Build date: ,,,'',,SOLITARY
Bulgarian,'','','','',EMPTY (ALL)
Burkina Faso,'',,'','',EMPTY (SOME)
Burn DVD,צרוב די.וי.די,צרוב די.וי.די,צרוב די.וי.די,צרוב די.וי.די,CONSISTENT (ALL)
Burn existing image to DVD,,צרוב קובץ מוכן לדי.וי.די,צרוב קובץ מוכן לדי.וי.די,צרוב קובץ מוכן לדי.וי.די,CONSISTENT (SOME)
Burn to DVD,,צרוב לדי.וי.די,צרוב לדי.וי.די,צרוב לדי.וי.די,CONSISTENT (SOME)
Burundi,'',,'','',EMPTY (SOME)
Bus: ,'','','','',EMPTY (ALL)
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,'',,SOLITARY
Bypass HDMI EDID checking,,,'',,SOLITARY
C,,,C,,SOLITARY
C-Band,'',C-Band,C-Band,C-Band,INCOMPLETE (ALL)
CH,'','','','',EMPTY (ALL)
CH%s,'',,'','',EMPTY (SOME)
CI (Common Interface) Setup,'',,'',,EMPTY (SOME)
CI assignment,'','','','',EMPTY (ALL)
CI slot: ,'',,'',,EMPTY (SOME)
CPU: ,,,'',,SOLITARY
CVBS,'','','','',EMPTY (ALL)
Cable,'',Cable,Cable,Cable,INCOMPLETE (ALL)
Cable Scan,'','','','',EMPTY (ALL)
Cabo Verde,'',,'','',EMPTY (SOME)
Cache thumbnails,'','','','',EMPTY (ALL)
Calculate,'','','','',EMPTY (ALL)
Calculate all positions,'','','','',EMPTY (ALL)
Calculation complete,'','','','',EMPTY (ALL)
Calibrate,'','','','',EMPTY (ALL)
Cambodia,'',,'','',EMPTY (SOME)
Cameroon,'',,'','',EMPTY (SOME)
Can be used for different fps between external subtitles and video.,'','','','',EMPTY (ALL)
"Can be used to test defect pixels on TV screen.\n\nAvailable color test screens:\n\nred\ngreen\nblue\nwhite\nblack\ncyan\nmagenta\nyellow\n\nScreens change with left/right buttons or use red, green, blue to toggle.\nYellow for returning back to this intro",'',,'',,EMPTY (SOME)
Can only find a network drive to store the backup this means after the flash the autorestore will not work. Alternativaly you can mount the network drive after the flash and perform a manufacurer reset to autorestore,,,'',,SOLITARY
Canada,'',,'','',EMPTY (SOME)
Cancel,בטל,בטל,בטל,בטל,CONSISTENT (ALL)
Cancel any changes to the currently active skin,,,'','',EMPTY (SOME)
Cancel any changes to the currently active skin and exit all menus,,,'','',EMPTY (SOME)
