msgid,openatv,openhdf,openpli,openvix,STATUS
6,'',,'','',EMPTY (SOME)
7,'',,'',,EMPTY (SOME)
8,'',,'',,EMPTY (SOME)
8K,,,'','',EMPTY (SOME)
8bit,'',,'','',EMPTY (SOME)
9,'',,'',,EMPTY (SOME)
: 0000 - default (disabled),,,'',,SOLITARY
<Current movielist location>,'','','',<Current movielist location>,INCOMPLETE (ALL)
<Default movie location>,'','','',<Locatie default pentru film>,INCOMPLETE (ALL)
<Last timer location>,'','','',<Locatia ultimului timer>,INCOMPLETE (ALL)
<unknown>,<necunoscut>,<necunoscut>,<necunoscut>,<necunoscut>,CONSISTENT (ALL)
=NO STREAM\n,'',,'','',EMPTY (SOME)
??,'','','',??,INCOMPLETE (ALL)
A,'','','',A,INCOMPLETE (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Un file de configuratia (%s) a fost modificat de la instalare.\nVrei sa tinem pe versiuna?,Un file de configuratia (%s) a fost modificat de la instalare.\nVrei sa tinem pe versiuna?,Un file de configuratia (%s) a fost modificat de la instalare.\nVrei sa tinem pe versiuna?,Un fisier de configurare (%s) a fost modificat de la instalare.\nDoresti sa pastrezi propria ta versiune?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A record has been started:\n%s,,,O registrare a inceput:\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,O registrare este acuma activa.\nCe doresti sa facem?,O registrare este acuma activa.\nCe doresti sa facem?,O registrare este acuma activa.\nCe doresti sa facem?,,CONSISTENT (SOME)
A recording is currently running. Please stop the recording before trying to scan.,'','','',O inregistrare este activa. Te rugam opreste inregistrarea inainte de scanare.,INCOMPLETE (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY
A required tool (%s) was not found.,Un tool necesar (%s) nu a fost gasit.,Un tool necesar (%s) nu a fost gasit.,Un tool necesar (%s) nu a fost gasit.,Un tool necesar (%s) nu a fost gasit.,CONSISTENT (ALL)
A search for available updates is currently in progress.,'','','',O cautare pentru update-uri disponibile este in progres.,INCOMPLETE (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,'','','',O a 2-a interfata configurata a fost gasita.\n\nDoresti dezactivarea celei de-a 2-a interfete?,INCOMPLETE (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A small overview of the available icon states and actions.,'','','',O mica descriere a iconului disponibil de stare si activitate.,INCOMPLETE (ALL)
A timer failed to record!\nDisable TV and try again?\n,Un timer a esuat sa registreze!\nDezactiveaza TV si incearca din nou?\n,Un timer a esuat sa registreze!\nDezactiveaza TV si incearca din nou?\n,Un timer a esuat sa registreze!\nDezactiveaza TV si incearca din nou?\n,Un timer a esuat sa inregistreze!\nDezactiveaza TV si apoi incearcam?\n,MISMATCH (ALL)
AAC downmix,'','','',AAC downmix,INCOMPLETE (ALL)
AC3 downmix,'',,'',,EMPTY (SOME)
ACQUIRING TSID/ONID,,'','',ACQUIRING TSID / ONID,INCOMPLETE (SOME)
AGC:,,,'','',EMPTY (SOME)
ASS File,,,'',,SOLITARY
ASS file,,,'','',EMPTY (SOME)
ATSC,'',,'','',EMPTY (SOME)
ATSC provider,,,'',,SOLITARY
Abort,'','','',Abandon,INCOMPLETE (ALL)
Abort alternatives edit,,,Renunta la editarea alternativelor,Abandon editarea alternativelor,MISMATCH (SOME)
Abort bouquet edit,,,Renunta la editarea bouquetelor,Abandon editarea bouquetelor,MISMATCH (SOME)
Abort favourites edit,,,Renunta la editarea favoritelor,Abandon editarea favourites,MISMATCH (SOME)
About,Despre,Despre,Despre,Despre,CONSISTENT (ALL)
Accesspoint:,'','','',Punct de acces:,INCOMPLETE (ALL)
Activate HbbTV (Redbutton),'',,'',,EMPTY (SOME)
Activate Picture in Picture,Activeaza PIP,Activeaza PIP,Activeaza PiP,Activeaza Picture in Picture,MISMATCH (ALL)
Activate network settings,Activeaza setari retea,Activeaza setari retea,Activeaza setari retea,Activeaza setarile de retea,MISMATCH (ALL)
Activate timeshift End,'',,'',,EMPTY (SOME)
Activate timeshift end and pause,'',,'',Activeaza sfarsitul timeshift si pauza,INCOMPLETE (SOME)
Adapter settings,Adaptare setari,Adaptare setari,Adaptare setari,Setari adaptor,MISMATCH (ALL)
Add,Adauga,Adauga,Adauga,Adauga,CONSISTENT (ALL)
Add a mark,Adauga un mark,Adauga un mark,Adauga un mark,Adauga un mark,CONSISTENT (ALL)
Add a new title,Adauga un nou titlu,Adauga un nou titlu,Adauga un nou titlu,Adauga un nou titlu,CONSISTENT (ALL)
Add alternatives,,,Adauga alternative,Adauga alternative,CONSISTENT (SOME)
Add bouquet,,,Adauga bouquet,Adauga bouquet,CONSISTENT (SOME)
Add bouquet to parental protection,,,'',Adauga bouquet la protectie parentala,INCOMPLETE (SOME)
Add marker,,,Adauga marker,Adauga marker,CONSISTENT (SOME)
Add service to bouquet,,,Adauga serviciu la bouquet,Adauga service la bouquet,MISMATCH (SOME)
Add service to favourites,,,Adauga serviciu la favorite,Adauga service la favourites,MISMATCH (SOME)
Add timer,Adauga timer ,Adauga timer ,Adauga timer ,Adauga timer,MISMATCH (ALL)
Add title,adauga un titlu,adauga un titlu,adauga un titlu,Adauga titlu,MISMATCH (ALL)
Add to bouquet,,Adauga la buchet,Adauga la buchet,Adauga la bouquet,MISMATCH (SOME)
Add to favourites,,Adauga la favorite ,Adauga la favorite ,Adauga la favourites,MISMATCH (SOME)
Add to parental protection,,,Adauga la protectie parentala,Adauga la protectie parentala,CONSISTENT (SOME)
Add/remove change timer for current event,'',,'',,EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME)
Adjust 3D settings,'','','',,EMPTY (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Ajustati setarile de culoare,astfel incat toate nuantele de culoare se distingDaca sunteti multumit de rezultat apasati Ok pentru a inchide video fine-tuning, sau foloseste pe tastele numerice pentru a selecta altetestarea screens.","Ajustati setarile de culoare,astfel incat toate nuantele de culoare se distingDaca sunteti multumit de rezultat apasati Ok pentru a inchide video fine-tuning, sau foloseste pe tastele numerice pentru a selecta altetestarea screens.","Ajustati setarile de culoare,astfel incat toate nuantele de culoare se distingDaca sunteti multumit de rezultat apasati Ok pentru a inchide video fine-tuning, sau foloseste pe tastele numerice pentru a selecta altetestarea screens.","Ajustati setarile de culoare, astfel incat toate nuantele de culoare sa se distinga. Daca sunteti multumit de rezultat apasati Ok pentru a inchide video fine-tuning sau foloseste tastele numerice pentru a selecta alte ecrane de testare.",MISMATCH (ALL)
Advanced,'',,'',Avansat,INCOMPLETE (SOME)
Advanced options and settings.,,,Optiuni avansate si setarile.,,SOLITARY
Advanced restore,Restaurare avansata,Restaurare avansata,Restaurare avansata,Restaurare avansata,CONSISTENT (ALL)
Afghanistan,'',,'','',EMPTY (SOME)
After event,Dupa eventul,Dupa eventul,Dupa eventul,Dupa event,MISMATCH (ALL)
Aland Islands,'',,'','',EMPTY (SOME)
Albania,'',,'','',EMPTY (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,'',,'','',EMPTY (SOME)
Alignment of events,'',,'','',EMPTY (SOME)
Alignment of service names,,,'',,SOLITARY
All,Toate,Toate,Toate,Toate,CONSISTENT (ALL)
All ages,'','','',Toate varstele,INCOMPLETE (ALL)
All frequency,,,'',Toata frecventa,INCOMPLETE (SOME)
All satellites 1 (USALS),'',,'',Toti satelitii 1 (USALS),INCOMPLETE (SOME)
All satellites 2 (USALS),'',,'',Toti satelitii 2 (USALS),INCOMPLETE (SOME)
All satellites 3 (USALS),'',,'',Toti satelitii 3 (USALS),INCOMPLETE (SOME)
All satellites 4 (USALS),'',,'',Toti satelitii 4 (USALS),INCOMPLETE (SOME)
All services provider,,,'',,SOLITARY
All slots,,,'',,SOLITARY
Allocate,'','','',Aloca,INCOMPLETE (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME)
Allocate unused memory index,'','','',Aloca memory index nefolosita,INCOMPLETE (ALL)
Allow 10bit,'',,'','',EMPTY (SOME)
Allow 12bit,'',,'','',EMPTY (SOME)
Allow quit movieplayer with exit,'',,'',,EMPTY (SOME)
Allow quitting movieplayer with exit,,,'',,SOLITARY
Allow subtitle language to equal audio language,'','','',Permite limbii ptr subtitluri sa fie aceeasi cu limba audio,INCOMPLETE (ALL)
Allow subtitles for hearing impaired,'','','',Permite subtitrari pentru persoanele cu deficiente de auz,INCOMPLETE (ALL)
Allow unsupported modes,'',,'',,EMPTY (SOME)
Alpha,'',Alpha,Alpha,Alpha,INCOMPLETE (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import from the extension menu,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,'',,'',Deasemenea in standby,INCOMPLETE (SOME)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative services tuner priority,Prioritate tuner servicii alternative,Prioritate tuner servicii alternative,Prioritate tuner servicii alternative,Prioritate tuner servicii alternative,CONSISTENT (ALL)
Always ask,'','','',Intreaba mereu,INCOMPLETE (ALL)
Always hide infobar,'','','',Ascundeti intotdeauna infobar,INCOMPLETE (ALL)
Always include ECM in recordings,'',,'',,EMPTY (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME)
American Samoa,'',,'','',EMPTY (SOME)
An empty filename is illegal.,Este illegal un gol filename.,Este illegal un gol filename.,Este illegal un gol filename.,Un nume de fisier gol este ilegal.,MISMATCH (ALL)
An unknown error occurred!,,,S-a produs o eroare necunoscuta!,O eroare necunoscuta s-a intamplat!,MISMATCH (SOME)
And will put your receiver in standby over ,,,'',,SOLITARY
Andorra,'',,'','',EMPTY (SOME)
Angola,'',,'','',EMPTY (SOME)
Anguilla,'',,'','',EMPTY (SOME)
Antarctica,'',,'','',EMPTY (SOME)
Antigua and Barbuda,'',,'','',EMPTY (SOME)
Any activity,'','','',Orice activitate,INCOMPLETE (ALL)
Arabic,'',Arabic,Arabic,Arabic,INCOMPLETE (ALL)
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY
Are you sure to reboot to,,,'',,SOLITARY
Are you sure to remove all %d.%d%s%s services?,'',,'',,EMPTY (SOME)
Are you sure to remove all cable services?,'',,'',,EMPTY (SOME)
Are you sure to remove all terrestrial services?,'',,'',,EMPTY (SOME)
Are you sure to remove this entry?,,,'',Sigur eliminati aceasta intrare?,INCOMPLETE (SOME)
Are you sure to restore all deleted images,,,'',,SOLITARY
Are you sure you want to activate this network configuration?\n\n,Esti sigur ca vrei sa activezi asta configuratia de retea?\n\n,Esti sigur ca vrei sa activezi asta configuratia de retea?\n\n,Esti sigur ca vrei sa activezi asta configuratia de retea?\n\n,Esti sigur ca vrei sa activezi aceasta configuratie de retea?\n\n,MISMATCH (ALL)
Are you sure you want to exit this wizard?,'','','',Sigur doriti sa parasiti acest expert?,INCOMPLETE (ALL)
Are you sure you want to restart your network interfaces?\n\n,Esti sigur vrei sa restartezi interfata retelei?\n\n,Esti sigur vrei sa restartezi interfata retelei?\n\n,Esti sigur vrei sa restartezi interfata retelei?\n\n,Sigur doriti sa reporniti interfetele de retea?\n\n,MISMATCH (ALL)
Argentina,'',,'','',EMPTY (SOME)
Armenia,'',,'','',EMPTY (SOME)
Artist,'',Artist,Artist,Artist,INCOMPLETE (ALL)
Arts/Culture,'','','',Arta/Cultura,INCOMPLETE (ALL)
Aruba,'',,'','',EMPTY (SOME)
As defined by the skin,,,'',,SOLITARY
Ask user,Intreaba pe user,Intreaba pe user,Intreaba pe user,Intrebati utilizatorul,MISMATCH (ALL)
Assigned CAIds:,'','','',CAIds atribuite:,INCOMPLETE (ALL)
Assigned services/provider:,'','','',Servicii/furnizor atribuit:,INCOMPLETE (ALL)
At end,,,'',,SOLITARY
"Attention, this is repeated timer!\n",,,'',"Atentie, acesta este un temporizator repetat!\n",INCOMPLETE (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY
Audio,'',,Audio,Audio,INCOMPLETE (SOME)
Audio / Video,,,'',,SOLITARY
Audio PID,'','','',PID audio,INCOMPLETE (ALL)
"Audio PID%s, codec & lang",,,'',,SOLITARY
"Audio PID, codec & lang",,,'',,SOLITARY
Audio auto volume level,,,'',,SOLITARY
Audio language selection 1,'','','',Selectarea limbii audio 1,INCOMPLETE (ALL)
Audio language selection 2,'','','',Selectarea limbii audio 2,INCOMPLETE (ALL)
Audio language selection 3,'','','',Selectarea limbii audio 3,INCOMPLETE (ALL)
Audio language selection 4,'','','',Alegerea limbii audio 4,INCOMPLETE (ALL)
Audio plugins,,,'',,SOLITARY
Audio volume step size,'',,'',,EMPTY (SOME)
Austria,'',,'',,EMPTY (SOME)
Author: ,Autor: ,Autor: ,Autor: ,Autor: ,CONSISTENT (ALL)
Authoring mode,Mod de authoring,Mod de authoring,Mod de authoring,Mod de authoring,CONSISTENT (ALL)
Auto,'',Auto,Auto,Auto,INCOMPLETE (ALL)
Auto Diseqc,,,'',,SOLITARY
Auto EXIF Orientation rotation/flipping,,,'',Auto EXIF Orientation rotation / shifting,INCOMPLETE (SOME)
Auto chapter split every ? minutes (0=never),Auto chapter se imparte la fiecare ? minute (0=niciodate),Auto chapter se imparte la fiecare ? minute (0=niciodate),Auto chapter se imparte la fiecare ? minute (0=niciodate),Auto chapter se imparte la fiecare ? minute (0=niciodate),CONSISTENT (ALL)
Auto flesh,'','','',Auto flesh,INCOMPLETE (ALL)
Auto focus,'','','',Auto focus,INCOMPLETE (ALL)
Auto focus commencing ...,'','','',Focalizarea automata incepe...,INCOMPLETE (ALL)
Auto language selection,'','','',,EMPTY (SOME)
Auto play blu-ray file,,,'',Redati fisierul Blu-ray automat,INCOMPLETE (SOME)
Auto scart switching,'',Auto scart switching,Auto scart switching,Comutarea automat Scart,MISMATCH (ALL)
Autoinstalling please wait for packages being updated,,,'',,SOLITARY
Automatic,Automat,Automat,Automat,Automat,CONSISTENT (ALL)
Automatic Scan,Scanare automata,Scanare automata,'',Scanare automata,INCOMPLETE (ALL)
Automatically start timeshift after,'','','',Porneste timeshift automat dupa,INCOMPLETE (ALL)
Automatically turn on external subtitles,'','','',Porniti automat subtitrarile externe,INCOMPLETE (ALL)
Available format variables,Disponibile formate viariaza,Disponibile formate viariaza,Disponibile formate viariaza,Variabile de format disponibile,MISMATCH (ALL)
Azerbaijan,'',,'','',EMPTY (SOME)
B,'',B,B,B,INCOMPLETE (ALL)
BER,,,BER,,SOLITARY
BER:,'',,BER:,BER:,INCOMPLETE (SOME)
BT 2020 CL,'',,'','',EMPTY (SOME)
BT 2020 NCL,'',,'','',EMPTY (SOME)
BT 709,'',,'','',EMPTY (SOME)
Back,Inapoi,Inapoi,Inapoi,Inapoi,CONSISTENT (ALL)
Background,Fond,Fond,Fond,Fundal,MISMATCH (ALL)
Background delete option,'','','',Optiunea de stergere in fundal,INCOMPLETE (ALL)
Background delete speed,'','','',Viteza stergere in fundal,INCOMPLETE (ALL)
Backing up to: %s,,,'',,SOLITARY
Backup failed.,Backup esuat.,Backup esuat.,Backup esuat.,Backup esuat.,CONSISTENT (ALL)
Backup is running...,'','','',Backup se executa...,INCOMPLETE (ALL)
Backup system settings,Copie de siguranta a setarilor de sistem,Copie de siguranta a setarilor de sistem,Copie de siguranta a setarilor de sistem,Copie de rezerva a setarilor de sistem,MISMATCH (ALL)
Backup your receiver settings.,,,'',,SOLITARY
Bahamas,'',,'','',EMPTY (SOME)
Bahrain,'',,'','',EMPTY (SOME)
Band,Banda,Banda,Banda,Banda,CONSISTENT (ALL)
Bandwidth,Latime de banda,Latime de banda,Latime de banda,Latime de banda,CONSISTENT (ALL)
Bangladesh,'',,'','',EMPTY (SOME)
Barbados,'',,'','',EMPTY (SOME)
Basic PID info,,,'',,SOLITARY
Basque,'','','',Basque,INCOMPLETE (ALL)
Begin time,Momentul inceperii,Momentul inceperii,Momentul inceperii,Momentul inceperii,CONSISTENT (ALL)
Behavior of '0' button in PiP mode,,,Efectul butonului 0 in modul PiP (imagine in imagine),,SOLITARY
Behavior of 'pause and ok' when paused,,,'',,SOLITARY
Behavior when a movie is started,Cand un film este pornit,Cand un film este pornit,Cand un film este pornit,Comportament cand un film este pornit,MISMATCH (ALL)
Behavior when a movie is stopped,Cand un film este oprit,Cand un film este oprit,Cand un film este oprit,Comportament cand un film este oprit,MISMATCH (ALL)
Behavior when a movie reaches the end,Cand un film ajunge la final,Cand un film ajunge la final,Cand un film ajunge la final,Comportament cand un film ajunge la sfarsit,MISMATCH (ALL)
Belarus,'',,'','',EMPTY (SOME)
Belgium,'',,'','',EMPTY (SOME)
Belize,'',,'','',EMPTY (SOME)
Benin,'',,'','',EMPTY (SOME)
Bermuda,'',,'','',EMPTY (SOME)
Bhutan,'',,'','',EMPTY (SOME)
Big PiP,'',,'',PIP mare,INCOMPLETE (SOME)
Bitrate:,'','','',Bitrate:,INCOMPLETE (ALL)
Black screen,'','','',Ecran negru,INCOMPLETE (ALL)
Black screen till locked,'','','',Ecranul negru cat este blocat,INCOMPLETE (ALL)
Block noise reduction,'','','',Reduce zgomotul block,INCOMPLETE (ALL)
Blue,,'','',Albastru,INCOMPLETE (SOME)
Bolivia (Plurinational State of),'',,'','',EMPTY (SOME)
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME)
Bookmarks,Semne de carte,Semne de carte,Semne de carte,Semne de carte,CONSISTENT (ALL)
Boost blue,'','','',Boost albastru,INCOMPLETE (ALL)
Boot to Android image,,,'',,SOLITARY
Boot to Recovery menu,,,'',,SOLITARY
Bosnia and Herzegovina,'',,'','',EMPTY (SOME)
Botswana,'',,'','',EMPTY (SOME)
Bouvet Island,'',,'','',EMPTY (SOME)
Brazil,'',,'','',EMPTY (SOME)
Brightness,Luminozitate,Luminozitate,Luminozitate,Stralucire,MISMATCH (ALL)
British Indian Ocean Territory,'',,'','',EMPTY (SOME)
Brunei Darussalam,'',,'','',EMPTY (SOME)
Buffering %d%%,'',,'',Buffering %d%%,INCOMPLETE (SOME)
Build date: ,,,'',,SOLITARY
Bulgarian,'','','',Bulgara,INCOMPLETE (ALL)
Burkina Faso,'',,'','',EMPTY (SOME)
Burn DVD,Scrie DVD,Scrie DVD,Scrie DVD,Scrie DVD,CONSISTENT (ALL)
Burn existing image to DVD,,Scrie imaginea existenta pe DVD,Scrie imaginea existenta pe DVD,Scrie imaginea existenta pe DVD,CONSISTENT (SOME)
Burn to DVD,,'','',Scrie pe DVD,INCOMPLETE (SOME)
Burundi,'',,'','',EMPTY (SOME)
Bus: ,Magistrala: ,Magistrala: ,Magistrala: ,Bus: ,MISMATCH (ALL)
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,'',,SOLITARY
Bypass HDMI EDID checking,,,'',,SOLITARY
C,,,C,,SOLITARY
C-Band,Banda C,Banda C,Banda C,Banda C,CONSISTENT (ALL)
CH,'','','',CH,INCOMPLETE (ALL)
CH%s,'',,'',CH%s,INCOMPLETE (SOME)
CI (Common Interface) Setup,'',,'',Configurare CI (Common Interface),INCOMPLETE (SOME)
CI assignment,Asignarea CI,Asignarea CI,Asignarea CI,Alocarea CI,MISMATCH (ALL)
CI slot: ,'',,'',,EMPTY (SOME)
CPU: ,,,'',,SOLITARY
CVBS,'',CVBS,CVBS,CVBS,INCOMPLETE (ALL)
Cable,Cablu,Cablu,Cablu,Cablu,CONSISTENT (ALL)
Cable Scan,'','','',Scanare cablu,INCOMPLETE (ALL)
Cabo Verde,'',,'','',EMPTY (SOME)
Calculate,'','','',Calculeaza,INCOMPLETE (ALL)
Calculate all positions,'','','',Calculati toate pozitiile,INCOMPLETE (ALL)
Calculation complete,'','','',Calcul complet,INCOMPLETE (ALL)
Calibrate,'','','',Calibrez,INCOMPLETE (ALL)
Cambodia,'',,'','',EMPTY (SOME)
Cameroon,'',,'','',EMPTY (SOME)
Can be used for different fps between external subtitles and video.,'','','',Poate fi folosit pentru diferite fps intre subtitrari externe si video.,INCOMPLETE (ALL)
