msgid,openatv,openhdf,openpli,openvix,APPEARANCES,UNIQUES,DUPLICATES,EMPTIES
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Stillingaskrá (%s) er breytt síðan uppsetning var gerð.\nViltu halda þinni útgáfu?,Stillingaskrá (%s) er breytt síðan uppsetning var gerð.\nViltu halda þinni útgáfu?,Stillingaskrá (%s) er breytt síðan uppsetning var gerð.\nViltu halda þinni útgáfu?,Stillingaskrá (%s) er breytt síðan uppsetning var gerð.\nViltu halda þinni útgáfu?,4,1,3,0
A record has been started:\n%s,,,Upptaka hefur hafist:\n%s,,1,1,0,0
A recording is currently running.\nWhat do you want to do?,Upptaka er nú í gangi.\nHvað viltu núna gera?,Upptaka er nú í gangi.\nHvað viltu núna gera?,Upptaka er nú í gangi.\nHvað viltu núna gera?,,3,1,2,0
A required tool (%s) was not found.,Nauðsynlegt tól (%s) fannst ekki.,Nauðsynlegt tól (%s) fannst ekki.,Nauðsynlegt tól (%s) fannst ekki.,Nauðsynlegt tól (%s) fannst ekki.,4,1,3,0
A search for available updates is currently in progress.,Leit að tiltækum uppfærslum í gangi.,Leit að tiltækum uppfærslum í gangi.,Leit að tiltækum uppfærslum í gangi.,Leit að tiltækum uppfærslum í gangi.,4,1,3,0
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Annað uppsett netkort fannst.\n\nViltu hætta að nota það?,Annað uppsett netkort fannst.\n\nViltu hætta að nota það?,Annað uppsett netkort fannst.\n\nViltu hætta að nota það?,Annað uppsett netkort fannst.\n\nViltu hætta að nota það?,4,1,3,0
A small overview of the available icon states and actions.,Einfalt yfirlit yfir stöðu smámynda og aðgerða.,Einfalt yfirlit yfir stöðu smámynda og aðgerða.,Einfalt yfirlit yfir stöðu smámynda og aðgerða.,Einfalt yfirlit yfir stöðu smámynda og aðgerða.,4,1,3,0
A timer failed to record!\nDisable TV and try again?\n,Tímastillt upptaka mistókst!\nHætta og reyna aftur?\n,Tímastillt upptaka mistókst!\nHætta og reyna aftur?\n,Tímastillt upptaka mistókst!\nHætta og reyna aftur?\n,Tímastillt upptaka mistókst!\nHætta og reyna aftur?\n,4,1,3,0
Abort,Hætta við,Hætta við,Hætta við,Hætta við,4,1,3,0
Abort alternatives edit,,,Hætta við að breyta valkostum,,1,1,0,0
Abort bouquet edit,,,Hætta við að breyta fléttu,,1,1,0,0
Abort favourites edit,,,Hætta við að breyta eftirlætis lista,,1,1,0,0
About,Um,Um,Um,Um,4,1,3,0
Accesspoint:,Aðgangspunktur:,Aðgangspunktur:,Aðgangspunktur:,Aðgangspunktur:,4,1,3,0
Activate Picture in Picture,Virkja Mynd í Mynd,Virkja Mynd í Mynd,Virkja Mynd í Mynd,Virkja Mynd í Mynd,4,1,3,0
Activate network settings,Virkja netkerfis stillingar,Virkja netkerfis stillingar,Virkja netkerfis stillingar,Virkja netkerfis stillingar,4,1,3,0
Adapter settings,Stilling tækis,Stilling tækis,Stilling tækis,Stilling tækis,4,1,3,0
Add,Viðbót,Viðbót,Viðbót,Viðbót,4,1,3,0
Add a mark,Bæta við merki,Bæta við merki,Bæta við merki,Bæta við merki,4,1,3,0
Add a new title,Bæta við nýjum titli,Bæta við nýjum titli,Bæta við nýjum titli,Bæta við nýjum titli,4,1,3,0
Add alternatives,,,bæta við valkosti,,1,1,0,0
Add bouquet,,,Bæta rásavendi við,,1,1,0,0
Add marker,,,Bæta við merki,,1,1,0,0
Add service to bouquet,,,Bæta rás við fléttu,,1,1,0,0
Add service to favourites,,,Bæta rás við eftirlætis lista,,1,1,0,0
Add timer,Taka upp,Taka upp,Taka upp,Taka upp,4,1,3,0
Add title,Bæta við titli,Bæta við titli,Bæta við titli,Bæta við titli,4,1,3,0
Add to bouquet,,Bæta við rásavönd,Bæta við rásavönd,Bæta við rásavönd,3,1,2,0
Add to favourites,,Bæta við eftirlætisrásir,Bæta við eftirlætisrásir,Bæta við eftirlætisrásir,3,1,2,0
Add to parental protection,,,Bæta við foreldra lás,,1,1,0,0
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Stilltu lita stillingar þannig að öll litablæbrigði séu aðgreinanleg og eru eins björt og hægt er. Ef þú ert ánægður með árangurinn, ýttu þá á OK til að loka stillinga skjánum eða ýttu á númeralykil til að velja aðra prufumynd.","Stilltu lita stillingar þannig að öll litablæbrigði séu aðgreinanleg og eru eins björt og hægt er. Ef þú ert ánægður með árangurinn, ýttu þá á OK til að loka stillinga skjánum eða ýttu á númeralykil til að velja aðra prufumynd.","Stilltu lita stillingar þannig að öll litablæbrigði séu aðgreinanleg og eru eins björt og hægt er. Ef þú ert ánægður með árangurinn, ýttu þá á OK til að loka stillinga skjánum eða ýttu á númeralykil til að velja aðra prufumynd.","Stilltu lita stillingar þannig að öll litablæbrigði séu aðgreinanleg og eru eins björt og hægt er. Ef þú ert ánægður með árangurinn, ýttu þá á OK til að loka stillinga skjánum eða ýttu á númeralykil til að velja aðra prufumynd.",4,1,3,0
Advanced options and settings.,,,Auka sérfræði stillingar.,,1,1,0,0
Advanced restore,Sérfræði innsetning afrita,Sérfræði innsetning afrita,Sérfræði innsetning afrita,Sérfræði innsetning afrita,4,1,3,0
After event,Eftir atriði,Eftir atriði,Eftir atriði,Eftir atriði,4,1,3,0
Album,,'','','',3,0,0,3
All,Allt,Allt,Allt,Allt,4,1,3,0
Alpha,Gegnsæi,Gegnsæi,Gegnsæi,Gegnsæi,4,1,3,0
Alternative services tuner priority,Móttakara forgangur við rásaval,Móttakara forgangur við rásaval,Móttakara forgangur við rásaval,Móttakara forgangur við rásaval,4,1,3,0
Always ask,Spyrja alltaf,Spyrja alltaf,Spyrja alltaf,Spyrja alltaf,4,1,3,0
An empty filename is illegal.,Það þarf að vera skráarnafn.,Það þarf að vera skráarnafn.,Það þarf að vera skráarnafn.,Það þarf að vera skráarnafn.,4,1,3,0
An unknown error occurred!,,,Óþekkt villa varð!,,1,1,0,0
Arabic,Arabíska,Arabíska,Arabíska,Arabíska,4,1,3,0
Are you sure you want to activate this network configuration?\n\n,Ertu viss um að þú viljir virkja þessa net stillingu?\n\n,Ertu viss um að þú viljir virkja þessa net stillingu?\n\n,Ertu viss um að þú viljir virkja þessa net stillingu?\n\n,Ertu viss um að þú viljir virkja þessa net stillingu?\n\n,4,1,3,0
Are you sure you want to exit this wizard?,Ertu viss um að þú viljir hætta í ráðgjafanum?,Ertu viss um að þú viljir hætta í ráðgjafanum?,Ertu viss um að þú viljir hætta í ráðgjafanum?,Ertu viss um að þú viljir hætta í ráðgjafanum?,4,1,3,0
Are you sure you want to restart your network interfaces?\n\n,Ertu viss um að þú viljir endurræsa netkortið?\n\n,Ertu viss um að þú viljir endurræsa netkortið?\n\n,Ertu viss um að þú viljir endurræsa netkortið?\n\n,Ertu viss um að þú viljir endurræsa netkortið?\n\n,4,1,3,0
Artist,Listamaður,Listamaður,Listamaður,Listamaður,4,1,3,0
Ask user,Spyrja notanda,Spyrja notanda,Spyrja notanda,Spyrja notanda,4,1,3,0
Audio,,,Hljóð,,1,1,0,0
Audio PID,Hljóð PID,Hljóð PID,Hljóð PID,Hljóð PID,4,1,3,0
Author: ,Höfundur:,Höfundur:,Höfundur:,Höfundur:,4,1,3,0
Authoring mode,Höfunda hamur,Höfunda hamur,Höfunda hamur,Höfunda hamur,4,1,3,0
Auto,Sjálfvirkt,Sjálfvirkt,Sjálfvirkt,Sjálfvirkt,4,1,3,0
Auto chapter split every ? minutes (0=never),Skipta í kafla hverja ? mínútu (0=aldrei),Skipta í kafla hverja ? mínútu (0=aldrei),Skipta í kafla hverja ? mínútu (0=aldrei),Skipta í kafla hverja ? mínútu (0=aldrei),4,1,3,0
Auto flesh,Sjálfvirkt skinn,Sjálfvirkt skinn,Sjálfvirkt skinn,Sjálfvirkt skinn,4,1,3,0
Auto scart switching,Sjálfvirk skipting á scarti,Sjálfvirk skipting á scarti,Sjálfvirk skipting á scarti,Sjálfvirk skipting á scarti,4,1,3,0
Automatic,Sjálfvirkt,Sjálfvirkt,Sjálfvirkt,Sjálfvirkt,4,1,3,0
Available format variables,Útfærslur tiltækra forma,Útfærslur tiltækra forma,Útfærslur tiltækra forma,Útfærslur tiltækra forma,4,1,3,0
B,,'','','',3,0,0,3
BER,,,'',,1,0,0,1
BER:,,,'',,1,0,0,1
Back,Til baka,Til baka,Til baka,Til baka,4,1,3,0
Background,Bakgrunnur,Bakgrunnur,Bakgrunnur,Bakgrunnur,4,1,3,0
Backup failed.,Afritun tókst ekki.,Afritun tókst ekki.,Afritun tókst ekki.,Afritun tókst ekki.,4,1,3,0
Backup is running...,Afritun í vinnslu...,Afritun í vinnslu...,Afritun í vinnslu...,Afritun í vinnslu...,4,1,3,0
Backup system settings,Afrita kerfis stillingar,Afrita kerfis stillingar,Afrita kerfis stillingar,Afrita kerfis stillingar,4,1,3,0
Band,Tíðnisvið,Tíðnisvið,Tíðnisvið,Tíðnisvið,4,1,3,0
Bandwidth,Bandbreidd,Bandbreidd,Bandbreidd,Bandbreidd,4,1,3,0
Begin time,Byrjunar tími,Byrjunar tími,Byrjunar tími,Byrjunar tími,4,1,3,0
Behavior of '0' button in PiP mode,,,Virkun 0 hnapps í PiP-ham,,1,1,0,0
Behavior when a movie is started,Aðgerð þegar mynd byrjar,Aðgerð þegar mynd byrjar,Aðgerð þegar mynd byrjar,Aðgerð þegar mynd byrjar,4,1,3,0
Behavior when a movie is stopped,Aðgerð þegar mynd er stoppuð,Aðgerð þegar mynd er stoppuð,Aðgerð þegar mynd er stoppuð,Aðgerð þegar mynd er stoppuð,4,1,3,0
Behavior when a movie reaches the end,Aðgerð þegar mynd er búin,Aðgerð þegar mynd er búin,Aðgerð þegar mynd er búin,Aðgerð þegar mynd er búin,4,1,3,0
Bitrate:,Bitahraði:,Bitahraði:,Bitahraði:,Bitahraði:,4,1,3,0
Block noise reduction,Suð deyfing,Suð deyfing,Suð deyfing,Suð deyfing,4,1,3,0
Bookmarks,Bókamerki,Bókamerki,Bókamerki,Bókamerki,4,1,3,0
Brightness,Birta,Birta,Birta,Birta,4,1,3,0
Burn DVD,Brenna DVD,Brenna DVD,Brenna DVD,Brenna DVD,4,1,3,0
Burn existing image to DVD,,Brenna tilbúna mynd á DVD,Brenna tilbúna mynd á DVD,Brenna tilbúna mynd á DVD,3,1,2,0
Burn to DVD,,Brenna á DVD,Brenna á DVD,Brenna á DVD,3,1,2,0
Bus: ,Rás:,Rás:,Rás:,Rás:,4,1,3,0
C,,,'',,1,0,0,1
C-Band,,'','','',3,0,0,3
CI assignment,CI stillingar,CI stillingar,CI stillingar,CI stillingar,4,1,3,0
CVBS,,'','','',3,0,0,3
Cable,Kapalkerfi,Kapalkerfi,Kapalkerfi,Kapalkerfi,4,1,3,0
Cancel,Hætta við,Hætta við,Hætta við,Hætta við,4,1,3,0
Capacity: ,Stærð:,Stærð:,Stærð:,Stærð:,4,1,3,0
Card,,,Kort,,1,1,0,0
Change bouquets in quickzap,Skipta á milli rása flétta í rásastökki,Skipta á milli rása flétta í rásastökki,Skipta á milli rása flétta í rásastökki,Skipta á milli rása flétta í rásastökki,4,1,3,0
Change step size,Breyta skrefa stærð,Breyta skrefa stærð,Breyta skrefa stærð,Breyta skrefa stærð,4,1,3,0
Channel,Rás,Rás,Rás,Rás,4,1,3,0
Channel not in services list,Rás ekki á rásalista,Rás ekki á rásalista,Rás ekki á rásalista,Rás ekki á rásalista,4,1,3,0
Channel:,Rás:,Rás:,Rás:,Rás:,4,1,3,0
Channellist menu,,,Valmynd rásalista,,1,1,0,0
Chap.,Kafli.,Kafli.,Kafli.,Kafli.,4,1,3,0
Chapter,Kafli,Kafli,Kafli,Kafli,4,1,3,0
Chapter:,Kafli:,Kafli:,Kafli:,Kafli:,4,1,3,0
Check,Athuga,Athuga,Athuga,Athuga,4,1,3,0
Circular left,Hringpólun vinstri,Hringpólun vinstri,Hringpólun vinstri,Hringpólun vinstri,4,1,3,0
Circular right,Hringpólun hægri,Hringpólun hægri,Hringpólun hægri,Hringpólun hægri,4,1,3,0
Cleanup,Hreinsa,Hreinsa,Hreinsa,Hreinsa,4,1,3,0
Clear before scan,Eyða fyrir leit,Eyða fyrir leit,Eyða fyrir leit,Eyða fyrir leit,4,1,3,0
Clear log,Tæma lista,Tæma lista,Tæma lista,Tæma lista,4,1,3,0
Close,Loka,Loka,Loka,Loka,4,1,3,0
Close title selection,Loka titils vali,Loka titils vali,Loka titils vali,Loka titils vali,4,1,3,0
Code rate HP,Bitahraði HP,Bitahraði HP,Bitahraði HP,Bitahraði HP,4,1,3,0
Code rate LP,Bitahraði LP,Bitahraði LP,Bitahraði LP,Bitahraði LP,4,1,3,0
Collection name,Nafn safns,Nafn safns,Nafn safns,Nafn safns,4,1,3,0
Collection settings,Stillingar safns,Stillingar safns,Stillingar safns,Stillingar safns,4,1,3,0
Command execution...,,,Keyrsla skipunar...,,1,1,0,0
Command order,Röðun skipana,Röðun skipana,Röðun skipana,Röðun skipana,4,1,3,0
Common Interface,Afruglara tengi,Afruglara tengi,Afruglara tengi,Afruglara tengi,4,1,3,0
Communication,Samskipti,Samskipti,Samskipti,Samskipti,4,1,3,0
Complete,Allt,Allt,Allt,Allt,4,1,3,0
Complex (allows mixing audio tracks and aspects),Flókið (mögulegt að blanda hljóð rásir og stærðar hlutföll),Flókið (mögulegt að blanda hljóð rásir og stærðar hlutföll),Flókið (mögulegt að blanda hljóð rásir og stærðar hlutföll),Flókið (mögulegt að blanda hljóð rásir og stærðar hlutföll),4,1,3,0
Composition of the recording filenames,Samsetning nafna á upptökum,Samsetning nafna á upptökum,Samsetning nafna á upptökum,Samsetning nafna á upptökum,4,1,3,0
Configure interface,Stilla netkort,Stilla netkort,Stilla netkort,Stilla netkort,4,1,3,0
Configure nameservers,Stilla nafnaþjón,Stilla nafnaþjón,Stilla nafnaþjón,Stilla nafnaþjón,4,1,3,0
Configure your internal LAN,Stilla innbyggt netkort,Stilla innbyggt netkort,Stilla innbyggt netkort,Stilla innbyggt netkort,4,1,3,0
Configure your network again,Stilla netkortið þitt aftur,Stilla netkortið þitt aftur,Stilla netkortið þitt aftur,Stilla netkortið þitt aftur,4,1,3,0
Configure your wireless LAN again,Stilla þráðlausa netkortið þitt aftur,Stilla þráðlausa netkortið þitt aftur,Stilla þráðlausa netkortið þitt aftur,Stilla þráðlausa netkortið þitt aftur,4,1,3,0
Configuring,Stilli,Stilli,Stilli,Stilli,4,1,3,0
Connect,Tengi,Tengi,Tengi,Tengi,4,1,3,0
Connected to,Tengd við,Tengd við,Tengd við,Tengd við,4,1,3,0
Content does not fit on DVD!,Innihald passar ekki á DVD!,Innihald passar ekki á DVD!,Innihald passar ekki á DVD!,Innihald passar ekki á DVD!,4,1,3,0
Continue,Áfram,Áfram,Áfram,Áfram,4,1,3,0
Continue playing,Halda áfram að spila,Halda áfram að spila,Halda áfram að spila,Halda áfram að spila,4,1,3,0
Contrast,Skerpa,Skerpa,Skerpa,Skerpa,4,1,3,0
Copy to bouquets,,,Afrita til rásavanda,,1,1,0,0
Could not open Picture in Picture,Gat ekki opnað mynd í mynd,Gat ekki opnað mynd í mynd,Gat ekki opnað mynd í mynd,,3,1,2,0
Create DVD-ISO,Búa til DVD-ISO,Búa til DVD-ISO,Búa til DVD-ISO,Búa til DVD-ISO,4,1,3,0
Create directory,,,Búa til möppu,,1,1,0,0
Creating directory %s failed.,Tókst ekki að búa möppuna %s.,Tókst ekki að búa möppuna %s.,Tókst ekki að búa möppuna %s.,Tókst ekki að búa möppuna %s.,4,1,3,0
Croatian,Króatíska,Króatíska,Króatíska,Króatíska,4,1,3,0
Current device: ,Núverandi tæki: ,Núverandi tæki: ,Núverandi tæki: ,Núverandi tæki: ,4,1,3,0
Current settings:,Núverandi stilling:,Núverandi stilling:,Núverandi stilling:,Núverandi stilling:,4,1,3,0
Current value: ,Núverandi val:,Núverandi val:,Núverandi val:,Núverandi val:,4,1,3,0
Customize,Aðrar stillingar,Aðrar stillingar,Aðrar stillingar,,3,1,2,0
Cut,Klippa,Klippa,Klippa,Klippa,4,1,3,0
Cutlist editor...,Klippingastjóri...,Klippingastjóri...,Klippingastjóri...,Klippingastjóri...,4,1,3,0
Czech,Tékkneska,Tékkneska,Tékkneska,Tékkneska,4,1,3,0
D,,,'',,1,0,0,1
DHCP,,'','','',3,0,0,3
DUAL LAYER DVD,Tveggja laga DVD,Tveggja laga DVD,Tveggja laga DVD,Tveggja laga DVD,4,1,3,0
DVB-S,,'','','',3,0,0,3
DVB-S2,,'','','',3,0,0,3
DVD media toolbox,,DVD miðla tól,DVD miðla tól,DVD miðla tól,3,1,2,0
Danish,Danska,Danska,Danska,Danska,4,1,3,0
Date,Dags,Dags,Dags,Dags,4,1,3,0
Default,Venjulegt,Venjulegt,Venjulegt,Venjulegt,4,1,3,0
Default movie location,Sjálfgefin staðsetning bíómynda,Sjálfgefin staðsetning bíómynda,Sjálfgefin staðsetning bíómynda,Sjálfgefin staðsetning bíómynda,4,1,3,0
Delete,Eyða,Eyða,Eyða,Eyða,4,1,3,0
Delete entry,Eyða innslætti,Eyða innslætti,Eyða innslætti,Eyða innslætti,4,1,3,0
Delete failed!,Tókst ekki að eyða!,Tókst ekki að eyða!,Tókst ekki að eyða!,Tókst ekki að eyða!,4,1,3,0
Description,Lýsing,Lýsing,Lýsing,Lýsing,4,1,3,0
Deselect,Ekki velja,Ekki velja,Ekki velja,Ekki velja,4,1,3,0
Details for plugin: ,Upplýsingar um íforrit:,Upplýsingar um íforrit:,Upplýsingar um íforrit:,Upplýsingar um íforrit:,4,1,3,0
Detected HDD:,,,Fann harðan disk:,,1,1,0,0
Detected NIMs:,Fann NIM:,Fann NIM:,Fann NIM:,,3,1,2,0
DiSEqC,,'','','',3,0,0,3
DiSEqC A/B,,'','','',3,0,0,3
DiSEqC A/B/C/D,,'','','',3,0,0,3
DiSEqC mode,DiSEqC gerð,DiSEqC gerð,DiSEqC gerð,DiSEqC gerð,4,1,3,0
Digital contour removal,Fjarlægja stafrænt contour,Fjarlægja stafrænt contour,Fjarlægja stafrænt contour,Fjarlægja stafrænt contour,4,1,3,0
Direct playback of linked titles without menu,Spila beint tengda titla án valmyndar,Spila beint tengda titla án valmyndar,Spila beint tengda titla án valmyndar,Spila beint tengda titla án valmyndar,4,1,3,0
Directory browser,Möppu vafri,Möppu vafri,Möppu vafri,Möppu vafri,4,1,3,0
Disable,Gera óvirkt,Gera óvirkt,Gera óvirkt,Gera óvirkt,4,1,3,0
Disable Picture in Picture,Gera Mynd í Mynd óvirka,Gera Mynd í Mynd óvirka,Gera Mynd í Mynd óvirka,Gera Mynd í Mynd óvirka,4,1,3,0
Disable move mode,,,Hætta í færslu stöðu,,1,1,0,0
Disabled,Óvirkt,Óvirkt,Óvirkt,Óvirkt,4,1,3,0
Display 16:9 content as,Sýna 16:9 innihald sem,Sýna 16:9 innihald sem,Sýna 16:9 innihald sem,Sýna 16:9 innihald sem,4,1,3,0
Display 4:3 content as,Sýna 4:3 innihald sem,Sýna 4:3 innihald sem,Sýna 4:3 innihald sem,Sýna 4:3 innihald sem,4,1,3,0
Display >16:9 content as,Sýna >16:9 efni sem,Sýna >16:9 efni sem,Sýna >16:9 efni sem,Sýna >16:9 efni sem,4,1,3,0
Do you really want to check the filesystem?\nThis could take lots of time!,,,Viltu örugglega athuga skráarkerfi?\nÞað tekur langan tíma!,,1,1,0,0
Do you really want to delete %s?,Viltu virkilega eyða %s?,Viltu virkilega eyða %s?,Viltu virkilega eyða %s?,Viltu virkilega eyða %s?,4,1,3,0
"Do you really want to download\nthe plugin \""%s\""?",,,"Viltu örugglega hala niður\níforritinu \""%s\""?",,1,1,0,0
Do you really want to exit?,Viltu virkilega hætta?,Viltu virkilega hætta?,Viltu virkilega hætta?,Viltu virkilega hætta?,4,1,3,0
Do you really want to remove directory %s from the disk?,Viltu örugglega eyða möppunni %s af diskinum?,Viltu örugglega eyða möppunni %s af diskinum?,Viltu örugglega eyða möppunni %s af diskinum?,Viltu örugglega eyða möppunni %s af diskinum?,4,1,3,0
Do you really want to remove your bookmark of %s?,Viltu örugglega eyða bókamerkinu %s?,Viltu örugglega eyða bókamerkinu %s?,Viltu örugglega eyða bókamerkinu %s?,Viltu örugglega eyða bókamerkinu %s?,4,1,3,0
Do you want to burn this collection to DVD medium?,Viltu brenna þessa skráar safn á DVD disk?,Viltu brenna þessa skráar safn á DVD disk?,Viltu brenna þessa skráar safn á DVD disk?,Viltu brenna þessa skráar safn á DVD disk?,4,1,3,0
Do you want to install the package:\n,Viltu setja inn pakkann:\n,Viltu setja inn pakkann:\n,Viltu setja inn pakkann:\n,Viltu setja inn pakkann:\n,4,1,3,0
Do you want to play DVD in drive?,Viltu spila DVD diskinn sem er í spilaranum?,Viltu spila DVD diskinn sem er í spilaranum?,Viltu spila DVD diskinn sem er í spilaranum?,Viltu spila DVD diskinn sem er í spilaranum?,4,1,3,0
Do you want to preview this DVD before burning?,Viltu forskoða þennan DVD disk fyrir brennslu?,Viltu forskoða þennan DVD disk fyrir brennslu?,Viltu forskoða þennan DVD disk fyrir brennslu?,Viltu forskoða þennan DVD disk fyrir brennslu?,4,1,3,0
Do you want to remove the package:\n,Viltu taka út pakkann:\n,Viltu taka út pakkann:\n,Viltu taka út pakkann:\n,Viltu taka út pakkann:\n,4,1,3,0
Do you want to restore your settings?,Viltu setja inn stillingarnar þínar aftur?,Viltu setja inn stillingarnar þínar aftur?,Viltu setja inn stillingarnar þínar aftur?,Viltu setja inn stillingarnar þínar aftur?,4,1,3,0
Do you want to resume this playback?,Viltu halda áfram að spila þetta?,Viltu halda áfram að spila þetta?,Viltu halda áfram að spila þetta?,,3,1,2,0
Do you want to update the package:\n,,,Viltu uppfæra pakkann:\n,,1,1,0,0
Don't stop current event but disable coming events,Ekki stoppa núverandi atriði en hætta við næsta,Ekki stoppa núverandi atriði en hætta við næsta,Ekki stoppa núverandi atriði en hætta við næsta,,3,1,2,0
Downloadable new plugins,,,Niðurhalanleg ný íforrit,,1,1,0,0
Downloadable plugins,,,Niðurhalanleg íforrit,,1,1,0,0
Downloading,Hleð niður,Hleð niður,Hleð niður,Hleð niður,4,1,3,0
Downloading plugin information. Please wait...,Hala niður íforrits upplýsingum. Vinsamlega bíðið...,Hala niður íforrits upplýsingum. Vinsamlega bíðið...,Hala niður íforrits upplýsingum. Vinsamlega bíðið...,Hala niður íforrits upplýsingum. Vinsamlega bíðið...,4,1,3,0
Dutch,Hollenska,Hollenska,Hollenska,Hollenska,4,1,3,0
Dynamic contrast,Dýnamísk skerpa,Dýnamísk skerpa,Dýnamísk skerpa,Dýnamísk skerpa,4,1,3,0
E,,'','','',3,0,0,3
ERROR - failed to scan (%s)!,VILLA - gat ekki leitað (%s)!,VILLA - gat ekki leitað (%s)!,VILLA - gat ekki leitað (%s)!,VILLA - gat ekki leitað (%s)!,4,1,3,0
East,Austur,Austur,Austur,Austur,4,1,3,0
Edit,Breyta,Breyta,Breyta,Breyta,4,1,3,0
Edit DNS,,Breyta DNS,Breyta DNS,Breyta DNS,3,1,2,0
Edit alternatives,,,Breyta valkosti,,1,1,0,0
Edit chapters of current title,Breyta köflum núverandi titils,Breyta köflum núverandi titils,Breyta köflum núverandi titils,Breyta köflum núverandi titils,4,1,3,0
Edit settings,Breyta stillingum,Breyta stillingum,Breyta stillingum,Breyta stillingum,4,1,3,0
Edit the update source address.,,,Breyta veffangi uppfærslu uppruna.,,1,1,0,0
Edit title,Breyta titili,Breyta titili,Breyta titili,Breyta titili,4,1,3,0
Edit update source url,,,Breyta uppfærslu uppruna slóð,,1,1,0,0
Electronic Program Guide,Rafrænn dagskrárstjóri (EPG),Rafrænn dagskrárstjóri (EPG),Rafrænn dagskrárstjóri (EPG),Rafrænn dagskrárstjóri (EPG),4,1,3,0
Enable,Virkja,Virkja,Virkja,Virkja,4,1,3,0
Enable 5V for active antenna,Kveikja á 5V fyrir loftnet með magnara,Kveikja á 5V fyrir loftnet með magnara,Kveikja á 5V fyrir loftnet með magnara,Kveikja á 5V fyrir loftnet með magnara,4,1,3,0
Enable bouquet edit,,,Byrja féttu breytingu,,1,1,0,0
Enable favourites edit,,,Virkja breytingu eftirlætis lista,,1,1,0,0
Enable move mode,,,Virkja færlsu stöðu,,1,1,0,0
Enable multiple bouquets,Virkja marga rásavendi,Virkja marga rásavendi,Virkja marga rásavendi,Virkja marga rásavendi,4,1,3,0
Enabled,Virkt,Virkt,Virkt,Virkt,4,1,3,0
