msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Algeria,'',,'','',EMPTY (SOME),
Alignment of events,'',,Placering av program,'',INCOMPLETE (SOME),
Alignment of service names,,,Placering av kanalnamn,,SOLITARY,
All,Alla,Alla,Alla,Alla,CONSISTENT (ALL),
All ages,Alla åldrar,Alla åldrar,Alla åldersgrupper,Alla åldrar,MISMATCH (ALL),
All frequency,,,Alla frekvenser,,SOLITARY,
All satellites 1 (USALS),Alla satelliter 1 (USALS),,Alla Satelliter 1 (USALS),Alla satelliter 1 (USALS),MISMATCH (SOME),capitalisation
All satellites 2 (USALS),Alla satelliter 2 (USALS),,Alla Satelliter 2 (USALS),Alla satelliter 2 (USALS),MISMATCH (SOME),capitalisation
All satellites 3 (USALS),Alla satelliter 3 (USALS),,Alla Satelliter 3 (USALS),Alla satelliter 3 (USALS),MISMATCH (SOME),capitalisation
All satellites 4 (USALS),Alla satelliter 4 (USALS),,Alla Satelliter 4 (USALS),Alla satelliter 4 (USALS),MISMATCH (SOME),capitalisation
All services provider,,,Alla kanaloperatörer,,SOLITARY,
Allocate,Tilldela,Tilldela,Allokera,Tilldela,MISMATCH (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME),
Allocate unused memory index,Allokera oanvänt minne,Allokera oanvänt minne,Allokera oanvänt minne,Allokera oanvänt minne,CONSISTENT (ALL),
Allow 10bit,'',,'','',EMPTY (SOME),
Allow 12bit,'',,'','',EMPTY (SOME),
Allow quit movieplayer with exit,'',,Avsluta movieplayer med exitknappen,,INCOMPLETE (SOME),
Allow subtitle language to equal audio language,Låt undertextens språk  vara lika med ljudspråket,Låt undertextens språk  vara lika med ljudspråket,Tillåt att undertextspråk är detsamma som ljudspråk,Låt undertextens språk  vara lika med ljudspråket,MISMATCH (ALL),
Allow subtitles for hearing impaired,Tillåt undertexter för hörselnedsatta,Tillåt undertexter för hörselnedsatta,Tillåt undertexter för hörselnedsatta,Tillåt undertexter för hörselnedsatta,CONSISTENT (ALL),
Alpha,Alfa,Alfa,Alpha,Alfa,MISMATCH (ALL),
Also import at reboot/restart enigma2,,,'',,SOLITARY,
Also import when box is leaving standby,,,'',,SOLITARY,
Also on standby,'',,Också vid viloläge,,INCOMPLETE (SOME),
Alternative,Lägg till alternativ,Lägg till alternativ,Lägg till alternativ,Lägg till alternativ,CONSISTENT (ALL),
Alternative URL for images listed on FlashImage,,,'',,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,Alternativt numreringsläge,Alternativt numreringsläge,Alternativt numreringsläge,Alternativt numreringsläge,CONSISTENT (ALL),
Alternative services tuner priority,Alternativ mottagarprioritering,Alternativ mottagarprioritering,Alternativ tunerprioritering,Alternativ mottagarprioritering,MISMATCH (ALL),
Always ask,Fråga alltid,Fråga alltid,Fråga alltid,Fråga alltid,CONSISTENT (ALL),
Always hide infobar,Dölj alltid infofält,'',Dölj infobalk,Dölj alltid infofält,MISMATCH (ALL),
Always include ECM in recordings,'',,Inkludera alltid ECM i inspelningar,,INCOMPLETE (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Inkludera alltid ECM meddelanden i inspelningar. Detta överskrider den individuella timerinställningen globalt. Det tillåter inspelningar att alltid bli avkodade efteråt (kallas ibland offline avkodning), om den stöds av mottagaren. Standard : av.",,INCOMPLETE (SOME),
American Samoa,'',,'','',EMPTY (SOME),
An empty filename is illegal.,Ett tomt filnamn är inte tillåtet.,Ett tomt filnamn är inte tillåtet.,Ett tomt filnamn är inte tillåtet.,Ett tomt filnamn är inte tillåtet.,CONSISTENT (ALL),
An error occurred while downloading the packetlist. Please try again.,Ett fel uppstod vid nedladdning av paketlistan.Vänligen försök igen,Ett fel uppstod vid nedladdning av paketlistan.Vänligen försök igen,Ett fel uppstod vid nedladdning av paketlistan. Vänligen prova igen.,Ett fel uppstod vid nedladdning av paketlistan.Vänligen försök igen,MISMATCH (ALL),
An unknown error occurred!,Ett okänt fel uppstod!,Ett okänt fel uppstod!,Ett okänt fel uppstod!,Ett okänt fel uppstod!,CONSISTENT (ALL),
And will put your receiver in standby over ,,,Din mottagare kommer att sättas i viloläge om,,SOLITARY,
Andorra,'',,'','',EMPTY (SOME),
Angola,'',,'','',EMPTY (SOME),
Anguilla,'',,'','',EMPTY (SOME),
Antarctica,'',,'','',EMPTY (SOME),
Antigua and Barbuda,'',,'','',EMPTY (SOME),
Any activity,Vilken aktivitet som helst,Vilken aktivitet som helst,Vilken aktivitet som helst,Vilken aktivitet som helst,CONSISTENT (ALL),
Arabic,Arabiska,Arabiska,Arabiska,Arabiska,CONSISTENT (ALL),
Are you sure to purge all deleted user bouquets?,,,Är du säker på att rensa bort alla raderade favoritlistor?,,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,Är du säker på att du vill ta bort alla %d.%d%s%s tjänster?,,Är du säker på att ta bort alla %d.%d%s%s kanaler?,,MISMATCH (SOME),
Are you sure to remove all cable services?,Är du säker på att du vill ta bort alla kabel-tv tjänster?,,Är du säker på att ta bort alla kabel-tv kanaler?,,MISMATCH (SOME),
Are you sure to remove all terrestrial services?,Är du säker på att du vill ta bort alla marksända tjänster?,,Är du säker på att ta bort alla marksända tv-kanaler?,,MISMATCH (SOME),
Are you sure to remove this entry?,Är du säker på att du vill ta bort den här posten?,,Är du säker på att ta bort denna posten?,Är du säker på att du vill ta bort den här posten?,MISMATCH (SOME),
Are you sure you want to activate this network configuration?\n\n,Är du säker på att du vill aktivera den här nätverkskonfigurationen?\n\n,Är du säker på att du vill aktivera den här nätverkskonfigurationen?\n\n,Är du säker på att du vill aktivera den här nätverkskonfigurationen?\n\n,Är du säker på att du vill aktivera den här nätverkskonfigurationen?\n\n,CONSISTENT (ALL),
Are you sure you want to delete\nthe following backup:\n,Är du säker på att du vill ta bort\nföljande backup:\n,Är du säker på att du vill ta bort\nföljande backup:\n,Är du säker att du vill ta bort\nföljande säkerhetskopia :\n,Är du säker på att du vill ta bort\nföljande backup:\n,MISMATCH (ALL),
Are you sure you want to exit this wizard?,Är du säker på att du vill avsluta den här guiden?,Är du säker på att du vill avsluta den här guiden?,Är du säker på att du vill avsluta den här guiden?,Är du säker på att du vill avsluta den här guiden?,CONSISTENT (ALL),
Are you sure you want to restart your network interfaces?\n\n,Är du säker på att du vill starta om dina nätverkskort?\n\n,Är du säker på att du vill starta om dina nätverkskort?\n\n,Är du säker på att du vill starta om dina nätverkskort?\n\n,Är du säker på att du vill starta om dina nätverkskort?\n\n,CONSISTENT (ALL),
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,Är du säker på att du vill återställa\nföljande backup:\n%s\nDin mottagare kommer att starta om när backupen är återställd!,Är du säker på att du vill återställa\nföljande backup:\n%s\nDin mottagare kommer att starta om när backupen är återställd!,Är du säker på att du vill återställa\nföljande säkerhetskopia :\n%s\nDin mottagare kommer starta om när säkerhetskopian har blivit återställd!,Är du säker på att du vill återställa\nföljande backup:\n%s\nDin mottagare kommer att starta om när backupen är återställd!,MISMATCH (ALL),
