msgid,openatv,openhdf,openpli,openvix,STATUS
%s %d.%d,,,'',,SOLITARY
%s %s free disk space,,,%s %s fri HDD plads,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,'',,SOLITARY
%s is no longer used. Should it be deleted?,%s bliver ikke længere brugt. Skal den slettes ?,'',%s er ikke længere brugt. Skal den slettes?,'',MISMATCH (ALL)
%s%d min,'',,%s%d min,,INCOMPLETE (SOME)
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL)
%s:%s,,,%s:%s,'',INCOMPLETE (SOME)
(ZAP as PiP),,,'','',EMPTY (SOME)
(ZAP),,(ZAP),(ZAP),(ZAP),UNCHANGED (SOME)
(activated +%d min),,,(aktiveret +%d min),,SOLITARY
(empty),(tom),(tom),(tom),(tom),CONSISTENT (ALL)
(not activated),,,(ikke aktiveret),,SOLITARY
(show optional DVD audio menu),(Vis valgfri DVD lydmenu),(Vis ekstra DVD lyd menu),(Vis ekstra DVD lyd menu),(Vis ekstra DVD lyd menu),MISMATCH (ALL)
* Only available if more than one interface is active.,* Kun tilgængelig hvis mere end en grænseflade er aktiv.,* Kun tilgængelig hvis mere end et interface er aktivt.,* Kun tilgængelig hvis mere end et interface er aktivt.,* Kun tilgængelig hvis mere end et interface er aktivt.,MISMATCH (ALL)
-NO SERVICE\n,-INGEN KANAL\n,,'','',INCOMPLETE (SOME)
-SERVICE ERROR:%d\n,-KANALFEJL:%d\n,,'','',INCOMPLETE (SOME)
/s,'','',/s,'',INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,"1,0",1.0,1.0,1.0,MISMATCH (ALL)
1.1,"1,1",1.1,1.1,1.1,MISMATCH (ALL)
1.2,"1,2",1.2,1.2,1.2,MISMATCH (ALL)
10 MB/s,'',,'','',EMPTY (SOME)
100 MB/s,'',,'','',EMPTY (SOME)
10bit,'',,'','',EMPTY (SOME)
12V output,12V udgang,12V udgang,12V udgang,12V udgang,CONSISTENT (ALL)
12bit,'',,'','',EMPTY (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,'',16:10 letterbox,16:10 Letterbox,16:10 letterbox,MISMATCH (ALL)
16:10 PanScan,'',16:10 Panscan,16:10 Panscan,16:10 Panscan,INCOMPLETE (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL)
16:9 always,Altid 16:9,Tving 16:9,Tving 16:9,Tving 16:9,MISMATCH (ALL)
16K,,,'','',EMPTY (SOME)
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,'','',EMPTY (SOME)
23.976,"23,976",'',23.976,'',MISMATCH (ALL)
24,'',,24,,INCOMPLETE (SOME)
25,'',,25,,INCOMPLETE (SOME)
29.97,"29,97",'',29.97,'',MISMATCH (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',,30,,INCOMPLETE (SOME)
3D surround,,,'',,SOLITARY
3D surround softlimiter,,,'',,SOLITARY
3D surround speaker position,,,'','',EMPTY (SOME)
3d mode,3D Tilstand,'',3d tilstand,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 Panscan,4:3 Panscan,4:3 Panscan,INCOMPLETE (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,'','',EMPTY (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,'','',EMPTY (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - standard (deaktiveret),,SOLITARY
<Current movielist location>,<Nuværende filmliste placering>,<Nuværende filmliste placering>,<Nuværende filmliste placering>,<Nuværende filmliste placering>,CONSISTENT (ALL)
<Default movie location>,<Standardplacering af film>,<Standardplacering af film>,<Standardplacering af film>,<Standardplacering af film>,CONSISTENT (ALL)
<Last timer location>,<Sidste timerplacering>,<Seneste timer placering>,<Seneste timer placering>,<Seneste timer placering>,MISMATCH (ALL)
<unknown>,<ukendt>,<ukendt>,<ukendt>,<ukendt>,CONSISTENT (ALL)
=NO STREAM\n,=INGEN STREAM\n,,'','',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Konfigurationsfilen (%s) er blevet ændret siden den blev installeret.\nVil du beholde dine ændringer ?,'',En konfigurationsfil (%s) er ændret siden installation.\nVil du beholde denne version?,'',MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Konfigurationsfilen (%s) er blevet ændret siden installation.\nVil du beholde denne version ?,En konfigurationsfil (%s) er ændret siden installation.\nVil du beholde denne version?,En konfigurationsfil (%s) er ændret siden installation.\nVil du beholde denne version?,En konfigurationsfil (%s) er ændret siden installation.\nVil du beholde denne version?,MISMATCH (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,En optagelses timer der er afsluttet vil sætte\ndin receiver i standby. Gør det nu?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,En optagelses timer der er afsluttet vil \nlukke din receiver ned. Gør det nu?,,SOLITARY
A record has been started:\n%s,,,En optagelse er startet:\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,En optagelse er i gang.\nHvad vil du gøre ?,En optagelse er i gang.\nHvad vil du gøre?,En optagelse er i gang.\nHvad vil du gøre?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,En optagelse er lige nu i gang. Stop venligst denne optagelse før forsøg på at søge.,"En optagelse er igang. Stop, venligst denne optagelse før du begynder kanalsøgning. ","En optagelse er igang. Stop, venligst denne optagelse før du begynder kanalsøgning. ","En optagelse er igang. Stop, venligst denne optagelse før du begynder kanalsøgning. ",MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,En optagelse er i øjeblikket i gang. Stop optagelsen før du forsøger at starte testen af DiSEqC.,,SOLITARY
A required tool (%s) was not found.,Et nødvendigt værktøj (%s) blev ikke fundet.,Et nødvendigt værktøj (%s) ikke fundet.,Et nødvendigt værktøj (%s) ikke fundet.,Et nødvendigt værktøj (%s) ikke fundet.,MISMATCH (ALL)
A search for available updates is currently in progress.,Søgning efter tilgængelige opdateringer er allerede i gang.,Søgning efter tilgængelige opdateringer er aktuelt i gang.,Søgning efter tilgængelige opdateringer er aktuelt i gang.,Søgning efter tilgængelige opdateringer er aktuelt i gang.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Der blev fundet en anden konfigureret grænseflade.\n\nVil du deaktivere den anden netværksgrænseflade ?,Der er fundet en anden konfigureret enhed.\n\nVil du deaktivere den anden netværksenhed?,Der er fundet en anden konfigureret enhed.\n\nVil du deaktivere den anden netværksenhed?,Der er fundet en anden konfigureret enhed.\n\nVil du deaktivere den anden netværksenhed?,MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,En sleep timer vil sætte\ndin receiver i standby. Gør det nu?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,En sleep timer vil lukke din\nreceiver ned. Gør det nu?,,SOLITARY
A small overview of the available icon states and actions.,En lille oversigt over tilgængelige ikon-tilstande og handlinger.,En lille oversigt over mulige ikon tilstande og handlinger.,En lille oversigt over mulige ikon tilstande og handlinger.,En lille oversigt over mulige ikon tilstande og handlinger.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,En Timer kunne ikke starte optagelse!\nDeaktiver TV og prøv igen?\n,Timeroptagelse slået fejl.\nSkift kanal og prøv igen?\n,Timeroptagelse slået fejl.\nSkift kanal og prøv igen?\n,Timeroptagelse slået fejl.\nSkift kanal og prøv igen?\n,MISMATCH (ALL)
A/V settings,,'',A/V Indstillinger,,INCOMPLETE (SOME)
AAC downmix,'','',AAC downmix,'',INCOMPLETE (ALL)
AC3 downmix,'',,AC3 downmix,'',INCOMPLETE (SOME)
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS file,,,ASS fil,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,ATSC Udbyder,,ATSC udbyder,,MISMATCH (SOME)
Abort,Afbryd,Afbryd,Afbryd,Afbryd,CONSISTENT (ALL)
Abort alternatives edit,,,Afbryd alternativ redigering,,SOLITARY
Abort bouquet edit,,,Afbryd pakke redigering,,SOLITARY
Abort favourites edit,,,Afbryd favorit redigering,,SOLITARY
About,Om,Om,Om,Om,CONSISTENT (ALL)
Accesspoint:,'',Accesspoint:,Accesspoint:,Accesspoint:,INCOMPLETE (ALL)
Activate HbbTV (Redbutton),Aktiver HbbTV (Rød knap),,Aktiver HbbTV (Rød knap),,CONSISTENT (SOME)
Activate Picture in Picture,Aktiver Billede i Billede (PiP),Aktiver Billed i Billed,Aktiver Billed i Billed,Aktiver Billed i Billed,MISMATCH (ALL)
Activate current configuration,Aktiver den aktuelle konfiguration,,Aktiver den aktuelle opsætning,,MISMATCH (SOME)
Activate network settings,Aktiver netværksindstillinger,Aktiver netværks indstilling,Aktiver netværks indstilling,Aktiver netværks indstilling,MISMATCH (ALL)
Activate the configured network settings.,Aktiver de kunfigurerede netværksinstillinger.,'',Aktiver de konfigurerede netværks indstillinger.,'',MISMATCH (ALL)
Activate timeshift End,Aktiver Timeshift slut,,Aktiver timeshift slut,,MISMATCH (SOME)
Activate timeshift end and pause,Aktiver Timeshift slut og pause,,Aktiver timeshift slut og pause,'',MISMATCH (SOME)
Adapter settings,Adapterindstillinger,Adapter indstillinger,Adapter indstillinger,Adapter indstillinger,MISMATCH (ALL)
Add,Tilføj,Tilføj,Tilføj,Tilføj,CONSISTENT (ALL)
Add a mark,Tilføj et mærke,Tilføj en markør,Tilføj en markør,Tilføj en markør,MISMATCH (ALL)
Add a nameserver entry,Tilføj en navneserver angivelse,,Tilføj en navneserver,,MISMATCH (SOME)
Add a new title,Tilføj en ny titel,Tilføj en ny titel,Tilføj en ny titel,Tilføj en ny titel,CONSISTENT (ALL)
Add alternatives,,,Tilføj alternativer,,SOLITARY
Add bookmark,Tilføj bogmærke,,Tilføj bogmærke,,CONSISTENT (SOME)
Add bouquet,,,Tilføj pakke...,,SOLITARY
Add bouquet to parental protection,,,Tilføj bouquet til forældrekontrol,,SOLITARY
Add directory to playlist,Tilføj mappe til afspilningsliste,,Tilføj mappe til spilleliste,,MISMATCH (SOME)
Add file to playlist,Tilføj fil til afspilningsliste,,Tilføj fil til spilleliste,,MISMATCH (SOME)
Add files to playlist,Tilføj filer til afspilningsliste,,Tilføj filer til spilleliste,,MISMATCH (SOME)
Add marker,,,Tilføj markør,,SOLITARY
Add provider,Tilføj udbyder,,Tilføj udbyder,,CONSISTENT (SOME)
Add recording (enter recording duration),Tilføj optagelse (indtast optagelsens varighed),'',Tilføj optagelse ( skriv optagelses længde) ,'',MISMATCH (ALL)
Add recording (enter recording endtime),Tilføje optagelse (indtast optagelsens sluttid),'',Tilføje optagelse (skriv optagelsens sluttid),'',MISMATCH (ALL)
Add recording (indefinitely),Tilføj optagelse (for evigt),'',Tilføj optagelse (nu),'',MISMATCH (ALL)
Add recording (stop after current event),Tilføj optagelse (stop efter nuværende begivenhed),'',Tilføj optagelse (stop efter nuværende program),'',MISMATCH (ALL)
Add service,Tilføj kanal,,Tilføj kanal,,CONSISTENT (SOME)
Add service to bouquet,,,Tilføj kanal til pakke,,SOLITARY
Add service to favourites,,,Tilføj kanal til favoritter,,SOLITARY
Add timer,Tilføj timer,Tilføj timer,Tilføj timer,Tilføj timer,CONSISTENT (ALL)
Add title,Tilføj titel,Tilføj titel,Tilføj titel,Tilføj titel,CONSISTENT (ALL)
Add to bouquet,,Tilføj til pakke...,Tilføj til favoritliste...,Tilføj til pakke...,MISMATCH (SOME)
Add to favourites,,Tilføj til favoritter,Tilføj til favoritter,Tilføj til favoritter,CONSISTENT (SOME)
Add to parental protection,,,Tilføj til forældre beskyttelse,,SOLITARY
Add/remove change timer for current event,Rediger Timer for nuværende begivenhed,,Tilføj/fjern ændrings timer for nuværende begivenhed.,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Yderligere motortilvalg tillader dig at indtaste detaljer fra din motors datablad, så Enigma kan beregne hvor længe det tager at flytte skålen fra en satellit til en anden satellit.",,'','',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Yderligere motortilvalg tillader dig at indtaste detaljer fra din motors datablad, så Enigma kan beregne hvor længe det tager at flytte til anden satellit.",,'','',INCOMPLETE (SOME)
Adjust 3D settings,Juster 3D indstillinger,Juster 3D indstillinger,Juster 3D indstillinger,,CONSISTENT (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Juster alle farver, så alle farvebjælker næsten kan tydes, men optræder så mættet som mulig. Hvis du er tilfreds med resultatet, trykkes OK for at lukke Video-finjustering eller brug nummer knapper til at vælge andre prøvebilleder.","Juster alle farver, så alle farvebjælker kan næsten tydes, men optræder så gennemtrængende som muligt. Er du tilfreds med resultatet, tryk OK for at lukke Video-Finjustering, eller brug nummer knapper, for at vælge andre testbilleder.","Juster alle farver, så alle farvebjælker kan næsten tydes, men optræder så gennemtrængende som muligt. Er du tilfreds med resultatet, tryk OK for at lukke Video-Finjustering, eller brug nummer knapper, for at vælge andre testbilleder.","Juster alle farver, så alle farvebjælker kan næsten tydes, men optræder så gennemtrængende som muligt. Er du tilfreds med resultatet, tryk OK for at lukke Video-Finjustering, eller brug nummer knapper, for at vælge andre testbilleder.",MISMATCH (ALL)
Advanced,Avanceret,,Advanceret,,MISMATCH (SOME)
Advanced options,Avancerede indstillinger,,Avancerede indstillinger,,CONSISTENT (SOME)
Advanced options and settings.,,,Indstillinger og avancerede indstillinger.,,SOLITARY
Advanced restore,Avanceret gendannelse,Avanceret gendannelse,Avanceret gendannelse,Avanceret gendannelse,CONSISTENT (ALL)
Advanced software,Avanceret Software,,Avanceret software,,MISMATCH (SOME)
Advanced software plugin,'',,Avanceret software plugin,,INCOMPLETE (SOME)
Advanced video enhancement setup,Avanceret opsætning af videoforbedring,,Avanceret opsætning af videoforbedring,,CONSISTENT (SOME)
Advanced video setup,,'',Avanceret video indstilling,,INCOMPLETE (SOME)
Afghanistan,'',,'','',EMPTY (SOME)
After event,Efter begivenhed,Efter opgave,Efter opgave,Efter opgave,MISMATCH (ALL)
Aland Islands,Ålandsøerne,,'','',INCOMPLETE (SOME)
Albania,Albanien,,'','',INCOMPLETE (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,Algeriet,,'','',INCOMPLETE (SOME)
Alignment of events,Justering af begivenheder,,Juster begivenheder.,'',MISMATCH (SOME)
Alignment of service names,Justering af kanalnavne,,Juster kanal navne.,,MISMATCH (SOME)
All,Alle,Alle,Alle,Alle,CONSISTENT (ALL)
All ages,Alle aldre,'',Alle årgange,'',MISMATCH (ALL)
All frequency,,,Alle frekvenser,,SOLITARY
All satellites 1 (USALS),Alle satellitter 1 (USALS),,Alle satellitter 1 (USALS),'',INCOMPLETE (SOME)
All satellites 2 (USALS),Alle satellitter 2 (USALS),,Alle satellitter 2 (USALS),'',INCOMPLETE (SOME)
All satellites 3 (USALS),Alle satellitter 3 (USALS),,Alle satellitter 3 (USALS),'',INCOMPLETE (SOME)
All satellites 4 (USALS),Alle satellitter 4 (USALS),,Alle satellitter 4 (USALS),'',INCOMPLETE (SOME)
All services provider,Alle tjenesteudbudere,,Alle services udbyder,,MISMATCH (SOME)
All slots,,,'',,SOLITARY
Allocate,Tildel,'',Alloker,'',MISMATCH (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,Alloker et nummer til den fysiske LNB du konfigurerer. Du kan vælge denne LNB igen til andre satellitter (f.eks. motoriseret skåle) for at spare opsætningen af den samme LNB flere gange.,,'','',INCOMPLETE (SOME)
Allocate unused memory index,Tildel ubrugt hukommelsesindeks,'',Alloker ubrugt indeks hukommelse.,'',MISMATCH (ALL)
Allow 10bit,Tillad 10bit,,'','',INCOMPLETE (SOME)
Allow 12bit,Tillad 12bit,,'','',INCOMPLETE (SOME)
Allow quit movieplayer with exit,Tillad at afslutte Filmafspiller med EXIT,,Tillad ,,MISMATCH (SOME)
Allow subtitle language to equal audio language,Tillad at undertekstsprog er identisk med lydsprog,'',Tillad at undertekst sprog er det samme som lyd sprog.,'',MISMATCH (ALL)
Allow subtitles for hearing impaired,Tillad undertekster for hørehæmmede,'',Tillad tekst for hørehæmmede,'',MISMATCH (ALL)
Alpha,Alfa,Alpha,Alpha,Alpha,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,Også ved standby,,Også i standby,,MISMATCH (SOME)
Alternative,Alternativ,,Alternativer,,MISMATCH (SOME)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative numbering mode,Alternativ nummereringstilstand,'',Alternativ nummererings type,'',MISMATCH (ALL)
Alternative services tuner priority,Alternativ Tuner-kanaler prioritet,Alternativ kanal tuner prioritet,Alternativ kanal tuner prioritet,Alternativ kanal tuner prioritet,MISMATCH (ALL)
Always ask,Spørg altid,Spørg altid,Spørg altid,Spørg altid,CONSISTENT (ALL)
Always hide infobar,Skjul altid Infobjælke,'',Gem altid infobaren,'',MISMATCH (ALL)
Always include ECM in recordings,Inkluder altid ECM i optagelser,,Inkluder altid ECM i optagelser,,CONSISTENT (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.","Inkluder altid ECM-beskeder i optagelser. Dette tilsidesætter de individuelle timerindstillinger global. Det tillader at optagelser altid kan dekrypteres bagefter (undertiden kaldet offline afkodning), hvis det er understøttet af din modtager. Standard: Nej.",,"Inkluder altid ECM meddelelser i optagelser. Dette overskrider de individuelle timer indstillinger globalt. Dette tillader at optagelser altid er dekrypteret bagefter (nogen gange kaldt offline  decoding), hvis understøttet af din receiver. Standardindstilling: fra.",,MISMATCH (SOME)
American Samoa,Amerikansk Samoa,,'','',INCOMPLETE (SOME)
An empty filename is illegal.,Et tomt filnavn er ugyldigt.,Et tomt filnavn er ugyldigt.,Et tomt filnavn er ugyldigt.,Et tomt filnavn er ugyldigt.,CONSISTENT (ALL)
An error occurred while downloading the packetlist. Please try again.,Der opstod en fejl under download af pakkelisten. Prøv venligst igen.,'',Der opstod en fejl under download af pakkelisten. Prøv venligst igen.,'',INCOMPLETE (ALL)
An unknown error occurred!,Der opstod en fejl!,,Der opstod en ukendt fejl!,,MISMATCH (SOME)
And will put your receiver in standby over ,,,Og vil sætte din receiver i standby over,,SOLITARY
Andorra,'',,'','',EMPTY (SOME)
Angola,'',,'','',EMPTY (SOME)
Anguilla,'',,'','',EMPTY (SOME)
Antarctica,Antarktis,,'','',INCOMPLETE (SOME)
Antigua and Barbuda,Antigua og Barbuda,,'','',INCOMPLETE (SOME)
Any activity,Enhver aktivitet,Enhver aktivitet,Enhver aktivitet,Enhver aktivitet,CONSISTENT (ALL)
Arabic,Arabisk,Arabisk,Arabisk,Arabisk,CONSISTENT (ALL)
Are you sure to purge all deleted user bouquets?,,,Er du sikker på du vil fjerne alle slettede userbouquets?,,SOLITARY
Are you sure to remove all %d.%d%s%s services?,Vil du virkelig fjerne alle %d.%d%s%s kanaler ?,,Er du sikker på du vil fjerne alle %d.%d%s%s services?,,MISMATCH (SOME)
Are you sure to remove all cable services?,Vil du virkelig fjerne alle kabelkanaler ?,,Er du sikker på du vil fjerne alle kabel services?,,MISMATCH (SOME)
Are you sure to remove all terrestrial services?,Vil du virkelig fjerne alle DVB-T kanaler ?,,Er du sikker på du vil fjerne alle terrestrial services?,,MISMATCH (SOME)
Are you sure to remove this entry?,Vil du virkelig slette dette element ?,,Er du sikker på at dette punkt skal slettes?,,MISMATCH (SOME)
Are you sure you want to activate this network configuration?\n\n,"Er du sikker på, at du vil aktivere denne netværksopsætning?\n\n","Er du sikker på, at du vil aktivere denne netværks opsætning?\n\n","Er du sikker på, at du vil aktivere denne netværks opsætning?\n\n","Er du sikker på, at du vil aktivere denne netværks opsætning?\n\n",MISMATCH (ALL)
Are you sure you want to delete\nthe following backup:\n,"Er du sikker på, at du vil slette\nfølgende sikkerhedskopi:\n",'',Bekræft at du vil slette\nfølgende backup:\n,'',MISMATCH (ALL)
Are you sure you want to exit this wizard?,"Er du sikker på, at du vil afslutte denne assistent ?",Bekræft at du vil afslutte denne hjælper?,Bekræft at du vil afslutte denne hjælper?,Bekræft at du vil afslutte denne hjælper?,MISMATCH (ALL)
Are you sure you want to restart your network interfaces?\n\n,"Er du sikker på, at du vil genstarte dine netværksgrænseflader?\n\n",Er du sikker på at du vil genstarte dit netværkinterface?\n\n,Er du sikker på at du vil genstarte dit netværkinterface?\n\n,Er du sikker på at du vil genstarte dit netværkinterface?\n\n,MISMATCH (ALL)
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,"Er du sikker på, at du vil gendanne\nfølgende sikkerhedskopi:\n%s\nDin modtager vil genstarte efter sikkerhedskopien er blevet gendannet!",'',Er du sikker på at du vil gendanne\nden følgende backup:\n%s\nDin receiver vil genstarte efter at backuppen er gendannet!,'',MISMATCH (ALL)
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,Er du sikker på at du vil gendanne sikkerhedskopien?\nDin modtager vil genstarte efter sikkerhedskopien er blevet gendannet!,'',Er du sikker på at du vil gendanne backuppen?\nDin receiver vil genstarte efter at backuppen er gendannet!,'',MISMATCH (ALL)
Argentina,'',,'','',EMPTY (SOME)
Armenia,Armenien,,'','',INCOMPLETE (SOME)
Artist,Kunstner,Kunstner,Kunstner,Kunstner,CONSISTENT (ALL)
Arts/Culture,Kunst/Kultur,'',Kunst/Kultur,'',INCOMPLETE (ALL)
Aruba,'',,'','',EMPTY (SOME)
As defined by the skin,,,Som defineret af skin'et,,SOLITARY
Ask user,Spørg bruger,Spørg bruger,Spørg bruger,Spørg bruger,CONSISTENT (ALL)
Aspect ratio,Billedformat,'',Billed format,'',MISMATCH (ALL)
Assigned CAIds:,Tilknyttede CAId'er:,,Tilknyttede CAId'er:,,CONSISTENT (SOME)
Assigned services/provider:,Tildel kanaler/udbyder:,,Tilknyttede kanaler/udbydere:,,MISMATCH (SOME)
At beginning,,,Ved begyndelsen,,SOLITARY
At end,,,Ved slutningen,,SOLITARY
"Attention, this is repeated timer!\n",,,"Bemærk, dette er en gentaget timer!\n",'',INCOMPLETE (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Bemærk, dette er en gentaget timer!\nHvad vil du gøre?",,SOLITARY
Audio,Lyd,,Lyd,,CONSISTENT (SOME)
Audio / Video,,,'',,SOLITARY
