msgid,openatv,openhdf,openpli,openvix,STATUS
16:9 always,,16:9 固定,,,SOLITARY
18 V,,18 V,,,SOLITARY
2,,'',,,SOLITARY
3,,'',,,SOLITARY
3d mode,,3D 模式,,,SOLITARY
4,,'',,,SOLITARY
4:3,,'',,,SOLITARY
4:3 Letterbox,,4:3 信箱模式,,,SOLITARY
4:3 PanScan,,4:3 伸缩,,,SOLITARY
5,,'',,,SOLITARY
6,,'',,,SOLITARY
7,,'',,,SOLITARY
8,,'',,,SOLITARY
9,,'',,,SOLITARY
<Current movielist location>,,<当前影片列表位置>,,,SOLITARY
<Default movie location>,,<影片默认位置>,,,SOLITARY
<Last timer location>,,<最后一个计时器位置>,,,SOLITARY
<unknown>,,<未知>,,,SOLITARY
??,,??,,,SOLITARY
A,,A,,,SOLITARY
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,,'',,,SOLITARY
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,,配置文件(%s)在安装后被修改了.\n是否想要保留您的版本？,,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,'',,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,'',,,SOLITARY
A graphical EPG for all services of an specific bouquet,,图形EPG包含自定义组所有频道,,,SOLITARY
A record has been started:\n%s,,录制已经开始:\n%s,,,SOLITARY
A recording is currently running.\nWhat do you want to do?,,录制正在进行中.\n您想做什么?,,,SOLITARY
A recording is currently running. Please stop the recording before trying to configure the positioner.,,录制正在进行中. 请在配置极轴之前停止录制.,,,SOLITARY
A recording is currently running. Please stop the recording before trying to scan.,,录制正在进行中. 扫描前请停止录制.,,,SOLITARY
A required tool (%s) was not found.,,一个必须的工具 (%s) 未找到.,,,SOLITARY
A search for available updates is currently in progress.,,'',,,SOLITARY
A second configured interface has been found.\n\nDo you want to disable the second network interface?,,您的网络配置已被激活.\n发现第二个网卡.\n\n是否禁用第二个网卡?,,,SOLITARY
A sleep timer wants to set your\nreceiver to standby. Do that now?,,'',,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,'',,,SOLITARY
A small overview of the available icon states and actions.,,'',,,SOLITARY
A timer failed to record!\nDisable TV and try again?\n,,定时录像失败.\n禁用电视输出并重试?\n,,,SOLITARY
A/V settings,,A/V设置,,,SOLITARY
Abort,,放弃,,,SOLITARY
About,,关于,,,SOLITARY
About...,,关于...,,,SOLITARY
Accesspoint:,,存取点:,,,SOLITARY
Action on long powerbutton press,,长按电源按钮,,,SOLITARY
Action on short powerbutton press,,短按电源按钮,,,SOLITARY
Activate Picture in Picture,,启用画中画,,,SOLITARY
Activate current configuration,,启用当前设置,,,SOLITARY
Activate network settings,,激活网络设置,,,SOLITARY
Activate the configured network settings.,,启用网络设置,,,SOLITARY
Adapter settings,,网卡设置,,,SOLITARY
Add,,添加,,,SOLITARY
Add a mark,,增加标记,,,SOLITARY
Add a nameserver entry,,添加DNS,,,SOLITARY
Add a new title,,增加一个新标题,,,SOLITARY
Add bookmark,,添加书签,,,SOLITARY
Add directory to playlist,,添加目录到播放列表,,,SOLITARY
Add file to playlist,,'',,,SOLITARY
Add files to playlist,,'',,,SOLITARY
Add provider,,'',,,SOLITARY
Add recording (enter recording duration),,'',,,SOLITARY
Add recording (enter recording endtime),,'',,,SOLITARY
Add recording (indefinitely),,'',,,SOLITARY
Add recording (stop after current event),,'',,,SOLITARY
Add service,,添加频道,,,SOLITARY
Add timer,,添加定时器,,,SOLITARY
Add title,,添加标题,,,SOLITARY
Add to bouquet,,添加到自定义组,,,SOLITARY
Add to favourites,,添加到喜欢频道,,,SOLITARY
Adjust 3D settings,,调整3D设置,,,SOLITARY
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",,调整颜色设置以使所有的颜色深浅可以辨识出来，使之看起来尽可能饱和。如果您对结果感到满意，按OK关闭视频微调，或者用数字键选择画面上的其它测试。 ,,,SOLITARY
Advanced options,,高级设置,,,SOLITARY
Advanced restore,,高级恢复,,,SOLITARY
Advanced software,,高级软件,,,SOLITARY
Advanced software plugin,,高级软件插件,,,SOLITARY
Advanced video enhancement setup,,高级视频增强设置,,,SOLITARY
Advanced video setup,,高级视频设置,,,SOLITARY
After event,,事件之后,,,SOLITARY
Album,,专辑,,,SOLITARY
All,,全部,,,SOLITARY
All ages,,'',,,SOLITARY
Allocate,,'',,,SOLITARY
Allocate unused memory index,,'',,,SOLITARY
Allow quit movieplayer with exit,,'',,,SOLITARY
Allow subtitle language to equal audio language,,'',,,SOLITARY
Allow subtitles for hearing impaired,,'',,,SOLITARY
Alpha,,透明度,,,SOLITARY
Alternative,,'',,,SOLITARY
Alternative numbering mode,,'',,,SOLITARY
Alternative services tuner priority,,可选调谐器优先顺序,,,SOLITARY
Always ask,,总是询问,,,SOLITARY
An empty filename is illegal.,,一个空的文件名是非法的.,,,SOLITARY
An error occurred while downloading the packetlist. Please try again.,,'',,,SOLITARY
An unknown error occurred!,,'',,,SOLITARY
Any activity,,'',,,SOLITARY
Arabic,,阿拉伯语,,,SOLITARY
Are you sure you want to activate this network configuration?\n\n,,您确定要激活此网络配置？\n\n,,,SOLITARY
Are you sure you want to delete\nthe following backup:\n,,'',,,SOLITARY
Are you sure you want to exit this wizard?,,您是否确定要退出向导?,,,SOLITARY
Are you sure you want to restart your network interfaces?\n\n,,您确定要重新启动网络接口?\n\n,,,SOLITARY
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,,'',,,SOLITARY
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,,'',,,SOLITARY
Artist,,艺术家,,,SOLITARY
Arts/Culture,,'',,,SOLITARY
Ask user,,询问用户,,,SOLITARY
Aspect ratio,,'',,,SOLITARY
Assigned CAIds:,,'',,,SOLITARY
Assigned services/provider:,,'',,,SOLITARY
At beginning,,'',,,SOLITARY
At end,,'',,,SOLITARY
Audio,,音频,,,SOLITARY
Audio PID,,音频PID,,,SOLITARY
Audio language selection 1,,自动语言1,,,SOLITARY
Audio language selection 2,,自动语言2,,,SOLITARY
Audio language selection 3,,自动语言3,,,SOLITARY
Audio language selection 4,,自动语言4,,,SOLITARY
Audio options...,,音频选项...,,,SOLITARY
Audio source,,音频源,,,SOLITARY
AC3 downmix,,AC3 缩减混音,,,SOLITARY
Multi channel downmix,,'',,,SOLITARY
Audio track (%s) format,,'',,,SOLITARY
Audio track (%s) language,,'',,,SOLITARY
Author: ,,作者,,,SOLITARY
Authoring mode,,创作模式,,,SOLITARY
Auto,,自动,,,SOLITARY
Auto chapter split every ? minutes (0=never),,每隔? 分钟自动分割.(0=从不) ,,,SOLITARY
Auto flesh,,'',,,SOLITARY
Auto focus,,'',,,SOLITARY
Auto focus commencing ...,,'',,,SOLITARY
Auto language selection,,自动语言选择,,,SOLITARY
Auto scart switching,,自动切换录像机,,,SOLITARY
Automatic,,自动,,,SOLITARY
Automatic scan,,自动扫描,,,SOLITARY
Automatically start timeshift after,,自动开始时光平移,,,SOLITARY
Automatically turn on external subtitles,,自动打开外部字幕,,,SOLITARY
Available format variables,,可用的格式变量,,,SOLITARY
B,,B,,,SOLITARY
BER,,误码,,,SOLITARY
BER:,,误码:,,,SOLITARY
Back,,返回,,,SOLITARY
Background,,背景,,,SOLITARY
Background color,,'',,,SOLITARY
Background delete option,,后台删除选项,,,SOLITARY
Background delete speed,,后台删除速度,,,SOLITARY
Backup completed.,,'',,,SOLITARY
Backup failed.,,备份失败!!,,,SOLITARY
Backup is running...,,正在备份...,,,SOLITARY
Backup system settings,,备份系统设置,,,SOLITARY
Band,,波段,,,SOLITARY
Bandwidth,,带宽,,,SOLITARY
Basque,,'',,,SOLITARY
Begin time,,开始时间,,,SOLITARY
Behavior of 0 key in PiP-mode,,按 0 键启用画中画模式,,,SOLITARY
Behavior when a movie is started,,当电影开始时,,,SOLITARY
Behavior when a movie is stopped,,当电影结束时,,,SOLITARY
Behavior when a movie reaches the end,,当电影快要结束时,,,SOLITARY
Behavior of 'pause and ok' when paused,,'',,,SOLITARY
Configure the behavior of the 'pause and ok' key when movie playback is already paused.,,'',,,SOLITARY
Bitrate:,,比特率:,,,SOLITARY
Black screen,,黑屏,,,SOLITARY
Black screen till locked,,锁定前黑屏,,,SOLITARY
Block noise reduction,,块降噪,,,SOLITARY
Blue boost,,'',,,SOLITARY
Bookmarks,,书签,,,SOLITARY
Brightness,,亮度,,,SOLITARY
Bulgarian,,'',,,SOLITARY
Burn DVD,,烧录 DVD,,,SOLITARY
Burn audio track (%s),,'',,,SOLITARY
Burn existing image to DVD,,烧录已有的镜像到DVD,,,SOLITARY
Burn to DVD,,DVD烧录,,,SOLITARY
Bus: ,,Bus:,,,SOLITARY
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,'',,,SOLITARY
C,,'',,,SOLITARY
C-Band,,C-波段,,,SOLITARY
CI assignment,,CI选择,,,SOLITARY
CVBS,,CVBS,,,SOLITARY
Cable,,有线,,,SOLITARY
Cable Scan,,有线电视扫描,,,SOLITARY
Cache thumbnails,,'',,,SOLITARY
Calculate,,计算,,,SOLITARY
Calculate all positions,,'',,,SOLITARY
Calculation complete,,计算结束,,,SOLITARY
Calibrate,,'',,,SOLITARY
Can be used for different fps between external subtitles and video.,,'',,,SOLITARY
Cancel,,取消,,,SOLITARY
Cannot determine,,'',,,SOLITARY
"Cannot find any signal ..., aborting !",,'',,,SOLITARY
Cannot move files on a different disk or system to the trash can,,'',,,SOLITARY
Cannot move to trash can,,'',,,SOLITARY
Capacity: ,,容量: ,,,SOLITARY
Card,,卡片,,,SOLITARY
Center DVB subtitles,,'',,,SOLITARY
Change bouquets in quickzap,,快速切换自定义组,,,SOLITARY
Change recording (duration),,'',,,SOLITARY
Change recording (endtime),,'',,,SOLITARY
Change repeat and delay settings?,,'',,,SOLITARY
Change step size,,更改步长,,,SOLITARY
Changelog,,变动日志,,,SOLITARY
Channel,,频道,,,SOLITARY
Channel list type,,频道列表类型,,,SOLITARY
Channel not in services list,,频道不在列表中,,,SOLITARY
Channel selection,,频道选择,,,SOLITARY
Channel:,,频道:,,,SOLITARY
Channellist menu,,频道列表菜单,,,SOLITARY
Chap.,,章节.,,,SOLITARY
Chapter,,章节,,,SOLITARY
Chapter:,,章节:,,,SOLITARY
Check,,检查,,,SOLITARY
Check the internet connection,,'',,,SOLITARY
Check the internet connection again,,'',,,SOLITARY
Checking filesystem...,,'',,,SOLITARY
Checking the internet connection,,'',,,SOLITARY
Checking tuner %d\nDiSEqC port %s for %s,,'',,,SOLITARY
Children/Youth,,'',,,SOLITARY
Choose which tuner to configure.,,'',,,SOLITARY
Circular left,,左旋,,,SOLITARY
Circular right,,左旋,,,SOLITARY
Cleanup,,清除,,,SOLITARY
Clear,,清除,,,SOLITARY
Clear before scan,,扫描前清理频道,,,SOLITARY
Clear fixed,,清除 已修复,,,SOLITARY
Clear log,,清除日志,,,SOLITARY
Clear playlist,,清除播放列表,,,SOLITARY
Close,,关闭,,,SOLITARY
Close PiP on exit,,结束时关闭画中画,,,SOLITARY
Close title selection,,关闭标题选择,,,SOLITARY
Code rate HP,,HP编码率,,,SOLITARY
Code rate LP,,LP编码率,,,SOLITARY
Coderate HP,,HP编码率,,,SOLITARY
Coderate LP,,LP编码率,,,SOLITARY
Collection name,,收藏名称,,,SOLITARY
Collection settings,,收藏设置,,,SOLITARY
Color format,,色彩格式,,,SOLITARY
Command execution...,,执行命令...,,,SOLITARY
Command order,,命令顺序,,,SOLITARY
Common Interface,,通用接口 (CI),,,SOLITARY
Common Interface assignment,,通用接口选择,,,SOLITARY
Communication,,通信,,,SOLITARY
Compact flash,,'',,,SOLITARY
Complete,,完成,,,SOLITARY
Complex (allows mixing audio tracks and aspects),,复合 (允许混合音轨和宽高比),,,SOLITARY
Composition of the recording filenames,,录像的文件名构成,,,SOLITARY
Configuration mode,,设置模式,,,SOLITARY
Configuration mode: %s,,'',,,SOLITARY
Configuration...,,设置...,,,SOLITARY
Configure an additional delay to improve external subtitle synchronisation.,,'',,,SOLITARY
Configure an additional delay to improve subtitle synchronisation.,,'',,,SOLITARY
Configure for how long the infobar will remain visible after activation.,,'',,,SOLITARY
"Configure for how many minutes finished events should remain visible in the EPG. Useful when you need information about an event which has just finished, or has been delayed.",,'',,,SOLITARY
Configure how recording filenames are constructed.,,'',,,SOLITARY
Configure interface,,配置网卡,,,SOLITARY
Configure nameservers,,配置DNS,,,SOLITARY
Configure on which devices the background delete option should be used.,,'',,,SOLITARY
Configure remote control type,,'',,,SOLITARY
Configure the DiSEqC mode for this LNB.,,'',,,SOLITARY
Configure the IP address.,,'',,,SOLITARY
Configure the aspect ratio of the screen.,,'',,,SOLITARY
Configure the behavior when movie playback is manually stopped.,,'',,,SOLITARY
Configure the behavior when movie playback is started.,,'',,,SOLITARY
"Configure the behavior when reaching the end of a movie, during movie playback.",,'',,,SOLITARY
Configure the border width of the subtitles. The dark border makes the subtitles easier to read on a light background.,,'',,,SOLITARY
Configure the brightness level of the front panel display during standby.,,'',,,SOLITARY
Configure the brightness level of the front panel display.,,'',,,SOLITARY
"Configure the color of the external subtitles, alternative (normal in white, italic in yellow, bold in cyan, underscore in green), white or yellow.",,'',,,SOLITARY
Configure the color of the teletext subtitles.,,'',,,SOLITARY
Configure the contrast level of the front panel display.,,'',,,SOLITARY
Configure the duration in minutes for the screensaver.,,'',,,SOLITARY
Configure the first audio language (highest priority).,,'',,,SOLITARY
Configure the first subtitle language (highest priority).,,'',,,SOLITARY
Configure the font size of the subtitles.,,'',,,SOLITARY
Configure the fourth audio language.,,'',,,SOLITARY
Configure the fourth subtitle language.,,'',,,SOLITARY
Configure the function of a long press on the power button.,,'',,,SOLITARY
Configure the function of a short press on the power button.,,'',,,SOLITARY
Configure the function of the '0' button do when PIP is active.,,'',,,SOLITARY
Configure the gateway.,,'',,,SOLITARY
Configure the general audio delay of Dolby Digital sound tracks.,,'',,,SOLITARY
Configure the general audio delay of stereo sound tracks.,,'',,,SOLITARY
Configure the hard disk drive to go to standby after the specified idle time.,,'',,,SOLITARY
Configure the horizontal alignment of the subtitles.,,'',,,SOLITARY
"Configure the initial fast forward speed. When you press the fast forward button, winding will start at this speed.",,'',,,SOLITARY
"Configure the initial rewind speed. When you press the rewind button, winding will start at this speed.",,'',,,SOLITARY
Configure the latitude of your location.,,'',,,SOLITARY
Configure the longitude of your location.,,'',,,SOLITARY
"Configure the minimum amount of disk space to be available for recordings. When the amount of space drops below this value, deleted items will be removed from the trash can.",,'',,,SOLITARY
Configure the nameserver (DNS).,,'',,,SOLITARY
Configure the netmask.,,'',,,SOLITARY
Configure the number of days after which items are automatically removed from the trash can.,,'',,,SOLITARY
Configure the number of days old timers are kept before they are automatically removed from the timer list.,,'',,,SOLITARY
Configure the offline decoding delay in milliseconds. The configured delay is observed at each control word parity change.,,'',,,SOLITARY
Configure the possible fast forward speeds.,,'',,,SOLITARY
Configure the possible rewind speeds.,,'',,,SOLITARY
Configure the primary EPG language.,,'',,,SOLITARY
Configure the refresh rate of the screen.,,'',,,SOLITARY
Configure the screen resolution in PC output mode.,,'',,,SOLITARY
Configure the second audio language.,,'',,,SOLITARY
Configure the second subtitle language.,,'',,,SOLITARY
Configure the secondary EPG language.,,'',,,SOLITARY
Configure the sharpness of the video scaling.,,'',,,SOLITARY
Configure the skip time interval for the '1'/'3' buttons.,,'',,,SOLITARY
Configure the skip time interval for the '4'/'6' buttons.,,'',,,SOLITARY
Configure the skip time interval for the '7'/'9' buttons.,,'',,,SOLITARY
Configure the slow motion speeds.,,'',,,SOLITARY
Configure the speed of the background deletion process. Lower speed will consume less hard disk drive performance.,,'',,,SOLITARY
Configure the subtitle delay when timing information is not available.,,'',,,SOLITARY
Configure the third audio language.,,'',,,SOLITARY
Configure the third subtitle language.,,'',,,SOLITARY
Configure the transparency of the OSD.,,'',,,SOLITARY
Configure the transparency of the black background of graphical DVB subtitles.,,'',,,SOLITARY
Configure the tuner mode.,,'',,,SOLITARY
Configure the type of status indication icons shown in the movielist.,,'',,,SOLITARY
"Configure the vertical position of the subtitles, measured from the bottom of the screen.",,'',,,SOLITARY
Configure the video output mode (or resolution).,,'',,,SOLITARY
Configure the way in which the receiver changes channels.,,'',,,SOLITARY
Configure where completed timers show up in the timer list.,,'',,,SOLITARY
Configure whether (and for how long) a second infobar will be shown when OK is pressed twice. The second infobar contains additional information about the current channel.,,'',,,SOLITARY
Configure whether multi channel sound tracks should be downmixed to stereo.,,'',,,SOLITARY
Configure whether or not an icon should be shown when your motorized dish is moving.,,'',,,SOLITARY
Configure whether or not an rotor position will be displayed on infobar,,'',,,SOLITARY
Configure which access level to use for the configuration menu. Expert level gives access to all items.,,'',,,SOLITARY
Configure which color format should be used on the SCART output.,,'',,,SOLITARY
"Configure which tuner will be preferred, when more than one tuner is available. If set to 'auto' the system will give priority to the tuner having the lowest number of channels/satellites.",,'',,,SOLITARY
No priority,,'',,,SOLITARY
"Configure which tuner type will be preferred, when the same service is available on different types of tuners. Choose 'no priority' to try each alternative one by one independent from tuner type.",,'',,,SOLITARY
Configure your internal LAN,,配置本地网络,,,SOLITARY
Configure your network again,,重新配置网络,,,SOLITARY
"Configure your network settings, and press OK to start the scan",,配置你的网络，然后按OK开始扫描,,,SOLITARY
Configure your wireless LAN again,,重新配置无线网络,,,SOLITARY
Configures which video output connector will be used.,,'',,,SOLITARY
Configuring,,配置,,,SOLITARY
Conflicting timer,,配置定时器,,,SOLITARY
Connect,,连接,,,SOLITARY
Connect to a wireless network,,连接无线网络,,,SOLITARY
Connected to,,连接到,,,SOLITARY
Constellation,,星位,,,SOLITARY
Content does not fit on DVD!,,容量不适合DVD!,,,SOLITARY
Continue,,继续,,,SOLITARY
Continue in background,,继续后台运行,,,SOLITARY
Continue playback,,继续播放,,,SOLITARY
Continue playing,,继续播放,,,SOLITARY
Continues play (loop),,继续播放(重复),,,SOLITARY
Contrast,,对比度,,,SOLITARY
Convert ext3 filesystem to ext4,,'',,,SOLITARY
Convert ext3 to ext4,,'',,,SOLITARY
Converting ext3 to ext4...,,'',,,SOLITARY
Copy,,拷贝,,,SOLITARY
Could not connect to receiver .NFI image feed server:,,'',,,SOLITARY
Could not find installed channel list.,,'',,,SOLITARY
Could not load medium! No disc inserted?,,'',,,SOLITARY
Could not open Picture in Picture,,不能打开画中画,,,SOLITARY
Could not record due to conflicting timer %s,,'',,,SOLITARY
Could not record due to invalid service %s,,'',,,SOLITARY
Create DVD-ISO,,创建DVD-ISO,,,SOLITARY
Creating directory %s failed.,,创建目录%s 失败.,,,SOLITARY
Creating filesystem,,'',,,SOLITARY
Creating partition,,'',,,SOLITARY
Croatian,,克罗地亚,,,SOLITARY
Current CEC address,,当前CEC地址,,,SOLITARY
Current device: ,,当前设备:,,,SOLITARY
Current event EPG,,当前EPG ,,,SOLITARY
Current settings:,,当前设置:,,,SOLITARY
Current transponder,,当前转发器,,,SOLITARY
Current value: ,,当前值:,,,SOLITARY
Current version:,,当前版本:,,,SOLITARY
Currently installed image,,当前已安装映像:,,,SOLITARY
Custom skip time for '1'/'3' buttons,,'',,,SOLITARY
Custom skip time for '4'/'6' buttons,,'',,,SOLITARY
Custom skip time for '7'/'9' buttons,,'',,,SOLITARY
Customize,,高级设置,,,SOLITARY
Cut,,剪切,,,SOLITARY
Cutlist editor...,,列表编辑器...,,,SOLITARY
Czech,,捷克,,,SOLITARY
D,,'',,,SOLITARY
DHCP,,自动分配地址(DHCP),,,SOLITARY
DMM advanced,,'',,,SOLITARY
DMM normal,,'',,,SOLITARY
DUAL LAYER DVD,,双层DVD,,,SOLITARY
DVB subtitle black transparency,,DVB字幕黑色透明,,,SOLITARY
DVB-C,,'',,,SOLITARY
DVB-C ANNEX C,,'',,,SOLITARY
DVB-S,,DVB-S,,,SOLITARY
DVB-S2,,DVB-S2,,,SOLITARY
DVB-T,,'',,,SOLITARY
DVB-T2,,'',,,SOLITARY
DVD data format,,DVD数据格式,,,SOLITARY
DVD file browser,,'',,,SOLITARY
DVD media toolbox,,DVD媒体工具箱,,,SOLITARY
DVD player,,DVD播放器,,,SOLITARY
DVD titlelist,,'',,,SOLITARY
Danish,,丹麦,,,SOLITARY
Date,,日期,,,SOLITARY
Date/time input,,日期/时间输入,,,SOLITARY
Deep standby,,深度休眠,,,SOLITARY
Default,,缺省值,,,SOLITARY
Default movie location,,影片默认位置,,,SOLITARY
Default settings,,默认设置,,,SOLITARY
Delay before key repeat starts:,,'',,,SOLITARY
Delay for external subtitles,,'',,,SOLITARY
Delete,,删除,,,SOLITARY
Delete entry,,删除项目,,,SOLITARY
Delete failed!,,删除失败.,,,SOLITARY
Delete file,,'',,,SOLITARY
Delete playlist entry,,'',,,SOLITARY
Delete saved playlist,,'',,,SOLITARY
Deleted,,删除,,,SOLITARY
Deleted items,,已删除项目,,,SOLITARY
Depth,,深度,,,SOLITARY
Descramble http streams,,'',,,SOLITARY
Descramble sending http streams,,'',,,SOLITARY
Descramble receiving http streams,,'',,,SOLITARY
Require authentication for http streams,,'',,,SOLITARY
Description,,描述,,,SOLITARY
Deselect,,取消,,,SOLITARY
Details for plugin: ,,插件信息:,,,SOLITARY
Detected HDD:,,检测到的硬盘:,,,SOLITARY
Detected NIMs:,,检测到的调谐器:,,,SOLITARY
Devicename:,,设备名:,,,SOLITARY
DiSEqC,,DiSEqC,,,SOLITARY
DiSEqC 1.0 command,,'',,,SOLITARY
DiSEqC 1.1 command,,'',,,SOLITARY
DiSEqC A/B,,DiSEqC A/B/,,,SOLITARY
DiSEqC A/B/C/D,,DiSEqC A/B/C/D,,,SOLITARY
DiSEqC mode,,DiSEqC-模式,,,SOLITARY
DiSEqC port %s: %s,,'',,,SOLITARY
DiSEqC-tester settings,,'',,,SOLITARY
Digital contour removal,,数字轮廓滤除,,,SOLITARY
Direct playback of linked titles without menu,,直接播放链接标题，不使用菜单,,,SOLITARY
Directory,,目录,,,SOLITARY
Directory %s does not exist.,,'',,,SOLITARY
Directory browser,,目录浏览,,,SOLITARY
Disable,,禁用,,,SOLITARY
Disable Picture in Picture,,禁用画中画,,,SOLITARY
Disable background scanning,,禁止后台扫描,,,SOLITARY
Disabled,,禁用,,,SOLITARY
Disk space to reserve for recordings (in GB),,为录像保留磁盘空间(GB),,,SOLITARY
Display 16:9 content as,,显示16:9内容,,,SOLITARY
Display 4:3 content as,,显示4:3内容,,,SOLITARY
Display >16:9 content as,,显示 >16:9 内容,,,SOLITARY
Display and userinterface,,'',,,SOLITARY
Display message before playing next movie,,'',,,SOLITARY
Display setup,,显示设置,,,SOLITARY
Do not change,,'',,,SOLITARY
Do not record,,'',,,SOLITARY
Do nothing,,'',,,SOLITARY
Do you really want to check the filesystem?\nThis could take lots of time!,, 是否检查文件系统?\n这将需要很长时间!,,,SOLITARY
Do you really want to convert the filesystem?\nYou cannot go back!,, 是否确认要转换文件系统?\n你将不能恢复!,,,SOLITARY
Do you really want to delete %s?,, 是否删除 %s?,,,SOLITARY
"Do you really want to download\nthe plugin \""%s\""?",," 是否下载插件 \""%s\""?",,,SOLITARY
Do you really want to exit?,,你是否确认要退出?,,,SOLITARY
Do you really want to initialize the device?\nAll data on the disk will be lost!,, 是否初始化这个设备?\n设备上所有数据都会丢失!,,,SOLITARY
"Do you really want to remove\nthe plugin \""%s\""?",,'',,,SOLITARY
Do you really want to remove directory %s from the disk?,, 是否从磁盘上删除目录%s ?,,,SOLITARY
Do you really want to remove your bookmark of %s?,, 是否删除 %s 书签?,,,SOLITARY
Do you want to burn this collection to DVD medium?,, 是否烧录这个收藏到DVD光盘?,,,SOLITARY
Do you want to do a service scan?,, 是否开始频道扫描?,,,SOLITARY
Do you want to do another manual service scan?,, 是否手动扫描其他频道?,,,SOLITARY
Do you want to download the image to %s ?,," 是否下载映像到 \""%s\""?",,,SOLITARY
Do you want to install a channel list?,,'',,,SOLITARY
Do you want to install the package:\n,, 是否安装软件包:\n,,,SOLITARY
Do you want to play DVD in drive?,, 是否播放DVD?,,,SOLITARY
Do you want to preview this DVD before burning?,, 是否在烧录之前预览DVD?,,,SOLITARY
Do you want to reboot your receiver?,,'',,,SOLITARY
Do you want to remove the package:\n,, 是否卸除软件包:\n,,,SOLITARY
Do you want to restore your settings?,, 是否恢复您的设置?,,,SOLITARY
Do you want to resume this playback?,, 是否继续上次播放?,,,SOLITARY
Do you want to update your receiver to %s?,,'',,,SOLITARY
Do you want to update your receiver?,,'',,,SOLITARY
Do you want to upgrade the package:\n,, 是否升级软件包:\n,,,SOLITARY
Don't stop current event but disable coming events,,"不能停止当前事件, 不过可以禁用下一个事件.",,,SOLITARY
Download,,下载,,,SOLITARY
Download %s from server,,'',,,SOLITARY
Download .NFI-files for USB-flasher,,'',,,SOLITARY
Download plugins,,'',,,SOLITARY
Downloadable new plugins,,可下载的新插件,,,SOLITARY
Downloadable plugins,,可下载的插件,,,SOLITARY
Downloading,,下载,,,SOLITARY
