msgid,openatv,openhdf,openpli,openvix,STATUS
%A %e %B,,%A %e %B,%A %e %B,,UNCHANGED (SOME)
%A %e %B %Y,,%A %e %B %Y,%A %e %B %Y,,UNCHANGED (SOME)
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL)
%a %e %B %Y,,%a %e %B %Y,%a %e %B %Y,,UNCHANGED (SOME)
%a %e/%m,,%a %e/%m,%a %e/%m,,UNCHANGED (SOME)
%a %e/%m  %-H:%M,,%a %e/%m  %-H:%M,%a %e/%m  %-H:%M,,UNCHANGED (SOME)
%d B,,,%d B,'',INCOMPLETE (SOME)
%d GB,'',%d GB,%d GB,%d GB,INCOMPLETE (ALL)
%d MB,'',%d MB,%d MB,%d MB,INCOMPLETE (ALL)
%d fps,,,%d fps,,SOLITARY
%d kB,'',%d kB,%d kB,%d kB,INCOMPLETE (ALL)
%d kB/s,,,%d kB/s,,SOLITARY
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL)
%d minutes,%d minutos,%d minutos,%d minutos,%d minutos,CONSISTENT (ALL)
%d ms,,,%d ms,,SOLITARY
%d sec,,,%d seg,,SOLITARY
%d-%m,'',,%d-%m,,INCOMPLETE (SOME)
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY
%d.%03d GB,,,%d.%03d GB,,SOLITARY
%d.%B %Y,,%d.%B %Y,%d/%B/%Y,,MISMATCH (SOME)
%d.%d,,,%d.%d,,SOLITARY
%d.%d.%d,,,%d.%d.%d,,SOLITARY
%d:%02d,,,%d:%02d,,SOLITARY
%k:%M %e/%m,,%k:%M %e/%m,%k:%M %e/%m,,UNCHANGED (SOME)
%s\nDo you still want to flash image\n%s?,,,% s\n¿Todavía quieres flashear la imagen?\n% s?,,SOLITARY
%s\nPress ok for multiboot selection\nPress exit to close,'',,% s\nPresiona OK para la selección de arranque múltiple\nPresione salir para cerrar,,INCOMPLETE (SOME)
%s %d.%d,,,%s %d.%d,,SOLITARY
%s %s free disk space,,,%s %s espacio libre en disco,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,% s importado del sintonizador de reserva,,SOLITARY
%s is no longer used. Should it be deleted?,%s ya no se utiliza. ¿Quieres borrarlo?,%s ya no se utiliza. ¿Quieres borrarlo?,%s ya no se utiliza. ¿Quieres borrarlo?,%s ya no se utiliza. ¿Quieres borrarlo?,CONSISTENT (ALL)
%s%% Autoinstalling %s,,,% s %% Autoinstalación% s,,SOLITARY
%s%d min,'',,%s%d min,,INCOMPLETE (SOME)
%s/%s: %s,'',%s/%s: %s,%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL)
%s:%s,,,%s:%s,'',INCOMPLETE (SOME)
(VU+ type),,,(tipo VU+),,SOLITARY
(ZAP as PiP),,,(ZAP as PiP),'',INCOMPLETE (SOME)
(ZAP),,(ZAPEAR),(ZAPEAR),(ZAPEAR),CONSISTENT (SOME)
(activated +%d min),,,(activado +%d min),,SOLITARY
(empty),(vacío),(vacío),(vacío),(vacío),CONSISTENT (ALL)
(not activated),,,(no activado),,SOLITARY
(show optional DVD audio menu),(Mostrar menú opcional de audio de DVD),(Ver menú opcional de audio de DVD),(muestra ménu de audio de DVD),(Ver menú opcional de audio de DVD),MISMATCH (ALL)
(unknown),,,(Desconocido),,SOLITARY
* Only available if more than one interface is active.,* Sólo disponible si hay más de una interfaz activa.,* Sólo disponible si hay más de una interfaz activa.,* Solo disponible si más de un interface está activo,* Sólo disponible si hay más de una interfaz activa.,MISMATCH (ALL)
-NO SERVICE\n,'',,-NO SERVICIO\n,'',INCOMPLETE (SOME)
-SERVICE ERROR:%d\n,'',,-SERVICIO ERROR:% d\n,'',INCOMPLETE (SOME)
/s,'','',/s,'',INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME)
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME)
10bit,'',,10bit,'',INCOMPLETE (SOME)
12V output,12V de salida,12V salida,12V salida,12V salida,MISMATCH (ALL)
12bit,'',,12bit,'',INCOMPLETE (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,16:10 Buzón,16:10 Buzón,16:10 Letterbox,16:10 Buzón,MISMATCH (ALL)
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,16:9 Buzón,16:9 Buzón,16:9 Letterbox,16:9 Buzón,MISMATCH (ALL)
16:9 always,16:9 siempre,Siempre 16:9,siempre 16:9,Siempre 16:9,MISMATCH (ALL)
16K,,,16K,'',INCOMPLETE (SOME)
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME)
23.976,'',23.976,23.976,23.976,INCOMPLETE (ALL)
24,'',24,24,24,INCOMPLETE (ALL)
25,'',25,25,25,INCOMPLETE (ALL)
29.97,'',29.97,29.97,29.97,INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',30,30,30,INCOMPLETE (ALL)
3D surround,,,3D surround,,SOLITARY
3D surround softlimiter,,,Posición del altavoz 3D Surround,,SOLITARY
3D surround speaker position,,,Posición del altavoz 3D Surround,'',INCOMPLETE (SOME)
3d mode,Modo 3D,Modo 3D,3d mode,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,,,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,4:3 Buzón,4:3 Buzón,4:3 Letterbox,4:3 Buzón,MISMATCH (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL)
4K,,,4K,'',INCOMPLETE (SOME)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8K,,,8K,'',INCOMPLETE (SOME)
8bit,'',,8bit,'',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - por defecto (desactivado),,SOLITARY
<Current movielist location>,<Ubicación actual de la lista de películas>,<Ubicación actual de la lista de películas>,<Localización actual de la lista de películas>,<Ubicación actual de la lista de películas>,MISMATCH (ALL)
<Default movie location>,<Ubicación por defecto de películas>,<Ubicación de películas por defecto>,<Localización de películas por defecto>,<Ubicación de películas por defecto>,MISMATCH (ALL)
<Last timer location>,<Ubicación de la última grabación>,<Ubicación de la última grabación>,<Localización de la última grabación>,<Ubicación de la última grabación>,MISMATCH (ALL)
<unknown>,<Desconocido>,<Desconocido>,<desconocido>,<Desconocido>,MISMATCH (ALL)
=NO STREAM\n,'',,=NO STREAM\n,'',INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Se ha modificado un archivo de configuración (%s) desde su instalación.\n¿Quieres mantener las modificaciones?,Se ha modificado un archivo de configuración(%s) desde su instalación.\n¿Quieres mantener las modificaciones?,El fichero de configuración (%s) fue modificado desde la Instalación.\n¿Quiere conservar su versión?,Se ha modificado un archivo de configuración(%s) desde su instalación.\n¿Quieres mantener las modificaciones?,MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Un archivo de configuración (%s) se ha modificado desde su instalación.\n¿Quieres conservar tu versión?,El fichero de configuración (%s) se ha modificado desde la instalación.\n¿Quieres conservar tu versión?,El fichero de configuración (%s) fue modificado desde la Instalación.\n¿Quiere conservar su versión?,El fichero de configuración (%s) se ha modificado desde la instalación.\n¿Quieres conservar tu versión?,MISMATCH (ALL)
A file from media is in use!,,,Un archivo de los medios está en uso!,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Una grabacion finalizada quiere poner su\nreceptor en modo espera. Realizarlo ahora?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Una grabacion finalizada quiere apagar\nsu receptor. Apagar ahora?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Una EPG gráfica para todos los servicios de un ramo específico,,SOLITARY
A record has been started:\n%s,,,Una grabación ha comenzado:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Una grabación se está ejecutando actualmente en el sintonizador seleccionado. Seleccione un sintonizador diferente o pare la grabación y vuelva a intentarlo.,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Hay una grabación en curso.\n¿Qué quieres hacer?,Hay una grabación en curso.\n¿Qué quieres hacer?,Una grabación está actualmente ejecutándose.\n¿Qué quiere hacer?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Hay una grabación en curso. Detén la grabación antes de iniciar la búsqueda.,Hay una grabación en curso. Detén la grabación antes de iniciar la búsqueda.,Hay una grabación en curso. Detén la grabación antes de iniciar la búsqueda.,Hay una grabación en curso. Detén la grabación antes de iniciar la búsqueda.,CONSISTENT (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Hay una grabacion en curso. Por favor detenga la grabación antes de intentar iniciar una prueba DiSEqC.,,SOLITARY
A required tool (%s) was not found.,No se ha encontrado una herramienta necesaria (%s).,No se ha encontrado una herramienta necesaria (%s).,Una herramienta obligatoria (%s) no fue encontrada,No se ha encontrado una herramienta necesaria (%s).,MISMATCH (ALL)
A search for available updates is currently in progress.,Hay una búsqueda de actualizaciones disponibles en curso.,Hay una búsqueda de actualizaciones disponibles en curso.,Una búsqueda de actualizaciones disponibles está en proceso.,Hay una búsqueda de actualizaciones disponibles en curso.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Se ha encontrado una segunda interfaz configurada.\n\n¿Quieres deshabilitar la segunda interfaz de red?,Se ha encontrado una segunda interfaz configurada.\n\n¿Quieres desabilitar la segunda interfaz de red?,Un segundo interface configurado ha sido encontrado.\n\n¿Quiere desabilitar el segundo interface de red?,Se ha encontrado una segunda interfaz configurada.\n\n¿Quieres desabilitar la segunda interfaz de red?,MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Un temporizador de apagado quiere poner tu\nreceptor en modo espera. ¿Hacerlo ahora?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Un temporizador de apagado quiere apagar\ntu receptor. ¿Apagar ahora?,,SOLITARY
A small overview of the available icon states and actions.,Un vistazo a los estados y acciones disponibles de los iconos.,Un vistazo a los estados y acciones disponibles de los iconos.,Una pequeña vista de los iconos de estados y acciones.,Un vistazo a los estados y acciones disponibles de los iconos.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Un temporizador no ha conseguido grabar.\n¿Quieres desactivar la televisión e intentarlo otra vez?\n,Un temporizador no ha conseguido grabar.\n¿Quieres desactivar la televisión e intentarlo otra vez?\n,¡Ha fallado la grabación!\n¿Desactivar TV y probar otra vez?\n,Un temporizador no ha conseguido grabar.\n¿Quieres desactivar la televisión e intentarlo otra vez?\n,MISMATCH (ALL)
A/V settings,,Ajustes A/V,Configurar A/V,,MISMATCH (SOME)
AAC downmix,Mezcla AAC,,AAC downmix,,MISMATCH (SOME)
AC3 downmix,Mezcla AC3,,AC3 downmix,,MISMATCH (SOME)
ACQUIRING TSID/ONID,,'',ADQUISICIÓN DE TSID / ONID,'',INCOMPLETE (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS File,,,Archivo ASS,,SOLITARY
ASS file,,,ASS file,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,,,proveedor ATSC ,,SOLITARY
Abort,Abortar,Abortar,Abortar,Abortar,CONSISTENT (ALL)
Abort alternatives edit,,,Abortar la edición alternativa,,SOLITARY
Abort bouquet edit,,,Abortar la edición de listas,,SOLITARY
Abort favourites edit,,,Abortar la edición de favoritos,,SOLITARY
About,Acerca de,Acerca de,Acerca de,Acerca de,CONSISTENT (ALL)
Accesspoint:,Punto de acceso:,Punto de acceso:,Punto de Acceso:,Punto de acceso:,MISMATCH (ALL)
Activate HbbTV (Redbutton),Activar HbbTV (rojo),,Activar HbbTV (rojo),,CONSISTENT (SOME)
Activate Picture in Picture,Activar Picture in Picture,Activar Picture in Picture,Activar PiP,Activar Picture in Picture,MISMATCH (ALL)
Activate current configuration,Activar la configuración actual,Activar configuración actual.,activar configuración actual,Activar configuración actual.,MISMATCH (ALL)
Activate network settings,Activar ajustes de red,Activar ajustes de red.,Activar configuración de red,Activar ajustes de red.,MISMATCH (ALL)
Activate the configured network settings.,Activar los ajustes de configuración de red.,Activar los ajustes configurados de red.,Active la configuración de red configurada.,Activar los ajustes configurados de red.,MISMATCH (ALL)
Activate timeshift End,Activar fin de timeshift,,Activar fin de timeshift,,CONSISTENT (SOME)
Activate timeshift end and pause,Activar pausa y fin de timeshift,,Activar pausa y fin de timeshift,'',INCOMPLETE (SOME)
Adapter settings,Configuración del adaptador,Configuración del adaptador,Configuración de adaptador,Configuración del adaptador,MISMATCH (ALL)
Add,Añadir,Añadir,Añadir,Añadir,CONSISTENT (ALL)
Add a mark,Añadir marca,Añadir marca,Añadir marca,Añadir marca,CONSISTENT (ALL)
Add a nameserver entry,Añadir una entrada DNS,Añadir entrada en el servidor de nombres.,añadir un servidor de nombres,Añadir entrada en el servidor de nombres.,MISMATCH (ALL)
Add a new title,Añadir un nuevo título,Añadir un nuevo título.,Añadir un nuevo título,Añadir un nuevo título.,MISMATCH (ALL)
Add alternatives,,,Añadir alternativas,,SOLITARY
Add bookmark,Añadir marcador,Añadir marcador,añadir marcador,Añadir marcador,MISMATCH (ALL)
Add bouquet,,,Añadir lista,,SOLITARY
Add bouquet to parental protection,,,Añadir ramo a la protección de los padres,,SOLITARY
Add directory to playlist,Añadir el directorio a la lista de reproducción,Añadir el directorio a la lista de reproducción.,añadir el directorio a la lista,Añadir el directorio a la lista de reproducción.,MISMATCH (ALL)
Add file to playlist,Añadir el archivo a la lista de reproducción,Añadir el archivo a la lista de reproducción.,añadir fichero a la lista,Añadir el archivo a la lista de reproducción.,MISMATCH (ALL)
Add files to playlist,Añadir archivos a la lista de reproducción,Añadir archivos a la lista de reproducción.,añadir ficheros a la lista de reproducción,Añadir archivos a la lista de reproducción.,MISMATCH (ALL)
Add marker,,,Añadir marcador,,SOLITARY
Add provider,Añadir proveedor,Añadir proveedor,añadir Proveedor,Añadir proveedor,MISMATCH (ALL)
Add recording (enter recording duration),Añadir grabación (introducir duración),Añadir grabación (introducir duración).,añadir grabación (introduzca duración),Añadir grabación (introducir duración).,MISMATCH (ALL)
Add recording (enter recording endtime),Añadir grabación (introducir hora de finalización),Añadir grabación (introducir hora de finalización).,Añadir grabación (introduzca hora fin),Añadir grabación (introducir hora de finalización).,MISMATCH (ALL)
Add recording (indefinitely),Añadir grabación (indefinida),Añadir grabación (indefinida).,añadir grabación (indefinidamente),Añadir grabación (indefinida).,MISMATCH (ALL)
Add recording (stop after current event),Añadir grabación (detener después del programa actual),Añadir grabación (detener después del programa actual).,añadir grabación (sólo evento actual),Añadir grabación (detener después del programa actual).,MISMATCH (ALL)
Add service,Añadir canal,Añadir canal,añadir Canal,Añadir canal,MISMATCH (ALL)
Add service to bouquet,,,Añadir canal a la lista,,SOLITARY
Add service to favourites,,,Añadir canal a favoritos,,SOLITARY
Add services to this bouquet?,,,añadir canal a la lista?,,SOLITARY
Add timer,Añadir temporizador,Añadir temporizador,Grabar,Añadir temporizador,MISMATCH (ALL)
Add title,Añadir título,Añadir título,Añadir título,Añadir título,CONSISTENT (ALL)
Add to bouquet,,Añadir al grupo,Añadir a la lista,Añadir al grupo,MISMATCH (SOME)
Add to favourites,,Añadir a favoritos,Añadir a favoritos,Añadir a favoritos,CONSISTENT (SOME)
Add to parental protection,,,Añadir a protección de adultos,,SOLITARY
Add/remove change timer for current event,Añadir/eliminar temporizador para el programa actual,,Añadir/eliminar temporizador para el programa actual,,CONSISTENT (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,Las opciones de motor adicionales le permiten salir de la hoja de especificaciones de su motor para que pueda calcular cuánto tardará en mover el plato de un satélite a otro satélite.,'',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,Las opciones de motor adicionales le permiten ingresar los detalles de la hoja de especificaciones del motor para que pueda calcular cuánto tiempo le tomará moverse a otro satélite.,'',INCOMPLETE (SOME)
Adjust 3D settings,Ajustar configuración 3D,Ajustar configuración 3D,Ajustar configuración 3D,,CONSISTENT (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Ajusta la configuración de colores de forma que todas las sombras de color se distingan pero estén lo más saturadas posibles. Si te gusta el resultado, pulsa ‘OK’ para cerrar el ajuste de vídeo fino, o usa una tecla numérica para seleccionar otras pantallas de prueba.","Ajusta la configuración de colores de forma que todas las sombras de color se distingan pero estén lo más saturadas posible. Si te gusta el resultado, pulsa 'OK' para cerrar el ajuste de vídeo fino, o usa una tecla numérica para seleccionar otras pantallas de prueba.","Ajuste la configuración del color de forma que todas las sombras de los colores se distingan, pero que estén tan saturadas como sea posible. Si está contento con el resultado, pulse OK para cerrar el ajuste de video fino, o use una tecla numérica para seleccionar otras pantallas de test.","Ajusta la configuración de colores de forma que todas las sombras de color se distingan pero estén lo más saturadas posible. Si te gusta el resultado, pulsa 'OK' para cerrar el ajuste de vídeo fino, o usa una tecla numérica para seleccionar otras pantallas de prueba.",MISMATCH (ALL)
Advanced,Avanzado,,Avanzado,,CONSISTENT (SOME)
Advanced options,Opciones avanzadas,Opciones avanzadas,Opciones avanzadas,Opciones avanzadas,CONSISTENT (ALL)
Advanced options and settings.,,,Opciones avanzadas y configuración.,,SOLITARY
Advanced restore,Restauración avanzada,Restauración avanzada,Restauración avanzada,Restauración avanzada,CONSISTENT (ALL)
Advanced software,Software avanzado,Software avanzado,Software Avanzado,Software avanzado,MISMATCH (ALL)
Advanced software plugin,Complemento de software avanzado,Complemento de sofware avanzado,Plugin de Sofware Avanzado,Complemento de sofware avanzado,MISMATCH (ALL)
Advanced video enhancement setup,Configuración avanzada de la mejora de vídeo,Configuración mejorada de vídeo avanzado,Configuración Mejorada de Vido Avanzado,Configuración mejorada de vídeo avanzado,MISMATCH (ALL)
Advanced video setup,,Configuración avanzada de vídeo,Configuración de video avanzada,,MISMATCH (SOME)
Afghanistan,'',,Afghanistan,'',INCOMPLETE (SOME)
After event,Después del programa,Después del programa,Después del evento,Después del programa,MISMATCH (ALL)
Aland Islands,'',,Aland Islands,'',INCOMPLETE (SOME)
Albania,'',,Albania,'',INCOMPLETE (SOME)
Album,Álbum,Álbum,Album,Álbum,MISMATCH (ALL)
Algeria,'',,Algeria,'',INCOMPLETE (SOME)
Alignment of events,,,Alienacion de eventos,'',INCOMPLETE (SOME)
Alignment of service names,,,Alineación de nombres de canales,,SOLITARY
All,Todo,Todo,Todo,Todo,CONSISTENT (ALL)
All ages,Todas las edades,Todas las edades,Todas las edades,Todas las edades,CONSISTENT (ALL)
All frequency,,,Todas las frecuencias,,SOLITARY
All satellites 1 (USALS),Todos los satélites 1 (USALS),,Todos los satélites 1 (USALS),,CONSISTENT (SOME)
All satellites 2 (USALS),Todos los satélites 2 (USALS),,Todos los satélites 2 (USALS),,CONSISTENT (SOME)
All satellites 3 (USALS),Todos los satélites 3 (USALS),,Todos los satélites 3 (USALS),,CONSISTENT (SOME)
All satellites 4 (USALS),Todos los satélites 4 (USALS),,Todos los satélites 4 (USALS),,CONSISTENT (SOME)
All services provider,,,Todos los canales del proveedor,,SOLITARY
All slots,,,Seleccionar ranura,,SOLITARY
Allocate,Asignar,Asignar,Asignar,Asignar,CONSISTENT (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,"Asigne un número al LNB que está configurando. Podrá volver a seleccionar este LNB para otros satélites (por ejemplo, platos motorizados) para guardar la configuración del LNB varias veces.",'',INCOMPLETE (SOME)
Allocate unused memory index,Asignar índice de memoria no usado,Asignar índice de memoria no utilizada.,Asignar índice de memoria no usado,Asignar índice de memoria no utilizada.,MISMATCH (ALL)
Allow 10bit,'',,Permitir 10bit,'',INCOMPLETE (SOME)
Allow 12bit,'',, Permitir 12bit,'',INCOMPLETE (SOME)
Allow quit movieplayer with exit,Permitir salir del reproductor de películas con EXIT,,Permitir salir del reproductor de películas con EXIT,,CONSISTENT (SOME)
Allow quitting movieplayer with exit,,,Permitir salir del movieplayer con exit,,SOLITARY
Allow subtitle language to equal audio language,Igualar el idioma de subtítulos al de audio,Igualar el idioma de subtítulos al de audio,Permitir que el idioma de los subtítulos sea igual al idioma del audio,Igualar el idioma de subtítulos al de audio,MISMATCH (ALL)
Allow subtitles for hearing impaired,Permitir subtítulos para sordos,Permitir subtítulos para sordos,Permitir subtítulos para personas con impedimentos auditivos,Permitir subtítulos para sordos,MISMATCH (ALL)
Allow unsupported modes,,,Permitir modos no soportados,,SOLITARY
Alpha,Alfa,Alfa,Alpha,Alfa,MISMATCH (ALL)
Also import at reboot/restart enigma2,,,También importar al reiniciar / reiniciar enigma2,,SOLITARY
Also import from the extension menu,,,También importar desde el menú de extensión,,SOLITARY
Also import when box is leaving standby,,,También importe cuando la caja deja el modo de espera,,SOLITARY
Also on standby,También en modo de espera,,También en modo de espera,,CONSISTENT (SOME)
Alternative,Alternativo,Alternativa,añadir alternativas,Alternativa,MISMATCH (ALL)
Alternative 1,,,Alternativa 1,,SOLITARY
Alternative 2,,,Alternativa 2,,SOLITARY
Alternative URL for images listed on FlashImage,,,URL alternativa para las imágenes listadas en FlashImage,,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,Alternativa URLs for DVB-T/C or ATSC,,SOLITARY
Alternative numbering mode,Modo de numeración alternativo,Modo de numeración alternativo,Modo de numeración alternativo,Modo de numeración alternativo,CONSISTENT (ALL)
Alternative services tuner priority,Prioridad de sintonizadores alternativa,Prioridad de sintonizadores alternativa,Prioridad de sintonizadores alternativa,Prioridad de sintonizadores alternativa,CONSISTENT (ALL)
Always ask,Preguntar siempre,Preguntar siempre,Preguntar siempre,Preguntar siempre,CONSISTENT (ALL)
Always hide infobar,Ocultar siempre la barra de información,'',Ocultar siempre la barra de información,'',INCOMPLETE (ALL)
Always include ECM in recordings,,,Incluya siempre ECM en grabaciones,,SOLITARY
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Siempre incluya mensajes ECM en las grabaciones. Esto anula los ajustes individuales del temporizador a nivel mundial. Permite que las grabaciones se descifren siempre (a veces llamada decodificación sin conexión), si es compatible con su receptor. Valor predeterminado: desactivado.",,INCOMPLETE (SOME)
American Samoa,'',,American Samoa,'',INCOMPLETE (SOME)
An empty filename is illegal.,El nombre del fichero no puede estar vacío.,El nombre del fichero no puede estar vacío.,Un nombre de fichero vacío es ilegal.,El nombre del fichero no puede estar vacío.,MISMATCH (ALL)
An error occurred - Please try again later,,,Ocurrió un error. Inténtalo de nuevo más tarde.,,SOLITARY
An error occurred while downloading the packetlist. Please try again.,Ha ocurrido un error durante la descarga de la lista de paquetes. Vuelve a intentarlo.,Ha ocurrido un erorr durante la descarga de la lista de paquetes. Vuelve a intentarlo.,Hay un error descargando la lista de paquetes. Intente de nuevo.,Ha ocurrido un erorr durante la descarga de la lista de paquetes. Vuelve a intentarlo.,MISMATCH (ALL)
An unknown error occurred!,Se ha producido un error desconocido.,Se ha producido un error desconocido.,¡Ocurrió un error desconocido!,Se ha producido un error desconocido.,MISMATCH (ALL)
And will put your receiver in standby over ,,,Poner receptor en modo de espera,,SOLITARY
Andorra,'',,Andorra,'',INCOMPLETE (SOME)
Angola,'',,Angola,'',INCOMPLETE (SOME)
Anguilla,'',,Anguilla,'',INCOMPLETE (SOME)
Antarctica,'',,Antarctica,'',INCOMPLETE (SOME)
Antigua and Barbuda,'',,Antigua and Barbuda,'',INCOMPLETE (SOME)
Any activity,Cualquier actividad,Cualquier actividad,Cualquier actividad,Cualquier actividad,CONSISTENT (ALL)
