msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Найден второй настроенный интерфейс\n\nХотите отключить второй сетевой интерфейс?,Второй настроенный интерфейс был найден.\n\nВы хотите отключить второй сетевой интерфейс?,Второй сконфигурированный интерфейс был найден.\n\nВы действительно хотите отключить второй сетевой интерфейс?,Второй настроенный интерфейс был найден.\n\nВы хотите отключить второй сетевой интерфейс?,MISMATCH (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Таймер сна хочет перевести ваш\nресивер в режим ожидания. Сделать это сейчас?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Таймер сна хочет выключить\nваш ресивер. Выключить сейчас?,,SOLITARY,
A small overview of the available icon states and actions.,Краткий обзор доступных иконок-представлений и действий,Небольшой обзор доступных состояний иконок и действий,Небольшой обзор доступных состояний иконок и действий.,Краткий обзор доступных иконок-представлений и действий.,MISMATCH (ALL),
A timer failed to record!\nDisable TV and try again?\n,Запись по таймеру не удалась!\nОтключить ТВ и попробовать вновь?\n,Таймер прервал запись!\nОтключить ТВ и повторить снова?\n,Таймеру не удалось начать запись!\nОтключить ТВ (текущий просмотр) и попробовать еще раз?\n,Запись по таймеру прерван!\nОтключить ТВ и попробовать вновь?\n,MISMATCH (ALL),
A/V settings,,Настройки Звука/Видео,Аудио/видео настройки,,MISMATCH (SOME),
AAC downmix,AAC микширование,,AAC микширование,AAC микширование,CONSISTENT (SOME),
AC3 downmix,AC3 микширование,,AC3 микширование,AC3 микширование,CONSISTENT (SOME),
ACQUIRING TSID/ONID,,ПОЛУЧЕНИЕ TSID/ONID,ПОЛУЧЕНИЕ TSID/ONID,ПОЛУЧЕНИЕ TSID/ONID,CONSISTENT (SOME),
AGC:,,,AGC:,AGC:,UNCHANGED (SOME),
ASS File,,,ASS файл,,SOLITARY,
ASS file,,,ASS файл,ASS файл,CONSISTENT (SOME),
ATSC,'',,ATSC,ATSC,INCOMPLETE (SOME),
ATSC provider,Провайдер ATSC,,Провайдер ATSC,Оператор ATSC,MISMATCH (SOME),
Abort,Прервать,Прервать,Прервать,Прервать,CONSISTENT (ALL),
Abort alternatives edit,,,Прервать редактирование альтернативы,Отменить альтернативное редактирование,MISMATCH (SOME),
Abort bouquet edit,,,Прервать редактирование букета,Отменить редактирование пакета пользователя,MISMATCH (SOME),
Abort favourites edit,,,Прервать редактирование фаворитов,Отменить редактирование избранного,MISMATCH (SOME),
About,О программе,Информация,Информация,Информация,MISMATCH (ALL),
Accesspoint:,Точка доступа,Точка доступа:,Точка доступа:,Точка доступа:,MISMATCH (ALL),
Activate HbbTV (Redbutton),Запуск HbbTV (Красная кнопка),,Активировать HbbTV (функция 'красная кнопка'),,MISMATCH (SOME),
Activate Picture in Picture,Включить картинку в картинке,Включить картинку в картинке,Активировать PiP (картинку в картинке),Включить картинку в картинке,MISMATCH (ALL),
Activate current configuration,Активировать текущие настройки,Активировать текущие настройки,Активировать текущие настройки,Активировать текущие настройки,CONSISTENT (ALL),
Activate network settings,Активация сетевых настроек,Применить настройки сети,Активировать сетевые установки,Активировать сетевые установки,MISMATCH (ALL),
Activate the configured network settings.,Активировать выбранные настройки сети,Применить заданные параметры сети.,Активировать настроенные параметры сети.,Активировать выбранные настройки сети.,MISMATCH (ALL),
Activate timeshift End,Указать окончание таймшифта,,Конец активации таймшифта,,MISMATCH (SOME),
Activate timeshift end and pause,Указать окончание и паузу в таймшифте,,Конец активации таймшифта и пауза,Активация завершения и паузу таймшифта,MISMATCH (SOME),
Adapter settings,Настройки адаптера,Настройка адаптера,Настройки адаптера,Настройки адаптера,MISMATCH (ALL),
Add,Добавить,Добавить,Добавить,Добавить,CONSISTENT (ALL),
Add a mark,Добавить метку,Добавить метку,Добавить метку,Добавить метку,CONSISTENT (ALL),
Add a nameserver entry,Добавить сервер DNS,Добавить DNS сервер,Добавить сервер имен  (DNS),Добавить DNS-сервер,MISMATCH (ALL),
Add a new title,Добавить новое название,Добавить новое название,Добавить новое название,Добавить новое название,CONSISTENT (ALL),
Add alternatives,,,Добавить альтернативу,Добавить альтернативу,CONSISTENT (SOME),
Add bookmark,Добавить закладку,Добавить закладку,Добавить закладку,Добавить закладку,CONSISTENT (ALL),
Add bouquet,,,Добавить букет,Добавить пакет пользователя,MISMATCH (SOME),
Add bouquet to parental protection,,,Добавить букет в родительский контроль,Добавить фаворит в родительский контроль,MISMATCH (SOME),
Add directory to playlist,Добавить каталог в плейлист,Добавить каталог в список воспроизведения,добавить папку к списку воспроизведения,Добавить папку в список воспроизведения,MISMATCH (ALL),
Add file to playlist,Добавить файл в плейлист,Добавить файл в список воспроизведения,Добавить файл к списку воспроизведения,Добавить файл в список воспроизведения,MISMATCH (ALL),
Add files to playlist,Добавить файлы в плейлист,Добавить файлы в список воспроизведения,Добавить файлы в плейлист,Добавить файлы в список воспроизведения,MISMATCH (ALL),
Add marker,,,Добавить маркер,Добавить маркер,CONSISTENT (SOME),
Add provider,Добавить провайдера,Добавить провайдера,Добавить провайдера,Добавить поставщика,MISMATCH (ALL),
Add recording (enter recording duration),Начать запись (Введите длительность записи),Добавить запись (введите продолжительность записи),Добавить запись (введите длительность записи),Запись (Введите длительность записи),MISMATCH (ALL),
Add recording (enter recording endtime),Начать запись (Введите время окончания),Добавить запись (введите время окончания записи),Добавить запись (введите время окончания),Запись (Введите время окончания),MISMATCH (ALL),
Add recording (indefinitely),Начать запись (Конец не определён),Добавить запись (на неопределенное время),Добавить запись (окончание неопределено),Запись (Конец не определён),MISMATCH (ALL),
Add recording (stop after current event),Начать запись (Стоп после текущего события),Добавить запись (стоп после текущего события),Добавить запись (стоп после текущего события),Запись (Стоп после текущего события),MISMATCH (ALL),
Add service,Добавить сервис,Добавить канал,Добавить сервис,Добавить сервис,MISMATCH (ALL),
Add service to bouquet,,,Добавить сервис в букет,Добавить сервис к пакету,MISMATCH (SOME),
Add service to favourites,,,Добавить сервис в фавориты,Добавить сервис к избранному,MISMATCH (SOME),
Add services to this bouquet?,,,Добавить сервисы из этого букета?,Добавить пакет пользователя?,MISMATCH (SOME),
Add timer,Добавить таймер,Добавить таймер,Добавить таймер,Таймер,MISMATCH (ALL),
Add title,Добавить название,Добавить название,Добавить название,Добавить название,CONSISTENT (ALL),
Add to bouquet,,Добавить в букет,Добавить в букет,Добавить в пакет,MISMATCH (SOME),
Add to favourites,,Добавить в избранное,Добавить в фавориты,Добавить в избранное,MISMATCH (SOME),
Add to parental protection,,,Добавить в родительский контроль,Добавить в родительский контроль,CONSISTENT (SOME),
Add/remove change timer for current event,Добавить/удалить/изменить таймер для идущей передачи,,Добавить/удалить/изменить таймер для текущего события,,MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,"Дополнительные опции позволяют вводить детали из спецификации вашего мотора, поэтому энигма может подсчитать, сколько времени потребуется, чтобы переместить тарелку с одного спутника на другой.","Дополнительные параметры мотора (см. инструкцию для мотора) позволяют рассчитать время, требующееся для поворота антенны на другой спутник.",MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,"Дополнительные опции позволяют вводить детали из спецификации вашего мотора, поэтому энигма может подсчитать, сколько времени потребуется, чтобы переместить тарелку на нужный спутник.","Дополнительные параметры мотора (см. инструкцию для мотора) позволяют рассчитать время, требующееся для перехода на другой спутник.",MISMATCH (SOME),
Adjust 3D settings,Настройте параметры 3D,Регулировка настроек 3D,Установка настроек 3D,,MISMATCH (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Настройте параметры цвета так, чтобы все оттенки цветов были максимально видны, насколько это возможно. Если вы довольны результатом, нажмите кнопку ОК, чтобы закрыть настройки видео, или используйте цифровые клавиши для выбора других тестов экрана ","Настройте параметры цвета так, чтобы все оттенки цветов были максимально видны, насколько это возможно. Если вы довольны результатом, нажмите кнопку ОК для закрытия видео настроек, или используйте цифровые клавиши для выбора других тестовых экранов.","Настройте параметры цвета, так чтобы все оттенки цветов были максимально видны, насколько это возможно. Если вы довольны результатом, нажмите кнопку ОК для закрытия видео настроек, или используйте цифровые клавиши для выбора других тестов экрана.","Настройте параметры цвета, так чтобы все оттенки цветов были максимально видны, насколько это возможно. Если вы довольны результатом, нажмите кнопку ОК для закрытия видео настроек, или используйте цифровые клавиши для выбора других тестов экрана ",MISMATCH (ALL),
Advanced,Расширенный,,Расширенный,Расширенный,CONSISTENT (SOME),
Advanced options,Дополнительные параметры,Расширенные настройки,Расширенные опции,Расширенные настройки,MISMATCH (ALL),
Advanced options and settings.,,,Дополнительные опции и настройки.,,SOLITARY,
Advanced restore,Расширенное восстановление,Расширенное восстановление,Расширенное восстановление,Расширенное восстановление,CONSISTENT (ALL),
Advanced software,Расширенное ПО,Расширенные настройки ПО,Расширенное программное обеспечение,Расширенное ПО,MISMATCH (ALL),
Advanced software plugin,Плагин расширенного ПО,Расширенные настройки плагинов,Расширенный плагин программного обеспечения,Плагин расширенного ПО,MISMATCH (ALL),
Advanced video enhancement setup,Расширенные настройки по улучшению видео,Расширенная настройка видео,Расширенная настройка улучшения видео,Расширенные настройки по улучшению видео,MISMATCH (ALL),
Advanced video setup,,Расширенная настройка видео,Расширенная настройка видео,,CONSISTENT (SOME),
Afghanistan,Афганистан,,Afghanistan,Афганистан,MISMATCH (SOME),
After event,После события,После события,После события,После события,CONSISTENT (ALL),
Aland Islands,Аландские острова,,Aland Islands,Аландские острова,MISMATCH (SOME),
Albania,Албания,,Albania,Албания,MISMATCH (SOME),
Album,Альбом,Альбом,Альбом,Альбом,CONSISTENT (ALL),
Algeria,Алжир,,Algeria,Алжир,MISMATCH (SOME),
Alignment of events,Выравнивание передачи,,Выравнивание событий,Выравнивание событий,MISMATCH (SOME),
Alignment of service names,Выравнивание имени канала,,Выравнивание имени сервиса,Выравнивание имени сервиса,MISMATCH (SOME),
All,Все,Все,Все,Все,CONSISTENT (ALL),
All ages,Все возрасты,Все возрасты,Все категории,Все возрастные категории,MISMATCH (ALL),
All frequency,,,Все частоты,Все частоты,CONSISTENT (SOME),
All satellites 1 (USALS),Все спутники 1 (USALS),,Все спутники 1 (USALS),Все спутники 1 (USALS),CONSISTENT (SOME),
All satellites 2 (USALS),Все спутники 2 (USALS),,Все спутники 2 (USALS),Все спутники 2 (USALS),CONSISTENT (SOME),
All satellites 3 (USALS),Все спутники 3 (USALS),,Все спутники 3 (USALS),Все спутники 3 (USALS),CONSISTENT (SOME),
All satellites 4 (USALS),Все спутники 4 (USALS),,Все спутники 4 (USALS),Все спутники 4 (USALS),CONSISTENT (SOME),
All services provider,Все провайдеры,,Все сервисы провайдера,Все операторы,MISMATCH (SOME),
All slots,,,Все слоты,Все слоты,CONSISTENT (SOME),
Allocate,Выделить,Выделить,Выделить,Выделить,CONSISTENT (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,"Выделите номер для физического LNB, которую Вы настраиваете. Вы сможете снова выбрать этот LNB для других спутников (мотоподвес с антенной), чтобы сохранить настройку одного и того же LNB несколько раз.","Присвойте номер физическому LNB, который настраиваете. Вы можете повторно выбрать этот LNB для других спутников (например, моторизованных антенн), чтобы использовать одну и ту же настройку LNB несколько раз.",MISMATCH (SOME),
Allocate unused memory index,Выделите неиспользованные индексы памяти,Определение не зайдествованных индексов,Выделить неиспользуемый номер памяти,Выделите неиспользованные индексы памяти,MISMATCH (ALL),
Allow 10bit,,,Разрешить 10bit,Включить 10bit,MISMATCH (SOME),
Allow 12bit,,,Разрешить 12bit,Включить 12bit,MISMATCH (SOME),
Allow quit movieplayer with exit,Выход по кнопке 'exit' в мувиплеере,,Разрешить выходить из видеоплеера кнопкой выход,,MISMATCH (SOME),
Allow quitting movieplayer with exit,,,Разрешить выходить из видеоплеера кнопкой выход,,SOLITARY,
Allow subtitle language to equal audio language,Показать субтитры при совпадении с языком аудио,Разрешить одноименный язык субтитров и аудио-трека,Показывать субтитры при совпадении с языком аудио,Показывать субтитры при совпадении с языком аудио,MISMATCH (ALL),
Allow subtitles for hearing impaired,Субтитры для людей с ослабленным слухом,Разрешить субтитры для слабослышащих,Разрешить субтитры для людей с ослабленным слухом,Субтитры для людей с ослабленным слухом,MISMATCH (ALL),
Allow unsupported modes,,,Разрешить неподдерживаемые видео режимы,,SOLITARY,
Alpha,Альфа,Прозрачность,Прозрачность,Прозрачность,MISMATCH (ALL),
Also import at reboot/restart enigma2,,,Импорт при перезагрузке ресивера/рестарт enigma2,,SOLITARY,
Also import from the extension menu,,,Добавить импорт в меню дополнений,,SOLITARY,
Also import when box is leaving standby,,,Импорт при выходе из режима ожидания,,SOLITARY,
Also on standby,Также и в режиме ожидания,,Также из режима ожидания,Также из режима ожидания,MISMATCH (SOME),
Alternative,Альтернатива,Альтернативы,Альтернатива,Альтернативный,MISMATCH (ALL),
Alternative 1,,,Альтернатива 1,Вариант 1,MISMATCH (SOME),
Alternative 2,,,Альтернатива 2,Вариант 2,MISMATCH (SOME),
Alternative URL for images listed on FlashImage,,,Альтернативный URL для списка имиджей онлайн прошивки,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,Альтернативные URL для DVB-T/C или ATSC,,SOLITARY,
Alternative numbering mode,Альтернативный режим нумерации,Альтернативный режим нумерации,Альтернативный режим нумерации каналов,Альтернативный режим нумерации,MISMATCH (ALL),
Alternative services tuner priority,Приоритет используемых тюнеров,Приоритет используемых тюнеров,Приоритет тюнера в альтернативных сервисах,Приоритет используемых тюнеров,MISMATCH (ALL),
Always ask,Всегда спрашивать,Всегда спрашивать,Всегда спрашивать,Всегда спрашивать,CONSISTENT (ALL),
Always hide infobar,Всегда скрывать инфобар,'',Всегда скрывать инфобар,Всегда скрывать инфобар,INCOMPLETE (ALL),
Always include ECM in recordings,Всегда включать ECM в записи,,Всегда включать ECM в записи,,CONSISTENT (SOME),
