msgid,openatv,openhdf,openpli,openvix,STATUS
%s\nDo you still want to flash image\n%s?,,,%s\nВсе още ли искате да флашнете имидж\n%s?,,SOLITARY
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nНатиснете ОК за избор на мултибуут\nНатиснете Изход за затваряне,,INCOMPLETE (SOME)
%s %d.%d,,,%s %d.%d,,SOLITARY
%s %s free disk space,,,%s %s свободно място на диска,,SOLITARY
%s (%s)\n,'','',%s (%s)\n,'',INCOMPLETE (ALL)
%s imported from fallback tuner,,,%s импортирани от резервния тунер,,SOLITARY
%s is no longer used. Should it be deleted?,%s вече не се използва. Трябва ли да бъде изтрит ?,'',%s вече не се използва. Да се изтрие ли?,'',MISMATCH (ALL)
%s%% Autoinstalling %s,,,%s%% Автоинсталиране %s,,SOLITARY
%s%d min,'',,%s%d мин,,INCOMPLETE (SOME)
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL)
%s:%s,,,%s:%s,'',INCOMPLETE (SOME)
(VU+ type),,,(VU+ тип),,SOLITARY
(ZAP as PiP),,,(Превключване като PiP),'',INCOMPLETE (SOME)
(ZAP),,'',(Превключване),'',INCOMPLETE (SOME)
(activated +%d min),,,(активиран +%d мин),,SOLITARY
(empty),(Празен),'',(празно),'',MISMATCH (ALL)
(not activated),,,(не активиран),,SOLITARY
(show optional DVD audio menu),(показване на допълнително аудио-меню DVD),(покажи DVD аудио меню),(покажи DVD аудио меню),(покажи DVD аудио меню),MISMATCH (ALL)
(unknown),,,(непознат),,SOLITARY
* Only available if more than one interface is active.,"* Предлага се, ако има повече от един активен интерфейс.",* На разположение само ако е активен повече от един интерфейс.,* На разположение само ако е активен повече от един интерфейс.,* На разположение само ако е активен повече от един интерфейс.,MISMATCH (ALL)
-NO SERVICE\n,'',,-НЯМА КАНАЛ\n,'',INCOMPLETE (SOME)
-SERVICE ERROR:%d\n,'',,-ГРЕШКА ПРИ КАНАЛ:%d\n,'',INCOMPLETE (SOME)
/s,'','',/с,'',INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'','',1.0,'',INCOMPLETE (ALL)
1.1,'','',1.1,'',INCOMPLETE (ALL)
1.2,'','',1.2,'',INCOMPLETE (ALL)
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME)
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME)
10bit,'',,10bit,'',INCOMPLETE (SOME)
12V output,12V изход,'',12V изход,'',INCOMPLETE (ALL)
12bit,'',,12bit,'',INCOMPLETE (SOME)
13 V,'','',13 V,'',INCOMPLETE (ALL)
16:10,'','',16:10,'',INCOMPLETE (ALL)
16:10 Letterbox,'','',16:10 Letterbox,'',INCOMPLETE (ALL)
16:10 PanScan,'','',16:10 PanScan,'',INCOMPLETE (ALL)
16:9,'','',16:9,'',INCOMPLETE (ALL)
16:9 Letterbox,'','',16:9 Letterbox,'',INCOMPLETE (ALL)
16:9 always,16:9 винаги,'',16:9 винаги,'',INCOMPLETE (ALL)
16K,,,'','',EMPTY (SOME)
18 V,'','',18 V,'',INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME)
23.976,'','',23.976,'',INCOMPLETE (ALL)
24,'','',24,'',INCOMPLETE (ALL)
25,'','',25,'',INCOMPLETE (ALL)
29.97,'','',29.97,'',INCOMPLETE (ALL)
3,'',,3,'',INCOMPLETE (SOME)
30,'','',30,'',INCOMPLETE (ALL)
3D surround,,,3D съраунд звук,,SOLITARY
3D surround softlimiter,,,3D софт-ограничител за съраунд звук,,SOLITARY
3D surround speaker position,,,Позиция на 3D високоговорители за съраунд звук,'',INCOMPLETE (SOME)
3d mode,3d режим,'',3d режим,,INCOMPLETE (SOME)
4,'',,4,'',INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'','',4:3,'',INCOMPLETE (ALL)
4:3 Letterbox,'','',4:3 Letterbox,'',INCOMPLETE (ALL)
4:3 PanScan,'','',4:3 PanScan,'',INCOMPLETE (ALL)
4K,,,4К,'',INCOMPLETE (SOME)
5,'',,5,'',INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8K,,,8К,'',INCOMPLETE (SOME)
8bit,'',,8bit,'',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - по подразбиране (деактивиран),,SOLITARY
<Current movielist location>,<Текущo местоположение на филмовия списък>,'',<Текущо местоположение на списъка с филми>,'',MISMATCH (ALL)
<Default movie location>,<Местоположението на филмите по подразбиране>,'',<По подразбиране>,'',MISMATCH (ALL)
<Last timer location>,<Местоположение на последния таймер>,'',<Местоположение на последния таймер>,'',INCOMPLETE (ALL)
<unknown>,<неизвестен>,<непознат>,<непознат>,<непознат>,MISMATCH (ALL)
=NO STREAM\n,'',,=НЯМА СТРИЙМ\n,'',INCOMPLETE (SOME)
??,'','',??,'',INCOMPLETE (ALL)
A,'',А,А,А,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Конфигурационният файл (%s) се променя по време на процеса на инсталиране.\nИскате ли да запазите промените?,'',Конфигурационният файл (%s) беше променен след инсталирането.\nИскате ли да запазите промяната?,'',MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Конфигурационният файл (%s) се променя по време на процеса на инсталиране.\nИскате ли да запазите промените?,Конфиг файла (%s) беше променен след инсталацията.\nИскате ли да запазите вашата версия?,Конфиг файла (%s) беше променен след инсталацията.\nИскате ли да запазите вашата версия?,Конфиг файла (%s) беше променен след инсталацията.\nИскате ли да запазите вашата версия?,MISMATCH (ALL)
A file from media is in use!,,,Използва се файл от устройството!,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Таймера при завършване на запис желае да постави\nприемника в режим готовност. Да го направи ли сега?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Таймера при завършване на запис желае да изключи\nвашия приемник. Изключване сега?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Графичен режим на EPG за всички програми от определен букет,,SOLITARY
A record has been started:\n%s,,,Започна запис:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,"В момента тече запис от избрания тунер. Моля изберете друг тунер, или спрете записа и опитайте отново.",,SOLITARY
A recording is currently running.\nWhat do you want to do?,Записът в момента върви.\nКакво искаш да правиш?,Има запис в момента.\nКакво да направя?,Има запис в момента.\nКакво да направя?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Записът в момента върви. Моля спрете записа преди да опитате да сканирате.,'',В момента тече запис. Моля спрете записа преди сканиране.,'',MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,В момента тече запис. Моля спрете записа преди да започнете DiSEqC теста.,,SOLITARY
A required tool (%s) was not found.,Не е намерен необходим инструмент (% s).,Исканото устройство (%s) не беше намерено.,Исканото устройство (%s) не беше намерено.,Исканото устройство (%s) не беше намерено.,MISMATCH (ALL)
A search for available updates is currently in progress.,Търсенето на наличните актуализации в момента е в прогрес.,'',Търсят се налични актуализации.,'',MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Намерен е втори конфигуриран интерфейс.\n\nИскате ли да деактивирате втория мрежов интерфейс?,'',Открит е втори конфигуриран интерфейс.\n\nИскате ли да изключите втория мрежов интерфейс?,'',MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Таймера за сън иска да превключи\nreceiver в стендбай. Да го направи ли сега?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Таймера за сън иска да изключи\nвашия приемник. Изключване сега?,,SOLITARY
A small overview of the available icon states and actions.,Малък преглед на наличните състояния и действия на иконите.,'',Кратък обзор на наличните икони и действия.,'',MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Таймерът не успя да запише!\nДеактивиране на ТВ и опит отново?\n,Провален планиран запис!\nСпиране на ТВ и опит отново?\n,Провален планиран запис!\nСпиране на ТВ и опит отново?\n,Провален планиран запис!\nСпиране на ТВ и опит отново?\n,MISMATCH (ALL)
A/V settings,,'',Аудио / Видео настройки,,INCOMPLETE (SOME)
AAC downmix,AAC смесване,'',AAC downmix,'',MISMATCH (ALL)
AC3 downmix,AC3 вид смесване,,AC3 downmix,'',MISMATCH (SOME)
ACQUIRING TSID/ONID,,'',ПРИДОБИВАНЕ НА TSID/ONID,'',INCOMPLETE (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS file,,,ASS файл,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,,,Провайдър ATSC,,SOLITARY
Abort,Прекъсни,Отмени,Отмени,Отмени,MISMATCH (ALL)
Abort alternatives edit,,,Прекъсни редактирането на алтернативи,,SOLITARY
Abort bouquet edit,,,Прекъсни редактирането на букети,,SOLITARY
Abort favourites edit,,,Прекъсни редактирането на предпочитани,,SOLITARY
About,Относно имидж,Относно,Относно,Относно,MISMATCH (ALL)
Accesspoint:,Точка за достъп:,'',Точка за достъп:,'',INCOMPLETE (ALL)
Activate HbbTV (Redbutton),Активиране на HbbTV (Червен бутон),,Активиране HbbTV (Червен бутон),,MISMATCH (SOME)
Activate Picture in Picture,Активиране на Картина в Картина,Активиране Картина в Картината,Активиране Картина в Картината,Активиране Картина в Картината,MISMATCH (ALL)
Activate current configuration,Активиране на текущата конфигурация,,Активиране на текущата конфигурация,,CONSISTENT (SOME)
Activate network settings,Активиране на мрежовите настройки,Активиране мрежови настройки,Активиране мрежови настройки,Активиране мрежови настройки,MISMATCH (ALL)
Activate the configured network settings.,Активиране на конфигурираните мрежови настройки.,'',Активиране на конфигурираните мрежови настройки.,'',INCOMPLETE (ALL)
Activate timeshift End,Активиране на TimeShift End,,Активиране Край за таймшифт,,MISMATCH (SOME)
Activate timeshift end and pause,Активиране на TimeShift End и пауза,,Активиране Край и Пауза за таймшифт,'',MISMATCH (SOME)
Adapter settings,Настройки за адаптера,Настройки на адаптера,Настройки на адаптера,Настройки на адаптера,MISMATCH (ALL)
Add,Добави,Добавяне,Добавяне,Добавяне,MISMATCH (ALL)
Add a mark,Добави отметка,Добавяне Отметка,Добавяне Отметка,Добавяне Отметка,MISMATCH (ALL)
Add a nameserver entry,Добави nameserver запис,,Добавяне на(DNS),,MISMATCH (SOME)
Add a new title,Добави ново заглавие,Добавяне ново име,Добавяне ново име,Добавяне ново име,MISMATCH (ALL)
Add alternatives,,,Добави алтернативи,,SOLITARY
Add bookmark,Добави отметка,,Добавяне отметка,,MISMATCH (SOME)
Add bouquet,,,Добави букет,,SOLITARY
Add bouquet to parental protection,,,Добави букет в родителски контрол,,SOLITARY
Add directory to playlist,Добави директория към плейлиста,,Добави директория към плейлиста,,CONSISTENT (SOME)
Add file to playlist,Добави файл към плейлиста,,Добави файл към плейлиста,,CONSISTENT (SOME)
Add files to playlist,Добави файлове към плейлиста,,Добави файлове към плейлиста,,CONSISTENT (SOME)
Add marker,,,Добави маркер,,SOLITARY
Add provider,Добави провайдер,,Добави провайдер,,CONSISTENT (SOME)
Add recording (enter recording duration),Добави запис (въведете запис продължителност),'',Добави запис (въведете продължителност на записа),'',MISMATCH (ALL)
Add recording (enter recording endtime),Добави запис (въведете запис ENDTIME),'',Добави запис (въведете край на записа),'',MISMATCH (ALL)
Add recording (indefinitely),Добави запис (за неопределено време),'',Добави запис (без ограничение),'',MISMATCH (ALL)
Add recording (stop after current event),Добави запис (стоп след текущото събитие),'',Добави запис (спри след текущото предаване),'',MISMATCH (ALL)
Add service,Добави сервиз,,Добавяне на услуга,,MISMATCH (SOME)
Add service to bouquet,,,Добави канала към букет,,SOLITARY
Add service to favourites,,,Добави канал към предпочитани,,SOLITARY
Add services to this bouquet?,,,Добави каналите към този букет?,,SOLITARY
Add timer,Добави таймер,Добавяне таймер,Добавяне на таймер,Добавяне таймер,MISMATCH (ALL)
Add title,Добави име,Добавяне име,Добавяне на име,Добавяне име,MISMATCH (ALL)
Add to bouquet,,Добави към букет,Добави към букет,Добави към букет,CONSISTENT (SOME)
Add to favourites,,Добави към предпочитани,Добави към предпочитани,Добави към предпочитани,CONSISTENT (SOME)
Add to parental protection,,,Добави към родителска защита,,SOLITARY
Add/remove change timer for current event,Добави/премахни таймер за промяна за текущото събитие,,Добавяне/премахване/промяна таймер за текущото събитие,,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,"Допълнителни опциии за мотора Ви позволяват да въведете данни от спецификацията на мотора, така че енигма2 да може да изчисли колко време ще отнеме завъртането на антената от един сателит до друг.",'',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,"Допълнителни опциии за мотора Ви позволяват да въведете данни от спецификацията на мотора, така че енигма2 да може да изчисли колко време ще отнеме завъртането на антената до друг сателит.",'',INCOMPLETE (SOME)
Adjust 3D settings,Коригирайте 3D настройките,'',3D настройки,,MISMATCH (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Коригирайте настройките на цветовете така, че всички цветови нюанси да се различават, но да изглеждат възможно най-наситени. Ако сте доволни от резултата, натиснете OK, за да затворите видеото за фина настройка или използвайте цифровите клавиши, за да изберете други тестови екрани.","Настройте цветовете така, че всички цветни сенки да са различимии да са максимално наситени. Ако сте доволни от резултата, натиснете OK за да затворите фината настройка на картината, или използвайте цифровите бутони за да изберете друг тест екран.","Настройте цветовете така, че всички цветови нюанса да са различимии и максимално наситени. Ако сте доволни от резултата, натиснете OK за да затворите фината настройка на картината, или използвайте цифровите бутони за да изберете друг тест екран.","Настройте цветовете така, че всички цветни сенки да са различимии да са максимално наситени. Ако сте доволни от резултата, натиснете OK за да затворите фината настройка на картината, или използвайте цифровите бутони за да изберете друг тест екран.",MISMATCH (ALL)
Advanced,Разширени,,Разширено,,MISMATCH (SOME)
Advanced options,Разширени опции,,Разширени настройки,,MISMATCH (SOME)
Advanced options and settings.,,,Допълнителни опции и настройки.,,SOLITARY
Advanced restore,Разширено възстановяване,Експертно Възстановяване,Експертно възстановяване,Експертно Възстановяване,MISMATCH (ALL)
Advanced software,Разширен софтуер,,Допълнителен софтуер,,MISMATCH (SOME)
Advanced software plugin,Разширен софтуерен плъгин,,Плъгин за допълнителен софтуер,,MISMATCH (SOME)
Advanced video enhancement setup,Настройка на разширено видео подобрение,'',Разширени настройки за подобряване на картината,'',MISMATCH (ALL)
Advanced video setup,,'',Разширени настройки на картината,,INCOMPLETE (SOME)
Afghanistan,'',,Афганистан,'',INCOMPLETE (SOME)
After event,След събитието,След предаването,След предаването,След предаването,MISMATCH (ALL)
Aland Islands,'',,Острови Алан,'',INCOMPLETE (SOME)
Albania,'',,Албания,'',INCOMPLETE (SOME)
Album,Албум,Албум,Албум,Албум,CONSISTENT (ALL)
Algeria,'',,Алжир,'',INCOMPLETE (SOME)
Alignment of events,Подравняване на събитията,,Подравняване на събития,'',MISMATCH (SOME)
Alignment of service names,Подравняване на сервизните имена,,Подравняване имена на услуги,,MISMATCH (SOME)
All,Всички,Всички,Всички,Всички,CONSISTENT (ALL)
All ages,Всички възрасти,'',Всички възрасти,'',INCOMPLETE (ALL)
All frequency,,,Всички частоти,,SOLITARY
All satellites 1 (USALS),Всички сателити 1 (USALS),,Всички спътници 1 (USALS),'',MISMATCH (SOME)
All satellites 2 (USALS),Всички сателити 2 (USALS),,Всички спътници 2 (USALS),'',MISMATCH (SOME)
All satellites 3 (USALS),Всички сателити 3 (USALS),,Всички спътници 3 (USALS),'',MISMATCH (SOME)
All satellites 4 (USALS),Всички сателити 4 (USALS),,Всички спътници 4 (USALS),'',MISMATCH (SOME)
All services provider,Всички провайдери на сервизни,,Всички услуги на провайдер,,MISMATCH (SOME)
All slots,,,Всички слотове,,SOLITARY
Allocate,Разпределяне,'',Разпредели,'',MISMATCH (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,Задаване на номер на LNB което настройвате. Вие ще можете да изберете този LNB отново за други сателити (напр. при моторизирана антена) за избягване на повторно конфигуриране на същия LNB.,'',INCOMPLETE (SOME)
Allocate unused memory index,Разпределяне на неизползвания индекс на паметта,'',Разпредели неизползваната памет,'',MISMATCH (ALL)
Allow 10bit,'',,Позволи 10bit,'',INCOMPLETE (SOME)
Allow 12bit,'',,Позволи 12bit,'',INCOMPLETE (SOME)
Allow quit movieplayer with exit,Позволяване на излизане от плейъра с изход,,Позволи изход от видеоплейъра с exit,,MISMATCH (SOME)
Allow quitting movieplayer with exit,,,Позволи изход от видеоплейъра с exit,,SOLITARY
Allow subtitle language to equal audio language,Позволяване на събтитри и аудио език,'',Позволи езика на субтитрите да съответстват на езика на звука,'',MISMATCH (ALL)
Allow subtitles for hearing impaired,Позволяване на субтитри за хора с увреден слух,'',Позволи субтитри за хора с увреден слух,'',MISMATCH (ALL)
Allow unsupported modes,,,Разрешаване на неподдържани режими,,SOLITARY
Alpha,'',Алфа,Алфа,Алфа,INCOMPLETE (ALL)
Also import at reboot/restart enigma2,,,Импортиране при рестарт на приемника/enigma2,,SOLITARY
Also import from the extension menu,,,Добави импортиране в менюто с разширенията,,SOLITARY
Also import when box is leaving standby,,,Импортиране при изход от режим готовност,,SOLITARY
Also on standby,Също в standby,,В режим готовност също,,MISMATCH (SOME)
Alternative,Алтернативен,,Алтернатива,,MISMATCH (SOME)
Alternative 1,,,Алтернатива 1,,SOLITARY
Alternative 2,,,Алтернатива 2,,SOLITARY
Alternative URL for images listed on FlashImage,,,Алтернативен URL за списък с имиджи за флашване онлайн,,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,Алтернативен URL за DVB-T/C или ATSC,,SOLITARY
Alternative numbering mode,Алтернативен режим на номериране,'',Алтернативен номериран режим,'',MISMATCH (ALL)
Alternative services tuner priority,Приоритет на тунера за алтернативни услуги,Алтернативен приоритет на тунера,Алтернативен приоритет на тунера,Алтернативен приоритет на тунера,MISMATCH (ALL)
Always ask,Винаги питай,'',Винаги питай,'',INCOMPLETE (ALL)
Always hide infobar,Винаги крий инфобара,'',Винаги скривай инфо-лентата,'',MISMATCH (ALL)
Always include ECM in recordings,,,Винаги включвай ECM в записите,,SOLITARY
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Винаги включвай ECM съобщения в записите. Това отменя индивидуалните настройки на таймера на глобално ниво, и позволява декодиране на записите в нужното Ви време след това, ако тази функция се поддържа от Вашия приемник. По подразбиране: изкл.",,INCOMPLETE (SOME)
American Samoa,'',,Американска Самоа,'',INCOMPLETE (SOME)
An empty filename is illegal.,Празно име на файла е недопустимо.,Файл без име не се приема.,Файл без име не се приема.,Файл без име не се приема.,MISMATCH (ALL)
An error occurred - Please try again later,,,Възникна грешка - Моля опитайте по-късно,,SOLITARY
An error occurred while downloading the packetlist. Please try again.,Възникна грешка при изтеглянето на списъка с пакети. Опитайте отново.,'',Възникна грешка при изтегляне на списъка с пакети. Моля опитайте отново.,'',MISMATCH (ALL)
An unknown error occurred!,Възникна неизвестна грешка!,,Непозната грешка!,,MISMATCH (SOME)
And will put your receiver in standby over ,,,И ще постави вашия приемник в режим готовност след ,,SOLITARY
Andorra,'',,Андора,'',INCOMPLETE (SOME)
Angola,'',,Ангола,'',INCOMPLETE (SOME)
Anguilla,'',,Ангуила,'',INCOMPLETE (SOME)
Antarctica,'',,Антарктида,'',INCOMPLETE (SOME)
Antigua and Barbuda,'',,Антигуа и Барбуда,'',INCOMPLETE (SOME)
Any activity,Всяка дейност,'',Което и да е действие,'',MISMATCH (ALL)
Arabic,Арабски,Арабски,Арабски,Арабски,CONSISTENT (ALL)
Are you sure to delete image:,,,Наистина ли искате да изтриете имидж:,,SOLITARY
Are you sure to purge all deleted user bouquets?,,,Наистина ли искате да премахнете всички изтрити букети?,,SOLITARY
Are you sure to reboot to,,,Наистина ли искате да рестартирате към,,SOLITARY
Are you sure to remove all %d.%d%s%s services?,Сигурен ли си че искаш да премахнеш всички %d.%d%s%s сервизи?,,Наистина ли искате да изтриете всички %d.%d%s%s канали?,,MISMATCH (SOME)
Are you sure to remove all cable services?,Сигурен ли си че искаш да премахнеш всички кабелни сервизи?,,Наистина ли искате да изтриете всички кабелни канали?,,MISMATCH (SOME)
Are you sure to remove all terrestrial services?,Сигурен ли си че искаш да премахнеш всички наземни сервизи?,,Наистина ли искате да изтриете всички наземни канали?,,MISMATCH (SOME)
Are you sure to remove this entry?,Сигурен ли си че искаш да премахнеш този запис?,,Наистина ли искате да изтриете избраното?,,MISMATCH (SOME)
Are you sure to restore all deleted images,,,Наистина ли искате да възстановите всички изтрити имиджи,,SOLITARY
Are you sure you want to activate this network configuration?\n\n,Сигурен ли си че искаш да активираш тази мрежова конфигурация?\n\n,Искате ли да активирате тези мрежови настройки?\n\n,Искате ли да активирате тези мрежови настройки?\n\n,Искате ли да активирате тези мрежови настройки?\n\n,MISMATCH (ALL)
Are you sure you want to delete\nthe following backup:\n,Сигурен ли си че искаш да изтриеш \nследното архивиране:\n,'',"Сигурни ли сте, че искате да изтриете\nследния backup:\n",'',MISMATCH (ALL)
Are you sure you want to exit this wizard?,Сигурен ли си че искаш да излезеш от този помощник?,'',"Сигурни ли сте,че искате да излезете от помощника?",'',MISMATCH (ALL)
Are you sure you want to restart your network interfaces?\n\n,Сигурен ли си че искаш да рестартираш своите мрежовите интерфейси?\n\n,Искате ли да рестартирате вашия мрежов интерфейс?\n\n,Искате ли да рестартирате вашия мрежов интерфейс?\n\n,Искате ли да рестартирате вашия мрежов интерфейс?\n\n,MISMATCH (ALL)
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,Сигурен ли си че искаш да  възстановиш\nследния архив:\n%s\nВашият приемник ще се рестартира след като архивирането е било възстановено!,'',"Сигурни ли сте,че искате да възстановите\nследния backup:\n%s\nПриемникът ще се рестартира след възстановяването!",'',MISMATCH (ALL)
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,Сигурен ли си че искаш да  възстановиш архива?\nВашият приемник ще се рестартира след като архивирането е било възстановено!,'',Искате ли да възстановите вашия backup?\nПриемникът ще се рестартира след възстановяването!,'',MISMATCH (ALL)
Argentina,'',,Аржентина,'',INCOMPLETE (SOME)
Armenia,'',,Армения,'',INCOMPLETE (SOME)
Artist,Артист,Артист,Артист,Артист,CONSISTENT (ALL)
Arts/Culture,Изкуство/Култура,'',Изкуство/Култура,'',INCOMPLETE (ALL)
Aruba,'',,Аруба,'',INCOMPLETE (SOME)
As defined by the skin,,,Както е зададено в скина,,SOLITARY
Ask user,Попитай потребителя,Питай потребител,Питай потребител,Питай потребител,MISMATCH (ALL)
Aspect ratio,Съотношение аспект,'',Режим Картина,'',MISMATCH (ALL)
Assigned CAIds:,Присвоени CAIds:,'',Възложени CAIds:,'',MISMATCH (ALL)
