msgid,openatv,openhdf,openpli,openvix,STATUS
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nΠιέστε ok για επιλογή πολλαπλής εκκίνησης\nΠιέστε exit για κλείσιμο,,INCOMPLETE (SOME)
%s %d.%d,,,%s %d.%d,,SOLITARY
%s %s free disk space,,,%s %s ελεύθερος χώρος δίσκου,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,%s εισήχθησαν από το εφεδρικό tuner,,SOLITARY
%s is no longer used. Should it be deleted?,Το %s δεν χρησιμοποιείται πλέον. Να γίνει διαγραφή του;,'',Ο δορυφόρος %s δεν χρησιμοποιείται πλέον. Να γίνει διαγραφή του;,Το %s δεν χρησιμοποιείται πλέον. Να γίνει διαγραφή του;,MISMATCH (ALL)
%s%% Autoinstalling %s,,,%s%% Αυτόματη εγκατάσταση του %s,,SOLITARY
%s%d min,'',,%s%d λεπτά,,INCOMPLETE (SOME)
%s/%s: %s,'','',%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL)
%s:%s,,,%s:%s,%s:%s,UNCHANGED (SOME)
(VU+ type),,,(VU+ τύπος),,SOLITARY
(ZAP as PiP),,,(ΖΑΠ ως PiP),'',INCOMPLETE (SOME)
(ZAP),,(ZAP),(ΖΑΠ),(ΖΑΠ),MISMATCH (SOME)
(activated +%d min),,,(ενεργό +%d λεπτά),,SOLITARY
(empty),(κενό),(κενό),(κενό),(κενό),CONSISTENT (ALL)
(not activated),,,(μη ενεργό),,SOLITARY
(show optional DVD audio menu),(εμφάνιση προαιρετικού μενού ήχου DVD),(εμφάνιση προαιρετικού μενού ήχου DVD),(εμφάνιση προαιρετικού μενού ήχου DVD),(εμφάνιση προαιρετικού μενού ήχου DVD),CONSISTENT (ALL)
(unknown),,,(άγνωστο),,SOLITARY
* Only available if more than one interface is active.,* Διαθέσιμο μόνο εάν είναι ενεργές περισσότερες από μία διεπαφές.,* Διαθέσιμο μόνο εάν είναι ενεργές περισσότερες από μία διεπαφές.,* Διαθέσιμο μόνο εάν είναι ενεργές περισσότερες από μία διεπαφές.,* Διαθέσιμο μόνο εάν είναι ενεργές περισσότερες από μία διεπαφές.,CONSISTENT (ALL)
-NO SERVICE\n,-ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ\n,,-ΧΩΡΙΣ ΥΠΗΡΕΣΙΑ\n,'',INCOMPLETE (SOME)
-SERVICE ERROR:%d\n,-ΣΦΑΛΜΑ ΥΠΗΡΕΣΙΑΣ:%d\n,,-ΣΦΑΛΜΑ ΥΠΗΡΕΣΙΑΣ:%d\n,'',INCOMPLETE (SOME)
/s,'','',/s,/s,INCOMPLETE (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME)
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME)
10bit,'',,10bit,'',INCOMPLETE (SOME)
12V output,έξοδος 12V,έξοδος 12V,έξοδος 12V,έξοδος 12V,CONSISTENT (ALL)
12bit,'',,12bit,'',INCOMPLETE (SOME)
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,16:10 Μπάρες πάνω - κάτω,16:10 Letterbox,16:10 μπάρες πάνω - κάτω,16:10 Μπάρες πάνω - κάτω,MISMATCH (ALL)
16:10 PanScan,16:10 Πανοραμική & Σάρωση,16:10 PanScan,16:10 Πανοραμική&Σάρωση,16:10 Πανοραμική&Σάρωση,MISMATCH (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,16:9 Μπάρες πάνω - κάτω,16:10 Letterbox,16:10 Μπάρες πάνω - κάτω,16:10 Μπάρες πάνω - κάτω,MISMATCH (ALL)
16:9 always,πάντα 16:9,πάντα 16:9,πάντα 16:9,πάντα 16:9,CONSISTENT (ALL)
16K,,,16K,,SOLITARY
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME)
23.976,'','',23.976,23.976,INCOMPLETE (ALL)
24,'',,24,24,INCOMPLETE (SOME)
25,'',,25,25,INCOMPLETE (SOME)
29.97,'','',29.97,29.97,INCOMPLETE (ALL)
3,'',,3,,INCOMPLETE (SOME)
30,'',,30,30,INCOMPLETE (SOME)
3D surround,,,3D περιφερικό,,SOLITARY
3D surround softlimiter,,,Οριοθέτηση περιφερικού 3D,,SOLITARY
3D surround speaker position,,,Θέση ηχείου περιφερικού 3D,,SOLITARY
3d mode,λειτουργία 3d,τύπος 3d,Λειτουργία 3D,,MISMATCH (SOME)
4,'',,4,,INCOMPLETE (SOME)
420,'',,420,'',INCOMPLETE (SOME)
422,'',,422,'',INCOMPLETE (SOME)
444,'',,444,'',INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,4:3 Μπάρες πάνω - κάτω,4:3 Letterbox,4:3 μπάρες πάνω - κάτω,4:3 Μπάρες πάνω - κάτω,MISMATCH (ALL)
4:3 PanScan,4:3 Πανοραμική&Σάρωση,4:3 PanScan,4:3 Πανοραμική&Σάρωση,4:3 Πανοραμική&Σάρωση,MISMATCH (ALL)
4K,,,4K,'',INCOMPLETE (SOME)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME)
6,'',,6,,INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8K,,,8K,'',INCOMPLETE (SOME)
8bit,'',,8bit,'',INCOMPLETE (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - προεπιλογή (ανενεργό),,SOLITARY
<Current movielist location>,<Τρέχουσα τοποθεσία καταλόγου ταινιών>,<Τρέχουσα τοποθεσία καταλόγου ταινιών>,<Τρέχουσα τοποθεσία καταλόγου ταινιών>,<Τρέχουσα τοποθεσία καταλόγου ταινιών>,CONSISTENT (ALL)
<Default movie location>,<Προεπιλεγμένη τοποθεσία ταινιών>,<Αρχική>,<Προεπιλεγμένη τοποθεσία ταινιών>,<Προεπιλεγμένη τοποθεσία ταινιών>,MISMATCH (ALL)
<Last timer location>,<Τελευταία τοποθεσία χρονοδιακόπτη>,<Τελευταία τοποθεσία χρονοδιακόπτη>,<Τελευταία τοποθεσία χρονοδιακόπτη>,<Τελευταία τοποθεσία χρονοδιακόπτη>,CONSISTENT (ALL)
<unknown>,<άγνωστο>,<άγνωστο>,<άγνωστο>,<άγνωστο>,CONSISTENT (ALL)
=NO STREAM\n,=ΧΩΡΙΣ ΡΟΗ\n,,=ΧΩΡΙΣ ΡΟΗ\n,'',INCOMPLETE (SOME)
??,;;,??,;;,;;,MISMATCH (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάστασή του.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,'',Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάστασή του.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάστασή του.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,INCOMPLETE (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάσταση.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,Ένα αρχείο ρυθμίσεων (%s) έχει αλλάξει.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάσταση.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,Ένα αρχείο ρυθμίσεων (%s) έχει τροποποιηθεί μετά την εγκατάσταση.\nΘέλετε να διατηρήσετε τη δική σας έκδοση;,MISMATCH (ALL)
A file from media is in use!,,,Ένα αρχείο από τα πολυμέσα είναι σε λειτουργία!,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Ένας ολοκληρωμένος χρονοδιακόπτης θέλει να θέσει \nτον δέκτη σας σε αναμονή. Να γίνει τώρα;,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Ένας ολοκληρωμένος χρονοδιακόπτης θέλει να τερματίσει\nτον δέκτη σας. Να γίνει τώρα;,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Γραφικό EPG για όλες τις υπηρεσίες σε συγκεκριμένο μπουκέτο,,SOLITARY
A record has been started:\n%s,,,Μια εγγραφή έχει ξεκινήσει:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Μία εγγραφή βρίσκεται σε εξέλιξη στο επιλεγμένο tuner. Επιλέξτε ένα άλλο tuner ή σταματήστε την εγγραφή και προσπαθήστε ξανά.,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Μια εγγραφή είναι σε εξέλιξη.\nΤι θέλετε να γίνει;,Μια εγγραφή είναι σε εξέλιξη.\nΤι θέλετε να γίνει;,Μια εγγραφή είναι σε εξέλιξη.\nΤι θέλετε να γίνει;,,CONSISTENT (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Μια εγγραφή είναι σε εξέλιξη. Πρέπει να σταματήσετε την εγγραφή πριν την ανίχνευση.,Μια εγγραφή είναι σε εξέλιξη. Πρέπει να σταματήσετε την εγγραφή πριν από σάρωση.,Μια εγγραφή είναι σε εξέλιξη. Πρέπει να σταματήσετε την εγγραφή πριν την ανίχνευση.,Μια εγγραφή είναι σε εξέλιξη. Πρέπει να σταματήσετε την εγγραφή πριν την ανίχνευση.,MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Μία εγγραφή βρίσκεται σε εξέλιξη. Σταματήστε την εγγραφή πριν ξεκινήσετε τον έλεγχο ενός DiSEqC.,,SOLITARY
A required tool (%s) was not found.,Ένα απαιτούμενο εργαλείο (%s) δεν βρέθηκε.,Ένα απαιτούμενο εργαλείο (%s) δεν βρέθηκε.,Ένα απαιτούμενο εργαλείο (%s) δεν βρέθηκε.,Ένα απαιτούμενο εργαλείο (%s) δεν βρέθηκε.,CONSISTENT (ALL)
A search for available updates is currently in progress.,Μία αναζήτηση για διαθέσιμες ενημερώσεις είναι σε εξέλιξη.,Μία αναζήτηση για διαθέσιμες ενημερώσεις είναι σε εξέλιξη.,Μία αναζήτηση για διαθέσιμες ενημερώσεις είναι σε εξέλιξη.,Μία αναζήτηση για διαθέσιμες ενημερώσεις είναι σε εξέλιξη.,CONSISTENT (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Βρέθηκε ένα δεύτερο ρυθμισμένο δίκτυο.\n\nΘέλετε να απενεργοποιήσετε τον δεύτερο προσαρμογέα δικτύου;,Βρέθηκε δεύτερο ρυθμισμένο δίκτυο.\n\nΘέλετε να απενεργοποιήσετε το δεύτερο προσαρμογέα δικτύου;,Βρέθηκε ένα δεύτερο ρυθμισμένο δίκτυο.\n\nΘέλετε να απενεργοποιήσετε τον δεύτερο προσαρμογέα δικτύου;,Βρέθηκε ένα δεύτερο ρυθμισμένο δίκτυο.\n\nΘέλετε να απενεργοποιήσετε το δεύτερο προσαρμογέα δικτύου;,MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Ένας χρονοδιακόπτης απενεργοποίησης θέλει να θέσει\nτον δέκτη σας σε αναμονή. Τερματισμός τώρα;,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Ένας χρονοδιακόπτης απενεργοποίησης θέλει να τερματίσει\nτον δέκτη σας. Τερματισμός τώρα;,,SOLITARY
A small overview of the available icon states and actions.,Επισκόπηση των διαθέσιμων εικονιδίων κατάστασης και ενεργειών.,Μια επισκόπηση των διαθέσιμων εικονιδίων κατάστασης και ενεργειών.,Επισκόπηση των διαθέσιμων εικονιδίων κατάστασης και ενεργειών.,Επισκόπηση των διαθέσιμων εικονιδίων κατάστασης και ενεργειών.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Ένας χρονοδιακόπτης απέτυχε να ξεκινήσει.\nΝα απενεργοποιηθεί η TV και να ξαναπροσπαθήσει;\n,Ένας χρονοδιακόπτης απέτυχε να ξεκινήσει.\nΝα απενεργοποιηθεί η TV και να ξαναπροσπαθήσει;\n,Ένας χρονοδιακόπτης απέτυχε να ξεκινήσει.\nΝα απενεργοποιηθεί η TV και να ξαναπροσπαθήσει;\n,Ένας χρονοδιακόπτης απέτυχε να ξεκινήσει.\nΝα απενεργοποιηθεί η TV και να ξαναπροσπαθήσει;\n,CONSISTENT (ALL)
A/V settings,,'',Ρυθμίσεις εικόνας/ήχου,,INCOMPLETE (SOME)
AAC downmix,Αποκωδικοποίηση & μίξη AAC,'',Αποκωδικοποίηση & μίξη AAC,Μίξη AAC,MISMATCH (ALL)
AC3 downmix,Αποκωδικοποίηση & μίξη AC3,,Αποκωδικοποίηση & μίξη AC3,,CONSISTENT (SOME)
ACQUIRING TSID/ONID,,'',ΛΗΨΗ TSID/ONID,ΑΝΑΚΤΗΣΗ TSID/ONID,MISMATCH (SOME)
AGC:,,,AGC:,'',INCOMPLETE (SOME)
ASS File,,,Αρχείο ASS,,SOLITARY
ASS file,,,αρχείο ASS,'',INCOMPLETE (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,Πάροχος ATSC,,Πάροχος ATSC,,CONSISTENT (SOME)
Abort,Ακύρωση,Ακύρωσε,Ακύρωση,Ακύρωση,MISMATCH (ALL)
Abort alternatives edit,,,Ακύρωση επεξεργασίας εναλλακτικών,Ακύρωση επεξεργασίας εναλλακτικών,CONSISTENT (SOME)
Abort bouquet edit,,,Ακύρωση επεξεργασίας μπουκέτου,Ακύρωση επεξεργασίας μπουκέτου,CONSISTENT (SOME)
Abort favourites edit,,,Ακύρωση επεξεργασίας αγαπημένων,Ακύρωση επεξεργασίας αγαπημένων,CONSISTENT (SOME)
About,Περί,Περί,Περί,Περί,CONSISTENT (ALL)
Accesspoint:,Σημείο πρόσβασης:,Σημείο πρόσβασης:,Σημείο πρόσβασης:,Σημείο πρόσβασης:,CONSISTENT (ALL)
Activate HbbTV (Redbutton),Ενεργοποίηση HbbTV (Κόκκινο πλήκτρο),,Ενεργοποίηση HbbTV (Κόκκινο πλήκτρο),,CONSISTENT (SOME)
Activate Picture in Picture,Ενεργοποίηση Picture in Picture,Να ενεργοποιηθεί το PiP,Ενεργοποίηση Picture in Picture,Ενεργοποίηση Picture in Picture,MISMATCH (ALL)
Activate current configuration,Ενεργοποίηση τρέχουσας ρύθμισης,,Ενεργοποίηση τρέχουσας ρύθμισης,Ενεργοποίηση τρέχουσας ρύθμισης,CONSISTENT (SOME)
Activate network settings,Ενεργοποίηση ρυθμίσεων δικτύου,Ενεργοποίηση ρυθμίσεων δικτύου,Ενεργοποίηση ρυθμίσεων δικτύου,Ενεργοποίηση ρυθμίσεων δικτύου,CONSISTENT (ALL)
Activate the configured network settings.,Ενεργοποίηση των παραμετροποιημένων ρυθμίσεων δικτύου.,'',Ενεργοποίηση των παραμετροποιημένων ρυθμίσεων δικτύου.,Ενεργοποίηση των παραμετροποιημένων ρυθμίσεων δικτύου,MISMATCH (ALL)
Activate timeshift End,Ενεργοποίηση τέλους χρονομετατόπισης,,Ενεργοποίηση τέλους χρονομετατόπισης,,CONSISTENT (SOME)
Activate timeshift end and pause,Ενεργοποίηση τέλους χρονομετατόπισης και παύσης,,Ενεργοποίηση τέλους χρονομετατόπισης και παύση,Ενεργοποίηση τέλους χρονομετατόπισης και παύσης,MISMATCH (SOME)
Adapter settings,Ρυθμίσεις προσαρμογέα δικτύου,Ρυθμίσεις κάρτας δικτύου,Ρυθμίσεις προσαρμογέα δικτύου,Ρυθμίσεις προσαρμογέα δικτύου,MISMATCH (ALL)
Add,Προσθήκη,Προσθήκη,Προσθήκη,Προσθήκη,CONSISTENT (ALL)
Add a mark,Προσθήκη σημαδιού,Προσθήκη σημειωτή,Προσθήκη σημαδιού,Προσθήκη σημαδιού,MISMATCH (ALL)
Add a nameserver entry,Προσθήκη διακομιστή ονομάτων,,Προσθήκη διακομιστή ονομάτων,Προσθήκη nameserver,MISMATCH (SOME)
Add a new title,Προσθήκη νέου τίτλου,Προσθήκη νέου τίτλου,Προσθήκη νέου τίτλου,Προσθήκη νέου τίτλου,CONSISTENT (ALL)
Add alternatives,,,Προσθήκη εναλλακτικών,Προσθήκη εναλλακτικών,CONSISTENT (SOME)
Add bookmark,Προσθήκη σελιδοδείκτη,,Προσθήκη σελιδοδείκτη,Προσθήκη σελιδοδείκτη,CONSISTENT (SOME)
Add bouquet,,,Προσθήκη μπουκέτου,Προσθήκη μπουκέτου,CONSISTENT (SOME)
Add bouquet to parental protection,,,Προσθήκη μπουκέτου στη γονική προστασία,Προσθήκη μπουκέτου στη γονική προστασία,CONSISTENT (SOME)
Add directory to playlist,Προσθήκη φακέλου στη λίστα αναπαραγωγής,,Προσθήκη φακέλου στη λίστα αναπαραγωγής,Προσθήκη φακέλου στη λίστα αναπαραγωγής,CONSISTENT (SOME)
Add file to playlist,Προσθήκη αρχείου στη λίστα αναπαραγωγής,,Προσθήκη αρχείου στη λίστα αναπαραγωγής,Προσθήκη αρχείου στη λίστα αναπαραγωγής,CONSISTENT (SOME)
Add files to playlist,Προσθήκη αρχείων στη λίστα αναπαραγωγής,,Προσθήκη αρχείων στη λίστα αναπαραγωγής,Προσθήκη αρχείων στη λίστα αναπαραγωγής,CONSISTENT (SOME)
Add marker,,,Προσθήκη σημειωτή,Προσθήκη σημειωτή,CONSISTENT (SOME)
Add provider,Προσθήκη παρόχου,,Προσθήκη παρόχου,Προσθήκη παρόχου,CONSISTENT (SOME)
Add recording (enter recording duration),Επιλογή διάρκειας εγγραφής,'',Επιλογή διάρκειας εγγραφής,Επιλογή διάρκειας εγγραφής,INCOMPLETE (ALL)
Add recording (enter recording endtime),Αλλαγή χρόνου τερματισμού εγγραφής,'',Αλλαγή χρόνου τερματισμού εγγραφής,Αλλαγή χρόνου τερματισμού εγγραφής,INCOMPLETE (ALL)
Add recording (indefinitely),Εγγραφή χωρίς όριο χρόνου,'',Εγγραφή χωρίς όριο χρόνου,Εγγραφή χωρίς όριο χρόνου,INCOMPLETE (ALL)
Add recording (stop after current event),Εγγραφή ως το τέλος του τρέχοντος προγράμματος,'',Εγγραφή ως το τέλος του τρέχοντος προγράμματος,Εγγραφή ως το τέλος του τρέχοντος προγράμματος,INCOMPLETE (ALL)
Add service,Προσθήκη υπηρεσίας,,Προσθήκη υπηρεσίας,Προσθήκη υπηρεσίας,CONSISTENT (SOME)
Add service to bouquet,,,Προσθήκη υπηρεσίας σε μπουκέτο,Προσθήκη υπηρεσίας σε μπουκέτο,CONSISTENT (SOME)
Add service to favourites,,,Προσθήκη υπηρεσίας στα αγαπημένα,Προσθήκη υπηρεσίας στα αγαπημένα,CONSISTENT (SOME)
Add services to this bouquet?,,,Προσθήκη υπηρεσιών σε αυτό μπουκέτο;,,SOLITARY
Add timer,Προσθήκη χρονοδιακόπτη,Προσθήκη χρονοδιακόπτη,Προσθήκη χρονοδιακόπτη,Προσθήκη χρονοδιακόπτη,CONSISTENT (ALL)
Add title,Προσθήκη τίτλου,Προσθήκη τίτλου,Προσθήκη τίτλου,Προσθήκη τίτλου,CONSISTENT (ALL)
Add to bouquet,,Προσθήκη σε μπουκέτο,Προσθήκη σε μπουκέτο,Προσθήκη σε μπουκέτο,CONSISTENT (SOME)
Add to favourites,,Προσθήκη στα αγαπημένα,Προσθήκη στα αγαπημένα,Προσθήκη στα αγαπημένα,CONSISTENT (SOME)
Add to parental protection,,,Προσθήκη στον γονικό έλεγχο,Προσθήκη στο γονικό έλεγχο,MISMATCH (SOME)
Add/remove change timer for current event,Προσθήκη/αφαίρεση αλλαγής χρονοδιακόπτη για το τρέχον πρόγραμμα,,Προσθήκη/αφαίρεση αλλαγής χρονοδιακόπτη για το τρέχον πρόγραμμα,,CONSISTENT (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,Οι πρόσθετες επιλογές μοτέρ σας επιτρέπουν να εισάγετε λεπτομέρειες από τον πίνακα χαρακτηριστικών του μοτέρ σας ώστε το enigma να υπολογίζει πόσος χρόνος θα χρειαστεί να μετακινηθεί το κάτοπτρο από δορυφόρο σε δορυφόρο.,,Οι πρόσθετες επιλογές μοτέρ σας επιτρέπουν να εισάγετε λεπτομέρειες από τον πίνακα χαρακτηριστικών του μοτέρ σας ώστε το enigma να υπολογίζει πόσος χρόνος θα χρειαστεί να μετακινηθεί το κάτοπτρο από δορυφόρο σε δορυφόρο.,'',INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,Οι πρόσθετες επιλογές μοτέρ σας επιτρέπουν να εισάγετε λεπτομέρειες από τον πίνακα χαρακτηριστικών του μοτέρ σας ώστε το enigma να υπολογίζει πόσος χρόνος θα χρειαστεί να μετακινηθεί το κάτοπτρο σε άλλο δορυφόρο.,,Οι πρόσθετες επιλογές μοτέρ σας επιτρέπουν να εισάγετε λεπτομέρειες από τον πίνακα χαρακτηριστικών του μοτέρ σας ώστε το enigma να υπολογίζει πόσος χρόνος θα χρειαστεί να μετακινηθεί το κάτοπτρο σε άλλο δορυφόρο.,'',INCOMPLETE (SOME)
Adjust 3D settings,Αλλαγή ρυθμίσεων 3D,Μεταβολή ρυθμίσεων 3D,Αλλαγή ρυθμίσεων 3D,,MISMATCH (SOME)
