msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%2d:%02d:%02d,,'',%2d:%02d:%02d,,INCOMPLETE (SOME),
%3.01f dB,,,%3.01f dB,'',INCOMPLETE (SOME),
%A %d %B,'',,%B %d. %A,,INCOMPLETE (SOME),
%A %e %B,,'',%B %e. %A,,INCOMPLETE (SOME),
%A %e %B %Y,,'',%Y. %B %e. %A,,INCOMPLETE (SOME),
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL),
%a %e %B %Y,,'',%Y. %B %e. %A,,INCOMPLETE (SOME),
%a %e/%m,,'',%m. %e %a,,INCOMPLETE (SOME),
%a %e/%m  %-H:%M,,'',%m. %e %a  %-H:%M,,INCOMPLETE (SOME),
%d B,,,%d B,'',INCOMPLETE (SOME),
%d GB,'','',%d GB,'',INCOMPLETE (ALL),
%d MB,'','',%d MB,'',INCOMPLETE (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'','',%d kB,'',INCOMPLETE (ALL),
%d kB/s,,,%d kB/s,,SOLITARY,
%d min,%d perc,%d perc,%d perc,%d perc,CONSISTENT (ALL),
%d minutes,%d perc,'',%d perc,'',INCOMPLETE (ALL),
%d ms,'',,%d ms,,INCOMPLETE (SOME),
%d sec,%d másodperc,,%d mp,,MISMATCH (SOME),
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,'',,%d.%03d GB,'',INCOMPLETE (SOME),
%d.%B %Y,,%Y. %B %d.,%Y. %B %d.,,CONSISTENT (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,'',%k:%M %m.%e,,INCOMPLETE (SOME),
%s\nDo you still want to flash image\n%s?,,,"%s\nBiztos benne, hogy flashelni szeretné a %s image-t?",,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nNyomja meg az 'OK'-t a multiboot kiválasztásához\nNyomja meg az 'Exit'-et a kilépéshez,,INCOMPLETE (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,%s %s szabad tárterület,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,%s importálva a tartalék tunerből,,SOLITARY,
%s is no longer used. Should it be deleted?,%s nincs többé használatban. Törölhető?,'',%s nincs többé használatban. Töröhető?,'',MISMATCH (ALL),
%s%% Autoinstalling %s,,,%s%% Automatikus telepítés %s,,SOLITARY,
%s%d min,%s%d perc,,%s%d perc,,CONSISTENT (SOME),
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL),
%s:%s,,,%s:%s,'',INCOMPLETE (SOME),
(VU+ type),,,(VU+ típus),,SOLITARY,
(ZAP as PiP),,,(ZAP mint Kép a képben),'',INCOMPLETE (SOME),
(ZAP),,(UGRÁS),(UGRÁS),(UGRÁS),CONSISTENT (SOME),
(activated +%d min),,,(aktiválva +%d perc),,SOLITARY,
(empty),(üres),(üres),(üres),(üres),CONSISTENT (ALL),
(not activated),,,(nincs aktiválva),,SOLITARY,
(show optional DVD audio menu),"(DVD audió menü megjelenítése, ha van)","(DVD audió menü megjelenítése, ha van)","(DVD audió menü megjelenítése, ha van)","(DVD audió menü megjelenítése, ha van)",CONSISTENT (ALL),
(unknown),,,(ismeretlen),,SOLITARY,
* Only available if more than one interface is active.,"* Csak akkor érvényes, ha egynél több interfész aktív.","* Csak akkor érvényes, ha egynél több interfész aktív.","* Csak akkor érvényes, ha egynél több interfész aktív.","* Csak akkor érvényes, ha egynél több interfész aktív.",CONSISTENT (ALL),
-NO SERVICE\n,-NINCS SZOLGÁLTATÁS\n,,-NINCS CSATORNA\n,'',MISMATCH (SOME),
-SERVICE ERROR:%d\n,-SZOLGÁLTATÁS HIBA: %d\n,,-CSATORNA HIBA:%d\n,'',MISMATCH (SOME),
/s,'','',/s,'',INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME),
10bit,10 bit,,10bit,'',MISMATCH (SOME),
12V output,12V kimenet,12V kimenet,12V kimenet,12V kimenet,CONSISTENT (ALL),
12bit,12 bit,,12bit,'',MISMATCH (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,mindig 16:9,mindíg 16:9,mindig 16:9,mindíg 16:9,MISMATCH (ALL),unicode
16K,,,16K,'',INCOMPLETE (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME),
23.976,'','',23.976,'',INCOMPLETE (ALL),
24,'',,24,,INCOMPLETE (SOME),
25,'',,25,,INCOMPLETE (SOME),
29.97,'','',29.97,'',INCOMPLETE (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,'',,30,,INCOMPLETE (SOME),
3D surround,,,3D surround,,SOLITARY,
3D surround softlimiter,,,3D surround beállítása,,SOLITARY,
3D surround speaker position,,,3D surround hangszóró pozíciója,'',INCOMPLETE (SOME),
3d mode,3D mód,'',3D mód,,INCOMPLETE (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,'',INCOMPLETE (SOME),
422,'',,422,'',INCOMPLETE (SOME),
444,'',,444,'',INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
4K,,,4K,'',INCOMPLETE (SOME),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8K,,,8K,'',INCOMPLETE (SOME),
8bit,8 bit,,8bit,'',MISMATCH (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - alapértelmezett (kikapcsolva),,SOLITARY,
<Current movielist location>,<Felvételek listájának aktuális helye>,<Filmlista aktuális tárhelye>,<Filmlista aktuális tárhelye>,<Filmlista aktuális tárhelye>,MISMATCH (ALL),
<Default movie location>,<Felvételek helye>,<Felvételek tárhelye>,<Felvételek tárhelye>,<Felvételek tárhelye>,MISMATCH (ALL),
<Last timer location>,<Időzítés utolsó helye>,<Időzítés utolsó pozíciója>,<Időzítés utolsó pozíciója>,<Időzítés utolsó pozíciója>,MISMATCH (ALL),
<unknown>,<ismeretlen>,<ismeretlen>,<ismeretlen>,<ismeretlen>,CONSISTENT (ALL),
=NO STREAM\n,=NINCS ADATFOLYAM\n,,=NINCS ADATFOLYAM\n,'',INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,'',A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,'',INCOMPLETE (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,A telepítés óta a (%s) konfigurációs fájl módosítva lett.\nMeg akarja tartani az Ön verzióját?,CONSISTENT (ALL),
A file from media is in use!,,,A médián lévő egyik fájl használatban van!,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Egy befejezett időzítés le akarja kapcsolni\na készüléket készenléti módba. Engedélyezi?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Egy befejezett időzítés ki akarja kapcsolni\na készüléket. Engedélyezi?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Grafikus EPG egy adott lista összes csatornájához,,SOLITARY,
A record has been started:\n%s,,,A következő műsor felvétele elindult:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,"Egy felvétel folyamatban van a kiválasztott tuneren. Válasszon másik tunert, vagy állítsa le a felvételt és próbálja újra.",,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Egy felvétel folyamatban van. \nMit szeretne tenni?,Egy felvétel éppen fut. \nMit szeretne tenni?,Egy felvétel folyamatban van. \nMit szeretne tenni?,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Egy felvétel folyamatban van. A keresés elindítása előtt állítsa meg a felvételt.,'',Egy felvétel folyamatban van. A keresés elindítása előtt állítsa meg a felvételt.,'',INCOMPLETE (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Egy felvétel folyamatban van. A DiSEqC tesztelés elindítása előtt állítsa meg a felvételt.,,SOLITARY,
A required tool (%s) was not found.,A keresett eszköz (%s) nem található.,A keresett eszköz (%s) nem található.,A keresett eszköz (%s) nem található.,A keresett eszköz (%s) nem található.,CONSISTENT (ALL),
A search for available updates is currently in progress.,Az elérhető frissítések keresése folyamatban van.,Az elérhető frissítések keresése folyamatban van.,Az elérhető frissítések keresése folyamatban van.,Az elérhető frissítések keresése folyamatban van.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Egy második bekonfigurált interfész is van a rendszerben.\n\nLe szeretné tiltani a második hálózati interfészt?,Egy második bekonfigurált interfész is van a rendszerben.\n\nLe szeretné tiltani a második hálózati interfészt?,Egy második bekonfigurált interfész is van a rendszerben.\n\nLe szeretné tiltani a második hálózati interfészt?,Egy második bekonfigurált interfész is van a rendszerben.\n\nLe szeretné tiltani a második hálózati interfészt?,CONSISTENT (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Az elalvásidőzítő le akarja kapcsolni\na készüléket készenléti módba. Engedélyezi?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Az elalvásidőzítő ki akarja kapcsolni\na készüléket. Engedélyezi?,,SOLITARY,
A small overview of the available icon states and actions.,Egy gyors áttekintés az elérhető ikonokról és állapotokról.,Egy gyors áttekintés az elérhető ikonokról és állapotokról.,Egy gyors áttekintés az elérhető ikonokról és állapotokról.,Egy gyors áttekintés az elérhető ikonokról és állapotokról.,CONSISTENT (ALL),
A timer failed to record!\nDisable TV and try again?\n,Az időzítő nem tud felvenni!\nPróbálja újra TV megjelenítés nélkül?\n,Az időzítő nem tud felvenni!\nPróbálja újra TV megjelenítés nélkül?\n,Az időzítő nem tud felvenni!\nPróbálja újra TV megjelenítés nélkül?\n,Az időzítő nem tud felvenni!\nPróbálja újra TV megjelenítés nélkül?\n,CONSISTENT (ALL),
A/V settings,,'',A/V beállítások,,INCOMPLETE (SOME),
AAC downmix,AAC lekeverése,'',AAC lekeverése,'',INCOMPLETE (ALL),
AC3 downmix,AC3 lekeverése,,AC3 lekeverése,'',INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,'',TSID/ONID BESZERZÉSE,'',INCOMPLETE (SOME),
AGC:,,,AGC:,'',INCOMPLETE (SOME),
ASS File,,,ASS fájl,,SOLITARY,
ASS file,,,ASS fájl,'',INCOMPLETE (SOME),
ATSC,'',,ATSC,'',INCOMPLETE (SOME),
ATSC provider,ATSC szolgáltató,,ATSC szolgáltató,,CONSISTENT (SOME),
Abort,Megszakítás,Mégsem,Mégsem,Mégsem,MISMATCH (ALL),
Abort alternatives edit,,,Alternatív módosítás megszakítása,,SOLITARY,
Abort bouquet edit,,,Lista szerkesztés megszakítása,,SOLITARY,
Abort favourites edit,,,Kedvencek módosításának megszakítása,,SOLITARY,
About,Névjegy,Névjegy,Névjegy,Névjegy,CONSISTENT (ALL),
Accesspoint:,Hozzáférési pont:,Hozzáférési pont:,Hozzáférési pont:,Hozzáférési pont:,CONSISTENT (ALL),
Activate HbbTV (Redbutton),HbbTV Aktiválása (Piros gomb),,HbbTV Aktiválása (Piros gomb),,CONSISTENT (SOME),
Activate Picture in Picture,Kép-a-Képben bekapcsolása,Kép-a-Képben bekapcsolása,Kép-a-Képben bekapcsolása,Kép-a-Képben bekapcsolása,CONSISTENT (ALL),
Activate current configuration,Aktuális konfiguráció aktiválása,,Aktuális konfiguráció aktiválása,,CONSISTENT (SOME),
Activate network settings,Hálózati beállítások aktiválása,Hálózati beállítások aktiválása,Hálózati beállítások aktiválása,Hálózati beállítások aktiválása,CONSISTENT (ALL),
Activate the configured network settings.,A megadott hálózati beállítások aktiválása.,'',A megadott hálózati beállítások aktiválása.,'',INCOMPLETE (ALL),
Activate timeshift End,Timeshift végének aktiválása,,Időcsúsztatás végének aktiválása,,MISMATCH (SOME),
Activate timeshift end and pause,Timeshift végének aktiválása és megállítás,,Időcsúsztatás végének aktiválása és megállítás,'',MISMATCH (SOME),
Adapter settings,Adapter beállításai,Interfész beállításai,Adapter beállításai,Interfész beállításai,MISMATCH (ALL),
Add,Hozzáadás,Hozzáadás,Hozzáadás,Hozzáadás,CONSISTENT (ALL),
Add a mark,Jelző hozzáadása,Jelző hozzáadása,Jelző hozzáadása,Jelző hozzáadása,CONSISTENT (ALL),
Add a nameserver entry,Névszerver hozzáadása,,Névszerver hozzáadása,,CONSISTENT (SOME),
Add a new title,Új cím hozzáadása,Új cím hozzáadása,Új cím hozzáadása,Új cím hozzáadása,CONSISTENT (ALL),
Add alternatives,,,Alternatívák hozzáadása,,SOLITARY,
Add bookmark,Könyvjelző hozzáadása,,Bookmark hozzáadása,,MISMATCH (SOME),
Add bouquet,,,Lista hozzáadása,,SOLITARY,
Add bouquet to parental protection,,,Lista hozzáadása a gyermekzár védelemhez,,SOLITARY,
Add directory to playlist,Mappa hozzáadása a lejátszási listához,,Mappa hozzáadása a lejátszási listához,,CONSISTENT (SOME),
Add file to playlist,Fájl hozzáadása a lejátszási listához,,Fájl hozzáadása a lejátszási listához,,CONSISTENT (SOME),
Add files to playlist,Fájlok hozzáadása a lejátszási listához,,Fájlok hozzáadása a lejátszási listához,,CONSISTENT (SOME),
Add marker,,,Marker hozzáadása,,SOLITARY,
Add provider,Szolgáltató hozzáadása,,Szolgáltató hozzáadása,,CONSISTENT (SOME),
Add recording (enter recording duration),Felvétel készítése (adja meg a felvétel hosszának idejét),'',Felvétel hozzáadása (adja meg a felvétel hosszát),'',MISMATCH (ALL),
Add recording (enter recording endtime),Felvétel készítése (adja meg a felvétel befejezésének idejét),'',Felvétel hozzáadása (adja meg a felvétel vége időpontját),'',MISMATCH (ALL),
Add recording (indefinitely),Felvétel készítése (ameddig le nem állítják),'',Felvétel hozzáadása (korlátlan),'',MISMATCH (ALL),
Add recording (stop after current event),Felvétel készítése (csak az adott műsor felvétele),'',Felvétel hozzáadása (esemény után leáll),'',MISMATCH (ALL),
Add service,Csatorna hozzáadása,,Csatorna hozzáadása,,CONSISTENT (SOME),
Add service to bouquet,,,Csatorna hozzáadása egy listához,,SOLITARY,
Add service to favourites,,,Csatorna hozzáadása a kedvencekhez,,SOLITARY,
Add services to this bouquet?,,,Hozzáadja a csatornát ehhez a bouquet-hez?,,SOLITARY,
Add timer,Időzítés,Időzítés,Időzítés,Időzítés,CONSISTENT (ALL),
Add title,Cím hozzáadása,Cím hozzáadása,Cím hozzáadása,Cím hozzáadása,CONSISTENT (ALL),
Add to bouquet,,Hozzáadás a bouquet listához,Hozzáadás listához,Hozzáadás a bouquet listához,MISMATCH (SOME),
Add to favourites,,Hozzáadás a kedvencekhez,Hozzáadás a kedvencekhez,Hozzáadás a kedvencekhez,CONSISTENT (SOME),
Add to parental protection,,,Hozzáadás a gyermekzár védelemhez,,SOLITARY,
Add/remove change timer for current event,Hozzáadás/eltávolítás változtatása a jelenlegi eseménynél,,Hozzáadás/eltávolítás változtatása a jelenlegi eseménynél,,CONSISTENT (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"A kiegészítő motoropciók lehetővé teszik, hogy adatokat írjon be a motor műszaki adatlapjáról, a rendszer tudja, mennyi ideig tart az antenna mozgatása az egyik műholdról a másikra.",,"A további motorbeállítások lehetővé teszik az adott motor technikai részleteinek megadását, így az enigma ki tudja számítani a motor mozgásának idejét műholdváltás esetén.",'',MISMATCH (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"A motor kiegészítő opciói lehetővé teszik az adatok megadását a motor műszaki adatlapjáról, így a rendszer tudhatja, mennyi ideig tart a egy másik műholdra váltás.",,"A további motorbeállítások lehetővé teszik az adott motor technikai részleteinek megadását, így az enigma ki tudja számítani a műholdváltás idejét.",'',MISMATCH (SOME),
Adjust 3D settings,3D beállítások,'',3D beállítások,,INCOMPLETE (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Állítsa be úgy a színeket, hogy a színcsíkok megkülönböztethetők legyenek, de a telítettség a lehető legmegfelelőbb legyen. Ha az eredménnyel elégedett, akkor nyomja meg az OK gombot a video finombeállítások bezárásához, vagy a számgombok segítségével válasszon másik teszt ábrát.","Állítsa be úgy a színeket, hogy a színcsíkok megkülönböztethetők legyenek, de a telítettség a lehető legmegfelelőbb legyen. Ha az eredménnyel elégedett, akkor nyomja le az OK gombot a kép finomhangolás bezárásához, vagy a számgombok segítségével válasszon másik teszt ábrát.","Állítsa be úgy a színeket, hogy a színcsíkok megkülönböztethetők legyenek, de a telítettség a lehető legmegfelelőbb legyen. Ha az eredménnyel elégedett, akkor nyomja meg az OK gombot a video finombeállítások bezárásához, vagy a számgombok segítségével válasszon másik teszt ábrát.","Állítsa be úgy a színeket, hogy a színcsíkok megkülönböztethetők legyenek, de a telítettség a lehető legmegfelelőbb legyen. Ha az eredménnyel elégedett, akkor nyomja le az OK gombot a kép finomhangolás bezárásához, vagy a számgombok segítségével válasszon másik teszt ábrát.",MISMATCH (ALL),
Advanced,Haladó,,Haladó,,CONSISTENT (SOME),
Advanced options,Haladó beállítások,,Haladó beállítások,,CONSISTENT (SOME),
Advanced options and settings.,,,Haladó beállítási lehetőségek.,,SOLITARY,
Advanced restore,Mentések visszaállítása,Haladó visszaállítás,Haladó visszaállítás,Haladó visszaállítás,MISMATCH (ALL),
Advanced software,Haladó szoftver,,Haladó szoftver,,CONSISTENT (SOME),
Advanced software plugin,Haladó szoftver bővítmények,,Haladó szoftver bővítmények,,CONSISTENT (SOME),
Advanced video enhancement setup,Haladó videó bővített beállítás,,Haladó képjavító beállítása,,MISMATCH (SOME),
Advanced video setup,,'',Haladó videó beállítások,,INCOMPLETE (SOME),
Afghanistan,Afganisztán,,Afganisztán,'',INCOMPLETE (SOME),
After event,Esemény után,Esemény után,Esemény után,Esemény után,CONSISTENT (ALL),
Aland Islands,Åland,,Åland-szigetek,'',MISMATCH (SOME),
Albania,Albánia,,Albánia,'',INCOMPLETE (SOME),
Album,'',Album,Album,Album,INCOMPLETE (ALL),
Algeria,Algéria,,Algéria,'',INCOMPLETE (SOME),
Alignment of events,Események elrendezése,,Események elrendezése,'',INCOMPLETE (SOME),
Alignment of service names,Csatorna nevek elrendezése,,Csatorna nevek elrendezése,,CONSISTENT (SOME),
All,Összes,Összes,Összes,Összes,CONSISTENT (ALL),
All ages,Minden korosztály,'',Minden korosztály,'',INCOMPLETE (ALL),
All frequency,,,Minden frekvencia,,SOLITARY,
All satellites 1 (USALS),Minden műhold 1 (USALS),,Minden műhold 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),Minden műhold 2 (USALS),,Minden műhold 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),Minden műhold 3 (USALS),,Minden műhold 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),Minden műhold 4 (USALS),,Minden műhold 4 (USALS),'',INCOMPLETE (SOME),
All services provider,Minden szolgáltató,,Minden szolgáltató,,CONSISTENT (SOME),
All slots,,,Minden partíció,,SOLITARY,
Allocate,Hozzárendelés,'',Hozzárendelés,'',INCOMPLETE (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,"Jelöljön ki egy számot a beállított fizikai LNB-hez. Ezt az LNB-t újra kiválaszthatja más műholdak számára (például motoros dishezhez), hogy elmenthesse ugyanazon LNB beállítását többször.",,"Rendeljen hozzá egy számot a konfigurálandó fejhez. Ezt a fejet később más műholdakhoz (vagy forgatós antennához) is kiválaszthatja, Így nem kell ugyanazon fejet többször konfigurálni.",'',MISMATCH (SOME),
Allocate unused memory index,Használatlan memóriaindex hozzárendelés,'',Használatlan memóriaindex hozzárendelés,'',INCOMPLETE (ALL),
Allow 10bit,A 10bit engedélyezése,,10bit engedélyezése,'',MISMATCH (SOME),
Allow 12bit,A 12bit engedélyezése,,12bit engedélyezése,'',MISMATCH (SOME),
Allow quit movieplayer with exit,Média lejátszó bezárása kilépés gombbal,,Médialejátszó bezárása kilépés gombbal,,MISMATCH (SOME),whitespace
Allow quitting movieplayer with exit,,,Médialejátszó bezárása kilépés gombbal,,SOLITARY,
Allow subtitle language to equal audio language,Azonos nyelvű hangsáv és felirat összerendelése,'',Azonos nyelvű hangsáv és felirat összerendelése,'',INCOMPLETE (ALL),
Allow subtitles for hearing impaired,Hallássérülteknek szánt feliratok engedélyezése,'',Hallássérülteknek szánt feliratok engedélyezése,'',INCOMPLETE (ALL),
Allow unsupported modes,Nem támogatott módok engedélyezése,,Nem támogatott módok engedélyezése,,CONSISTENT (SOME),
Alpha,Betű,Alfa,Alfa,Alfa,MISMATCH (ALL),
Also import at reboot/restart enigma2,,,Importáljon a készülék/kezelőfelület újraindításakor,,SOLITARY,
Also import from the extension menu,,,Importálás a bővítmények menüjéből is,,SOLITARY,
Also import when box is leaving standby,,,"Importáljon akkor is, ha a készülék készenlétben van",,SOLITARY,
Also on standby,Készenlét alatt is,,Készenlét alatt is,,CONSISTENT (SOME),
Alternative,Alternatív,,Alternatív,,CONSISTENT (SOME),
Alternative 1,1. alternatíva,,Alternatív 1,,MISMATCH (SOME),
Alternative 2,2. alternatíva,,Alternatív 2,,MISMATCH (SOME),
Alternative URL for images listed on FlashImage,,,Alternatív URL az image listához,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,Alternatív URL DVB-T/C vagy ATSC vételhez,,SOLITARY,
Alternative numbering mode,Alternatív számozás,'',Alternatív számozás,'',INCOMPLETE (ALL),
Alternative services tuner priority,Alternatív csatornák tuner prioritása,Tuner alternatív szolgáltatások prioritása,Alternatív csatornák tuner prioritása,Tuner alternatív szolgáltatások prioritása,MISMATCH (ALL),
Always ask,Mindig rákérdez,Mindig rákérdez,Mindig rákérdez,Mindig rákérdez,CONSISTENT (ALL),
Always hide infobar,Mindig rejtse el az infobart,'',Mindig rejtse el az infobart,'',INCOMPLETE (ALL),
Always include ECM in recordings,A felvételek mindig tartalmazzák az ECM-et,,A felvételek mindig tartalmazzák az ECM-et,,CONSISTENT (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.","A felvételek mindig tartalmazzák az ECM üzeneteket. Ez felülírja az egyéni időzítő beállításokat. Ez az opció lehetővé teszi, hogy a felvételeket később offline dekódolhassuk. Alapértelmezett: kikapcsolva.",,"A felvételek mindig tartalmazzák az ECM üzeneteket. Ez felülírja az egyéni időzítő beállításokat. Ez az opció lehetővé teszi, hogy a felvételeket később offline dekódolhassuk. Alapértelmezett: kikapcsolva.",,CONSISTENT (SOME),
American Samoa,Amerikai Szamoa,,Amerikai Szamoa,'',INCOMPLETE (SOME),
