msgid,openatv,openhdf,openpli,openvix,STATUS
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL)
5,'',,5,,INCOMPLETE (SOME)
50 MB/s,'',,'','',EMPTY (SOME)
6,'',,6,'',INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,'',,'','',EMPTY (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,'',,SOLITARY
<Current movielist location>,<Trenutna lokacija liste filmova>,<Trenutna lokacija liste filmova>,<Trenutna lokacija liste filmova>,<Trenutna lokacija liste filmova>,CONSISTENT (ALL)
<Default movie location>,<Standardna lokacija filmova>,<Standardna lokacija filmova>,<Standardna lokacija filmova>,<Standardna lokacija filmova>,CONSISTENT (ALL)
<Last timer location>,<Zadnja lokacija tajmera> ,<Zadnja lokacija tajmera> ,<Zadnja lokacija tajmera> ,<Zadnja lokacija tajmera> ,CONSISTENT (ALL)
<unknown>,<nepoznato>,<nepoznato>,<nepoznato>,<nepoznato>,CONSISTENT (ALL)
=NO STREAM\n,'',,'','',EMPTY (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Konfiguracioni fajl (%s) je promenjen posle instalacije.\nŽelite li zadržati vašu verziju?,Konfiguracioni fajl (%s) je promenjen posle instalacije.\nŽelite li zadržati vašu verziju?,Konfiguracioni fajl (%s) je promenjen posle instalacije.\nŽelite li zadržati vašu verziju?,Konfiguracioni fajl (%s) je promenjen posle instalacije.\nŽelite li zadržati vašu verziju?,CONSISTENT (ALL)
A file from media is in use!,,,'',,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A record has been started:\n%s,,,Snimanje je započeto:\n%s,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Snimanje je trenutno u toku.\nŠta želite da uradte?,Snimanje je trenutno u toku.\nŠta želite da uradte?,Snimanje je trenutno u toku.\nŠta želite da uradte?,,CONSISTENT (SOME)
A recording is currently running. Please stop the recording before trying to scan.,'','','','',EMPTY (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY
A required tool (%s) was not found.,Potrebni alat (%s) nije pronađen.,Potrebni alat (%s) nije pronađen.,Potrebni alat (%s) nije pronađen.,Potrebni alat (%s) nije pronađen.,CONSISTENT (ALL)
A search for available updates is currently in progress.,Traženje za moguća ažuriranja je trenutno u toku.,Traženje za moguća ažuriranja je trenutno u toku.,Traženje za moguća ažuriranja je trenutno u toku.,Traženje za moguća ažuriranja je trenutno u toku.,CONSISTENT (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Drugi konfigurisani interfejs je pronađen.\n\nDa li želite da onemogućite drugi mrežni interfejs?,Drugi konfigurisani interfejs je pronađen.\n\nDa li želite da onemogućite drugi mrežni interfejs?,Drugi konfigurisani interfejs je pronađen.\n\nDa li želite da onemogućite drugi mrežni interfejs?,Drugi konfigurisani interfejs je pronađen.\n\nDa li želite da onemogućite drugi mrežni interfejs?,CONSISTENT (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY
A small overview of the available icon states and actions.,Mali pregled dostupnih stanja i aktivnosti ikonica.,Mali pregled dostupnih stanja i aktivnosti ikonica.,Mali pregled dostupnih stanja i aktivnosti ikonica.,Mali pregled dostupnih stanja i aktivnosti ikonica.,CONSISTENT (ALL)
A timer failed to record!\nDisable TV and try again?\n,Tajmer je neuspešno pokušao snimiti!\nOnemogućite TV i pokušajte ponovo?\n,Tajmer je neuspešno pokušao snimiti!\nOnemogućite TV i pokušajte ponovo?\n,Tajmer je neuspešno pokušao snimiti!\nOnemogućite TV i pokušajte ponovo?\n,Tajmer je neuspešno pokušao snimiti!\nOnemogućite TV i pokušajte ponovo?\n,CONSISTENT (ALL)
AAC downmix,'','','','',EMPTY (ALL)
AC3 downmix,'',,'','',EMPTY (SOME)
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME)
AGC:,,,'','',EMPTY (SOME)
ASS File,,,'',,SOLITARY
ASS file,,,'','',EMPTY (SOME)
ATSC,'',,'','',EMPTY (SOME)
ATSC provider,,,'',,SOLITARY
Abort,Prekini,Prekini,Prekini,Prekini,CONSISTENT (ALL)
Abort alternatives edit,,,Odustani od uređivanja alternative,,SOLITARY
Abort bouquet edit,,,Prekini uređivanje buketa,,SOLITARY
Abort favourites edit,,,Odustani od uređivanja favorita,,SOLITARY
About,O programu,O programu,O programu,O programu,CONSISTENT (ALL)
Accesspoint:,Pristupna tačka:,Pristupna tačka:,Pristupna tačka:,Pristupna tačka:,CONSISTENT (ALL)
Activate HbbTV (Redbutton),'',,'',,EMPTY (SOME)
Activate Picture in Picture,Aktiviraj Sliku u Slici,Aktiviraj Sliku u Slici,Aktiviraj Sliku u Slici,Aktiviraj Sliku u Slici,CONSISTENT (ALL)
Activate network settings,Aktiviraj mrežne postavke,Aktiviraj mrežne postavke,Aktiviraj mrežne postavke,Aktiviraj mrežne postavke,CONSISTENT (ALL)
Activate timeshift End,'',,'',,EMPTY (SOME)
Activate timeshift end and pause,'',,'','',EMPTY (SOME)
Adapter settings,Postavke adaptera,Postavke adaptera,Postavke adaptera,Postavke adaptera,CONSISTENT (ALL)
Add,Dodaj,Dodaj,Dodaj,Dodaj,CONSISTENT (ALL)
Add a mark,Dodaj oznaku,Dodaj oznaku,Dodaj oznaku,Dodaj oznaku,CONSISTENT (ALL)
Add a new title,Dodaj novi titl,Dodaj novi titl,Dodaj novi titl,Dodaj novi titl,CONSISTENT (ALL)
Add alternatives,,,Dodaj alternative,,SOLITARY
Add bouquet,,,Dodaj buket,,SOLITARY
Add bouquet to parental protection,,,'',,SOLITARY
Add marker,,,Dodaj oznaku,,SOLITARY
Add service to bouquet,,,Dodaj kanal u buket ,,SOLITARY
Add service to favourites,,,Dodaj kanal u favorite,,SOLITARY
Add timer,Dodaj Tajmer,Dodaj Tajmer,Dodaj Tajmer,Dodaj Tajmer,CONSISTENT (ALL)
Add title,Dodaj naslov,Dodaj naslov,Dodaj naslov,Dodaj naslov,CONSISTENT (ALL)
Add to bouquet,,Dodaj u buket,Dodaj u buket,Dodaj u buket,CONSISTENT (SOME)
Add to favourites,,Dodaj u favorite,Dodaj u favorite,Dodaj u favorite,CONSISTENT (SOME)
Add to parental protection,,,Dodaj u roditeljsku zaštitu,,SOLITARY
Add/remove change timer for current event,'',,'',,EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME)
Adjust 3D settings,'','','',,EMPTY (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Podesi postavke boje,tako da su sve senke boja raspoznatljive,ali izgledaju maksimalno zasićene.Ako ste zadovoljni rezultatom,pritisnite OK da zatvorite fino video-podešavanje,ili koristite numeričke tipke da izaberete druge test ekrane. ","Podesi postavke boje,tako da su sve senke boja raspoznatljive,ali izgledaju maksimalno zasićene.Ako ste zadovoljni rezultatom,pritisnite OK da zatvorite fino video-podešavanje,ili koristite numeričke tipke da izaberete druge test ekrane. ","Podesi postavke boje,tako da su sve senke boja raspoznatljive,ali izgledaju maksimalno zasićene.Ako ste zadovoljni rezultatom,pritisnite OK da zatvorite fino video-podešavanje,ili koristite numeričke tipke da izaberete druge test ekrane. ","Podesi postavke boje,tako da su sve senke boja raspoznatljive,ali izgledaju maksimalno zasićene.Ako ste zadovoljni rezultatom,pritisnite OK da zatvorite fino video-podešavanje,ili koristite numeričke tipke da izaberete druge test ekrane. ",CONSISTENT (ALL)
Advanced,'',,'',,EMPTY (SOME)
Advanced options and settings.,,,Napredne opcije i podešavanja.,,SOLITARY
Advanced restore,Napredno vraćanje,Napredno vraćanje,Napredno vraćanje,Napredno vraćanje,CONSISTENT (ALL)
Afghanistan,'',,'','',EMPTY (SOME)
After event,Posle dešavanja,Posle dešavanja,Posle dešavanja,Posle dešavanja,CONSISTENT (ALL)
Aland Islands,'',,'','',EMPTY (SOME)
Albania,'',,'','',EMPTY (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,'',,'','',EMPTY (SOME)
Alignment of events,'',,'','',EMPTY (SOME)
Alignment of service names,,,'',,SOLITARY
All,Svi,Svi,Svi,Svi,CONSISTENT (ALL)
All ages,'','','','',EMPTY (ALL)
All frequency,,,'',,SOLITARY
All satellites 1 (USALS),'',,'','',EMPTY (SOME)
All satellites 2 (USALS),'',,'','',EMPTY (SOME)
All satellites 3 (USALS),'',,'','',EMPTY (SOME)
All satellites 4 (USALS),'',,'','',EMPTY (SOME)
All services provider,,,'',,SOLITARY
All slots,,,'',,SOLITARY
Allocate,'','','','',EMPTY (ALL)
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME)
Allocate unused memory index,'','','','',EMPTY (ALL)
Allow 10bit,'',,'','',EMPTY (SOME)
Allow 12bit,'',,'','',EMPTY (SOME)
Allow quit movieplayer with exit,'',,'',,EMPTY (SOME)
Allow quitting movieplayer with exit,,,'',,SOLITARY
Allow subtitle language to equal audio language,'','','','',EMPTY (ALL)
Allow subtitles for hearing impaired,'','','','',EMPTY (ALL)
Alpha,Alfa,Alfa,Alfa,Alfa,CONSISTENT (ALL)
Also import at reboot/restart enigma2,,,'',,SOLITARY
Also import from the extension menu,,,'',,SOLITARY
Also import when box is leaving standby,,,'',,SOLITARY
Also on standby,'',,'',,EMPTY (SOME)
Alternative URL for images listed on FlashImage,,,'',,SOLITARY
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY
Alternative services tuner priority,Prioritet alternativnih kanala tjunera,Prioritet alternativnih kanala tjunera,Prioritet alternativnih kanala tjunera,Prioritet alternativnih kanala tjunera,CONSISTENT (ALL)
Always ask,Uvek pitaj,Uvek pitaj,Uvek pitaj,Uvek pitaj,CONSISTENT (ALL)
Always hide infobar,'','','','',EMPTY (ALL)
Always include ECM in recordings,'',,'',,EMPTY (SOME)
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME)
American Samoa,'',,'','',EMPTY (SOME)
An empty filename is illegal.,Prazno ime datoteke je nelegalno.,Prazno ime datoteke je nelegalno.,Prazno ime datoteke je nelegalno.,Prazno ime datoteke je nelegalno.,CONSISTENT (ALL)
An unknown error occurred!,,,Nepoznata greška se desila,,SOLITARY
And will put your receiver in standby over ,,,'',,SOLITARY
Andorra,'',,'','',EMPTY (SOME)
Angola,'',,'','',EMPTY (SOME)
Anguilla,'',,'','',EMPTY (SOME)
Antarctica,'',,'','',EMPTY (SOME)
Antigua and Barbuda,'',,'','',EMPTY (SOME)
Any activity,'','','','',EMPTY (ALL)
Arabic,Arapski,Arapski,Arapski,Arapski,CONSISTENT (ALL)
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY
Are you sure to reboot to,,,'',,SOLITARY
Are you sure to remove all %d.%d%s%s services?,'',,'',,EMPTY (SOME)
Are you sure to remove all cable services?,'',,'',,EMPTY (SOME)
Are you sure to remove all terrestrial services?,'',,'',,EMPTY (SOME)
Are you sure to remove this entry?,,,'',,SOLITARY
Are you sure to restore all deleted images,,,'',,SOLITARY
Are you sure you want to activate this network configuration?\n\n,Da li ste sigurni da želite aktivirati ovu mrežnu konfiguraciju?\n\n,Da li ste sigurni da želite aktivirati ovu mrežnu konfiguraciju?\n\n,Da li ste sigurni da želite aktivirati ovu mrežnu konfiguraciju?\n\n,Da li ste sigurni da želite aktivirati ovu mrežnu konfiguraciju?\n\n,CONSISTENT (ALL)
Are you sure you want to exit this wizard?,Da li ste sigurni da želite izaći iz ovog čarobnjaka?,Da li ste sigurni da želite izaći iz ovog čarobnjaka?,Da li ste sigurni da želite izaći iz ovog čarobnjaka?,Da li ste sigurni da želite izaći iz ovog čarobnjaka?,CONSISTENT (ALL)
Are you sure you want to restart your network interfaces?\n\n,Da li ste sigurni da želite da restartujete vaše mrežne interfejse?\n\n,Da li ste sigurni da želite da restartujete vaše mrežne interfejse?\n\n,Da li ste sigurni da želite da restartujete vaše mrežne interfejse?\n\n,Da li ste sigurni da želite da restartujete vaše mrežne interfejse?\n\n,CONSISTENT (ALL)
Argentina,'',,'','',EMPTY (SOME)
Armenia,'',,'','',EMPTY (SOME)
Artist,Izvođač,Izvođač,Izvođač,Izvođač,CONSISTENT (ALL)
Arts/Culture,'','','','',EMPTY (ALL)
Aruba,'',,'','',EMPTY (SOME)
As defined by the skin,,,'',,SOLITARY
Ask user,Pitaj korisnika,Pitaj korisnika,Pitaj korisnika,Pitaj korisnika,CONSISTENT (ALL)
"Attention, this is repeated timer!\n",,,'','',EMPTY (SOME)
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY
Audio,'',,Zvuk,,INCOMPLETE (SOME)
Audio / Video,,,'',,SOLITARY
Audio PID,Zvučni PID,Zvučni PID,Zvučni PID,Zvučni PID,CONSISTENT (ALL)
"Audio PID%s, codec & lang",,,'',,SOLITARY
"Audio PID, codec & lang",,,'',,SOLITARY
Audio auto volume level,,,'',,SOLITARY
Audio language selection 1,'','','','',EMPTY (ALL)
Audio language selection 2,'','','','',EMPTY (ALL)
Audio language selection 3,'','','','',EMPTY (ALL)
Audio language selection 4,'','','','',EMPTY (ALL)
Audio plugins,,,'',,SOLITARY
Audio volume step size,'',,'',,EMPTY (SOME)
Austria,'',,'','',EMPTY (SOME)
Author: ,Autor,Autor,Autor,Autor,CONSISTENT (ALL)
Authoring mode,Autorski način,Autorski način,Autorski način,Autorski način,CONSISTENT (ALL)
Auto,'',Auto,Auto,Auto,INCOMPLETE (ALL)
Auto Diseqc,,,'',,SOLITARY
Auto EXIF Orientation rotation/flipping,,,'','',EMPTY (SOME)
Auto chapter split every ? minutes (0=never),Automatska podela delova svakih ? minuta (0=nikad),Automatska podela delova svakih ? minuta (0=nikad),Automatska podela delova svakih ? minuta (0=nikad),Automatska podela delova svakih ? minuta (0=nikad),CONSISTENT (ALL)
Auto flesh,Auto fleš,Auto fleš,Auto fleš,Auto fleš,CONSISTENT (ALL)
Auto focus,,,'',,SOLITARY
Auto focus commencing ...,'','','','',EMPTY (ALL)
Auto language selection,'','','',,EMPTY (SOME)
Auto play blu-ray file,,,'','',EMPTY (SOME)
Auto scart switching,Automatsko uključenje skarta,Automatsko uključenje skarta,Automatsko uključenje skarta,Automatsko uključenje skarta,CONSISTENT (ALL)
Autoinstalling please wait for packages being updated,,,'',,SOLITARY
Automatic,Automatski,Automatski,Automatski,Automatski,CONSISTENT (ALL)
Automatic Scan,Automatsko skeniranje ,Automatsko skeniranje ,'',Automatsko skeniranje ,INCOMPLETE (ALL)
Automatically start timeshift after,'','','','',EMPTY (ALL)
Automatically turn on external subtitles,'','','','',EMPTY (ALL)
Available format variables,Mogući promenljivi format ,Mogući promenljivi format ,Mogući promenljivi format ,Mogući promenljivi format ,CONSISTENT (ALL)
Azerbaijan,'',,'','',EMPTY (SOME)
B,'',B,B,B,INCOMPLETE (ALL)
BER,,,BER,,SOLITARY
BER:,'',,BER:,'',INCOMPLETE (SOME)
BT 2020 CL,'',,'','',EMPTY (SOME)
BT 2020 NCL,'',,'','',EMPTY (SOME)
BT 709,'',,'','',EMPTY (SOME)
Back,Iza,Iza,Iza,Iza,CONSISTENT (ALL)
Background,Pozadina,Pozadina,Pozadina,Pozadina,CONSISTENT (ALL)
Background delete option,'','','','',EMPTY (ALL)
Background delete speed,'','','','',EMPTY (ALL)
Backing up to: %s,,,'',,SOLITARY
Backup failed.,Rezervna kopija nije uspela,Rezervna kopija nije uspela,Rezervna kopija nije uspela,Rezervna kopija nije uspela,CONSISTENT (ALL)
Backup is running...,Bekap u toku...,Bekap u toku...,Bekap u toku...,Bekap u toku...,CONSISTENT (ALL)
Backup system settings,Snimanje sistemskih postavki,Snimanje sistemskih postavki,Snimanje sistemskih postavki,Snimanje sistemskih postavki,CONSISTENT (ALL)
Backup your receiver settings.,,,'',,SOLITARY
Bahamas,'',,'','',EMPTY (SOME)
Bahrain,'',,'','',EMPTY (SOME)
Band,'',Band,Band,Band,INCOMPLETE (ALL)
Bandwidth,Propusnost,Propusnost,Propusnost,Propusnost,CONSISTENT (ALL)
Bangladesh,'',,'','',EMPTY (SOME)
Barbados,'',,'','',EMPTY (SOME)
Basic PID info,,,'',,SOLITARY
Basque,'','','','',EMPTY (ALL)
Begin time,Početno vreme,Početno vreme,Početno vreme,Početno vreme,CONSISTENT (ALL)
Behavior of '0' button in PiP mode,,,Uloga tipke 0 u SuS-modu,,SOLITARY
Behavior of 'pause and ok' when paused,,,'',,SOLITARY
Behavior when a movie is started,Način rada kad je film startovan,Način rada kad je film startovan,Način rada kad je film startovan,Način rada kad je film startovan,CONSISTENT (ALL)
Behavior when a movie is stopped,Način rada kad je film zaustavljen,Način rada kad je film zaustavljen,Način rada kad je film zaustavljen,Način rada kad je film zaustavljen,CONSISTENT (ALL)
Behavior when a movie reaches the end,Način rada kad je film stigao do kraja,Način rada kad je film stigao do kraja,Način rada kad je film stigao do kraja,Način rada kad je film stigao do kraja,CONSISTENT (ALL)
Belarus,'',,'','',EMPTY (SOME)
Belgium,'',,'','',EMPTY (SOME)
Belize,'',,'','',EMPTY (SOME)
Benin,'',,'','',EMPTY (SOME)
Bermuda,'',,'','',EMPTY (SOME)
Bhutan,'',,'','',EMPTY (SOME)
Big PiP,'',,'','',EMPTY (SOME)
Bitrate:,Bit rata:,Bit rata:,Bit rata:,Bit rata:,CONSISTENT (ALL)
Black screen,'','','','',EMPTY (ALL)
Black screen till locked,'','','','',EMPTY (ALL)
Block noise reduction,Blokiraj smanjenje šuma,Blokiraj smanjenje šuma,Blokiraj smanjenje šuma,Blokiraj smanjenje šuma,CONSISTENT (ALL)
Blue,,'','','',EMPTY (SOME)
Bolivia (Plurinational State of),'',,'','',EMPTY (SOME)
"Bonaire, Sint Eustatius and Saba",'',,'','',EMPTY (SOME)
Bookmarks,Oznake,Oznake,Oznake,Oznake,CONSISTENT (ALL)
Boost blue,'','','','',EMPTY (ALL)
Boot to Android image,,,'',,SOLITARY
Boot to Recovery menu,,,'',,SOLITARY
Bosnia and Herzegovina,'',,'','',EMPTY (SOME)
Botswana,'',,'','',EMPTY (SOME)
Bouvet Island,'',,'','',EMPTY (SOME)
Brazil,'',,'','',EMPTY (SOME)
Brightness,Osvetljenje,Osvetljenje,Osvetljenje,Osvetljenje,CONSISTENT (ALL)
British Indian Ocean Territory,'',,'','',EMPTY (SOME)
Brunei Darussalam,'',,'','',EMPTY (SOME)
Buffering %d%%,'',,'','',EMPTY (SOME)
Bulgarian,'','','','',EMPTY (ALL)
Burkina Faso,'',,'','',EMPTY (SOME)
Burn DVD,Prži DVD,Prži DVD,Prži DVD,Prži DVD,CONSISTENT (ALL)
Burn existing image to DVD,,Nareži postojeći imidž na DVD,Nareži postojeći imidž na DVD,Nareži postojeći imidž na DVD,CONSISTENT (SOME)
Burn to DVD,,Nareži na DVD,Nareži na DVD,Nareži na DVD,CONSISTENT (SOME)
Burundi,'',,'','',EMPTY (SOME)
Bus: ,Bus:,Bus:,Bus:,Bus:,CONSISTENT (ALL)
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,'',,SOLITARY
Bypass HDMI EDID checking,,,'',,SOLITARY
C,,,C,,SOLITARY
C-Band,C-Opseg,C-Opseg,C-Opseg,C-Opseg,CONSISTENT (ALL)
CH,'','','','',EMPTY (ALL)
CH%s,'',,'','',EMPTY (SOME)
CI (Common Interface) Setup,'',,'',,EMPTY (SOME)
CI assignment,CI dodela,CI dodela,CI dodela,CI dodela,CONSISTENT (ALL)
CI slot: ,'',,'',,EMPTY (SOME)
CPU: ,,,'',,SOLITARY
CVBS,'',CVBS,CVBS,CVBS,INCOMPLETE (ALL)
Cable,Kabel,Kabel,Kabel,Kabel,CONSISTENT (ALL)
Cable Scan,'','','','',EMPTY (ALL)
Cabo Verde,'',,'','',EMPTY (SOME)
Calculate,'','','','',EMPTY (ALL)
Calculate all positions,,,'',,SOLITARY
Calculation complete,'','','','',EMPTY (ALL)
Calibrate,'','','','',EMPTY (ALL)
Cambodia,'',,'','',EMPTY (SOME)
Cameroon,'',,'','',EMPTY (SOME)
Can be used for different fps between external subtitles and video.,'','','','',EMPTY (ALL)
"Can be used to test defect pixels on TV screen.\n\nAvailable color test screens:\n\nred\ngreen\nblue\nwhite\nblack\ncyan\nmagenta\nyellow\n\nScreens change with left/right buttons or use red, green, blue to toggle.\nYellow for returning back to this intro",'',,'',,EMPTY (SOME)
