msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%3.01f dB,,,%3.01f dB,'',INCOMPLETE (SOME),
%A %d %B,'',,%A %d %B,,INCOMPLETE (SOME),
%A %e %B,,'',%A %e.%B,,INCOMPLETE (SOME),
%A %e %B %Y,,'',%A %e.%B %Y,,INCOMPLETE (SOME),
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL),
%a %e %B %Y,,'',%a %e.%B %Y,,INCOMPLETE (SOME),
%a %e/%m,,'',%a %e.%m,,INCOMPLETE (SOME),
%a %e/%m  %-H:%M,,'',%a %e.%m  %-H:%M,,INCOMPLETE (SOME),
%d B,,,%d B,'',INCOMPLETE (SOME),
%d GB,'','',%d GB,'',INCOMPLETE (ALL),
%d MB,'','',%d MB,'',INCOMPLETE (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'','',%d kB,'',INCOMPLETE (ALL),
%d kB/s,,,%d kB/s,,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,'','',%d minūtes,'',INCOMPLETE (ALL),
%d ms,,,%d ms,,SOLITARY,
%d sec,'',,%d sekundes,,INCOMPLETE (SOME),
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,'',,%d.%03d GB,'',INCOMPLETE (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,'',%k:%M %e.%m,,INCOMPLETE (SOME),
%s\nDo you still want to flash image\n%s?,,,%s\nVai tiešam vēlaties uzstādīt imidžu\n%s?,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nSpiediet ok multiboot izvēlei\nSpiediet iziet lai aizvērtu,,INCOMPLETE (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,%s %s brīva vieta uz diska,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s is no longer used. Should it be deleted?,'','',%s vairs neizmanto. Vai izdzēst?,'',INCOMPLETE (ALL),
%s%% Autoinstalling %s,,,%s%% Uzstāda %s,,SOLITARY,
%s%d min,,,%s%d min,,SOLITARY,
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL),
%s:%s,,,%s:%s,'',INCOMPLETE (SOME),
(VU+ type),,,(VU+ tips),,SOLITARY,
(ZAP as PiP),,,(PĀRSLĒGT kā PiP),'',INCOMPLETE (SOME),
(ZAP),,(PĀRSLĒGT),(PĀRSLĒGT),(PĀRSLĒGT),CONSISTENT (SOME),
(activated +%d min),,,(aktivizēts +%d min),,SOLITARY,
(empty),(tukšs),(tukšs),(tukšs),(tukšs),CONSISTENT (ALL),
(not activated),,,(nav aktivizēts),,SOLITARY,
(show optional DVD audio menu),(rādīt papildu DVD skaņas izvēlni),(rādīt papildu DVD skaņas izvēlni),(rādīt papildu DVD skaņas izvēlni),(rādīt papildu DVD skaņas izvēlni),CONSISTENT (ALL),
(unknown),,,(nezināms),,SOLITARY,
* Only available if more than one interface is active.,* Pieejams ja ir aktīvs vairāk nekā viens interfeiss.,* Pieejams ja ir aktīvs vairāk nekā viens interfeiss.,* Pieejams ja ir aktīvs vairāk nekā viens interfeiss.,* Pieejams ja ir aktīvs vairāk nekā viens interfeiss.,CONSISTENT (ALL),
-NO SERVICE\n,'',,-NAV KANĀLA\n,'',INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-KĻŪDA: %d\n,'',INCOMPLETE (SOME),
/s,'','',/s,'',INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME),
10bit,'',,10bit,'',INCOMPLETE (SOME),
12V output,12V izeja,12V izeja,12V izeja,12V izeja,CONSISTENT (ALL),
12bit,'',,12bit,'',INCOMPLETE (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 platekrāns,16:10 Letterbox,MISMATCH (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 panorāma,16:10 PanScan,MISMATCH (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 platekrāns,16:9 Letterbox,MISMATCH (ALL),
16:9 always,16:9 vienmēr,16:9 vienmēr,16:9 vienmēr,16:9 vienmēr,CONSISTENT (ALL),
16K,,,'','',EMPTY (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME),
23.976,'','',23.976,'',INCOMPLETE (ALL),
24,,,24,,SOLITARY,
25,,,25,,SOLITARY,
29.97,'','',29.97,'',INCOMPLETE (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,,,30,,SOLITARY,
3D surround,,,3D surround,,SOLITARY,
3D surround softlimiter,,,3D surround ierobežošana,,SOLITARY,
3D surround speaker position,,,3D surround skaļruņu pozīcija,'',INCOMPLETE (SOME),
3d mode,'','',3d režīms,,INCOMPLETE (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,'',INCOMPLETE (SOME),
422,'',,422,'',INCOMPLETE (SOME),
444,'',,444,'',INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 platekrāns,4:3 Letterbox,MISMATCH (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 panorāma,4:3 PanScan,MISMATCH (ALL),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,8bit,'',INCOMPLETE (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - pēc noklusējuma (nedarbosies),,SOLITARY,
<Current movielist location>,'','',<Tekošā mediju saraksta atrašanās vieta>,'',INCOMPLETE (ALL),
<Default movie location>,'','',<Mediju atrašanās vieta pēc noklusējuma>,'',INCOMPLETE (ALL),
<Last timer location>,'','',<Pēdējā taimera atrašanās vieta>,'',INCOMPLETE (ALL),
<unknown>,<nezināms>,<nezināms>,<nezināms>,<nezināms>,CONSISTENT (ALL),
=NO STREAM\n,'',,-NAV STRAUMJU\n,'',INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,'','',Konfigurācijas fails (%s) kopš uzstādīšanas ir izmainīts.\nVai vēlaties paturēt izmainīto versiju?,'',INCOMPLETE (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Konfigurācijas datne (%s) ir pārveidota kopš uzstādīšanas.\nVai vēlaties paturēt savu versiju?,Konfigurācijas datne (%s) ir pārveidota kopš uzstādīšanas.\nVai vēlaties paturēt savu versiju?,Konfigurācijas fails (%s) kopš uzstādīšanas ir izmainīts.\nVai vēlaties paturēt izmainīto versiju?,Konfigurācijas datne (%s) ir pārveidota kopš uzstādīšanas.\nVai vēlaties paturēt savu versiju?,MISMATCH (ALL),
A file from media is in use!,,,Tiek izmantoti faili no datu nesēja!,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Taimeris ir beidzis ierakstu un vēlas izslēgt\nuztvērēju gaidstāvē. Vai to darīt?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Taimeris ir beidzis ierakstu un vēlas izslēgt\nuztvērēju. Vai izslēgt?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Grafiskais EPG visiem kanāliem izvēlētajā buķetē,,SOLITARY,
A record has been started:\n%s,,,Ieraksts ir sācies:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Pašreiz notiek ieraksts. Lūdzu izvēlieties citu uztvērēju vai apturiet ierakstu lai mēģinātu vēlreiz.,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Pašreiz tiek veikts ieraksts.\nKo Jūs vēlaties darīt?,Pašreiz tiek veikts ieraksts.\nKo Jūs vēlaties darīt?,Pašreiz notiek ieraksts.\nKo vēlaties darīt?,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to scan.,'','',Pašreiz notiek ieraksts. Pirms mēģināt meklēt lūdzu apturiet ierakstu.,'',INCOMPLETE (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Pašreiz notiek ieraksts. Lūdzu apturiet ierakstu pirms mēģiniet testēt DiSEqC.,,SOLITARY,
A required tool (%s) was not found.,Vajadzīgais rīks (%s) netika atrasts.,Vajadzīgais rīks (%s) netika atrasts.,Vajadzīgais rīks (%s) netika atrasts.,Vajadzīgais rīks (%s) netika atrasts.,CONSISTENT (ALL),
A search for available updates is currently in progress.,'','',Notiek pieejamo atjauninājumu meklēšana.,'',INCOMPLETE (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,'','',Atrasta otra nokonfigurēta tīkla iekārta.\n\nVai vēlaties izslēgt otru tīkla iekārtu?,'',INCOMPLETE (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Miega taimeris vēlas uztvērēju\nizslēgt gaidstāvē. Vai to darīt?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Miega taimeris vēlas izslēgt\nuztvērēju. Vai izslēgt?,,SOLITARY,
A small overview of the available icon states and actions.,'','',Vienkāršs pārskats par pieejamām ikonām un darbībām.,'',INCOMPLETE (ALL),
A timer failed to record!\nDisable TV and try again?\n,Taimerim neizdevās uzsākt ierakstu!\nIzslēgt TV un mēģināt vēl?\n,Taimerim neizdevās uzsākt ierakstu!\nIzslēgt TV un mēģināt vēl?\n,Taimerim neizdevās uzsākt ierakstu!\nIzslēgt TV un mēģināt vēlreiz?\n,Taimerim neizdevās uzsākt ierakstu!\nIzslēgt TV un mēģināt vēl?\n,MISMATCH (ALL),
A/V settings,,'',Audio un video iestatījumi,,INCOMPLETE (SOME),
AAC downmix,'','',AAC dekodēšana,'',INCOMPLETE (ALL),
AC3 downmix,'',,AC3 dekodēšana,'',INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,'',ACQUIRING TSID/ONID,'',INCOMPLETE (SOME),
AGC:,,,AGC:,'',INCOMPLETE (SOME),
ASS File,,,ASS fails,,SOLITARY,
ASS file,,,ASS fails,'',INCOMPLETE (SOME),
ATSC,'',,ATSC,'',INCOMPLETE (SOME),
ATSC provider,,,ATSC operators,,SOLITARY,
Abort,'','',Atcelt,'',INCOMPLETE (ALL),
Abort alternatives edit,,,Pārtraukt alternatīvu rediģēšanu,,SOLITARY,
Abort bouquet edit,,,Pārtraukt buķešu rediģēšanu,,SOLITARY,
Abort favourites edit,,,Pārtraukt favorītu rediģēšanu,,SOLITARY,
About,Par,Par,Par,Par,CONSISTENT (ALL),
Accesspoint:,'','',Piekļuves punkts:,'',INCOMPLETE (ALL),
Activate HbbTV (Redbutton),'',,Aktivizēt HbbTV,,INCOMPLETE (SOME),
Activate Picture in Picture,Aktivizēt funkciju attēls attēlā,Aktivizēt funkciju attēls attēlā,Aktivizēt funkciju attēls attēlā,Aktivizēt funkciju attēls attēlā,CONSISTENT (ALL),
Activate current configuration,,,Aktivizēt pašreizējo konfigurāciju,,SOLITARY,
Activate network settings,Aktivizēt tīkla iestatījumus,Aktivizēt tīkla iestatījumus,Aktivizēt tīkla iestatījumus,Aktivizēt tīkla iestatījumus,CONSISTENT (ALL),
Activate the configured network settings.,'','',Aktivizēt nokonfigurētos tīkla iestatījumus,'',INCOMPLETE (ALL),
Activate timeshift End,'',,Apturēt laika aizturi,,INCOMPLETE (SOME),
Activate timeshift end and pause,'',,Apturēt laika aizturi un nopauzēt,'',INCOMPLETE (SOME),
Adapter settings,Adaptera iestatījumi,Adaptera iestatījumi,Adaptera iestatījumi,Adaptera iestatījumi,CONSISTENT (ALL),
Add,Pievienot,Pievienot,Pievienot,Pievienot,CONSISTENT (ALL),
Add a mark,Pievienot iezīmi,Pievienot iezīmi,Pievienot iezīmi,Pievienot iezīmi,CONSISTENT (ALL),
Add a nameserver entry,,,Pievienot DNS ierakstu,,SOLITARY,
Add a new title,Pievienot jaunu nosaukumu,Pievienot jaunu nosaukumu,Pievienot jaunu nosaukumu,Pievienot jaunu nosaukumu,CONSISTENT (ALL),
Add alternatives,,,Pievienot alternatīvas,,SOLITARY,
Add bookmark,,,Grāmatzīme,,SOLITARY,
Add bouquet,,,Pievienot buķeti,,SOLITARY,
Add bouquet to parental protection,,,Pievienot buķeti vecāku kontrolei,,SOLITARY,
Add directory to playlist,,,Pievienot mapi repertuāram,,SOLITARY,
Add file to playlist,,,Pievienot failu repertuāram,,SOLITARY,
Add files to playlist,,,Pievienot failus repertuāram,,SOLITARY,
Add marker,,,Pievienot marķieri,,SOLITARY,
Add provider,,,Pievienot operatoru,,SOLITARY,
Add recording (enter recording duration),'','',Sākt ierakstu (ievadīt ieraksta ilgumu),'',INCOMPLETE (ALL),
Add recording (enter recording endtime),'','',Sākt ierakstu (ievadīt ieraksta beigu laiku),'',INCOMPLETE (ALL),
Add recording (indefinitely),'','',Sākt ierakstu (nenoteikti),'',INCOMPLETE (ALL),
Add recording (stop after current event),'','',Sākt ierakstu (apturēt pēc pašreizējās pārraides),'',INCOMPLETE (ALL),
Add service,,,Pievienot kanālu,,SOLITARY,
Add service to bouquet,,,Pievienot kanālu buķetei,,SOLITARY,
Add service to favourites,,,Pievienot kanālu favorītiem,,SOLITARY,
Add timer,Pievienot taimeri,Pievienot taimeri,Pievienot taimeri,Pievienot taimeri,CONSISTENT (ALL),
Add title,Pievienot nosaukumu,Pievienot nosaukumu,Pievienot nosaukumu,Pievienot nosaukumu,CONSISTENT (ALL),
Add to bouquet,,Pievienot buķetei,Pievienot buķetei,Pievienot buķetei,CONSISTENT (SOME),
Add to favourites,,Pievienot favorītiem,Pievienot favorītiem,Pievienot favorītiem,CONSISTENT (SOME),
Add to parental protection,,,Pievienot vecāku kontrolei,,SOLITARY,
Add/remove change timer for current event,'',,Pievienot/noņemt mainīt taimeri tekošajai pārraidei,,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,"Papildu motora iespējas ļauj izmantot informāciju no sava motora specifikācijas. Tāpēc enigma var noteikt, cik ilgs laiks būs nepieciešams, lai pārvietotu satelītantenu no viena satelīta uz citu.",'',INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,"Papildu motora iespējas ļauj izmantot informāciju no sava motora specifikācijas. Tāpēc enigma var noteikt, cik ilgs laiks būs nepieciešams, lai pārvietoties uz citu satelītu.",'',INCOMPLETE (SOME),
Adjust 3D settings,'','',Pielāgo 3D iestatījumus,,INCOMPLETE (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Regulēt krāsu iestatījumus tā, lai visi krāsu toņi ir izšķirami bet, cik iespējams, piesātināti. Ja esat apmierināti ar rezultātu, spiediet OK, lai aizvērtu attēla precizēšanu vai izmantojiet ciparu taustiņus, lai izvēlētos citus testēšanas rastrus.","Regulēt krāsu iestatījumus tā, lai visi krāsu toņi ir izšķirami bet, cik iespējams, piesātināti. Ja esat apmierināti ar rezultātu, spiediet OK, lai aizvērtu attēla precizēšanu vai izmantojiet ciparu taustiņus, lai izvēlētos citus testēšanas rastrus.","Regulēt krāsu iestatījumus tā, lai visi krāsu toņi ir izšķirami bet, cik iespējams, piesātināti. Ja esat apmierināti ar rezultātu tad spiediet OK, lai aizvērtu video precizēšanu vai izmantojiet ciparu taustiņus, lai izvēlētos citus testēšanas attēlus.","Regulēt krāsu iestatījumus tā, lai visi krāsu toņi ir izšķirami bet, cik iespējams, piesātināti. Ja esat apmierināti ar rezultātu, spiediet OK, lai aizvērtu attēla precizēšanu vai izmantojiet ciparu taustiņus, lai izvēlētos citus testēšanas rastrus.",MISMATCH (ALL),
Advanced,'',,Papildus,,INCOMPLETE (SOME),
Advanced options,,,Papildus iespējas,,SOLITARY,
Advanced options and settings.,,,Papildus opcijas un iestatījumi.,,SOLITARY,
Advanced restore,Paplašinātā atjaunošana,Paplašinātā atjaunošana,Papildus atjaunošana,Paplašinātā atjaunošana,MISMATCH (ALL),
Advanced software,,,Papildus programmatūra,,SOLITARY,
Advanced software plugin,,,Papildus programmatūras spraudnis,,SOLITARY,
Advanced video enhancement setup,'','',Video uzlabošanas papildus iestatījumi,'',INCOMPLETE (ALL),
Advanced video setup,,'',Papildus video iestatījumi,,INCOMPLETE (SOME),
Afghanistan,'',,Afganistāna,'',INCOMPLETE (SOME),
After event,Pēc notikuma,Pēc notikuma,Pēc notikuma,Pēc notikuma,CONSISTENT (ALL),
Aland Islands,'',,Ālantu salas,'',INCOMPLETE (SOME),
Albania,'',,Albānija,'',INCOMPLETE (SOME),
Album,Albums,Albums,Albums,Albums,CONSISTENT (ALL),
Algeria,'',,Alžīrija,'',INCOMPLETE (SOME),
Alignment of events,'',,Notikumu izvietojums,'',INCOMPLETE (SOME),
Alignment of service names,,,Kanāla nosaukumu izvietojums,,SOLITARY,
All,Visi,Visi,Visi,Visi,CONSISTENT (ALL),
All ages,'','',Visi vecumi,'',INCOMPLETE (ALL),
All frequency,,,Visas frekvences,,SOLITARY,
All satellites 1 (USALS),'',,Visi pavadoņi 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),'',,Visi pavadoņi 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),'',,Visi pavadoņi 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),'',,Visi pavadoņi 4 (USALS),'',INCOMPLETE (SOME),
All services provider,,,Visu kanālu operatori,,SOLITARY,
Allocate,'','',Iedalīt,'',INCOMPLETE (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,"Norādiet LNB numuru kuru konfigurējat. Varat vēlreiz izmantot šo LNB citiem satelītiem (piemēram motorizētām satelītantenām), lai saglabātu tos pašus LNB iestatījumus vairākas reizes.",'',INCOMPLETE (SOME),
Allocate unused memory index,'','',Piešķirt neizmantoto atmiņas indeksu,'',INCOMPLETE (ALL),
Allow 10bit,'',,Atļaut 10bit,'',INCOMPLETE (SOME),
Allow 12bit,'',,Atļaut 12bit,'',INCOMPLETE (SOME),
Allow quit movieplayer with exit,'',,Iziet no mediju atskaņotāja ar exit taustiņu,,INCOMPLETE (SOME),
Allow quitting movieplayer with exit,,,Iziet no mediju atskaņotāja ar exit taustiņu,,SOLITARY,
Allow subtitle language to equal audio language,'','',Atļaut subtitru valodu vienādu ar audio valodu,'',INCOMPLETE (ALL),
Allow subtitles for hearing impaired,'','',Atļaut subtitrus dzirdes traucējumiem,'',INCOMPLETE (ALL),
Allow unsupported modes,'',,Izmantot neatbalstītus režīmus,,INCOMPLETE (SOME),
Alpha,'',Alpha,Alfa,Alpha,MISMATCH (ALL),
Also import at reboot/restart enigma2,,,Importēt pārstartējot enigmu,,SOLITARY,
Also import from the extension menu,,,Rādīt importēšanu paplašinājumu izvēlnē,,SOLITARY,
Also import when box is leaving standby,,,Importēt pēc gaidstāves,,SOLITARY,
Also on standby,'',,Arī pēc gaidstāves,,INCOMPLETE (SOME),
Alternative,,,Alternatīvas,,SOLITARY,
Alternative URL for images listed on FlashImage,,,Adrese papildus imidžu uzstādīšanai,,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,'','',Alternatīvais numuru režīms,'',INCOMPLETE (ALL),
Alternative services tuner priority,Alternatīvo uztvērēju prioritātes,Alternatīvo uztvērēju prioritātes,Alternatīvo uztvērēju prioritāte,Alternatīvo uztvērēju prioritātes,MISMATCH (ALL),
Always ask,'','',Vienmēr jautāt,'',INCOMPLETE (ALL),
Always hide infobar,'','',Vienmēr slēpt infojoslu,'',INCOMPLETE (ALL),
Always include ECM in recordings,'',,Vienmēr iekļaut ECM ierakstos,,INCOMPLETE (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,"Vienmēr iekļaut ECM informāciju ierakstos. Globāli ignorē individuālus taimeru iestatījumus. Tas nodrošina ierakstu atšifrēšanu (veikt bezsaistes dekodēšanu), ja jūsu uztvērējs to nodrošina. Pēc noklusējuma izslēgts.",,INCOMPLETE (SOME),
American Samoa,'',,Amerikāņu Samoa,'',INCOMPLETE (SOME),
An empty filename is illegal.,Datnes nosaukums nevar būt tukšs,Datnes nosaukums nevar būt tukšs,Faila nosaukums nevar būt tukšs.,Datnes nosaukums nevar būt tukšs,MISMATCH (ALL),
An error occurred - Please try again later,,,Ir gadījusies kļūda - Lūdzu mēģiniet vēlāk,,SOLITARY,
An error occurred while downloading the packetlist. Please try again.,'','',Kļūda lejupielādējot pakotņu sarakstu. Lūdzu mēģiniet vēlreiz.,'',INCOMPLETE (ALL),
An unknown error occurred!,,,Nezināma kļūda!,,SOLITARY,
And will put your receiver in standby over ,,,Un iestatīt uztvērēju gaidstāvē pēc ,,SOLITARY,
Andorra,'',,Andora,'',INCOMPLETE (SOME),
Angola,'',,Angola,'',INCOMPLETE (SOME),
Anguilla,'',,Angilja,'',INCOMPLETE (SOME),
Antarctica,'',,Antarktika,'',INCOMPLETE (SOME),
Antigua and Barbuda,'',,Antigva un Barbuda,'',INCOMPLETE (SOME),
Any activity,'','',Jebkura aktivitāte,'',INCOMPLETE (ALL),
Arabic,Arābu,Arābu,Arābu,Arābu,CONSISTENT (ALL),
Are you sure to purge all deleted user bouquets?,,,Vai tiešām vēlaties iztīrīt visas dzēstās buķetes?,,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,'',,Vai tiešām vēlaties nodzēst visus %d.%d%s%s kanālus?,,INCOMPLETE (SOME),
Are you sure to remove all cable services?,'',,Vai tiešām vēlaties nodzēst visus kabeļu kanālus?,,INCOMPLETE (SOME),
Are you sure to remove all terrestrial services?,'',,Vai tiešām vēlaties nodzēst visus televīzijas kanālus?,,INCOMPLETE (SOME),
Are you sure to remove this entry?,,,Vai tiešām vēlaties dzēst šo ierakstu?,,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,Vai tiešām vēlaties aktivizēt šo tīkla konfigurāciju?\n\n,Vai tiešām vēlaties aktivizēt šo tīkla konfigurāciju?\n\n,Vai tiešām vēlaties aktivizēt šo tīkla konfigurāciju?\n\n,Vai tiešām vēlaties aktivizēt šo tīkla konfigurāciju?\n\n,CONSISTENT (ALL),
Are you sure you want to delete\nthe following backup:\n,'','',Vai tiešām vēlaties dzēst\nšo dublējumkopiju:\n,'',INCOMPLETE (ALL),
Are you sure you want to exit this wizard?,'','',Vai tiešām vēlaties iziet no šī veidņa?,'',INCOMPLETE (ALL),
Are you sure you want to restart your network interfaces?\n\n,Vai tiešām vēlaties restartēt tīkla interfeisus? \n\n,Vai tiešām vēlaties restartēt tīkla interfeisus? \n\n,Vai tiešām vēlaties pārstartēt tīkla interfeisus? \n\n,Vai tiešām vēlaties restartēt tīkla interfeisus? \n\n,MISMATCH (ALL),
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,'','',Vai tiešām vēlaties atjaunot\nšo dublējumkopiju:\n%s\nUztvērējs pārstartēsies pēc atjaunošanas!,'',INCOMPLETE (ALL),
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,'','',Vai tiešām vēlaties atjaunot dublējumkopiju?\nUztvērējs pārstartēsies pēc atjaunošanas!,'',INCOMPLETE (ALL),
Argentina,'',,Argentīna,'',INCOMPLETE (SOME),
Armenia,'',,Armēnija,'',INCOMPLETE (SOME),
Artist,Izpildītājs,Izpildītājs,Izpildītājs,Izpildītājs,CONSISTENT (ALL),
Arts/Culture,'','',Māksla/Kultūra,'',INCOMPLETE (ALL),
Aruba,'',,Aruba,'',INCOMPLETE (SOME),
As defined by the skin,,,Kā paredzēts noformējumā,,SOLITARY,
Ask user,Jautāt,Jautāt,Jautāt,Jautāt,CONSISTENT (ALL),
Aspect ratio,'','',Attēla samērs,'',INCOMPLETE (ALL),
