msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%.0f GB,'',,%.0f GB,%.0f GB,INCOMPLETE (SOME),
%.0f MB,'',,%.0f MB,%.0f MB,INCOMPLETE (SOME),
%.0f kB,,,%.0f kB,%.0f kB,UNCHANGED (SOME),
%.1f° E,,,'',,SOLITARY,
%.1f° W,,,'',,SOLITARY,
%.2f GB,'',,%.2f GB,%.2f GB,INCOMPLETE (SOME),
%02d:%02d,'',,'',,EMPTY (SOME),
%03d MB,,,%03d MB,%03d MB,UNCHANGED (SOME),
%2.1f sec,%2.1f sek,,%2.1f sec,%2.1f sec,MISMATCH (SOME),
%2d:%02d,,%2d:%02d,%2d:%02d,,UNCHANGED (SOME),
%2d:%02d:%02d,,%2d:%02d:%02d,%2d:%02d:%02d,,UNCHANGED (SOME),
%3.01f dB,,,%3.01f dB,%3.01f dB,UNCHANGED (SOME),
%A %d %B,'',,%A %d %B,%A %d %B,INCOMPLETE (SOME),
%A %e %B,,%A %e %B,%A %e. %Bta,,MISMATCH (SOME),
%A %e %B %Y,,%A %e. %Bta %Y,%A %e. %Bta %Y,,CONSISTENT (SOME),
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL),
%a %e %B %Y,,%a %e %B %Y,%A %e. %Bta %Y,,MISMATCH (SOME),
%a %e/%m,,%a %e.%m,%a %e.%-m,,MISMATCH (SOME),hyphenation
%a %e/%m  %-H:%M,,%a %e.%m  %-H:%M,%a %e.%-m  %-H:%M,,MISMATCH (SOME),hyphenation
%d B,,,%d B,%d B,UNCHANGED (SOME),
%d GB,'',%d GB,%d GB,%d GB,INCOMPLETE (ALL),
%d MB,'',%d MB,%d MB,%d MB,INCOMPLETE (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'',%d kB,%d kB,%d kB,INCOMPLETE (ALL),
%d kB/s,,,'',,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,%d minuuttia,%d minuuttia,%d minuuttia,%d minuuttia,CONSISTENT (ALL),
%d ms,,,%d ms,%d ms,UNCHANGED (SOME),
%d sec,,,'',,SOLITARY,
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,'',,SOLITARY,
%d.%03d GB,,,%d.%03d GB,%d.%03d GB,UNCHANGED (SOME),
%d.%B %Y,,%d.%m.%Y,%d.%m.%Y,,CONSISTENT (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,%k:%M %e/%m,%k:%M %e.%-m,,MISMATCH (SOME),
%s\nDo you still want to flash image\n%s?,,,%s\nHaluatko asentaa ohjelmistokuvan\n%s?,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,'',,EMPTY (SOME),
%s %d.%d,,,'',,SOLITARY,
%s %s free disk space,,,%s %s vapaata levytilaa,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s is no longer used. Should it be deleted?,%s ei ole enää käytössä. Poistetaanko se?,%s ei ole enää käytössä. Poistetaanko se?,%s ei ole enää käytössä. Poistetaanko se?,%s ei ole enää käytössä. Poistetaanko se?,CONSISTENT (ALL),
%s%% Autoinstalling %s,,,%s%% Asennetaan automaattisesti %s,,SOLITARY,
%s%d min,'',%s%d min,%s%d min,,INCOMPLETE (SOME),
%s/%s: %s,'',%s/%s: %s,%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL),
%s:%s,,,%s:%s,%s:%s,UNCHANGED (SOME),
(VU+ type),,,'',,SOLITARY,
(ZAP as PiP),,,(Tee ZAP PiP:nä),(Tee ZAP PiP:nä),CONSISTENT (SOME),
(ZAP),,(Kanavanvaihto),(Kanavanvaihto),(Kanavanvaihto),CONSISTENT (SOME),
(activated +%d min),,,(aktiivinen +%d min),,SOLITARY,
(empty),(tyhjä),(tyhjä),(tyhjä),(tyhjä),CONSISTENT (ALL),
(not activated),,,(ei aktiivinen),,SOLITARY,
(show optional DVD audio menu),(näytä  DVD-äänen lisävalikko),(näytä  DVD-äänen lisävalikko),(näytä  DVD-äänen lisävalikko),(näytä  DVD-äänen lisävalikko),CONSISTENT (ALL),
(unknown),,,(tuntematon),(tuntematon),CONSISTENT (SOME),
* Only available if more than one interface is active.,* Käytettävissä vain kun useampi kuin yksi sovitin on aktiivinen.,* Käytettävissä vain kun useampi kuin yksi sovitin on aktiivinen.,* Käytettävissä vain kun useampi kuin yksi sovitin on aktiivinen.,* Käytettävissä vain kun useampi kuin yksi sovitin on aktiivinen.,CONSISTENT (ALL),
-NO SERVICE\n,'',,-EI PALVELUA\n,-EI PALVELUA\n,INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-PALVELUVIRHE:%d\n,-PALVELUVIRHE:%d\n,INCOMPLETE (SOME),
/s,'',/s,/s,/s,INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 MB/s,10 MB/s,INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,100 MB/s,INCOMPLETE (SOME),
10bit,'',,10bit,10bit,INCOMPLETE (SOME),
12V output,12V-ulostulo,12V-ulostulo,12V-ulostulo,12V-ulostulo,CONSISTENT (ALL),
12bit,'',,12bit,12bit,INCOMPLETE (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,16:10 Pan&Scan,16:10 Pan&Scan,16:10 Pan&Scan,16:10 Pan&Scan,CONSISTENT (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,16:9 pakotettu,16:9 automatiikka,16:9 automatiikka,16:9 automatiikka,MISMATCH (ALL),
16K,,,'',,SOLITARY,
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,20 MB/s,INCOMPLETE (SOME),
23.976,'',23.976,23.976,23.976,INCOMPLETE (ALL),
24,'',24,24,24,INCOMPLETE (ALL),
25,'',25,25,25,INCOMPLETE (ALL),
29.97,'',29.97,29.97,29.97,INCOMPLETE (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,'',30,30,30,INCOMPLETE (ALL),
3D surround,,,3D-tilaääni,3D-tilaääni,CONSISTENT (SOME),
3D surround softlimiter,,,'',,SOLITARY,
3D surround speaker position,,,3D kotiteatterikaiuttimen asento,3D kotiteatterikaiuttimen asento,CONSISTENT (SOME),
3d mode,3D-tila,,3D-tila,,CONSISTENT (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,420,INCOMPLETE (SOME),
422,'',,422,422,INCOMPLETE (SOME),
444,'',,444,444,INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,4:3 Pan&Scan,4:3 Pan&Scan,4:3 Pan&Scan,4:3 Pan&Scan,CONSISTENT (ALL),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,50 MB/s,INCOMPLETE (SOME),
6,'',,6,,INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,8bit,8bit,INCOMPLETE (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,'',,SOLITARY,
<Current movielist location>,<Nykyinen tallennushakemisto>,<Nykyinen tallennushakemisto>,<Nykyinen tallennushakemisto>,<Nykyinen tallennushakemisto>,CONSISTENT (ALL),
<Default movie location>,<Oletushakemisto>,<Oletushakemisto>,<Oletushakemisto>,<Oletushakemisto>,CONSISTENT (ALL),
<Last timer location>,<Viimeisin ajastushakemisto>,<Viimeisin ajastushakemisto>,<Viimeisin ajastushakemisto>,<Viimeisin ajastushakemisto>,CONSISTENT (ALL),
<unknown>,<tuntematon>,<tuntematon>,<tuntematon>,<tuntematon>,CONSISTENT (ALL),
=NO STREAM\n,'',,=EI SYÖTETTÄ\n,=EI SYÖTETTÄ\n,INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,CONSISTENT (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,Asetustiedostoa (%s) on muokattu asennuksen jälkeen.\nHaluatko säilyttää oman versiosi?,CONSISTENT (ALL),
A file from media is in use!,,,'',,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Päättynyt ajastus haluaa asettaa vastaanottimesi\nvalmiustilaan. Tehdäänkö niin nyt?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Päättynyt ajastus haluaa sammuttaa\nvastaanottimesi. Sammutetaanko nyt?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Graafinen ohjelmaopas kaikille suosikkilistan kanaville,,SOLITARY,
A record has been started:\n%s,,,Tallennus on alkanut:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,"Valitulla virittimellä on tallennus käynnissä. Valitse toinen viritin, tai lopeta tallennus ja yritä uudestaan.",,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Tallennus on parhaillaan käynnissä.\nMitä haluat tehdä?,Tallennus on parhaillaan käynnissä.\nMitä haluat tehdä?,Tallennus on parhaillaan käynnissä.\nMitä haluat tehdä?,,CONSISTENT (SOME),
A recording is currently running. Please stop the recording before trying to scan.,Tallennus on käynnissä. Lopeta se ennen kanavahakua.,Tallennus on käynnissä. Sammuta se ennen kanavanhakua.,Tallennus on käynnissä. Sammuta se ennen kanavanhakua.,Tallennus on käynnissä. Sammuta se ennen kanavanhakua.,MISMATCH (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY,
A required tool (%s) was not found.,Tarvittavaa osaa (%s) ei löytynyt.,Tarvittavaa osaa (%s) ei löytynyt.,Tarvittavaa osaa (%s) ei löytynyt.,Tarvittavaa osaa (%s) ei löytynyt.,CONSISTENT (ALL),
A search for available updates is currently in progress.,Päivityksien haku on käynnissä.,Päivityksien haku on käynnissä.,Päivityksien haku on käynnissä.,Päivityksien haku on käynnissä.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Toinen määritetty verkkosovitin löytyi.\n\nKytketäänkö se pois päältä?,Toinen määritetty verkkosovitin löytyi.\n\nKytketäänkö se pois päältä?,Toinen määritetty verkkosovitin löytyi.\n\nKytketäänkö se pois päältä?,Toinen määritetty verkkosovitin löytyi.\n\nKytketäänkö se pois päältä?,CONSISTENT (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Uniajastin haluaa asettaa vastaanottimesi\nvalmiustilaan. Tehdäänkö niin nyt?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Uniajastin haluaan sammuttaa vastaanottimesi.\nSammutetaanko nyt?,,SOLITARY,
A small overview of the available icon states and actions.,Kuvaus kuvakkeiden tiloista ja toiminnoista.,Kuvaus kuvakkeiden tiloista ja toiminnoista.,Kuvaus kuvakkeiden tiloista ja toiminnoista.,Kuvaus kuvakkeiden tiloista ja toiminnoista.,CONSISTENT (ALL),
A timer failed to record!\nDisable TV and try again?\n,"Ajastettu tallennus epäonnistui!\nSallitko kanavanvaihdon, jotta tallennusta\nvoidaan yrittää uudelleen?\n","Ajastettu tallennus epäonnistui!\nSallitko kanavanvaihdon, jotta tallennusta\nvoidaan yrittää uudelleen?\n","Ajastettu tallennus epäonnistui!\nSallitko kanavanvaihdon, jotta tallennusta\nvoidaan yrittää uudelleen?\n","Ajastettu tallennus epäonnistui!\nSallitko kanavanvaihdon, jotta tallennusta\nvoidaan yrittää uudelleen?\n",CONSISTENT (ALL),
A/V settings,,A/V-asetukset,Ääni- ja kuvalähtöjen asetukset,,MISMATCH (SOME),
AAC downmix,AAC:n muunto stereoksi,AAC:n muunto stereoksi,AAC:n muunto stereoksi,AAC stereoksi,MISMATCH (ALL),
AC3 downmix,AC3:n muunto stereoksi,,AC3 muunnos stereoksi,AC3 stereoksi,MISMATCH (SOME),
ACQUIRING TSID/ONID,,HAETAAN TSID/ONID,HAETAAN TSID/ONID,HAETAAN TSID/ONID,CONSISTENT (SOME),
AGC:,,,AGC:,AGC:,UNCHANGED (SOME),
ASS File,,,'',,SOLITARY,
ASS file,,,ASS-tiedosto,ASS-tiedosto,CONSISTENT (SOME),
ATSC,'',,ATSC,ATSC,INCOMPLETE (SOME),
ATSC provider,,,ATSC palvelun tarjoaja,ATSC palvelun tarjoaja,CONSISTENT (SOME),
Abort,Keskeytä,Keskeytä,Keskeytä,Keskeytä,CONSISTENT (ALL),
Abort alternatives edit,,,Peruuta muutokset ja poistu,Peruuta muutokset ja poistu,CONSISTENT (SOME),
Abort bouquet edit,,,Peruuta muutokset ja poistu,Peruuta muutokset ja poistu,CONSISTENT (SOME),
Abort favourites edit,,,Peruuta muutokset ja poistu,Peruuta muutokset ja poistu,CONSISTENT (SOME),
About,Tietoja,Tietoja,Tietoja,Tietoja,CONSISTENT (ALL),
Accesspoint:,Tukiasema:,Tukiasema:,Tukiasema:,Tukiasema:,CONSISTENT (ALL),
Activate HbbTV (Redbutton),Aktivoi HbbTV (punainen nappi),,Aktivoi HbbTV (Punainen),,MISMATCH (SOME),
Activate Picture in Picture,Avaa PiP-kuva,Avaa PiP-kuva,Avaa PiP-kuva,Avaa PiP-kuva,CONSISTENT (ALL),
Activate current configuration,Aktivoi nykyiset asetukset,Aktivoi nykyiset asetukset,Aktivoi nykyiset asetukset,Aktivoi nykyiset asetukset,CONSISTENT (ALL),
Activate network settings,Ota verkkoasetukset käyttöön,Ota verkkoasetukset käyttöön,Ota verkkoasetukset käyttöön,Ota verkkoasetukset käyttöön,CONSISTENT (ALL),
Activate the configured network settings.,Ota tekemäsi verkkoasetukset käyttöön.,Ota tekemäsi verkkoasetukset käyttöön.,Ota tekemäsi verkkoasetukset käyttöön.,Ota tekemäsi verkkoasetukset käyttöön.,CONSISTENT (ALL),
Activate timeshift End,Aloita ajansiirto,,Aktivoi ajansiirron loppu,,MISMATCH (SOME),
Activate timeshift end and pause,Aktivoi ajansiirron loppu ja tauko,,Aktivoi ajansiirron loppu ja tauko,Aktivoi ajansiirron loppu ja tauko,CONSISTENT (SOME),
Adapter settings,Sovittimen asetukset,Sovittimen asetukset,Sovittimen asetukset,Sovittimen asetukset,CONSISTENT (ALL),
Add,Lisää ajastus,Lisää,Lisää,Lisää,MISMATCH (ALL),
Add a mark,Lisää merkki,Lisää merkki,Lisää merkki,Lisää merkki,CONSISTENT (ALL),
Add a nameserver entry,lisää nimipalvelin,lisää nimipalvelin,lisää nimipalvelin,lisää nimipalvelin,CONSISTENT (ALL),
Add a new title,Lisää uusi tallenne,Lisää uusi tallenne,Lisää uusi tallenne,Lisää uusi tallenne,CONSISTENT (ALL),
Add alternatives,,,Vaihtoehtoisten kanavien lisäys,Vaihtoehtojen lisäys ja poisto,MISMATCH (SOME),
Add bookmark,Lisää kirjanmerkki,Lisää kirjanmerkki,Lisää kirjanmerkki,Lisää kirjanmerkki,CONSISTENT (ALL),
Add bouquet,,,Lisää uusi suosikkilista,Lisää uusi suosikkilista,CONSISTENT (SOME),
Add bouquet to parental protection,,,'',Lisää suosikkilista lapsilukkoon,INCOMPLETE (SOME),
Add directory to playlist,Lisää hakemisto soittolistalle,Lisää hakemisto soittolistalle,Lisää hakemisto soittolistalle,Lisää hakemisto soittolistalle,CONSISTENT (ALL),
Add file to playlist,Lisää tiedosto soittolistalle,Lisää tiedosto soittolistalle,Lisää tiedosto soittolistalle,Lisää tiedosto soittolistalle,CONSISTENT (ALL),
Add files to playlist,Lisää tiedostot soittolistalle,Lisää tiedostot soittolistalle,Lisää tiedostot soittolistalle,Lisää tiedostot soittolistalle,CONSISTENT (ALL),
Add marker,,,Lisää väliotsikko,Lisää väliotsikko,CONSISTENT (SOME),
Add provider,Lisää p.tarjoaja,Lisää p.tarjoaja,Lisää p.tarjoaja,Lisää p.tarjoaja,CONSISTENT (ALL),
Add recording (enter recording duration),Tallenna (Syötä tallennuksen kesto),Tallenna (Syötä tallennuksen kesto),Tallenna (Syötä tallennuksen kesto),Tallenna (Syötä tallennuksen kesto),CONSISTENT (ALL),
Add recording (enter recording endtime),Tallenna (Syötä tallennuksen päättymisaika),Tallenna (Syötä tallennuksen päättymisaika),Tallenna (Syötä tallennuksen päättymisaika),Tallenna (Syötä tallennuksen päättymisaika),CONSISTENT (ALL),
Add recording (indefinitely),Tallenna (Jatkuva tallennus),Tallenna (Jatkuva tallennus),Tallenna (Jatkuva tallennus),Tallenna (Jatkuva tallennus),CONSISTENT (ALL),
Add recording (stop after current event),Tallenna (Lopeta nykyisen ohjelman jälkeen),Tallenna (Lopeta nykyisen ohjelman jälkeen),Tallenna (Lopeta nykyisen ohjelman jälkeen),Tallenna (Lopeta nykyisen ohjelman jälkeen),CONSISTENT (ALL),
Add service,Lisää kanava,Lisää kanava,Lisää kanava,Lisää kanava,CONSISTENT (ALL),
Add service to bouquet,,,Lisää kanava suosikkilistalle,Lisää kanava suosikkilistalle,CONSISTENT (SOME),
Add service to favourites,,,Lisää kanava suosikkeihin,Lisää kanava suosikkeihin,CONSISTENT (SOME),
Add timer,Lisää ajastus,Lisää ajastus,Lisää ajastus,Lisää ajastus,CONSISTENT (ALL),
Add title,Lisää,Lisää,Lisää,Lisää,CONSISTENT (ALL),
Add to bouquet,,Lisää suosikkilistalle,Lisää suosikkilistalle,Lisää suosikkilistalle,CONSISTENT (SOME),
Add to favourites,,Lisää suosikkilistalle,Lisää suosikkilistalle,Lisää suosikkilistalle,CONSISTENT (SOME),
Add to parental protection,,,Lisää lapsilukkoon,Lisää lapsilukkoon,CONSISTENT (SOME),
Add/remove change timer for current event,'',,Lisää/poista ajastus nykyiselle ohjelmalle,,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME),
Adjust 3D settings,Muuta 3D-asetuksia,,Säädä 3D-asetuksia,,MISMATCH (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Säädä värikylläisyys siten, että kaikki sävyt erottuvat ja ovat mahdollisimman\nkylläisiä.\n\nKun olet tyytyväinen tulokseen, sulje testikuva painamalla OK tai valitse numeronäppäimillä 1-6 joku muu testikuva.","Säädä värikylläisyys siten, että kaikki sävyt erottuvat ja ovat mahdollisimman\nkylläisiä.\n\nKun olet tyytyväinen tulokseen, sulje testikuva painamalla OK tai valitse numeronäppäimillä 1-6 joku muu testikuva.","Säädä värikylläisyys siten, että kaikki sävyt erottuvat ja ovat mahdollisimman\nkylläisiä.\n\nKun olet tyytyväinen tulokseen, sulje testikuva painamalla OK tai valitse numeronäppäimillä 1-6 joku muu testikuva.","Säädä värikylläisyys siten, että kaikki sävyt erottuvat ja ovat mahdollisimman\nkylläisiä.\n\nKun olet tyytyväinen tulokseen, sulje testikuva painamalla OK tai valitse numeronäppäimillä 1-6 joku muu testikuva.",CONSISTENT (ALL),
Advanced,Laaja,,Laaja,Laaja,CONSISTENT (SOME),
Advanced options,Laajennetut valinnat,Laajennetut valinnat,Laajat valinnat,Laajat valinnat,MISMATCH (ALL),
Advanced options and settings.,,,Laajat valinnat ja asetukset.,,SOLITARY,
Advanced restore,Laajennettu palautus,Laajennettu palautus,Laajennettu palautus,Laajennettu palautus,CONSISTENT (ALL),
Advanced software,Laajemmat ohjelmistovalinnat,Laajemmat ohjelmistovalinnat,Laajemmat ohjelmistovalinnat,Laajemmat ohjelmistovalinnat,CONSISTENT (ALL),
Advanced software plugin,Laajemmat lisäosavalinnat,Laajemmat lisäosavalinnat,Laajemmat lisäosavalinnat,Laajemmat lisäosavalinnat,CONSISTENT (ALL),
Advanced video enhancement setup,Laajemmat kuvasäätöjen asetukset,Laajempien kuvasäätöjen asetukset,Laajempien kuvasäätöjen asetukset,Laajempien kuvasäätöjen asetukset,MISMATCH (ALL),
Advanced video setup,,,Laajennetut video-asetukset,,SOLITARY,
Afghanistan,'',,Afganistan,Afganistan,INCOMPLETE (SOME),
After event,Ajastuksen jälkeen,Ajastuksen jälkeen,Ajastuksen jälkeen,Ajastuksen jälkeen,CONSISTENT (ALL),
Aland Islands,'',,Ahvenanmaa,Ahvenanmaa,INCOMPLETE (SOME),
Albania,'',,Albania,Albania,INCOMPLETE (SOME),
Album,Albumi,Albumi,Albumi,Albumi,CONSISTENT (ALL),
Algeria,'',,Algeria,Algeria,INCOMPLETE (SOME),
Alignment of events,Ohjelmatiedon sijainti,,Ohjelmannimien sijainti,Ohjelmannimien sijainti,MISMATCH (SOME),
Alignment of service names,Kanavanimen sijainti,,Kanavanimien sijainti,Kanavanimien sijainti,MISMATCH (SOME),
All,Kaikki,Kaikki,Kaikki,Kaikki,CONSISTENT (ALL),
All ages,Kaikenikäisille,Kaikenikäisille,Kaikenikäisille,Kaikenikäisille,CONSISTENT (ALL),
All frequency,,,Kaikki taajuudet,Kaikki taajuudet,CONSISTENT (SOME),
All satellites 1 (USALS),Kaikki satelliitit 1 (DiSEqC-tila 1.2),,Kaikki satelliitit 1 (DiSEqC-tila 1.2),Kaikki satelliitit 1 (DiSEqC-tila 1.2),CONSISTENT (SOME),
All satellites 2 (USALS),Kaikki satelliitit 2 (DiSEqC-tila 1.2),,Kaikki satelliitit 2 (DiSEqC-tila 1.2),Kaikki satelliitit 2 (DiSEqC-tila 1.2),CONSISTENT (SOME),
All satellites 3 (USALS),Kaikki satelliitit 3 (DiSEqC-tila 1.2),,Kaikki satelliitit 3 (DiSEqC-tila 1.2),Kaikki satelliitit 3 (DiSEqC-tila 1.2),CONSISTENT (SOME),
All satellites 4 (USALS),Kaikki satelliitit 4 (DiSEqC-tila 1.2),,Kaikki satelliitit 4 (DiSEqC-tila 1.2),Kaikki satelliitit 4 (DiSEqC-tila 1.2),CONSISTENT (SOME),
All services provider,'',,'',Kaikki kanavat/palveluntarjoajat:,INCOMPLETE (SOME),
Allocate,Varaa,Varaa,Varaa,Varaa,CONSISTENT (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME),
Allocate unused memory index,Varaa käyttämätön muistipaikka,Varaa käyttämätön muistipaikka,Varaa käyttämätön muistipaikka,Varaa käyttämätön muistipaikka,CONSISTENT (ALL),
Allow 10bit,'',,'',Salli 10bit,INCOMPLETE (SOME),
Allow 12bit,'',,'',Salli 12bit,INCOMPLETE (SOME),
Allow quit movieplayer with exit,Lopeta tallenteen katselu exit-näppäimellä,,Salli tallenteista poistuminen exit-napilla,,MISMATCH (SOME),
Allow quitting movieplayer with exit,,,Salli tallenteista poistuminen exit-napilla,,SOLITARY,
Allow subtitle language to equal audio language,Salli tekstityskielen vastata äänivalintaa,Salli tekstityskielen vastata äänivalintaa,Salli tekstityskielen vastata äänivalintaa,Salli tekstityskielen vastata äänivalintaa,CONSISTENT (ALL),
Allow subtitles for hearing impaired,Salli kuulovammaisten tekstitys,Salli kuulovammaisten tekstitys,Salli kuulovammaisten tekstitys,Salli kuulovammaisten tekstitys,CONSISTENT (ALL),
Allow unsupported modes,,,Salli kaikki videotilat,,SOLITARY,
Alpha,Aakkonen,Aakkonen,Aakkonen,Aakkonen,CONSISTENT (ALL),
Also import at reboot/restart enigma2,,,Tuo uudelleenkäynnistyksessä,,SOLITARY,
Also import from the extension menu,,,Lisää valinta laajennusvalikkoon,,SOLITARY,
Also import when box is leaving standby,,,Tuo valmiustilasta poistuttaessa,,SOLITARY,
Also on standby,Myös valmiustilassa,,Myös valmiustilassa,Myös valmiustilassa,CONSISTENT (SOME),
Alternative,Vaihtoehtoinen,Vaihtoehtoinen,Vaihtoehtoinen,Vaihtoehtoinen,CONSISTENT (ALL),
