msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%H:%M,%ساعت:%دقیقه,%ساعت:%دقیقه,%ساعت:%دقیقه,%ساعت:%دقیقه,CONSISTENT (ALL),
%a %e %B %Y,,'',%a %e %B %Y,,INCOMPLETE (SOME),
%a %e/%m,,%a %e/%m,%a %e/%m,,UNCHANGED (SOME),
%a %e/%m  %-H:%M,,%a %e/%m  %-H:%M,%a %e/%m  %-H:%M,,UNCHANGED (SOME),
%d B,,,%d بایت,'',INCOMPLETE (SOME),
%d GB,'','',%d گیگابایت,'',INCOMPLETE (ALL),
%d MB,'','',%d مگابایت,'',INCOMPLETE (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'','',%d کیلوبایت,'',INCOMPLETE (ALL),
%d kB/s,,,%d کیلوبایت بر ثانیه,,SOLITARY,
%d min,%d دقیقه,%d دقیقه,%d دقیقه,%d دقیقه,CONSISTENT (ALL),
%d minutes,%d دقیقه,%d دقیقه,%d دقیقه,%d دقیقه,CONSISTENT (ALL),
%d ms,,,%d میلی ثانیه,,SOLITARY,
%d sec,'',,%d ثانیه,,INCOMPLETE (SOME),
%d-%m,'',,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,,,%d.%03d گیگابایت,'',INCOMPLETE (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,%k:%M %e/%m,%k:%M %e/%m,,UNCHANGED (SOME),
%s\nPress ok for multiboot selection\nPress exit to close,'',,'',,EMPTY (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,'',,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,'',,SOLITARY,
%s is no longer used. Should it be deleted?,'','','','',EMPTY (ALL),
%s%d min,,,%s%d دقیقه,,SOLITARY,
%s/%s: %s,'','',%s/%s: %s,'',INCOMPLETE (ALL),
%s:%s,,,%s:%s,'',INCOMPLETE (SOME),
(VU+ type),,,(نوع ووپلاس),,SOLITARY,
(ZAP as PiP),,,'','',EMPTY (SOME),
(ZAP),,(حذف),(حذف),(حذف),CONSISTENT (SOME),
(activated +%d min),,,'',,SOLITARY,
(empty),(خالی),(خالی),(خالی),(خالی),CONSISTENT (ALL),
(not activated),,,(فعال نشده),,SOLITARY,
(show optional DVD audio menu),(نمایش منوی اختیای صدای DVD),(نمایش منوی اختیای صدای DVD),(نمایش منوی اختیای صدای DVD),(نمایش منوی اختیای صدای DVD),CONSISTENT (ALL),
(unknown),,,(نامشخص),,SOLITARY,
* Only available if more than one interface is active.,فقط زمانی در دسترس است که بیش از یک رابط فعال باشد,فقط زمانی در دسترس است که بیش از یک رابط فعال باشد,فقط زمانی در دسترس است که بیش از یک رابط فعال باشد,فقط زمانی در دسترس است که بیش از یک رابط فعال باشد,CONSISTENT (ALL),
-NO SERVICE\n,'',,-بدون کانال\n,'',INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-خطای کانال:%d\n,'',INCOMPLETE (SOME),
/s,'','',/s,'',INCOMPLETE (ALL),
0,'',,0,,INCOMPLETE (SOME),
1,'',,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 مگ بر ثانیه,'',INCOMPLETE (SOME),
100 MB/s,'',,100 مگ بر ثانیه,'',INCOMPLETE (SOME),
10bit,'',,10 بیت,'',INCOMPLETE (SOME),
12V output,خروجی 12 ولت,خروجی 12 ولت,خروجی 12 ولت,خروجی 12 ولت,CONSISTENT (ALL),
12bit,'',,12 بیت,'',INCOMPLETE (SOME),
13 V,13 ولت,13 ولت,13 ولت,13 ولت,CONSISTENT (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,16:9 همیشه,16:9 همیشه,16:9 همیشه,16:9 همیشه,CONSISTENT (ALL),
16K,,,'','',EMPTY (SOME),
18 V,18 ولت,18 ولت,18 ولت,18 ولت,CONSISTENT (ALL),
2,'',,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 مگ بر ثانیه,'',INCOMPLETE (SOME),
23.976,'','',23.976,'',INCOMPLETE (ALL),
24,,,24,,SOLITARY,
25,,,25,,SOLITARY,
29.97,'','',29.97,'',INCOMPLETE (ALL),
3,'',,3,,INCOMPLETE (SOME),
30,,,30,,SOLITARY,
3D surround,,,فراگیر 3 بعدی,,SOLITARY,
3D surround softlimiter,,,'',,SOLITARY,
3D surround speaker position,,,'','',EMPTY (SOME),
3d mode,حالت 3 بعدی,حالت 3 بعدی,حالت 3 بعدی,,CONSISTENT (SOME),
4,'',,4,,INCOMPLETE (SOME),
420,'',,420,'',INCOMPLETE (SOME),
422,'',,422,'',INCOMPLETE (SOME),
444,'',,444,'',INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
5,'',,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 مگ بر ثانیه,'',INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8bit,'',,8 بیت,'',INCOMPLETE (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - پیش فرض (غیر فعال),,SOLITARY,
<Current movielist location>,<محل فعلی لیست فیلم>,<محل فعلی لیست فیلم>,<محل فعلی لیست فیلم>,<محل فعلی لیست فیلم>,CONSISTENT (ALL),
<Default movie location>,<محل پیش فرض فیلم>,<محل پیش فرض فیلم>,<محل پیش فرض فیلم>,<محل پیش فرض فیلم>,CONSISTENT (ALL),
<Last timer location>,<آخرین مکان زمان>,<آخرین مکان زمان>,<آخرین مکان زمان>,<آخرین مکان زمان>,CONSISTENT (ALL),
<unknown>,<نامشخص>,<نامشخص>,<نامشخص>,<نامشخص>,CONSISTENT (ALL),
=NO STREAM\n,'',,=بدون جریان\n,'',INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,فایل پیکربندی (%s) از زمان نصب تغییر کرده است\n.آیا میخواهید نسخه خود را حفظ کنید ؟,فایل پیکربندی (%s) از زمان نصب تغییر کرده است\n.آیا میخواهید نسخه خود را حفظ کنید ؟,فایل پیکربندی (%s) از زمان نصب تغییر کرده است\n.آیا میخواهید نسخه خود را حفظ کنید ؟,فایل پیکربندی (%s) از زمان نصب تغییر کرده است\n.آیا میخواهید نسخه خود را حفظ کنید ؟,CONSISTENT (ALL),
A file from media is in use!,,,'',,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY,
A record has been started:\n%s,,,ضبط کردن شروع شد\n%s,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,یک عمل ضبط کردن در حال اجرا است\nقصد انجام چه کاری را دارید ؟,یک عمل ضبط کردن در حال اجرا است\nقصد انجام چه کاری را دارید ؟,یک عمل ضبط کردن در حال اجرا است\nقصد انجام چه کاری را دارید ؟,,CONSISTENT (SOME),
A recording is currently running. Please stop the recording before trying to scan.,'','',ضبط کردن در حال اجرا است ، لطفا قبل از اسکن کردن ضبط را متوقف کنید,'',INCOMPLETE (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY,
A required tool (%s) was not found.,ابزار (%s) مورد نیاز یافت نشد,ابزار (%s) مورد نیاز یافت نشد,ابزار (%s) مورد نیاز یافت نشد,ابزار (%s) مورد نیاز یافت نشد,CONSISTENT (ALL),
A search for available updates is currently in progress.,جستجو برای آپدیت های در دسترس ، در حال حاضر در حال انجام است,جستجو برای آپدیت های در دسترس ، در حال حاضر در حال انجام است,جستجو برای آپدیت های در دسترس ، در حال حاضر در حال انجام است,جستجو برای آپدیت های در دسترس ، در حال حاضر در حال انجام است,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,پیکربندی دوم برای رابط یافت شده است\n\nآیا میخواهید رابط دوم شبکه غیر فعال شود ؟,پیکربندی دوم برای رابط یافت شده است\n\nآیا میخواهید رابط دوم شبکه غیر فعال شود ؟,پیکربندی دوم برای رابط یافت شده است\n\nآیا میخواهید رابط دوم شبکه غیر فعال شود ؟,پیکربندی دوم برای رابط یافت شده است\n\nآیا میخواهید رابط دوم شبکه غیر فعال شود ؟,CONSISTENT (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,'',,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,'',,SOLITARY,
A small overview of the available icon states and actions.,'','','','',EMPTY (ALL),
A timer failed to record!\nDisable TV and try again?\n,زمان برای ضبط ناموفق بود\nغیر فعال کردن تلوزیون و سعی مجدد ؟\n,زمان برای ضبط ناموفق بود\nغیر فعال کردن تلوزیون و سعی مجدد ؟\n,زمان برای ضبط ناموفق بود\nغیر فعال کردن تلوزیون و سعی مجدد ؟\n,زمان برای ضبط ناموفق بود\nغیر فعال کردن تلوزیون و سعی مجدد ؟\n,CONSISTENT (ALL),
A/V settings,,'',تنظیمات تصویر و صدا,,INCOMPLETE (SOME),
AAC downmix,'','','','',EMPTY (ALL),
AC3 downmix,'',,'','',EMPTY (SOME),
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME),
AGC:,,,'','',EMPTY (SOME),
ASS file,,,فایل ASS,'',INCOMPLETE (SOME),
ATSC,'',,ATSC,'',INCOMPLETE (SOME),
ATSC provider,,,'',,SOLITARY,
Abort,لغو,لغو,لغو,لغو,CONSISTENT (ALL),
Abort alternatives edit,,,'',,SOLITARY,
Abort bouquet edit,,,'',,SOLITARY,
Abort favourites edit,,,'',,SOLITARY,
About,درباره,درباره,درباره,درباره,CONSISTENT (ALL),
Accesspoint:,نقطه دسترسی :,نقطه دسترسی :,نقطه دسترسی:,نقطه دسترسی :,MISMATCH (ALL),whitespace
Activate HbbTV (Redbutton),'',,'',,EMPTY (SOME),
Activate Picture in Picture,فعال کردن تصویر در تصویر,فعال کردن تصویر در تصویر,فعال کردن تصویر در تصویر,فعال کردن تصویر در تصویر,CONSISTENT (ALL),
Activate network settings,فعال کردن تنظیمات شبکه,فعال کردن تنظیمات شبکه,فعال کردن تنظیمات شبکه,فعال کردن تنظیمات شبکه,CONSISTENT (ALL),
Activate the configured network settings.,'','',فعال کردن تنظیمات شبکه پیکربندی شده.,'',INCOMPLETE (ALL),
Activate timeshift End,'',,'',,EMPTY (SOME),
Activate timeshift end and pause,'',,'','',EMPTY (SOME),
Adapter settings,تنظیمات آداپتور,تنظیمات آداپتور,تنظیمات آداپتور,تنظیمات آداپتور,CONSISTENT (ALL),
Add,اضافه کردن,اضافه کردن,اضافه کردن,اضافه کردن,CONSISTENT (ALL),
Add a mark,اضافه کردن علامت,اضافه کردن علامت,اضافه کردن علامت,اضافه کردن علامت,CONSISTENT (ALL),
Add a new title,اضافه کردن عنوان جدید,اضافه کردن عنوان جدید,اضافه کردن عنوان جدید,اضافه کردن عنوان جدید,CONSISTENT (ALL),
Add alternatives,,,'',,SOLITARY,
Add bouquet to parental protection,,,'',,SOLITARY,
Add directory to playlist,,,'',,SOLITARY,
Add file to playlist,,,'',,SOLITARY,
Add files to playlist,,,'',,SOLITARY,
Add marker,,,'',,SOLITARY,
Add service to bouquet,,,'',,SOLITARY,
Add service to favourites,,,'',,SOLITARY,
Add timer,اضافه کردن زمان,اضافه کردن زمان,اضافه کردن زمان,اضافه کردن زمان,CONSISTENT (ALL),
Add title,اضافه کردن عنوان,اضافه کردن عنوان,اضافه کردن عنوان,اضافه کردن عنوان,CONSISTENT (ALL),
Add to bouquet,,اضافه کردن به لیست,اضافه کردن به لیست,اضافه کردن به لیست,CONSISTENT (SOME),
Add to favourites,,اضافه کردن به مورد علاقه,اضافه کردن به مورد علاقه,اضافه کردن به مورد علاقه,CONSISTENT (SOME),
Add to parental protection,,,'',,SOLITARY,
Add/remove change timer for current event,'',,'',,EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME),
Adjust 3D settings,تنظیمات 3 بعدی,تنظیمات 3 بعدی,تنظیمات 3 بعدی,,CONSISTENT (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","تنظیم کردن تنظیمات رنگ طوری که سایه های رنگ ها مشخص باشد ، اما تا حد امکان به صورت اشباع شده نمایان شود ، اگر شما از نتیجه راضی هستید دکمه OK را برای بستن \""میزان مناسب تصویر\"" فشار دهید و یا از اعداد ریموت کنترل برای تست های دیگر صفحه نمایش استفاده کنید","تنظیم کردن تنظیمات رنگ طوری که سایه های رنگ ها مشخص باشد ، اما تا حد امکان به صورت اشباع شده نمایان شود ، اگر شما از نتیجه راضی هستید دکمه OK را برای بستن \""میزان مناسب تصویر\"" فشار دهید و یا از اعداد ریموت کنترل برای تست های دیگر صفحه نمایش استفاده کنید","تنظیم کردن تنظیمات رنگ طوری که سایه های رنگ ها مشخص باشد ، اما تا حد امکان به صورت اشباع شده نمایان شود ، اگر شما از نتیجه راضی هستید دکمه OK را برای بستن \""میزان مناسب تصویر\"" فشار دهید و یا از اعداد ریموت کنترل برای تست های دیگر صفحه نمایش استفاده کنید","تنظیم کردن تنظیمات رنگ طوری که سایه های رنگ ها مشخص باشد ، اما تا حد امکان به صورت اشباع شده نمایان شود ، اگر شما از نتیجه راضی هستید دکمه OK را برای بستن \""میزان مناسب تصویر\"" فشار دهید و یا از اعداد ریموت کنترل برای تست های دیگر صفحه نمایش استفاده کنید",CONSISTENT (ALL),
Advanced,'',,'',,EMPTY (SOME),
Advanced options and settings.,,,گزینه ها و تنظیمات پیشرفته,,SOLITARY,
Advanced restore,بازگردانی پیشرفته,بازگردانی پیشرفته,بازگردانی پیشرفته,بازگردانی پیشرفته,CONSISTENT (ALL),
Afghanistan,'',,'','',EMPTY (SOME),
After event,بعد از رویداد,بعد از رویداد,بعد از رویداد,بعد از رویداد,CONSISTENT (ALL),
Aland Islands,'',,'','',EMPTY (SOME),
Albania,'',,'','',EMPTY (SOME),
Album,آلبوم,آلبوم,آلبوم,آلبوم,CONSISTENT (ALL),
Algeria,'',,'','',EMPTY (SOME),
Alignment of events,'',,'','',EMPTY (SOME),
Alignment of service names,,,'',,SOLITARY,
All,همه,همه,همه,همه,CONSISTENT (ALL),
All ages,'','','','',EMPTY (ALL),
All frequency,,,'',,SOLITARY,
All satellites 1 (USALS),'',,'','',EMPTY (SOME),
All satellites 2 (USALS),'',,'','',EMPTY (SOME),
All satellites 3 (USALS),'',,'','',EMPTY (SOME),
All satellites 4 (USALS),'',,'','',EMPTY (SOME),
All services provider,,,'',,SOLITARY,
All slots,,,'',,SOLITARY,
Allocate,'','',اختصاص دادن,'',INCOMPLETE (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME),
Allocate unused memory index,'','','','',EMPTY (ALL),
Allow quit movieplayer with exit,'',,'',,EMPTY (SOME),
Allow quitting movieplayer with exit,,,'',,SOLITARY,
Allow subtitle language to equal audio language,'','','','',EMPTY (ALL),
Allow subtitles for hearing impaired,'','','','',EMPTY (ALL),
Allow unsupported modes,,,'',,SOLITARY,
Alpha,الفبا,الفبا,الفبا,الفبا,CONSISTENT (ALL),
Also import at reboot/restart enigma2,,,'',,SOLITARY,
Also import from the extension menu,,,'',,SOLITARY,
Also import when box is leaving standby,,,'',,SOLITARY,
Also on standby,'',,'',,EMPTY (SOME),
Alternative URL for images listed on FlashImage,,,'',,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,'','','','',EMPTY (ALL),
Alternative services tuner priority,اولویت کانال های متناوب تیونر,اولویت کانال های متناوب تیونر,اولویت کانال های متناوب تیونر,اولویت کانال های متناوب تیونر,CONSISTENT (ALL),
Always ask,همیشه پرسیده شود,همیشه پرسیده شود,همیشه پرسیده شود,همیشه پرسیده شود,CONSISTENT (ALL),
Always hide infobar,'','','','',EMPTY (ALL),
Always include ECM in recordings,'',,'',,EMPTY (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME),
American Samoa,'',,'','',EMPTY (SOME),
An empty filename is illegal.,بدون نام بودن برای یک فایل غیر مجاز است,بدون نام بودن برای یک فایل غیر مجاز است,بدون نام بودن برای یک فایل غیر مجاز است,بدون نام بودن برای یک فایل غیر مجاز است,CONSISTENT (ALL),
An error occurred while downloading the packetlist. Please try again.,'','','','',EMPTY (ALL),
An unknown error occurred!,,,خطای نامشخصی رخ داد,,SOLITARY,
And will put your receiver in standby over ,,,'',,SOLITARY,
Andorra,'',,'','',EMPTY (SOME),
Angola,'',,'','',EMPTY (SOME),
Anguilla,'',,'','',EMPTY (SOME),
Antarctica,'',,'','',EMPTY (SOME),
Antigua and Barbuda,'',,'','',EMPTY (SOME),
Any activity,هر فعالیتی,هر فعالیتی,هر فعالیتی,هر فعالیتی,CONSISTENT (ALL),
Arabic,عربی,عربی,عربی,عربی,CONSISTENT (ALL),
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY,
Are you sure to reboot to,,,'',,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,'',,'',,EMPTY (SOME),
Are you sure to remove all cable services?,'',,'',,EMPTY (SOME),
Are you sure to remove all terrestrial services?,'',,'',,EMPTY (SOME),
Are you sure to remove this entry?,,,'',,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,آیا مطمئن هستید که میخواهید این پیکربندی شبکه را فعال کنید ؟\n\n,آیا مطمئن هستید که میخواهید این پیکربندی شبکه را فعال کنید ؟\n\n,آیا مطمئن هستید که میخواهید این پیکربندی شبکه را فعال کنید ؟\n\n,آیا مطمئن هستید که میخواهید این پیکربندی شبکه را فعال کنید ؟\n\n,CONSISTENT (ALL),
Are you sure you want to exit this wizard?,آیا مطمئن هستید که میخواهید از این هدایتگر خارج شوید ؟,آیا مطمئن هستید که میخواهید از این هدایتگر خارج شوید ؟,آیا مطمئن هستید که میخواهید از این هدایتگر خارج شوید ؟,آیا مطمئن هستید که میخواهید از این هدایتگر خارج شوید ؟,CONSISTENT (ALL),
Are you sure you want to restart your network interfaces?\n\n,آیا مطمئن هستید که میخواهید رابط های شبکه خود را دوباره راه اندازی کنید ؟\n\n,آیا مطمئن هستید که میخواهید رابط های شبکه خود را دوباره راه اندازی کنید ؟\n\n,آیا مطمئن هستید که میخواهید رابط های شبکه خود را دوباره راه اندازی کنید ؟\n\n,آیا مطمئن هستید که میخواهید رابط های شبکه خود را دوباره راه اندازی کنید ؟\n\n,CONSISTENT (ALL),
Argentina,'',,'','',EMPTY (SOME),
Armenia,'',,'','',EMPTY (SOME),
Artist,هنرمند,هنرمند,هنرمند,هنرمند,CONSISTENT (ALL),
Arts/Culture,'','','','',EMPTY (ALL),
Aruba,'',,'','',EMPTY (SOME),
As defined by the skin,,,'',,SOLITARY,
Ask user,پرسش از کاربر,پرسش از کاربر,پرسش از کاربر,پرسش از کاربر,CONSISTENT (ALL),
Assigned CAIds:,,,'',,SOLITARY,
Assigned services/provider:,,,'',,SOLITARY,
At end,,,'',,SOLITARY,
"Attention, this is repeated timer!\n",,,'','',EMPTY (SOME),
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY,
Audio,'',,صدا,,INCOMPLETE (SOME),
Audio / Video,,,'',,SOLITARY,
Audio PID,PID صدا,PID صدا,PID صدا,PID صدا,CONSISTENT (ALL),
"Audio PID%s, codec & lang",,,'',,SOLITARY,
"Audio PID, codec & lang",,,'',,SOLITARY,
Audio auto volume level,,,'',,SOLITARY,
Audio language selection 1,انتخاب زبان صدا 1,انتخاب زبان صدا 1,انتخاب زبان صدا 1,انتخاب زبان صدا 1,CONSISTENT (ALL),
Audio language selection 2,انتخاب زبان صدا 2,انتخاب زبان صدا 2,انتخاب زبان صدا 2,انتخاب زبان صدا 2,CONSISTENT (ALL),
Audio language selection 3,انتخاب زبان صدا 3,انتخاب زبان صدا 3,انتخاب زبان صدا 3,انتخاب زبان صدا 3,CONSISTENT (ALL),
Audio language selection 4,انتخاب زبان صدا 4,انتخاب زبان صدا 4,انتخاب زبان صدا 4,انتخاب زبان صدا 4,CONSISTENT (ALL),
Audio plugins,,,'',,SOLITARY,
Audio track (%s) format,,,'',,SOLITARY,
Audio track (%s) language,,,'',,SOLITARY,
Audio volume step size,'',,'',,EMPTY (SOME),
Austria,'',,'','',EMPTY (SOME),
Author: ,مولف:,مولف:,مولف:,مولف:,CONSISTENT (ALL),
Authoring mode,حالت تالیف,حالت تالیف,حالت تالیف,حالت تالیف,CONSISTENT (ALL),
Auto,خودکار,خودکار,خودکار,خودکار,CONSISTENT (ALL),
Auto Diseqc,,,'',,SOLITARY,
Auto EXIF Orientation rotation/flipping,,,'','',EMPTY (SOME),
Auto chapter split every ? minutes (0=never),ایجاد فصل به صورت خودکار بر حسب دقیقه ؟ صفر به معنی هیچ وقت است,ایجاد فصل به صورت خودکار بر حسب دقیقه ؟ صفر به معنی هیچ وقت است,ایجاد فصل به صورت خودکار بر حسب دقیقه ؟ صفر به معنی هیچ وقت است,ایجاد فصل به صورت خودکار بر حسب دقیقه ؟ صفر به معنی هیچ وقت است,CONSISTENT (ALL),
Auto flesh,خودکار flesh,خودکار flesh,خودکار flesh,خودکار flesh,CONSISTENT (ALL),
Auto focus,,,فوکوس خودکار,,SOLITARY,
Auto focus commencing ...,'','','','',EMPTY (ALL),
Auto language selection,'','',انتخاب زبان خودکار,,INCOMPLETE (SOME),
Auto play blu-ray file,,,'','',EMPTY (SOME),
Auto scart switching,جایگزینی خودکار scart,جایگزینی خودکار scart,جایگزینی خودکار scart,جایگزینی خودکار scart,CONSISTENT (ALL),
Autoinstalling please wait for packages being updated,,,'',,SOLITARY,
Automatic,خودکار,خودکار,خودکار,خودکار,CONSISTENT (ALL),
Automatic Scan,اسکن خودکار,اسکن خودکار,'',اسکن خودکار,INCOMPLETE (ALL),
Automatically start timeshift after,'','','','',EMPTY (ALL),
Automatically turn on external subtitles,'','','','',EMPTY (ALL),
Available format variables,متغیر های فرمت در دسترس,متغیر های فرمت در دسترس,متغیر های فرمت در دسترس,متغیر های فرمت در دسترس,CONSISTENT (ALL),
Azerbaijan,'',,'','',EMPTY (SOME),
B,'',B,B,B,INCOMPLETE (ALL),
BER,,,مقدار خطا,,SOLITARY,
BER:,'',,مقدار خطا:,'',INCOMPLETE (SOME),
BT 2020 CL,'',,'','',EMPTY (SOME),
BT 2020 NCL,'',,'','',EMPTY (SOME),
BT 709,'',,'','',EMPTY (SOME),
Back,بازگشت,بازگشت,بازگشت,بازگشت,CONSISTENT (ALL),
Background,پس زمینه,پس زمینه,پس زمینه,پس زمینه,CONSISTENT (ALL),
Background delete option,'','','','',EMPTY (ALL),
Background delete speed,'','',سرعت حذف پس زمینه,'',INCOMPLETE (ALL),
Backing up to: %s,,,'',,SOLITARY,
Backup failed.,تهیه نسخه پشتیبان ناموفق,تهیه نسخه پشتیبان ناموفق,تهیه نسخه پشتیبان ناموفق,تهیه نسخه پشتیبان ناموفق,CONSISTENT (ALL),
Backup is running...,نسخه پشتیبان در حال اجرا است,نسخه پشتیبان در حال اجرا است,نسخه پشتیبان در حال اجرا است,نسخه پشتیبان در حال اجرا است,CONSISTENT (ALL),
