msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
(ZAP as PiP),,,'',,SOLITARY,
(ZAP),,,(GÅ TIL),,SOLITARY,
(activated +%d min),,,'',,SOLITARY,
(empty),,,(tom),,SOLITARY,
(not activated),,,'',,SOLITARY,
(show optional DVD audio menu),,,(vis alternativ DVD lydmeny),,SOLITARY,
* Only available if more than one interface is active.,,,* Bare tilgjengelig hvis en eller flere grensesnitt er aktive.,,SOLITARY,
-NO SERVICE\n,,,'',,SOLITARY,
-SERVICE ERROR:%d\n,,,'',,SOLITARY,
/s,,,'',,SOLITARY,
0,,,'',,SOLITARY,
1,,,'',,SOLITARY,
1.0,,,'',,SOLITARY,
1.1,,,'',,SOLITARY,
1.2,,,'',,SOLITARY,
10 MB/s,,,'',,SOLITARY,
100 MB/s,,,'',,SOLITARY,
10bit,,,'',,SOLITARY,
12V output,,,12V utgang,,SOLITARY,
12bit,,,'',,SOLITARY,
13 V,,,'',,SOLITARY,
16:10,,,'',,SOLITARY,
16:10 Letterbox,,,'',,SOLITARY,
16:10 PanScan,,,'',,SOLITARY,
16:9,,,'',,SOLITARY,
16:9 Letterbox,,,'',,SOLITARY,
16:9 always,,,16:9 alltid,,SOLITARY,
16K,,,'',,SOLITARY,
18 V,,,'',,SOLITARY,
2,,,'',,SOLITARY,
20 MB/s,,,'',,SOLITARY,
23.976,,,'',,SOLITARY,
24,,,'',,SOLITARY,
25,,,'',,SOLITARY,
29.97,,,'',,SOLITARY,
3,,,'',,SOLITARY,
30,,,'',,SOLITARY,
3D surround,,,'',,SOLITARY,
3D surround softlimiter,,,'',,SOLITARY,
3D surround speaker position,,,'',,SOLITARY,
3d mode,,,3d valg,,SOLITARY,
4,,,'',,SOLITARY,
420,,,'',,SOLITARY,
422,,,'',,SOLITARY,
444,,,'',,SOLITARY,
4:3,,,'',,SOLITARY,
4:3 Letterbox,,,'',,SOLITARY,
4:3 PanScan,,,'',,SOLITARY,
4K,,,'',,SOLITARY,
5,,,'',,SOLITARY,
50 MB/s,,,'',,SOLITARY,
6,,,'',,SOLITARY,
7,,,'',,SOLITARY,
8,,,'',,SOLITARY,
8K,,,'',,SOLITARY,
8bit,,,'',,SOLITARY,
9,,,'',,SOLITARY,
: 0000 - default (disabled),,,'',,SOLITARY,
<Current movielist location>,,,<Gjeldende spilliste>,,SOLITARY,
<Default movie location>,,,<Standard spilliste>,,SOLITARY,
<Last timer location>,,,<Siste plassering av tidtaker>,,SOLITARY,
<unknown>,,,<ukjent>,,SOLITARY,
=NO STREAM\n,,,'',,SOLITARY,
??,,,'',,SOLITARY,
A,,,'',,SOLITARY,
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,,,En konfigurasjonsfil (%s) har blitt endret siden installering.\nVil du beholde dine endringer?,,SOLITARY,
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,,,En konfigurasjonsfil (%s) har blitt endret siden installering.\nVil du bruke din versjon ?,,SOLITARY,
A file from media is in use!,,,'',,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Et tidtakeropptak er ferdig og ønsker å sette\nmottakeren i standby. Gjøre det nå?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Et tidtakeropptak er ferdig og ønsker å slå av\nmottakeren. Slå av nå?,,SOLITARY,
A record has been started:\n%s,,,Et opptak har startet:\n%s,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,,,Et opptak er igang.\nHva vil du gjøre?,,SOLITARY,
A recording is currently running. Please stop the recording before trying to scan.,,,Et opptak er igang. Vennligst stopp opptaket før du starter et søk.,,SOLITARY,
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY,
A required tool (%s) was not found.,,,Et nødvendig verktøy (%s) ble ikke funnet.,,SOLITARY,
A search for available updates is currently in progress.,,,Søker etter tilgjengelige oppdateringer..,,SOLITARY,
A second configured interface has been found.\n\nDo you want to disable the second network interface?,,,Et annet nettverkskort ble funnet.\nVil du frakoble det andre nettverksortet?,,SOLITARY,
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,En tidtaker ønsker å slå\nmottakeren i standby. Gjøre det nå?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,En tidtaker ønsker å slå av\nmottakeren.  Slå av nå?,,SOLITARY,
A small overview of the available icon states and actions.,,,Et lite overblikk over tilgjengelige status varsler og handlinger.,,SOLITARY,
A timer failed to record!\nDisable TV and try again?\n,,,En tidtaker startet ikke opptak.\nSkifte program og prøve igjen?\n,,SOLITARY,
A/V settings,,,A/V-innstilling,,SOLITARY,
AAC downmix,,,'',,SOLITARY,
AC3 downmix,,,AC3 blanding,,SOLITARY,
ACQUIRING TSID/ONID,,,'',,SOLITARY,
AGC:,,,'',,SOLITARY,
ASS File,,,'',,SOLITARY,
ASS file,,,'',,SOLITARY,
ATSC,,,'',,SOLITARY,
ATSC provider,,,'',,SOLITARY,
Abort,,,Avbryt,,SOLITARY,
Abort alternatives edit,,,Avbryt alternativ redigering,,SOLITARY,
Abort bouquet edit,,,Avbryt redigering av kanalliste,,SOLITARY,
Abort favourites edit,,,Avbryt favorittliste redigering,,SOLITARY,
About,,,Om,,SOLITARY,
Accesspoint:,,,Tilgangspunkt:,,SOLITARY,
Activate HbbTV (Redbutton),,,'',,SOLITARY,
Activate Picture in Picture,,,Aktivere bilde i bilde,,SOLITARY,
Activate current configuration,,,Aktivere gjeldende konfigurasjon,,SOLITARY,
Activate network settings,,,Aktivere nettverksinnstillinger,,SOLITARY,
Activate the configured network settings.,,,Aktivere nettverksinnstillinger.,,SOLITARY,
Activate timeshift End,,,'',,SOLITARY,
Activate timeshift end and pause,,,'',,SOLITARY,
Adapter settings,,,Nettverksinstillinger,,SOLITARY,
Add,,,Legge til,,SOLITARY,
Add a mark,,,Legge til markør,,SOLITARY,
Add a nameserver entry,,,Legge til navneserver inngang,,SOLITARY,
Add a new title,,,Legge til nytt navn,,SOLITARY,
Add alternatives,,,Legge til alternativer,,SOLITARY,
Add bookmark,,,Legge til bokmerke,,SOLITARY,
Add bouquet,,,Legge til kanalliste,,SOLITARY,
Add bouquet to parental protection,,,'',,SOLITARY,
Add directory to playlist,,,Legge til katalog i spilliste,,SOLITARY,
Add file to playlist,,,Legge til fil i spilliste,,SOLITARY,
Add files to playlist,,,Legge til filer i spilliste,,SOLITARY,
Add marker,,,Legge til markør,,SOLITARY,
Add provider,,,Legge til leverandør,,SOLITARY,
Add recording (enter recording duration),,,Legge til et opptak (velg opptaks lengde),,SOLITARY,
Add recording (enter recording endtime),,,Legge til et opptak (velg opptaks sluttid),,SOLITARY,
Add recording (indefinitely),,,Legge til et opptak (uendelig),,SOLITARY,
Add recording (stop after current event),,,Legge til opptak (stop etter nåværende program),,SOLITARY,
Add service,,,Legge til kanal,,SOLITARY,
Add service to bouquet,,,Legge til kanal i kanalliste,,SOLITARY,
Add service to favourites,,,Legge til kanal i favorittliste,,SOLITARY,
Add timer,,,Legg til tidtaker,,SOLITARY,
Add title,,,Legge til navn,,SOLITARY,
Add to bouquet,,,Legge til i kanalliste,,SOLITARY,
Add to favourites,,,Legge til i favoritter,,SOLITARY,
Add to parental protection,,,Legge til i foreldrekontrollen,,SOLITARY,
Add/remove change timer for current event,,,'',,SOLITARY,
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,,,'',,SOLITARY,
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,,,'',,SOLITARY,
Adjust 3D settings,,,Justere 3D settinger,,SOLITARY,
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",,,Justere fargene i testbildet slik at de kan skilles mellom. Alle bør blir så gjennomtrengende som mulig. Trykk OK eller nummerknappene for flere testbilder.Trykk exit knappen når du er ferdig,,SOLITARY,
Advanced,,,'',,SOLITARY,
Advanced options,,,Alternativer,,SOLITARY,
Advanced options and settings.,,,Utvidede alternativer og innstillinger.,,SOLITARY,
Advanced restore,,,Velg sikkerhetskopi etter dato,,SOLITARY,
Advanced software,,,Programvare,,SOLITARY,
Advanced software plugin,,,Programvaretillegg,,SOLITARY,
Advanced video enhancement setup,,,Oppsett for ekstra videoutstyr,,SOLITARY,
Advanced video setup,,,Video oppsett,,SOLITARY,
Afghanistan,,,'',,SOLITARY,
After event,,,Etter program,,SOLITARY,
Aland Islands,,,'',,SOLITARY,
Albania,,,'',,SOLITARY,
Album,,,Album,,SOLITARY,
Algeria,,,'',,SOLITARY,
Alignment of events,,,Programjusteringer,,SOLITARY,
Alignment of service names,,,Plassering av kanal navn,,SOLITARY,
All,,,Alle,,SOLITARY,
All ages,,,Alle aldre,,SOLITARY,
All frequency,,,'',,SOLITARY,
All satellites 1 (USALS),,,'',,SOLITARY,
All satellites 2 (USALS),,,'',,SOLITARY,
All satellites 3 (USALS),,,'',,SOLITARY,
All satellites 4 (USALS),,,'',,SOLITARY,
All services provider,,,'',,SOLITARY,
All slots,,,'',,SOLITARY,
Allocate,,,Tildele,,SOLITARY,
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,,,'',,SOLITARY,
Allocate unused memory index,,,Tildele ubrukt minneregister,,SOLITARY,
Allow 10bit,,,'',,SOLITARY,
Allow 12bit,,,'',,SOLITARY,
Allow quit movieplayer with exit,,,Tillate å avslutte mediespiller med exit knapp,,SOLITARY,
Allow subtitle language to equal audio language,,,Tillate at undertekst språk er samme som lyd språk,,SOLITARY,
Allow subtitles for hearing impaired,,,Tillate underteksting for hørselshemmede,,SOLITARY,
Alpha,,,Alfa,,SOLITARY,
Also import at reboot/restart enigma2,,,'',,SOLITARY,
Also import when box is leaving standby,,,'',,SOLITARY,
Also on standby,,,'',,SOLITARY,
Alternative,,,Alternativ,,SOLITARY,
Alternative URL for images listed on FlashImage,,,'',,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,,,Alternativt nummervalg,,SOLITARY,
Alternative services tuner priority,,,Alternativt tunervalg for kanaler,,SOLITARY,
Always ask,,,Alltid spørre,,SOLITARY,
Always hide infobar,,,'',,SOLITARY,
Always include ECM in recordings,,,'',,SOLITARY,
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",,,'',,SOLITARY,
American Samoa,,,'',,SOLITARY,
An empty filename is illegal.,,,Et tomt filnavn er ikke tillatt,,SOLITARY,
An error occurred while downloading the packetlist. Please try again.,,,En feil oppstod under nedlasting av programvare. Vennligst prøv igjen.,,SOLITARY,
An unknown error occurred!,,,En ukjent feil oppstod!,,SOLITARY,
And will put your receiver in standby over ,,,Og mottakeren vil slåes av etter,,SOLITARY,
Andorra,,,'',,SOLITARY,
Angola,,,'',,SOLITARY,
Anguilla,,,'',,SOLITARY,
Antarctica,,,'',,SOLITARY,
Antigua and Barbuda,,,'',,SOLITARY,
Any activity,,,Noe aktivitet,,SOLITARY,
Arabic,,,Arabisk,,SOLITARY,
Are you sure to purge all deleted user bouquets?,,,'',,SOLITARY,
Are you sure to reboot to,,,'',,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,,,'',,SOLITARY,
Are you sure to remove all cable services?,,,'',,SOLITARY,
Are you sure to remove all terrestrial services?,,,'',,SOLITARY,
Are you sure to remove this entry?,,,'',,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,,,Vil du bruke dette nettverksoppsettet?\n\n,,SOLITARY,
Are you sure you want to delete\nthe following backup:\n,,,Vil du slette\nfølgende backup:\n,,SOLITARY,
Are you sure you want to exit this wizard?,,,Vil du avslutte veiviseren?,,SOLITARY,
Are you sure you want to restart your network interfaces?\n\n,,,Vil du starte nettverkskortet på nytt?\n,,SOLITARY,
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,,,Vil du gjenopprette\nfølgende sikkerhetskopi:\n%s\nMottakeren vil starte på nytt når sikkerhetskopien har blitt gjenopprettet!,,SOLITARY,
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,,,Vil du gjenopprette sikkerhetskopien?\nMottakeren vil starte på nytt når sikkerhetskopien har blitt gjenopprettet!,,SOLITARY,
Argentina,,,'',,SOLITARY,
Armenia,,,'',,SOLITARY,
Artist,,,'',,SOLITARY,
Arts/Culture,,,kunst/kultur,,SOLITARY,
Aruba,,,'',,SOLITARY,
As defined by the skin,,,'',,SOLITARY,
Ask user,,,Spør bruker,,SOLITARY,
Aspect ratio,,,Sideforhold,,SOLITARY,
Assigned CAIds:,,,Tildelte CAId:,,SOLITARY,
Assigned services/provider:,,,Tildelte kanaler/leverandører:,,SOLITARY,
At beginning,,,Ved begynnelsen,,SOLITARY,
At end,,,Ved slutten,,SOLITARY,
"Attention, this is repeated timer!\n",,,'',,SOLITARY,
"Attention, this is repeated timer!\nWhat do you want to do?",,,'',,SOLITARY,
Audio,,,Lyd,,SOLITARY,
Audio / Video,,,'',,SOLITARY,
Audio PID,,,Lyd PID,,SOLITARY,
"Audio PID%s, codec & lang",,,'',,SOLITARY,
"Audio PID, codec & lang",,,'',,SOLITARY,
Audio auto volume level,,,'',,SOLITARY,
Audio language selection 1,,,Språkvalg 1,,SOLITARY,
Audio language selection 2,,,Språkvalg 2,,SOLITARY,
Audio language selection 3,,,Språkvalg 3,,SOLITARY,
Audio language selection 4,,,Språkvalg 4,,SOLITARY,
Audio options...,,,Lyd valg...,,SOLITARY,
Audio plugins,,,'',,SOLITARY,
Audio track (%s) format,,,Lyd (%s) format,,SOLITARY,
Audio track (%s) language,,,Lyd (%s) språk,,SOLITARY,
Audio volume step size,,,'',,SOLITARY,
Author: ,,,Forfatter:,,SOLITARY,
Authoring mode,,,Administrator modus,,SOLITARY,
Auto,,,'',,SOLITARY,
Auto Diseqc,,,'',,SOLITARY,
Auto EXIF Orientation rotation/flipping,,,'',,SOLITARY,
Auto chapter split every ? minutes (0=never),,,Auto oppdeling hvert ? minutter (0=aldri),,SOLITARY,
Auto flesh,,,Auto rens,,SOLITARY,
Auto focus,,,Auto fokus,,SOLITARY,
Auto focus commencing ...,,,Auto fokus begynner ...,,SOLITARY,
Auto language selection,,,Språkvalg innstilling,,SOLITARY,
Auto play blu-ray file,,,'',,SOLITARY,
Auto scart switching,,,Auto scart bytte,,SOLITARY,
Autoinstalling please wait for packages being updated,,,'',,SOLITARY,
Automatic,,,Automatisk,,SOLITARY,
Automatic Scan,,,'',,SOLITARY,
Automatic scan,,,Automatisk søk,,SOLITARY,
Automatically start timeshift after,,,Start automatisk timeshift etter,,SOLITARY,
Automatically turn on external subtitles,,,Automatisk påslått tekst-TV undertekst,,SOLITARY,
Available format variables,,,Tilgjengelige format,,SOLITARY,
Azerbaijan,,,'',,SOLITARY,
B,,,'',,SOLITARY,
BER,,,'',,SOLITARY,
BER:,,,'',,SOLITARY,
BT 2020 CL,,,'',,SOLITARY,
BT 2020 NCL,,,'',,SOLITARY,
BT 709,,,'',,SOLITARY,
Back,,,Tilbake,,SOLITARY,
Background,,,Bakgrunn,,SOLITARY,
Background color,,,Bakgrunnsfarge,,SOLITARY,
Background delete option,,,Valg for bakgrunnssletting,,SOLITARY,
Background delete speed,,,Hastighet for bakgrunnssletting,,SOLITARY,
Backing up to: %s,,,'',,SOLITARY,
Backup completed.,,,Sikkerhetskopi fullført.,,SOLITARY,
Backup failed.,,,Sikkerhetskopi feilet.,,SOLITARY,
Backup is running...,,,Sikkerhetskopi kjører...,,SOLITARY,
Backup system settings,,,Sikkerhetskopier system innstillinger,,SOLITARY,
Backup your receiver settings.,,,Ta sikkerhetskopi av mottakerinnstillinger.,,SOLITARY,
Bahamas,,,'',,SOLITARY,
Bahrain,,,'',,SOLITARY,
Band,,,Bånd,,SOLITARY,
Bandwidth,,,Båndbredde,,SOLITARY,
Bangladesh,,,'',,SOLITARY,
Barbados,,,'',,SOLITARY,
Basic PID info,,,'',,SOLITARY,
Basque,,,Baskisk,,SOLITARY,
Begin time,,,Starttid,,SOLITARY,
Behavior of '0' button in PiP mode,,,Innstilling for 0 knapp i PiP (bilde i bilde modus),,SOLITARY,
Behavior of 'pause and ok' when paused,,,'',,SOLITARY,
Behavior when a movie is started,,,Innstilling når en film startes,,SOLITARY,
Behavior when a movie is stopped,,,Innstilling når en film stoppes,,SOLITARY,
Behavior when a movie reaches the end,,,Innstilling når en film er ferdig,,SOLITARY,
Belarus,,,'',,SOLITARY,
Belgium,,,'',,SOLITARY,
Belize,,,'',,SOLITARY,
Benin,,,'',,SOLITARY,
Bermuda,,,'',,SOLITARY,
Bhutan,,,'',,SOLITARY,
Big PiP,,,'',,SOLITARY,
Bitrate:,,,Bithastighet:,,SOLITARY,
Black screen,,,Sort skjerm,,SOLITARY,
Black screen till locked,,,Sort skjerm låst,,SOLITARY,
Block noise reduction,,,Blokkere støy reduksjon,,SOLITARY,
Blue,,,'',,SOLITARY,
Bolivia (Plurinational State of),,,'',,SOLITARY,
"Bonaire, Sint Eustatius and Saba",,,'',,SOLITARY,
Bookmarks,,,Bokmerker,,SOLITARY,
Boost blue,,,'',,SOLITARY,
Boot to Android image,,,'',,SOLITARY,
Boot to Recovery menu,,,'',,SOLITARY,
Bosnia and Herzegovina,,,'',,SOLITARY,
Botswana,,,'',,SOLITARY,
Bouvet Island,,,'',,SOLITARY,
Brazil,,,'',,SOLITARY,
Brightness,,,Lysstyrke,,SOLITARY,
British Indian Ocean Territory,,,'',,SOLITARY,
Brunei Darussalam,,,'',,SOLITARY,
Buffering %d%%,,,'',,SOLITARY,
Bulgarian,,,Bulgarsk,,SOLITARY,
Burkina Faso,,,'',,SOLITARY,
Burn DVD,,,Brenne DVD,,SOLITARY,
Burn audio track (%s),,,Brenne lydspor (%s),,SOLITARY,
Burn existing image to DVD,,,Brenne eksisternde bilde på DVD,,SOLITARY,
Burn to DVD,,,Brenne på DVD,,SOLITARY,
Burundi,,,'',,SOLITARY,
Bus: ,,,Buss: ,,SOLITARY,
"By default, SNR will be shown in dB (when supported by the tuner). This setting forces SNR to be shown as a percentage instead.",,,Som standard vil SNR (signalstyrke) vises i dB (desibel) hvis tuneren støtter dette. Med denne innstillingen vises SNR i prosent.,,SOLITARY,
Bypass HDMI EDID checking,,,'',,SOLITARY,
C,,,'',,SOLITARY,
C-Band,,,C-bånd,,SOLITARY,
CH,,,'',,SOLITARY,
CH%s,,,'',,SOLITARY,
CI (Common Interface) Setup,,,'',,SOLITARY,
CI assignment,,,CI tildeling,,SOLITARY,
CI slot: ,,,'',,SOLITARY,
CPU: ,,,'',,SOLITARY,
CVBS,,,'',,SOLITARY,
Cable,,,Kabel,,SOLITARY,
Cable Scan,,,Kabel-TV søk,,SOLITARY,
Cabo Verde,,,'',,SOLITARY,
Cache thumbnails,,,Mellomlagre miniatyrbilder,,SOLITARY,
Calculate,,,Kalkulere,,SOLITARY,
Calculate all positions,,,Kalkulere alle posisjoner,,SOLITARY,
Calculation complete,,,Kalkulasjonen er ferdig,,SOLITARY,
Calibrate,,,Kalibrere,,SOLITARY,
Cambodia,,,'',,SOLITARY,
Cameroon,,,'',,SOLITARY,
Can be used for different fps between external subtitles and video.,,,Kan brukes for forskjellig fps (bilde per sekund) mellom tekst-TV undertekster og bilde,,SOLITARY,
"Can be used to test defect pixels on TV screen.\n\nAvailable color test screens:\n\nred\ngreen\nblue\nwhite\nblack\ncyan\nmagenta\nyellow\n\nScreens change with left/right buttons or use red, green, blue to toggle.\nYellow for returning back to this intro",,,'',,SOLITARY,
Can only find a network drive to store the backup this means after the flash the autorestore will not work. Alternativaly you can mount the network drive after the flash and perform a manufacurer reset to autorestore,,,'',,SOLITARY,
Canada,,,'',,SOLITARY,
Cancel,,,Avbryt,,SOLITARY,
Cancel any changes to the currently active skin,,,'',,SOLITARY,
Cancel any changes to the currently active skin and exit all menus,,,'',,SOLITARY,
Cancel any text changes and exit,,,'',,SOLITARY,
Cancelled upon user request,,,'',,SOLITARY,
Cannot determine,,,Kan ikke fastslå,,SOLITARY,
"Cannot find any signal ..., aborting !",,,"Finner ikke signal..., avbryter!",,SOLITARY,
Cannot find images - please try later,,,'',,SOLITARY,
Cannot move files on a different disk or system to the trash can,,,Kan ikke flytte filer med forskjellige filsystem til papirkurven,,SOLITARY,
Cannot move to trash can,,,Kan ikke flytte til papirkurv,,SOLITARY,
Capabilities: ,,,'',,SOLITARY,
Capacity: ,,,Kapasitet: ,,SOLITARY,
Card,,,Kort,,SOLITARY,
Cascade PiP,,,'',,SOLITARY,
Cayman Islands,,,'',,SOLITARY,
Center DVB subtitles,,,Sentrere DVB undertekst,,SOLITARY,
Center time-labels and remove date,,,Sentrere tidsangivelse og fjerne dato,,SOLITARY,
Central African Republic,,,'',,SOLITARY,
Chad,,,'',,SOLITARY,
Change PIN,,,'',,SOLITARY,
Change bouquets in quickzap,,,Bytte kanallister i hurtigvalg,,SOLITARY,
Change recording (add time),,,'',,SOLITARY,
Change recording (duration),,,Endre opptaks (lengde),,SOLITARY,
Change recording (endtime),,,Endre opptaks (sluttid),,SOLITARY,
Change repeat and delay settings?,,,Endre forsinkelses innstilling?,,SOLITARY,
Change step size,,,Endre steg lengde,,SOLITARY,
Change timer,,,'',,SOLITARY,
Channel,,,Kanal,,SOLITARY,
Channel Info,,,'',,SOLITARY,
Channel list type,,,Kanalliste-valg,,SOLITARY,
Channel not in services list,,,Kanalen er ikke i listen,,SOLITARY,
Channel selection,,,Kanalvalg,,SOLITARY,
Channel:,,,Kanal:,,SOLITARY,
Channellist menu,,,Kanalliste-meny,,SOLITARY,
Channelnumber and picon,,,'',,SOLITARY,
Channelnumber and servicename,,,'',,SOLITARY,
"Channelnumber, picon and servicename",,,'',,SOLITARY,
Chap.,,,Kap.,,SOLITARY,
Chapter,,,Kapittel,,SOLITARY,
Chapter:,,,Kapittel:,,SOLITARY,
Check,,,Kontroller,,SOLITARY,
Check the internet connection,,,Undersøk internett forbindelsen,,SOLITARY,
Check the internet connection again,,,Undersøk internett forbindelsen igjen,,SOLITARY,
Checking filesystem...,,,Undersøker filsystem...,,SOLITARY,
Checking the internet connection,,,Undersøker internett forbindelsen,,SOLITARY,
Checking tuner %s\nDiSEqC port %s for %s,,,'',,SOLITARY,
Children/Youth,,,barn/ungdom,,SOLITARY,
Chile,,,'',,SOLITARY,
China,,,'',,SOLITARY,
Chinese - Simplified,,,'',,SOLITARY,
Chinese - Traditional,,,'',,SOLITARY,
Choose Tuner,,,'',,SOLITARY,
Choose bouquet,,,'',,SOLITARY,
Choose which tuner to configure.,,,Velg tuner som skal stilles inn.,,SOLITARY,
Christmas Island,,,'',,SOLITARY,
Circular LNB,,,'',,SOLITARY,
Circular left,,,Sirkulær venstre,,SOLITARY,
Circular right,,,Sirkulær høyre,,SOLITARY,
Cleanup,,,Rydde opp,,SOLITARY,
Clear,,,Klar,,SOLITARY,
Clear before scan,,,Slett kanaler før søk,,SOLITARY,
Clear fixed,,,Klargjort,,SOLITARY,
Clear log,,,Tøm logg,,SOLITARY,
Clear playlist,,,Tøm spilliste,,SOLITARY,
Client is streaming from this box!,,,'',,SOLITARY,
Clone TV screen to LCD,,,'',,SOLITARY,
Clone TV screen to LCD mode,,,'',,SOLITARY,
Close,,,Lukke,,SOLITARY,
Close PiP with 'exit' button,,,Slå av PiP (bilde i bilde) med exit knapp,,SOLITARY,
Close title selection,,,Lukke navnevalg,,SOLITARY,
Cocos (Keeling) Islands,,,'',,SOLITARY,
Code R. LP-HP & Guard Int.,,,'',,SOLITARY,
Code rate HP,,,Kode hastighet HP,,SOLITARY,
Code rate LP,,,Kode hastighet LP,,SOLITARY,
Collection name,,,Navnesamling,,SOLITARY,
Collection settings,,,Samlingsinnstilling,,SOLITARY,
Color format,,,Farge format,,SOLITARY,
Combo,,,'',,SOLITARY,
Command execution...,,,Kommando utføres...,,SOLITARY,
Command order,,,Kommando rekkefølge,,SOLITARY,
Commit info,,,'',,SOLITARY,
Common Interface,,,Common Interface,,SOLITARY,
Common Interface assignment,,,Common Interface,,SOLITARY,
Communication,,,Kommunikasjon,,SOLITARY,
Comoros,,,'',,SOLITARY,
Compact flash,,,Kompakt flash minne,,SOLITARY,
Complete,,,Komplett,,SOLITARY,
Complex (allows mixing audio tracks and aspects),,,Kompleks (tillater blanding av lyd spor),,SOLITARY,
Composition of the recording filenames,,,Sammensetning på opptakenes filnavn,,SOLITARY,
Config Scan Details,,,'',,SOLITARY,
Config resolution of pictures,,,'',,SOLITARY,
Configuration,,,Konfigurasjon,,SOLITARY,
