msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Zaključen časovnik želi vaš sprejemnik\nposlati v stanje pripravljenosti. Naj to stori sedaj?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Zaključen časovnik želi vaš sprejemnik\nposlati v globoko spanje. Naj to stori sedaj?,,SOLITARY,
A record has been started:\n%s,,,Pričelo se je snemanje kanala:\n%s,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Trenutno poteka snemanje kanal.\nKaj želite storiti?,Trenutno poteka snemanje kanal.\nKaj želite storiti?,Trenutno poteka snemanje kanala.\nKaj želite storiti?,,MISMATCH (SOME),
A recording is currently running. Please stop the recording before trying to scan.,"Trenutno v ozadju poteka snemanje. Če želite pričeti z skeniranjem, ustavite snemanje.","Trenutno v ozadju poteka snemanje. Če želite pričeti z skeniranjem, ustavite snemanje.","Trenutno v ozadju poteka snemanje. Če želite pričeti s pregledovanjem, ustavite snemanje.","Trenutno v ozadju poteka snemanje. Če želite pričeti z skeniranjem, ustavite snemanje.",MISMATCH (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,'',,SOLITARY,
A required tool (%s) was not found.,Zahtevanega orodja (%s) ni mogoče najti.,Zahtevanega orodja (%s) ni mogoče najti.,Zahtevanega orodja (%s) ni mogoče najti.,Zahtevanega orodja (%s) ni mogoče najti.,CONSISTENT (ALL),
A search for available updates is currently in progress.,Trenutno poteka iskanje nadgradenj...,Trenutno poteka iskanje nadgradenj...,Trenutno poteka iskanje nadgradenj...,Trenutno poteka iskanje nadgradenj...,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Najden je bil še en vmesnik.\nGa želite izključiti?,Najden je bil še en vmesnik.\nGa želite izključiti?,Najden je bil še en vmesnik.\nGa želite izključiti?,Najden je bil še en vmesnik.\nGa želite izključiti?,CONSISTENT (ALL),
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Časovnik spanja želi vaš sprejemnik\nposlati v stanje pripravljenosti. Naj to stori sedaj?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Časovnik spanja želi vaš sprejemnik\nposlati v globoko spanje. Naj to stori sedaj?,,SOLITARY,
A small overview of the available icon states and actions.,'','','','',EMPTY (ALL),
A timer failed to record!\nDisable TV and try again?\n,Časovnik ni uspel zagnati snemanja.\nPoskusim ponovno?\n,Časovnik ni uspel zagnati snemanja.\nPoskusim ponovno?\n,Časovnik ni uspel zagnati snemanja.\nPoskusim ponovno?\n,Časovnik ni uspel zagnati snemanja.\nPoskusim ponovno?\n,CONSISTENT (ALL),
A/V settings,,'',Zvok/Slika,,INCOMPLETE (SOME),
AAC downmix,,,Pretvorba AAC zvoka v stereo,,SOLITARY,
AC3 downmix,,,Pretvorba AC3 zvoka v stereo,,SOLITARY,
ACQUIRING TSID/ONID,,'','','',EMPTY (SOME),
AGC:,,,'','',EMPTY (SOME),
ASS File,,,'',,SOLITARY,
ASS file,,,'','',EMPTY (SOME),
ATSC,'',,'','',EMPTY (SOME),
ATSC provider,,,'',,SOLITARY,
Abort,Prekliči,Prekliči,Prekliči,Prekliči,CONSISTENT (ALL),
Abort alternatives edit,,,Prekinitev alternativnega urejanja,,SOLITARY,
Abort bouquet edit,,,Prekinitev urejanja paketa,,SOLITARY,
Abort favourites edit,,,Prekinitev urejanja priljubljenih,,SOLITARY,
About,Informacije o OpenPLi sliki,Informacije o OpenPLi sliki,Informacije o OpenPLi sliki,Informacije o OpenPLi sliki,CONSISTENT (ALL),
Accesspoint:,Dostopna točka:,Dostopna točka:,Dostopna točka:,Dostopna točka:,CONSISTENT (ALL),
Activate HbbTV (Redbutton),'',,Aktiviraj HbbTV (rdeča tipka),,INCOMPLETE (SOME),
Activate Picture in Picture,Aktivacija Slike v Sliki,Aktivacija Slike v Sliki,Aktivacija Slike v Sliki,Aktivacija Slike v Sliki,CONSISTENT (ALL),
Activate current configuration,,,Aktiviranje trenutnih nastavitev,,SOLITARY,
Activate network settings,Aktiviranje omrežnih nastavitev,Aktiviranje omrežnih nastavitev,Aktiviranje omrežnih nastavitev,Aktiviranje omrežnih nastavitev,CONSISTENT (ALL),
Activate the configured network settings.,'','',Aktiviranje omrežnih nastavitev,'',INCOMPLETE (ALL),
Activate timeshift End,'',,'',,EMPTY (SOME),
Activate timeshift end and pause,'',,'','',EMPTY (SOME),
Adapter settings,Nastavitve mrežnega vmesnika,Nastavitve mrežnega vmesnika,Nastavitve omrežnega vmesnika,Nastavitve mrežnega vmesnika,MISMATCH (ALL),
Add,Dodajanje,Dodajanje,Dodajanje,Dodajanje,CONSISTENT (ALL),
Add a mark,Dodajanje zaznamka,Dodajanje zaznamka,Nov zaznamek,Dodajanje zaznamka,MISMATCH (ALL),
Add a nameserver entry,,,Nov imenski strežnik,,SOLITARY,
Add a new title,Dodajanje novega naslova,Dodajanje novega naslova,Nov naslov,Dodajanje novega naslova,MISMATCH (ALL),
Add alternatives,,,Dodajanje alternativ,,SOLITARY,
Add bookmark,,,Nov zaznamek,,SOLITARY,
Add bouquet,,,Nov paket,,SOLITARY,
Add bouquet to parental protection,,,Dodaj seznam kanalov pod otroško zaščito,,SOLITARY,
Add directory to playlist,,,Dodajanje mape v seznam za predvajanje,,SOLITARY,
Add file to playlist,,,Dodajanje datoteke v seznam za predvajanje,,SOLITARY,
Add files to playlist,,,Dodajanje datoteke v seznam za predvajanje,,SOLITARY,
Add marker,,,Dodajanje oznak (tags),,SOLITARY,
Add provider,,,Nov ponudnik,,SOLITARY,
Add recording (enter recording duration),'','',Novo snemanje (potreben je vnos trajanja snemanja),'',INCOMPLETE (ALL),
Add recording (enter recording endtime),'','',Novo snemanje (potreben je vnos časa konca snemanja),'',INCOMPLETE (ALL),
Add recording (indefinitely),'','',Novo snemanje (čas je nedoločen),'',INCOMPLETE (ALL),
Add recording (stop after current event),'','',Novo snemanje (snemanje se zaključi po koncu trenutnega dogodka),'',INCOMPLETE (ALL),
Add service,,,Nov kanal,,SOLITARY,
Add service to bouquet,,,Premik kanala v drug paket,,SOLITARY,
Add service to favourites,,,Prenos kanala med priljubljene,,SOLITARY,
Add timer,Nov časovnik,Nov časovnik,Nov časovnik,Nov časovnik,CONSISTENT (ALL),
Add title,Dodajanje naslova,Dodajanje naslova,Dodajanje naslova,Dodajanje naslova,CONSISTENT (ALL),
Add to bouquet,,Dodajanje v paket,Dodajanje v paket,Dodajanje v paket,CONSISTENT (SOME),
Add to favourites,,Dodajanje med priljubljene,Dodajanje med priljubljene,Dodajanje med priljubljene,CONSISTENT (SOME),
Add to parental protection,,,Dodajte starševsko zaščito,,SOLITARY,
Add/remove change timer for current event,'',,Dodaj/Izbriši časovnik za trenutni dogodek,,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,'','',EMPTY (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,'','',EMPTY (SOME),
Adjust 3D settings,'','',Nastavitve 3D načina,,INCOMPLETE (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.",'','','','',EMPTY (ALL),
Advanced,'',,Napredno,,INCOMPLETE (SOME),
Advanced options,,,Napredne nastavitve,,SOLITARY,
Advanced options and settings.,,,Napredne nastavitve.,,SOLITARY,
Advanced restore,Napredna obnovitev,Napredna obnovitev,Napredna obnovitev,Napredna obnovitev,CONSISTENT (ALL),
Advanced software,,,Napredna programska oprema,,SOLITARY,
Advanced software plugin,,,Advanced Software vtičnik,,SOLITARY,
Advanced video enhancement setup,,,Napredne video nastavitve,,SOLITARY,
Advanced video setup,,'',Napredne video nastavitve,,INCOMPLETE (SOME),
Afghanistan,'',,'','',EMPTY (SOME),
After event,Po dogodku,Po dogodku,Po dogodku,Po dogodku,CONSISTENT (ALL),
Aland Islands,'',,'','',EMPTY (SOME),
Albania,'',,'','',EMPTY (SOME),
Album,'',Album,Album,Album,INCOMPLETE (ALL),
Algeria,'',,'','',EMPTY (SOME),
Alignment of events,'',,Poravnava dogodkov,'',INCOMPLETE (SOME),
Alignment of service names,,,Poravnava imen kanalov,,SOLITARY,
All,Vse,Vse,Vse,Vse,CONSISTENT (ALL),
All ages,'','','','',EMPTY (ALL),
All frequency,,,'',,SOLITARY,
All satellites 1 (USALS),'',,Vsi sateliti 1 (USALS),'',INCOMPLETE (SOME),
All satellites 2 (USALS),'',,Vsi sateliti 2 (USALS),'',INCOMPLETE (SOME),
All satellites 3 (USALS),'',,Vsi sateliti 3 (USALS),'',INCOMPLETE (SOME),
All satellites 4 (USALS),'',,Vsi sateliti 4 (USALS),'',INCOMPLETE (SOME),
All services provider,,,'',,SOLITARY,
All slots,,,'',,SOLITARY,
Allocate,'','','','',EMPTY (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,'','',EMPTY (SOME),
Allocate unused memory index,'','','','',EMPTY (ALL),
Allow 10bit,'',,'','',EMPTY (SOME),
Allow 12bit,'',,'','',EMPTY (SOME),
Allow quit movieplayer with exit,'',,"Izhod iz predvajalnika vsebin s pritiskom na tipko \""izhod\""",,INCOMPLETE (SOME),
Allow subtitle language to equal audio language,'','',Podnapisi naj se ujemajo z zvočno sledjo,'',INCOMPLETE (ALL),
Allow subtitles for hearing impaired,'','',Dovoli podnapise za gluhe osebe,'',INCOMPLETE (ALL),
Alpha,'',Alpha,Alpha,Alpha,INCOMPLETE (ALL),
Also import at reboot/restart enigma2,,,'',,SOLITARY,
Also import when box is leaving standby,,,'',,SOLITARY,
Also on standby,'',,Tudi v stanju pripravljenosti,,INCOMPLETE (SOME),
Alternative,,,Dodajanje alternativ,,SOLITARY,
Alternative URL for images listed on FlashImage,,,'',,SOLITARY,
Alternative URLs for DVB-T/C or ATSC,,,'',,SOLITARY,
Alternative numbering mode,'','',Alternativno številčenje kanalov,'',INCOMPLETE (ALL),
Alternative services tuner priority,Vrstni red kanalnikov,Vrstni red kanalnikov,Vrstni red kanalnikov,Vrstni red kanalnikov,CONSISTENT (ALL),
Always ask,Vedno vprašaj,Vedno vprašaj,Vedno vprašaj,Vedno vprašaj,CONSISTENT (ALL),
Always hide infobar,'','',Vedno skrij informacijsko vrstico,'',INCOMPLETE (ALL),
Always include ECM in recordings,'',,'',,EMPTY (SOME),
"Always include ECM messages in recordings. This overrides the individual timer settings globally. It allows recordings to be always decrypted afterwards (sometimes called offline decoding), if supported by your receiver. Default: off.",'',,'',,EMPTY (SOME),
American Samoa,'',,'','',EMPTY (SOME),
An empty filename is illegal.,Prazno ime datoteke ni dovoljeno.,Prazno ime datoteke ni dovoljeno.,Prazno ime datoteke ni dovoljeno.,Prazno ime datoteke ni dovoljeno.,CONSISTENT (ALL),
An error occurred while downloading the packetlist. Please try again.,'','',Prišlo je do napake pri prenosu seznama paketov. Poskusite ponovno.,'',INCOMPLETE (ALL),
An unknown error occurred!,,,Pojavila se je neznana napaka!,,SOLITARY,
And will put your receiver in standby over ,,,In bo prešel v stanje pripravljenosti po,,SOLITARY,
Andorra,'',,'','',EMPTY (SOME),
Angola,'',,'','',EMPTY (SOME),
Anguilla,'',,'','',EMPTY (SOME),
Antarctica,'',,'','',EMPTY (SOME),
Antigua and Barbuda,'',,'','',EMPTY (SOME),
Any activity,'','',Katerakoli aktivnost,'',INCOMPLETE (ALL),
Arabic,Arabsko,Arabsko,Arabsko,Arabsko,CONSISTENT (ALL),
Are you sure to purge all deleted user bouquets?,,,"Ali si prepričan, da želiš dokončno izbrisati vse priljubljene sezname kanalov?",,SOLITARY,
Are you sure to remove all %d.%d%s%s services?,'',,"Ali si prepričan, da želiš izbrisati vse %d.%d%s%s kanale?",,INCOMPLETE (SOME),
Are you sure to remove all cable services?,'',,"Ali si prepričan, da želiš izbrisati vse kabelske kanale?",,INCOMPLETE (SOME),
Are you sure to remove all terrestrial services?,'',,"Ali si prepričan, da želiš izbrisati vse antenske kanale?",,INCOMPLETE (SOME),
Are you sure to remove this entry?,,,"Ste prepričani, da želite izbrisati izbrani vnos?",,SOLITARY,
Are you sure you want to activate this network configuration?\n\n,Ste prepričani da želite aktivirati te omrežne nastavitve?\n\n,Ste prepričani da želite aktivirati te omrežne nastavitve?\n\n,Ste prepričani da želite aktivirati te omrežne nastavitve?\n\n,Ste prepričani da želite aktivirati te omrežne nastavitve?\n\n,CONSISTENT (ALL),
Are you sure you want to delete\nthe following backup:\n,'','',"Ste prepričani, da želite izbrisati\nizbrano varnostno kopijo:\n",'',INCOMPLETE (ALL),
Are you sure you want to exit this wizard?,"Ste prepričani, da želite zapreti čarovnik?","Ste prepričani, da želite zapreti čarovnik?","Ste prepričani, da želite zapreti čarovnik?","Ste prepričani, da želite zapreti čarovnik?",CONSISTENT (ALL),
Are you sure you want to restart your network interfaces?\n\n,"Ste prepričani, da želite ponovno zagnati vaše omrežne vmesnike? \n\n","Ste prepričani, da želite ponovno zagnati vaše omrežne vmesnike? \n\n","Ste prepričani, da želite ponovno zagnati vaše omrežne vmesnike? \n\n","Ste prepričani, da želite ponovno zagnati vaše omrežne vmesnike? \n\n",CONSISTENT (ALL),
Are you sure you want to restore\nthe following backup:\n%s\nYour receiver will restart after the backup has been restored!,'','',"Ste prepričani, da želite obnoviti\nizbrano varnostno kopijo:\n%s\nPo obnovitvi se bo sprejemnik ponovno zagnal!",'',INCOMPLETE (ALL),
Are you sure you want to restore the backup?\nYour receiver will restart after the backup has been restored!,'','',"Ste prepričani, da želite obnoviti izbrano varnostno kopijo?\nPo obnovitvi se bo sprejemnik ponovno zagnal!",'',INCOMPLETE (ALL),
Argentina,'',,'','',EMPTY (SOME),
Armenia,'',,'','',EMPTY (SOME),
Artist,Izvajalec,Izvajalec,Izvajalec,Izvajalec,CONSISTENT (ALL),
Arts/Culture,'','','','',EMPTY (ALL),
Aruba,'',,'','',EMPTY (SOME),
As defined by the skin,,,'',,SOLITARY,
Ask user,Vprašajte uporabnika,Vprašajte uporabnika,Vprašajte uporabnika,Vprašajte uporabnika,CONSISTENT (ALL),
Aspect ratio,'','',Razmerje slike,'',INCOMPLETE (ALL),
Assigned CAIds:,,,Dodeljeni CAIdi:,,SOLITARY,
Assigned services/provider:,,,Dodeljeni kanali/ponudniki:,,SOLITARY,
At beginning,,,Na začetku,,SOLITARY,
At end,,,Na koncu,,SOLITARY,
"Attention, this is repeated timer!\n",,,"Pozor, omenjen časovnik je že vnešen!\n",'',INCOMPLETE (SOME),
"Attention, this is repeated timer!\nWhat do you want to do?",,,"Pozor, omenjen časovnik je že vnešen!\nKaj želiš narediti?",,SOLITARY,
Audio,'',,Zvok,'',INCOMPLETE (SOME),
Audio / Video,,,'',,SOLITARY,
Audio PID,'','',Avdio PID,'',INCOMPLETE (ALL),
"Audio PID%s, codec & lang",,,'',,SOLITARY,
"Audio PID, codec & lang",,,'',,SOLITARY,
Audio auto volume level,,,'',,SOLITARY,
Audio language selection 1,Jezik zvočne sledi - 1 ,Jezik zvočne sledi - 1 ,Jezik zvočne sledi - 1 ,Jezik zvočne sledi - 1 ,CONSISTENT (ALL),
Audio language selection 2,Jezik zvočne sledi - 2,Jezik zvočne sledi - 2,Jezik zvočne sledi - 2,Jezik zvočne sledi - 2,CONSISTENT (ALL),
Audio language selection 3,Jezik zvočne sledi - 3,Jezik zvočne sledi - 3,Jezik zvočne sledi - 3,Jezik zvočne sledi - 3,CONSISTENT (ALL),
Audio language selection 4,Jezik zvočne sledi - 4,Jezik zvočne sledi - 4,Jezik zvočne sledi - 4,Jezik zvočne sledi - 4,CONSISTENT (ALL),
Audio options...,'','',Nastavitve zvoka,'',INCOMPLETE (ALL),
Audio plugins,,,'',,SOLITARY,
Audio track (%s) format,,,Tip zvočnega zapisa (%s),,SOLITARY,
Audio track (%s) language,,,Jezik zvočnega zapisa (%s),,SOLITARY,
Audio volume step size,'',,'',,EMPTY (SOME),
Austria,'',,'','',EMPTY (SOME),
Author: ,Avtor:,Avtor:,Avtor:,Avtor:,CONSISTENT (ALL),
Authoring mode,Odobritveni način,Odobritveni način,Odobritveni način,Odobritveni način,CONSISTENT (ALL),
Auto,Samodejno,Samodejno,Samodejno,Samodejno,CONSISTENT (ALL),
Auto Diseqc,,,'',,SOLITARY,
Auto EXIF Orientation rotation/flipping,,,'','',EMPTY (SOME),
Auto chapter split every ? minutes (0=never),Samodejna delitev poglavja vsakih ? minut (0=vedno),Samodejna delitev poglavja vsakih ? minut (0=vedno),Samodejna delitev poglavja vsakih ? minut (0=vedno),Samodejna delitev poglavja vsakih ? minut (0=vedno),CONSISTENT (ALL),
Auto flesh,'','','','',EMPTY (ALL),
Auto focus,'','','','',EMPTY (ALL),
Auto focus commencing ...,'','','','',EMPTY (ALL),
Auto language selection,'','',Samodejna izbira zvoka in podn.,,INCOMPLETE (SOME),
Auto play blu-ray file,,,'','',EMPTY (SOME),
Auto scart switching,Samodejno preklapljanje SCART,Samodejno preklapljanje SCART,Samodejno preklapljanje SCART,Samodejno preklapljanje SCART,CONSISTENT (ALL),
Autoinstalling please wait for packages being updated,,,'',,SOLITARY,
Automatic,Samodejno,Samodejno,Samodejno,Samodejno,CONSISTENT (ALL),
Automatic Scan,Samodejno iskanje ,Samodejno iskanje ,Samodejno iskanje ,Samodejno iskanje ,CONSISTENT (ALL),
Automatic scan,'','',Samodejno iskanje ,'',INCOMPLETE (ALL),
Automatically start timeshift after,'','',Samodejni vklop časovnega zamika po,'',INCOMPLETE (ALL),
Automatically turn on external subtitles,,,Samodejni vklop zunanjih podnapisov,,SOLITARY,
Available format variables,Razpoložljive oblike,Razpoložljive oblike,Razpoložljive oblike,Razpoložljive oblike,CONSISTENT (ALL),
Azerbaijan,'',,'','',EMPTY (SOME),
B,'',B,B,B,INCOMPLETE (ALL),
BER,,,BER,,SOLITARY,
BER:,'',,BER:,'',INCOMPLETE (SOME),
BT 2020 CL,'',,'','',EMPTY (SOME),
BT 2020 NCL,'',,'','',EMPTY (SOME),
BT 709,'',,'','',EMPTY (SOME),
Back,Nazaj,Nazaj,Nazaj,Nazaj,CONSISTENT (ALL),
Background,Ozadje,Ozadje,Ozadje,Ozadje,CONSISTENT (ALL),
Background color,,,Barva ozadja,,SOLITARY,
