msgid,openatv,openhdf,openpli,openvix,STATUS
%03d MB,'',,%03d MB,%03d MB,INCOMPLETE (SOME)
%2.1f sec,%2.1f Sekunden,,%2.1f sec,'',MISMATCH (SOME)
%2d:%02d,,%2d:%02d,%2d:%02d,,UNCHANGED (SOME)
%2d:%02d:%02d,,%2d:%02d:%02d,%2d:%02d:%02d,,UNCHANGED (SOME)
%3.01f dB,,,%3.01f dB,'',INCOMPLETE (SOME)
%A %d %B,'',%A %d %B,%A %d %B,%A %d %B,INCOMPLETE (ALL)
%A %e %B,,%A %e %B,%A %e %B,,UNCHANGED (SOME)
%A %e %B %Y,,%A %e %B %Y,%A %e %B %Y,,UNCHANGED (SOME)
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL)
%a %e %B %Y,,%a %e %B %Y,%a %e %B %Y,,UNCHANGED (SOME)
%a %e/%m,,%a %e/%m,%a %e/%m,,UNCHANGED (SOME)
%a %e/%m  %-H:%M,,%a %e/%m  %-H:%M,%a %e/%m  %-H:%M,,UNCHANGED (SOME)
%d B,,,%d B,%d B,UNCHANGED (SOME)
%d GB,'',%d GB,%d GB,%d GB,INCOMPLETE (ALL)
%d MB,'',%d MB,%d MB,%d MB,INCOMPLETE (ALL)
%d fps,,,%d fps,,SOLITARY
%d kB,'',%d kB,%d kB,%d kB,INCOMPLETE (ALL)
%d kB/s,,,%d kB/s,,SOLITARY
%d min,%d Min,%d Mins,%d min,%d min,MISMATCH (ALL)
%d minutes,%d Minuten,%d Minuten,%d Minuten,%d Minuten,CONSISTENT (ALL)
%d ms,'',,%d ms,%d ms,INCOMPLETE (SOME)
%d sec,%d sek,%d sek,%d sec,,MISMATCH (SOME)
%d-%m,'',%d-%m,%d-%m,,INCOMPLETE (SOME)
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY
%d.%03d GB,'',,%d.%03d GB,%d.%03d GB,INCOMPLETE (SOME)
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME)
%d.%d,,,%d.%d,,SOLITARY
%d.%d.%d,,,%d.%d.%d,,SOLITARY
%d:%02d,,,%d:%02d,,SOLITARY
%k:%M %e/%m,,%k:%M %e/%m,%k:%M %e/%m,,UNCHANGED (SOME)
%s\nDo you still want to flash image\n%s?,,,%s\nWollen Sie das Image flashen?\n% s,,SOLITARY
%s\nPress ok for multiboot selection\nPress exit to close,%s\nDrücken Sie OK für Multiboot-Auswahl.\nDrücken Sie EXIT zum Beenden.,,"% s\nDrücken Sie OK für die Multiboot-Auswahl\nDrücken Sie auf Beenden, um zu schließen",,MISMATCH (SOME)
%s %d.%d,,,%s %d.%d,,SOLITARY
%s %s free disk space,,,%s %s freier Festplattenspeicher,,SOLITARY
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL)
%s imported from fallback tuner,,,%s importiert vom Reserve-Tuner,,SOLITARY
%s is no longer used. Should it be deleted?,%s wird nicht mehr benötigt. Soll er gelöscht werden?,%s wird nicht mehr benötigt. Soll es gelöscht werden?,%s wird nicht mehr benötigt. Soll er entfernt werden?,%s wird nicht mehr benötigt. Soll es gelöscht werden?,MISMATCH (ALL)
%s%% Autoinstalling %s,,,%s%% Automatische Installation %s,,SOLITARY
%s%d min,%s%d Min,%s %d Min,%s%d min,,MISMATCH (SOME)
%s/%s: %s,'',%s/%s: %s,%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL)
%s:%s,,,%s:%s,%s:%s,UNCHANGED (SOME)
(VU+ type),,,(VU + Typ),,SOLITARY
(ZAP as PiP),,,(ZAP as PiP),(Mit PiP umschalten),MISMATCH (SOME)
(ZAP),,(ZAP),(ZAP),(ZAP),UNCHANGED (SOME)
(activated +%d min),,,(Aktiviert  +%d min),,SOLITARY
(empty),(leer),(leer),(leer),(leer),CONSISTENT (ALL)
(not activated),,,(nicht aktiviert),,SOLITARY
(show optional DVD audio menu),(DVD-Audiomenü zeigen falls vorhanden),(DVD-Audiomenü zeigen falls vorhanden),"(DVD-Tonmenü anzeigen, falls vorh.)",(DVD-Audiomenü zeigen falls vorhanden),MISMATCH (ALL)
(unknown),,,(unbekannte),(unbekannt),MISMATCH (SOME)
* Only available if more than one interface is active.,"* Nur verfügbar, wenn mehr als ein Netzwerkadapter aktiv ist.",* Nur verfügbar wenn mehr als ein Netzwerkadapter aktiv ist.,"* Nur verfügbar, wenn mehr als ein Netzwerkadapter aktiv ist.",* Nur verfügbar wenn mehr als ein Netzwerkadapter aktiv ist.,MISMATCH (ALL)
-NO SERVICE\n,-KEIN DIENST\n,,-KEIN SERVICE\n,-KEINE SENDUNG\n,MISMATCH (SOME)
-SERVICE ERROR:%d\n,-DIENSTEFEHLER:%d\n,,-SERVICE-FEHLER:% d\n,-SERVICE FEHLER:%d\n,MISMATCH (SOME)
/s,'',%s/%s: %s,/s,/s,MISMATCH (ALL)
0,'',,0,,INCOMPLETE (SOME)
1,'',,1,,INCOMPLETE (SOME)
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL)
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL)
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL)
10 MB/s,'',,10 MB/s,'',INCOMPLETE (SOME)
100 MB/s,'',,100 MB/s,'',INCOMPLETE (SOME)
10bit,10 Bit,,10bit,10bit,MISMATCH (SOME)
12V output,12V-Ausgang,12V-Ausgang,12V-Ausgang,12V-Ausgang,CONSISTENT (ALL)
12bit,12 Bit,,12bit,12bit,MISMATCH (SOME)
13 V,13V,13 V,13 V,13 V,MISMATCH (ALL)
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL)
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL)
16:10 PanScan,16:10 Pan & Scan,16:10 PanScan,16:10 PanScan,16:10 PanScan,MISMATCH (ALL)
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL)
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL)
16:9 always,immer 16:9,immer 16:9,immer 16:9,immer 16:9,CONSISTENT (ALL)
16K,,,'',16K,INCOMPLETE (SOME)
18 V,18V,18 V,18 V,18 V,MISMATCH (ALL)
2,'',,2,,INCOMPLETE (SOME)
20 MB/s,'',,20 MB/s,'',INCOMPLETE (SOME)
23.976,"23,976",23.976,23.976,23.976,MISMATCH (ALL)
24,'',24,24,24,INCOMPLETE (ALL)
25,'',25,25,25,INCOMPLETE (ALL)
29.97,"29,97",29.97,29.97,29.97,MISMATCH (ALL)
3,'',,3,3,INCOMPLETE (SOME)
30,'',30,30,30,INCOMPLETE (ALL)
3D surround,,,3D Surround,3D Surround Ton,MISMATCH (SOME)
3D surround softlimiter,,,3D-Surround-Softlimiter,,SOLITARY
3D surround speaker position,,,3D-Surround-Lautsprecherposition,3D Surround Lautsprecherposition,MISMATCH (SOME)
3d mode,3D-Modus,3D Betriebsart,3D-Modus,,MISMATCH (SOME)
4,'',,4,4,INCOMPLETE (SOME)
420,'',,420,420,INCOMPLETE (SOME)
422,'',,422,422,INCOMPLETE (SOME)
444,'',,444,444,INCOMPLETE (SOME)
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL)
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL)
4:3 PanScan,4:3 Pan & Scan,4:3 PanScan,4:3 PanScan,4:3 PanScan,MISMATCH (ALL)
5,'',,5,5,INCOMPLETE (SOME)
50 MB/s,'',,50 MB/s,'',INCOMPLETE (SOME)
6,'',,6,6,INCOMPLETE (SOME)
7,'',,7,,INCOMPLETE (SOME)
8,'',,8,,INCOMPLETE (SOME)
8bit,8 Bit,,8bit,8bit,MISMATCH (SOME)
9,'',,9,,INCOMPLETE (SOME)
: 0000 - default (disabled),,,: 0000 - Standard (deaktiviert),,SOLITARY
<Current movielist location>,<Aktuelles Filmlisten-Verzeichnis>,<Aktuelles Filmverzeichnis>,<Aktuelles Filmlisten-Verzeichnis>,<Aktuelles Filmverzeichnis>,MISMATCH (ALL)
<Default movie location>,<Standardverzeichnis für Filme>,<Standard Filmverzeichnis>,<Standard Filmlisten-Verzeichnis>,<Standard Filmverzeichnis>,MISMATCH (ALL)
<Last timer location>,<Letzter Timer-Ort>,<Letzter Timer Ort>,<Letzter Timer-Ort>,<Letzter Timer Ort>,MISMATCH (ALL)
<unknown>,<unbekannt>,<unbekannt>,<unbekannt>,<unbekannt>,CONSISTENT (ALL)
=NO STREAM\n,'',,=KEIN STREAM\n,=KEIN STREAM\n,INCOMPLETE (SOME)
??,'',??,??,??,INCOMPLETE (ALL)
A,'',A,A,A,INCOMPLETE (ALL)
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Eine Konfigurationsdatei (%s) wurde nach der Installation verändert.\nSoll die geänderte Version erhalten bleiben?,Eine Konfigurationsdatei (%s) wurde nach der Installation verändert.\nSoll die geänderte Version erhalten bleiben?,Eine Konfigurationsdatei (%s) wurde seit der Installation verändert.\nWollen Sie diese Änderungen beibehalten?,Eine Konfigurationsdatei (%s) wurde nach der Installation verändert.\nSoll die geänderte Version erhalten bleiben?,MISMATCH (ALL)
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Eine Konfigurationsdatei (%s) wurde seit der Installation verändert.\nGeänderte Version behalten?,Eine Konfigurationsdatei (%s) wurde seit der Installation verändert.\nDiese Version behalten?,Eine Konfigurationsdatei (%s) wurde seit der Installation verändert.\nWollen Sie diese Version behalten?,Eine Konfigurationsdatei (%s) wurde seit der Installation verändert.\nDiese Version behalten?,MISMATCH (ALL)
A file from media is in use!,,,Eine Media-Datei ist aktiv,,SOLITARY
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Ein Aufnahmetimer will Ihren Receiver in den Standby-Modus schalten.\nJetzt ausführen?,,SOLITARY
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Ein Aufnahmetimer will Ihren Receiver ausschalten.\nJetzt ausschalten?,,SOLITARY
A graphical EPG for all services of a specific bouquet,,,Ein grafischer EPG für alle Dienste eines bestimmten Bouquets,,SOLITARY
A record has been started:\n%s,,,Eine Aufnahme wurde gestartet:\n%s,,SOLITARY
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Eine Aufnahme läuft gerade auf dem ausgewählten Tuner. Bitte wählen Sie einen anderen Tuner oder stoppen Sie die Aufnahme und versuchen Sie es erneut.,,SOLITARY
A recording is currently running.\nWhat do you want to do?,Zurzeit läuft eine Aufnahme.\nWas wollen Sie tun?,Zur Zeit sind Aufnahmen aktiv.\nWas soll getan werden?,Aktuell läuft eine Aufnahme.\nWas wollen Sie tun?,,MISMATCH (SOME)
A recording is currently running. Please stop the recording before trying to scan.,Zurzeit läuft eine Aufnahme. Bitte vor einem Scan-Versuch die Aufnahme beenden.,"Zur Zeit sind Aufnahmen aktiv. Bitte Aufnahme beenden, bevor gesucht wird.",Aktuell läuft eine Aufnahme. Bitte vor einem Suchlauf erst die Aufnahme beenden.,"Zur Zeit sind Aufnahmen aktiv. Bitte Aufnahme beenden, bevor gesucht wird.",MISMATCH (ALL)
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Aktuell läuft eine Aufnahme. Bitte beenden Sie zuerst die Aufnahme bevor Sie DiSEqC testen.,,SOLITARY
A required tool (%s) was not found.,Ein erforderliches Hilfsprogramm (%s) wurde nicht gefunden.,Ein erforderliches Hilfsprogramm (%s) wurde nicht gefunden.,Ein erforderliches Hilfsprogramm (%s) wurde nicht gefunden.,Ein erforderliches Hilfsprogramm (%s) wurde nicht gefunden.,CONSISTENT (ALL)
A search for available updates is currently in progress.,Es wird gerade nach neuen Updates gesucht.,Es wird gerade nach neuen Updates gesucht.,Es wird gerade nach Aktualisierungen gesucht.,Es wird gerade nach neuen Updates gesucht.,MISMATCH (ALL)
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Eine zweite konfigurierte Netzwerkverbindung wurde gefunden.\n\nWollen Sie diese zweite Netzwerkverbindung deaktivieren?,Eine zweite konfigurierte Netzwerkverbindung wurde gefunden.\n\nDie zweite Netzwerkverbindung deaktivieren?,Eine zweite konfigurierte Netzwerkverbindung wurde gefunden.\n\nWollen Sie diese zweite Netzwerkverbindung deaktivieren?,Ein zweites konfiguriertes Netzwerkgerät wurde gefunden.\n\nDas zweite Netzwerkgerät deaktivieren?,MISMATCH (ALL)
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Ein Sleeptimer will Ihren Receiver in\nden Standby-Modus schalten. Dies jetzt tun?,,SOLITARY
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Ein Sleeptimer will Ihren Receiver\nausschalten. Jetzt herunterfahren?,,SOLITARY
A small overview of the available icon states and actions.,Eine kurze Übersicht der verfügbaren Icon- Darstellungen und Aktionen.,Eine kurze Übersicht der verfügbaren Iconzustände und Aktionen.,Eine kurze Übersicht der verfügbaren Status-Icons mit ihren Aktionen.,Eine kurze Übersicht der verfügbaren Iconzustände und Aktionen.,MISMATCH (ALL)
A timer failed to record!\nDisable TV and try again?\n,Eine Timeraufnahme konnte nicht gestartet werden.\nTV-Sender umschalten und erneut versuchen?\n,Timeraufnahme fehlgeschlagen.\nProgramm beenden und erneut versuchen?\n,Timeraufnahme fehlgeschlagen.\nFernsehprogramm ändern und erneut versuchen?\n,Timeraufnahme fehlgeschlagen.\nProgramm beenden und erneut versuchen?\n,MISMATCH (ALL)
A/V settings,,Audio/Video Einstellungen,A/V-Einstellungen,,MISMATCH (SOME)
AAC downmix,AAC-Downmix,AAC-Downmix,AAC Downmix,AAC Downmix,MISMATCH (ALL)
AC3 downmix,AC3-Downmix,AC3-Downmix,AC3 Downmix,AC3 Downmix,MISMATCH (ALL)
ACQUIRING TSID/ONID,,Sammeln von TSID/ONID,ACQUIRING TSID/ONID,Sammeln von TSID/ONID,MISMATCH (SOME)
AGC:,,,AGC:,AGC:,UNCHANGED (SOME)
ASS File,,,ASS-Datei,,SOLITARY
ASS file,,,ASS-Datei,ASS Datei,MISMATCH (SOME)
ATSC,'',,ATSC,'',INCOMPLETE (SOME)
ATSC provider,ATSC-Anbieter,,ATSC-Provider,ATSC Anbieter,MISMATCH (SOME)
Abort,Abbrechen,Abbrechen,Abbrechen,Abbrechen,CONSISTENT (ALL)
Abort alternatives edit,,,Alternativen-Bearbeitung abbrechen,Alternativen bearbeiten abbrechen,MISMATCH (SOME)
Abort bouquet edit,,,Bouqueteditieren abbrechen,Favoriten bearbeiten abbrechen,MISMATCH (SOME)
Abort favourites edit,,,Favoriteneditor abbrechen,Favoriten bearbeiten abbrechen,MISMATCH (SOME)
About,Über,Über,Über,Über,CONSISTENT (ALL)
Accesspoint:,Access Point MAC:,Zugangspunkt:,Zugangspunkt:,Zugangspunkt:,MISMATCH (ALL)
Activate HbbTV (Redbutton),HbbTV einschalten,Startet HbbTV (RedButton),HbbTV aktivieren (rote Taste),,MISMATCH (SOME)
Activate Picture in Picture,Bild im Bild aktivieren,Aktiviere Bild in Bild,Bild-in-Bild aktivieren,Aktiviere Bild in Bild,MISMATCH (ALL)
Activate current configuration,Aktuelle Konfiguration aktivieren,Aktiviere aktuelle Konfiguration,Aktuelle Konfiguration verwenden,Aktiviere aktuelle Konfiguration,MISMATCH (ALL)
Activate network settings,Aktiviere Netzwerkeinstellungen,Aktiviere Netzwerkeinstellungen,Aktiviere Netzwerkeinstellungen,Aktiviere Netzwerkeinstellungen,CONSISTENT (ALL)
Activate the configured network settings.,Netzwerkeinstellungen übernehmen.,Aktiviere die vorgenommenen Netzwerkeinstellungen.,Aktiviere Netzwerkeinstellungen,Aktiviere die vorgenommenen Netzwerkeinstellungen.,MISMATCH (ALL)
Activate timeshift End,Timeshift beenden,,Aktiviere TimeShift-Ende,,MISMATCH (SOME)
Activate timeshift end and pause,Timeshift beenden und Pause,,Aktiviere TimeShift-Ende und Pause,Aktiviere TimeShift Ende und Pause,MISMATCH (SOME)
Adapter settings,Adapter-Einstellungen,Adapter Einstellungen,Adapter-Einstellungen,Adapter Einstellungen,MISMATCH (ALL)
Add,Hinzufügen,Hinzufügen,Hinzufügen,Hinzufügen,CONSISTENT (ALL)
Add a mark,Marker hinzufügen,Marker hinzufügen,Marker hinzufügen,Marker hinzufügen,CONSISTENT (ALL)
Add a nameserver entry,Fügen Sie einen Nameserver-Eintrag hinzu,DNS Eintrag hinzufügen,DNS-Servereintrag hinzufügen,DNS Eintrag hinzufügen,MISMATCH (ALL)
Add a new title,Neuen Titel hinzufügen,Neuen Titel hinzufügen,Neuen Titel hinzufügen,Neuen Titel hinzufügen,CONSISTENT (ALL)
Add alternatives,,,Alternativen hinzufügen,Alternativen hinzufügen,CONSISTENT (SOME)
Add bookmark,Lesezeichen hinzufügen,Lesezeichen hinzufügen,Lesezeichen hinzufügen,Lesezeichen hinzufügen,CONSISTENT (ALL)
Add bouquet,,,Bouquet einfügen,Favoritenliste hinzufügen,MISMATCH (SOME)
Add bouquet to parental protection,,,Bouquet zum Jugendschutz hinzufügen,Jugendschutz beim Bouquet aktivieren,MISMATCH (SOME)
Add directory to playlist,Verzeichnis zur Playlist hinzufügen,Verzeichnis zur Wiedergabeliste hinzufügen,Verzeichnis zur Wiedergabeliste hinzufügen,Verzeichnis zur Wiedergabeliste hinzufügen,MISMATCH (ALL)
Add file to playlist,Datei zur Wiedergabeliste hinzufügen,Datei zur Wiedergabeliste hinzufügen,Datei zur Wiedergabeliste hinzufügen,Datei zur Wiedergabeliste hinzufügen,CONSISTENT (ALL)
Add files to playlist,Zur Playliste hinzufügen,Dateien zur Wiedergabeliste hinzufügen,Dateien zur Wiedergabeliste hinzufügen,Dateien zur Wiedergabeliste hinzufügen,MISMATCH (ALL)
Add marker,,,Marker einfügen,Marker einfügen,CONSISTENT (SOME)
Add provider,Provider hinzufügen,Anbieter hinzufügen,Anbieter hinzufügen,Anbieter hinzufügen,MISMATCH (ALL)
Add recording (enter recording duration),Aufnahme hinzufügen (Aufnahmelänge eingeben),Aufnahme hinzufügen mit Aufnahmelänge,Aufnahme hinzufügen (Aufnahmelänge eingeben),Aufnahme hinzufügen (Aufnahmelänge eingeben),MISMATCH (ALL)
Add recording (enter recording endtime),Aufnahme hinzufügen (Aufnahmeendzeit eingeben),Aufnahme hinzufügen mit Aufnahmeendzeit,Aufnahme hinzufügen (Aufnahmeendzeit eingeben),Aufnahme hinzufügen (Aufnahmeendzeit eingeben),MISMATCH (ALL)
Add recording (indefinitely),Aufnahme hinzufügen (unbegrenzt),Aufnahme hinzufügen (unbegrenzt),Aufnahme hinzufügen (unbegrenzt),Aufnahme hinzufügen (unbegrenzt),CONSISTENT (ALL)
Add recording (stop after current event),Aufnahme hinzufügen (aktuelle Sendung),Aufnahme hinzufügen (aktuelle Sendung),Aufnahme hinzufügen (aktuelle Sendung),Aufnahme hinzufügen (aktuelle Sendung),CONSISTENT (ALL)
Add service,Kanal hinzufügen,Sender hinzufügen,Kanal hinzufügen,Sender hinzufügen,MISMATCH (ALL)
Add service to bouquet,,,Zu Bouquet hinzufügen,Zu Favoritenliste hinzufügen,MISMATCH (SOME)
Add service to favourites,,,Kanal zu Favoriten hinzufügen,Sender zu Favoriten hinzufügen,MISMATCH (SOME)
Add services to this bouquet?,,,Zu Bouquet hinzufügen ?,Zu dieser Favoritenliste hinzufügen?,MISMATCH (SOME)
Add timer,Timer hinzufügen,Timer hinzufügen,Timer setzen,Timer hinzufügen,MISMATCH (ALL)
Add title,Titel hinzufügen,Titel hinzufügen,Titel hinzufügen,Titel hinzufügen,CONSISTENT (ALL)
Add to bouquet,,Sender zur Favoritenliste hinzufügen,Zum Bouquet hinzufügen,Zu Favoritenliste hinzufügen,MISMATCH (SOME)
Add to favourites,,Zu Favoriten hinzufügen,Zu Favoriten hinzufügen,Zu Favoriten hinzufügen,CONSISTENT (SOME)
Add to parental protection,,,Jugendschutz anschalten,Jugendschutz aktivieren,MISMATCH (SOME)
Add/remove change timer for current event,'',,Timer für diese Sendung setzen/entfernen,,INCOMPLETE (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,"Mit zusätzlichen Motoroptionen können Sie Details aus dem Datenblatt Ihres Motors eingeben, so dass Sie herausfinden können, wie lange es dauert, die Antenne von einem Satelliten auf einen anderen zu bringen.",,"Mit zusätzlichen Motoroptionen können Sie Details aus dem Datenblatt Ihres Motors eingeben, sodass Sie herausfinden können, wie lange es dauert, die Antenne von einem Satelliten auf einen anderen zu bringen.",Zusätzliche Motoreinstellungen erlauben es dir Details deines Motors einzugeben so das Enigma2 berechnen kann wie lange es dauert den Spiegel von einem zum anderen Sat zu bewegen.,MISMATCH (SOME)
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,"Mit zusätzlichen Motoroptionen können Sie Details aus dem Datenblatt Ihres Motors eingeben, so dass Sie herausfinden können, wie lange es dauern wird, um zu einem anderen Satelliten zu wechseln.",,"Mit zusätzlichen Motoroptionen können Sie Details aus dem Datenblatt Ihres Motors eingeben, sodass Sie herausfinden können, wie lange es dauern wird, um zu einem anderen Satelliten zu wechseln.",Zusätzliche Motoreinstellungen erlauben es dir Details deines Motors einzugeben so das Enigma2 berechnen kann wie lange es dauert den Spiegel zu einem anderen Sat zu bewegen.,MISMATCH (SOME)
Adjust 3D settings,3D-Einstellungen anpassen,3D Einstellungen,3D-Einstellungen anpassen,,MISMATCH (SOME)
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Verändern Sie die Farbeinstellungen, so dass Sie alle Farbabstufungen unterscheiden können, diese aber so gesättigt wie möglich dargestellt werden. Drücken Sie OK, um die Feineinstellungen zu beenden. Mit den Zahlentasten können Sie weitere Testbilder auswählen.","Verändere die Farbeinstellungen, so dass alle Farbabstufungen voneinander unterschieden werden können, diese aber so gesättigt wie möglich dargestellt werden. Sofern mit dem Ergebnis zufrieden, OK drücken, um die Feineinstellungen zu beenden. Mit den Zahlentasten können weitere Testbilder gewählt werden.","Verändern Sie die Farbeinstellungen, sodass Sie alle Farbabstufungen voneinander unterscheiden können, diese aber so gesättigt wie möglich dargestellt werden. Wenn Sie mit dem Ergebnis zufrieden sind, drücken Sie OK, um die Feineinstellungen zu beenden. Mit den Zifferntasten können Sie weitere Testbilder auswählen.","Verändere die Farbeinstellungen, so dass alle Farbabstufungen voneinander unterschieden werden können, diese aber so gesättigt wie möglich dargestellt werden. Sofern mit dem Ergebnis zufrieden, OK drücken, um die Feineinstellungen zu beenden. Mit den Zahlentasten können weitere Testbilder gewählt werden.",MISMATCH (ALL)
Advanced,Erweitert,Erweitert,Erweitert,Erweitert,CONSISTENT (ALL)
Advanced options,Erweiterte Optionen,Erweiterte Optionen,Erweiterte Optionen,Erweiterte Optionen,CONSISTENT (ALL)
Advanced options and settings.,,,Erweiterte Optionen und Einstellungen.,,SOLITARY
Advanced restore,Erweiterte Wiederherstellung,Erweiterte Wiederherstellung,Erweiterte Wiederherstellung,Erweiterte Wiederherstellung,CONSISTENT (ALL)
Advanced software,'',Erweiterte Software,Erweiterte Software,Erweiterte Software,INCOMPLETE (ALL)
Advanced software plugin,'',Erweitertes Software Plugin,Erweitertes Software Plugin,Erweitertes Software Plugin,INCOMPLETE (ALL)
Advanced video enhancement setup,'',Erweiterte A/V Einstellungen,Erweiterte A/V-Einstellungen,Erweiterte A/V Einstellungen,MISMATCH (ALL)
Advanced video setup,,Erweiterte Bildeinstellungen,Erweiterte Video-Einstellungen,,MISMATCH (SOME)
Afghanistan,'',,Afghanistan,Afghanistan,INCOMPLETE (SOME)
After event,Nach dem Ereignis,Nach der Sendung,Nach der Sendung,Nach der Sendung,MISMATCH (ALL)
Aland Islands,Ålandinseln,,Aland-Inseln,Aland Islands,MISMATCH (SOME)
Albania,Albanien,,Albanien,Albania,MISMATCH (SOME)
Album,'',Album,Album,Album,INCOMPLETE (ALL)
Algeria,Algerien,,Algerien,Algeria,MISMATCH (SOME)
Alignment of events,Ausrichtung der Sendungsnamen,Ausrichtung der Sendungen,Ausrichtung der Sendungstitel,Ausrichtung der Sendungen,MISMATCH (ALL)
Alignment of service names,Ausrichtung der Sendernamen,Ausrichtung der Sendernamen,Ausrichtung der Sendernamen,Ausrichtung Sendernamen,MISMATCH (ALL)
All,Alle,Alle,Alle,Alle,CONSISTENT (ALL)
All ages,Jedes Alter,Alle Alter,Jedes Alter,Alle Alter,MISMATCH (ALL)
All frequency,,,Alle Frequenzen,Alle Frequenzen,CONSISTENT (SOME)
All satellites 1 (USALS),'',,Alle Satelliten 1 (USALS),Alle Satelliten 1 (USALS),INCOMPLETE (SOME)
All satellites 2 (USALS),'',,Alle Satelliten 2 (USALS),Alle Satelliten 2 (USALS),INCOMPLETE (SOME)
All satellites 3 (USALS),'',,Alle Satelliten 3 (USALS),Alle Satelliten 3 (USALS),INCOMPLETE (SOME)
All satellites 4 (USALS),'',,Alle Satelliten 4 (USALS),Alle Satelliten 4 (USALS),INCOMPLETE (SOME)
