msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
Search IMDb for information about current event.,'',Search IMDb for information about current event.,,,INCOMPLETE (SOME),
Search for similar events,'',Search for similar events,,Search for similar events,INCOMPLETE (SOME),
Search the epg for current event.,Search EPG for the current event.,Search the epg for current event.,,,MISMATCH (SOME),
Seekbar activation,'',Seekbar activation,,Seekbar activation,INCOMPLETE (SOME),
Show Seekbar,,'',,,SOLITARY,
Seekbar sensibility,'',Seekbar sensibility,,Seekbar sensibility,INCOMPLETE (SOME),
Select an image to be downloaded,'',Select an image to be downloaded,,,INCOMPLETE (SOME),
Select default EPG type...,'',Select default EPG type…,,,INCOMPLETE (SOME),
Select desired image from feed list,'',Select desired image from feed list,,,INCOMPLETE (SOME),
Select files/folders,,'',,,SOLITARY,
Select folders,'',Select folders,,,INCOMPLETE (SOME),
Select how to activate the Quick EPG mode:,Choose how to activate quick EPG mode.,Select how to activate the Quick EPG mode:,,,MISMATCH (SOME),
Option to disable picons on the Infobar,Option to disable picons on the infobar.,'',,,INCOMPLETE (SOME),
Fade the Infobar on hide,Fade the infobar on hide.,'',,,INCOMPLETE (SOME),
Control the Infobar fading speed,Configure the length of time it should take for the infobar to fade out.,'',,,INCOMPLETE (SOME),
Select if timeshift must continue when set to record.,Select whether timeshift should continue when set to record.,'',,,INCOMPLETE (SOME),
Select if you want the Subservice mode to be activated.,'',Select if you want the Subservice mode to be activated.,,,INCOMPLETE (SOME),
Use image coloured Buttons *,,'',,,SOLITARY,
Select if you want to use the image coloured Buttons (set to 'no' if you want to use (Multi) Quick Button).,,'',,,SOLITARY,
Select seekbar to be activated by arrow L/R (long) or << >> (long).,Choose whether to activate the seekbar by holding down the ◀︎ LEFT / RIGHT ▶︎ or ◀︎◀︎ REW / FWD ▶︎▶︎ buttons.,Select seekbar to be activated by arrow L/R (long) or << >> (long).,,Select seekbar to be activated by arrow L/R (long) or << >> (long).,MISMATCH (SOME),
Select upgrade source,'',Select upgrade source,,Select upgrade source,INCOMPLETE (SOME),
Select upgrade source to edit.,'',Select upgrade source to edit.,,Select upgrade source to edit.,INCOMPLETE (SOME),
Select what you want the Channel +/- button to activate:,Choose what you'd like the Channel +/- buttons to do.,'',,,INCOMPLETE (SOME),
Select what you want the TV button to activate:,Choose what you'd like the TV button to do.,'',,,INCOMPLETE (SOME),
Send,'',Send,,Send,INCOMPLETE (SOME),
Send Confirmation,'',Send Confirmation,,Send Confirmation,INCOMPLETE (SOME),
Send yourself a copy ?,,'',,,SOLITARY,
Seperate titles with a main menu,Separate titles with a main menu,Seperate titles with a main menu,,Seperate titles with a main menu,MISMATCH (SOME),
Serial No,'',Serial No,,Serial No,INCOMPLETE (SOME),
Serv.Name,'',Serv.Name,,Serv.Name,INCOMPLETE (SOME),
Server:,'',Server:,,Server:,INCOMPLETE (SOME),
Servers,'',Servers,,Servers,INCOMPLETE (SOME),
Servers:,'',Servers:,,Servers:,INCOMPLETE (SOME),
Service Information,'',Service Information,,,INCOMPLETE (SOME),
Service Name,channel name,Service Name,,Service Name,MISMATCH (SOME),
Service Title mode,Channel title format,Service Title mode,,Service Title mode,MISMATCH (SOME),
Service font size,Channel name text size,Service font size,,Service font size,MISMATCH (SOME),
Service cant been added to the favourites.,Channel can't be added to favorites.,'',,,INCOMPLETE (SOME),
Service info font size,Channel info text size,Service info font size,,Service info font size,MISMATCH (SOME),
Service name font size,Channel name text size,Service name font size,,Service name font size,MISMATCH (SOME),
Service number font size,Channel number text size,Service number font size,,Service number font size,MISMATCH (SOME),
Service searching,,Service searching,,,SOLITARY,
Service width,Channel name width,Service width,,Service width,MISMATCH (SOME),
"Services may be grouped in bouquets. When enabled, you can use more then one bouquet.",,'',,,SOLITARY,
Set System,'',Set System,,,INCOMPLETE (SOME),
Set end Time,,'',,,SOLITARY,
Set the channel for this timer.,'',Set the channel for this timer.,,Set the channel for this timer.,INCOMPLETE (SOME),
Set the date the timer must start.,Set the timer start date.,Set the date the timer must start.,,Set the date the timer must start.,MISMATCH (SOME),
"Set the default location for your instant recordings. Press 'OK' to add new locations, select left/right to select an existing location.","Set the default location for instant recordings. Press OK to add a new location, or use the ◀︎ Left and Right ▶︎ buttons to select an existing location.","Set the default location for your instant recordings. Press 'OK' to add new locations, select left/right to select an existing location.",,"Set the default location for your instant recordings. Press 'OK' to add new locations, select left/right to select an existing location.",MISMATCH (SOME),
"Set the default location for your recordings. Press 'OK' to add new locations, select left/right to select an existing location.","Set the default location for recordings. Press OK to add a new location, or use the ◀︎ Left and Right ▶︎ buttons to select an existing location.","Set the default location for your recordings. Press 'OK' to add new locations, select left/right to select an existing location.",,"Set the default location for your recordings. Press 'OK' to add new locations, select left/right to select an existing location.",MISMATCH (SOME),
"Set the default location for your timers. Press 'OK' to add new locations, select left/right to select an existing location.","Set the default location for timer recordings. Press OK to add a new location, or use the ◀︎ Left and Right ▶︎ buttons to select an existing location.","Set the default location for your timers. Press 'OK' to add new locations, select left/right to select an existing location.",,"Set the default location for your timers. Press 'OK' to add new locations, select left/right to select an existing location.",MISMATCH (SOME),
"Set the default location for your timeshift-files. Press 'OK' to add new locations, select left/right to select an existing location.","Set the default location for timeshift buffer files. Press OK to add a new location, or use the ◀︎ Left and Right ▶︎ buttons to select an existing location.","Set the default location for your timeshift-files. Press 'OK' to add new locations, select left/right to select an existing location.",,"Set the default location for your timeshift-files. Press 'OK' to add new locations, select left/right to select an existing location.",MISMATCH (SOME),
Set the default sorting method.,'',Set the default sorting method.,,Set the default sorting method.,INCOMPLETE (SOME),
Set the description of the recording.,Enter a description for this recording.,Set the description of the recording.,,Set the description of the recording.,MISMATCH (SOME),
Set the jump-size of the seekbar.,Set the seekbar jump size.,Set the jump-size of the seekbar.,,Set the jump-size of the seekbar.,MISMATCH (SOME),
Set the name the recording will get.,Enter a name for this recording.,Set the name the recording will get.,,Set the name the recording will get.,MISMATCH (SOME),
Set the scrolling speed of text on the front display.,Set the front panel display text scroll speed.,Set the scrolling speed of text on the front display.,,Set the scrolling speed of text on the front display.,MISMATCH (SOME),
Set the time the timer must start.,Set the timer begin time.,Set the time the timer must start.,,Set the time the timer must start.,MISMATCH (SOME),
Set the time the timer must stop.,Set the timer end time.,Set the time the timer must stop.,,Set the time the timer must stop.,MISMATCH (SOME),
Set the time to hide the infobar.,Set the time after which the infobar should be hidden.,'',,,INCOMPLETE (SOME),
Set to the desired primetime (hour).,Set your preferred primetime hour.,Set to the desired primetime (hour).,,,MISMATCH (SOME),
Set to the desired primetime (minutes.,Set your preferred primetime minute.,'',,,INCOMPLETE (SOME),
Set to what you want the button to do.,Choose what you'd like this button to do.,Set to what you want the button to do.,,Set to what you want the button to do.,MISMATCH (SOME),
"Sets the root folder of movie list, to remove the '..' from benign shown in that folder.","Sets the movie list root folder, to remove the '..' from beginning shown in that folder.","Sets the root folder of movie list, to remove the '..' from benign shown in that folder.",,,MISMATCH (SOME),
Settings...,Settings,Settings...,,,MISMATCH (SOME),
PluginBrowser filter settings...,,'',,,SOLITARY,
PluginBrowser filter settings,,'',,,SOLITARY,
Setup how to control the channel changing.,Set up how to control the channel changing.,Setup how to control the channel changing.,,Setup how to control the channel changing.,MISMATCH (SOME),whitespace
Setup network time synchronization interval.,Configure the network time synchronization interval.,Setup network time synchronization interval.,,Setup network time synchronization interval.,MISMATCH (SOME),
Setup the interval to check for online updates. (in hours),Set up the interval to check for online updates. (in hours),'',,,INCOMPLETE (SOME),
Setup your timezone.,,Setup your timezone.,,,SOLITARY,
Shall the USB stick wizard proceed and program the image file %s into flash memory?,Proceed with the USB stick wizard write the image %s to flash memory?,Shall the USB stick wizard proceed and program the image file %s into flash memory?,,,MISMATCH (SOME),
Share Folder's,Share Folders,Share Folder's,,Share Folder's,MISMATCH (SOME),
Share View,'',Share View,,Share View,INCOMPLETE (SOME),
Shares,'',Shares,,Shares,INCOMPLETE (SOME),
Very short filenames,'','',,,EMPTY (SOME),
Very very short filenames,,'',,,SOLITARY,
Show /tmp/ecm.info,'',Show /tmp/ecm.info,,Show /tmp/ecm.info,INCOMPLETE (SOME),
Show AutoTimer List,'',Show AutoTimer List,,,INCOMPLETE (SOME),
Show CCcam in extensions ?,Show CCcam on Extensions screen?,'',,,INCOMPLETE (SOME),
Show Clients,'',Show Clients,,Show Clients,INCOMPLETE (SOME),
Show Display Icons,Show symbols on front panel display,Show Display Icons,,Show Display Icons,MISMATCH (SOME),
Show E2 Log,Show Enigma2 Log,Show E2 Log,,,MISMATCH (SOME),
Show OpenHDF Log,,'',,,SOLITARY,
Show OE-A Log,,'',,,SOLITARY,
Show Log,'',Show Log,,Show Log,INCOMPLETE (SOME),
Show Log Manager in extensions list ?,Show log manager on Extensions screen,Show Log Manager in extensions list ?,,Show Log Manager in extensions list ?,MISMATCH (SOME),
Show Media playback Remaining/Elapsed as,Show media playback remaining/elapsed time as,Show Media playback Remaining/Elapsed as,,Show Media playback Remaining/Elapsed as,MISMATCH (SOME),
Show OE Log,'',Show OE Log,,,INCOMPLETE (SOME),
Show OScam in extensions ?,Show OScam on Extensions screen?,'',,,INCOMPLETE (SOME),
Show PVR status in MoviePlayer infobar,Show PVR status in movie player infobar,'',,,INCOMPLETE (SOME),
LCD skin,,'',,,SOLITARY,
Show blinking rec symbol on Display during recording,,'',,,SOLITARY,
Blinking REC Symbol,'','',,'',EMPTY (SOME),
REC Symbol,'','',,'',EMPTY (SOME),
Show blinking Clock in Standby on Display during recording,,'',,,SOLITARY,
In the Standby blinking Clock on the LCD Display,,'',,,SOLITARY,
Show HDMI-Output Res,Show HDMI output resolution,'',,,INCOMPLETE (SOME),
Big Picon/ clock/ bar,,'',,,SOLITARY,
Big picon,,'',,,SOLITARY,
Big picon/ clock,,'',,,SOLITARY,
Much info,,'',,,SOLITARY,
Less info,,'',,,SOLITARY,
Just a big clock,,'',,,SOLITARY,
Show RFmod setup...,'',Show RFmod setup...,,Show RFmod setup...,INCOMPLETE (SOME),
Show Readers/Proxies,'',Show Readers/Proxies,,Show Readers/Proxies,INCOMPLETE (SOME),
Show Time Remaining/Elapsed,Show remaining/elapsed time as,Show Time Remaining/Elapsed,,Show Time Remaining/Elapsed,MISMATCH (SOME),
Show Timer List,'',Show Timer List,,,INCOMPLETE (SOME),
Show Transponder Remaining/Elapsed as,Show transponder remaining/elapsed time as,Show Transponder Remaining/Elapsed as,,Show Transponder Remaining/Elapsed as,MISMATCH (SOME),
Show spinning logo when system is busy.,Show a spinning image when the system is busy.,'',,,INCOMPLETE (SOME),
Show background in Radio Mode,Show background in radio mode,'',,,INCOMPLETE (SOME),
Show background when tuned to a radio channel.,'',Show background when tuned to a radio channel.,,Show background when tuned to a radio channel.,INCOMPLETE (SOME),
Show bouquet on launch,Show bouquet list on opening,Show bouquet on launch,,Show bouquet on launch,MISMATCH (SOME),
"When enabled, number markers will be hidden.",Choose whether number markers should be hidden from the channel list.,'',,'',INCOMPLETE (SOME),
Hidden,,'',,,SOLITARY,
Show channel number in infobar,Show channel number on infobar,Show channel number in infobar,,Show channel number in infobar,MISMATCH (SOME),
Show encryption info in the infobar (when supported by the skin).,'',Show encryption info in the infobar (when supported by the skin).,,Show encryption info in the infobar (when supported by the skin).,INCOMPLETE (SOME),
Show epg,Show EPG,Show epg,,Show epg,MISMATCH (SOME),capitalisation
Show in extensions list ?,Show on Extensions screen,Show in extensions list ?,,Show in extensions list ?,MISMATCH (SOME),
Show infobar picons,Show infobar channel picons,'',,,INCOMPLETE (SOME),
Show infobar permanently while paused,'','',,,EMPTY (SOME),
Show job tasks in extensions,Show job tasks on Extensions screen,Show job tasks in extensions,,Show job tasks in extensions,MISMATCH (SOME),
Show live tv when movie stopped,Show live TV when movie stopped,Show live tv when movie stopped,,Show live tv when movie stopped,MISMATCH (SOME),capitalisation
Show menu,show menu,Show menu,,Show menu,MISMATCH (SOME),capitalisation
Show network mounts ...,Show network mounts...,Show network mounts ...,,Show network mounts ...,MISMATCH (SOME),whitespace
"Show or hide the extended description, (skin dependent).",'',"Show or hide the extended description, (skin dependent).",,,INCOMPLETE (SOME),
Show picon background colour,Channel picon background color,'',,,INCOMPLETE (SOME),
Show picons in service list,,'',,,SOLITARY,
The servicelist is reloaded.,The channel list has been reloaded.,'',,,INCOMPLETE (SOME),
Enable and set the duration of the second infobar (press OK twice) that may include more information on the current service.,'','',,,EMPTY (SOME),
Set the time to hide the second infobar. The bar also disappears on pressing 'OK'.,Set the time after which the second infobar should be hidden. The infobar can also closed by pressing OK again.,'',,,INCOMPLETE (SOME),
Show services beginning with,,Show services beginning with,,,SOLITARY,
Show shutdown menu,'',Show shutdown menu,,Show shutdown menu,INCOMPLETE (SOME),
Show single epg for current channel,Show Single EPG for the current channel,Show single epg for current channel,,Show single epg for current channel,MISMATCH (SOME),
Show source packages,'',Show source packages,,Show source packages,INCOMPLETE (SOME),
Show tag menu,,Show tag menu,,,SOLITARY,
Sort by default,'','',,'',EMPTY (SOME),
TV,,'',,'',EMPTY (SOME),
Show the list of AutoTimers.,Show the AutoTimer list.,Show the list of AutoTimers.,,,MISMATCH (SOME),
Show the list of timers.,Show the timer list.,Show the list of timers.,,Show the list of timers.,MISMATCH (SOME),
Show the media player...,'',Show the media player...,,,INCOMPLETE (SOME),
Show the plugin browser..,Show the plugin browser...,Show the plugin browser..,,Show the plugin browser..,MISMATCH (SOME),
Show on Display,'','',,,EMPTY (SOME),
Clock,,'',,,SOLITARY,
Channel Name,,'',,,SOLITARY,
Show time elapsed as positive,Show elapsed time as +,Show time elapsed as positive,,Show time elapsed as positive,MISMATCH (SOME),
Show time remaining/elapsed,Show remaining/elapsed time,Show time remaining/elapsed,,Show time remaining/elapsed,MISMATCH (SOME),
Show translation packages,'',Show translation packages,,Show translation packages,INCOMPLETE (SOME),
Show HDFreaks module packages,,'',,,SOLITARY,
Show drivers packages,,'',,,SOLITARY,
Show extensions packages,,'',,,SOLITARY,
Show systemplugins packages,,'',,,SOLITARY,
Show softcams packages,,'',,,SOLITARY,
Show skins packages,,'',,,SOLITARY,
Skins and Skinpackages,,'',,,SOLITARY,
Show picons packages,,'',,,SOLITARY,
Show settings packages,,'',,,SOLITARY,
Show m2k packages,,'',,,SOLITARY,
Show pli packages,,'',,,SOLITARY,
Show vix packages,,'',,,SOLITARY,
Show security packages,,'',,,SOLITARY,
Show kernel module packages,,'',,,SOLITARY,
Show weblinks module packages,,'',,,SOLITARY,
Show transponder remaining/elapsed as,'',Show transponder remaining/elapsed as,,Show transponder remaining/elapsed as,INCOMPLETE (SOME),
"Shows the icons when new/unseen, else will not show an icon.",'',"Shows the icons when new/unseen, else will not show an icon.",,,INCOMPLETE (SOME),
Shows the watched status of the movie.,Shows movie watched progress.,Shows the watched status of the movie.,,Shows the watched status of the movie.,MISMATCH (SOME),
Side by Side,'',Side by Side,,Side by Side,INCOMPLETE (SOME),
Signal Strength:,Signal strength:,Signal Strength:,,,MISMATCH (SOME),capitalisation
Single transponder,,Single transponder,,,SOLITARY,
SingleEPG settings,Single EPG Settings,SingleEPG settings,,,MISMATCH (SOME),
Size: ,'',Size: ,,,INCOMPLETE (SOME),
Skin Setting,skin setting,Skin Setting,,Skin Setting,MISMATCH (SOME),capitalisation
Skin setup,Skin Setup,Skin setup,,Skin setup,MISMATCH (SOME),capitalisation
Sleep delay,'',Sleep delay,,Sleep delay,INCOMPLETE (SOME),
Softcam setings,,Softcam settings,,,SOLITARY,
Softcam settings,'',Softcam settings,,Softcam settings,INCOMPLETE (SOME),
Software Update,'',Software Update,,,INCOMPLETE (SOME),
Software restore,'',Software restore,,Software restore,INCOMPLETE (SOME),
Software Update Settings,,'',,,SOLITARY,
Sorry Inadyn Config is Missing,"Sorry, Inadyn Config is Missing",Sorry Inadyn Config is Missing,,,MISMATCH (SOME),
Sorry MiniDLNA Config is Missing,"Sorry, MiniDLNA Config is Missing",Sorry MiniDLNA Config is Missing,,,MISMATCH (SOME),
Sorry feeds are down for maintenance,"Feeds are currently unavailable, please check your receiver's internet connection or try again later.",Sorry feeds are down for maintenance,,,MISMATCH (SOME),
"Sorry feeds are down for maintenance, please try again later.","Sorry, feeds are currently unavailable, please try again later.","Sorry feeds are down for maintenance, please try again later.",,,MISMATCH (SOME),
"Sorry feeds seem be in an unstable state, if you wish to use them please enable 'Allow unstable updates' in online update setup.",,'',,,SOLITARY,
Allow unstable (untested) updates,'','',,,EMPTY (SOME),
"Your image is out of date!\nAfter such a long time, there is a risk that your %s %s  will not\nboot after online-update, or will show disfunction in running Image.\nA new flash will increase the stability\nAn online update is done at your own risk !!\nDo you still want to update?",,'',,,SOLITARY,
Sorry uShare Config is Missing,uShare config seems to be missing,Sorry uShare Config is Missing,,,MISMATCH (SOME),
Sort EPG List,'',Sort EPG List,,,INCOMPLETE (SOME),
Sort list by,'',Sort list by,,Sort list by,INCOMPLETE (SOME),
Sort menu screen's alphabetically,,'',,,SOLITARY,
Sort plug-in browser alphabetically,,Sort plug-in browser alphabetically,,Sort plug-in browser alphabetically,UNCHANGED (SOME),
Sort setting screen's alphabetically,Sort setting screen items alphabetically,'',,,INCOMPLETE (SOME),
Space used:,'',Space used:,,Space used:,INCOMPLETE (SOME),
Standby / Restart,'',Standby / Restart,,,INCOMPLETE (SOME),
Start,'',Start,,Start,INCOMPLETE (SOME),
Find Covers ...,,'',,,SOLITARY,
Status,'',Status,,Status,INCOMPLETE (SOME),
Stop recording now,'',Stop recording now,,Stop recording now,INCOMPLETE (SOME),
Stop timeshift while recording?,Stop timeshift while recording,Stop timeshift while recording?,,Stop timeshift while recording?,MISMATCH (SOME),
Stop's timeshift being used if a recording is in progress. (advisable for usb sticks),Stops timeshift being used if there's a recording in progress (recommended for USB sticks).,'',,,INCOMPLETE (SOME),
Strict DLNA,'',Strict DLNA,,Strict DLNA,INCOMPLETE (SOME),
Subservice mode,,Subservice mode,,,SOLITARY,
EPG button mode,EPG button,'',,,INCOMPLETE (SOME),
INFO button mode,Info button,'',,,INCOMPLETE (SOME),
FAV button mode,,'',,,SOLITARY,
F1 button mode,,'',,,SOLITARY,
F2 button mode,,'',,,SOLITARY,
F3 button mode,,'',,,SOLITARY,
F4 button mode,,'',,,SOLITARY,
Plugin button mode,,'',,,SOLITARY,
Web button mode,,'',,,SOLITARY,
Home button mode,,'',,,SOLITARY,
End button mode,,'',,,SOLITARY,
QuickEPG mode,Quick EPG mode,'',,,INCOMPLETE (SOME),
Show Subtitles,,'',,,SOLITARY,
Show Extensions,,'',,,SOLITARY,
Show Plugins,,'',,,SOLITARY,
HbbTV Red-Button,,'',,,SOLITARY,
Web browser base visibility,'','',,,EMPTY (SOME),
Base transparency for OpenOpera web browser,Base transparency for OpenOpera web browser.,'',,,INCOMPLETE (SOME),
show EventInfoPlugins,,'',,,SOLITARY,
Show InfoBar EPG,,'',,,SOLITARY,
Show Subservices,,'',,,SOLITARY,
start instantRecord,,'',,,SOLITARY,
start Timeshift,,'',,,SOLITARY,
Red button mode,,'',,,SOLITARY,
Red button long mode,,'',,,SOLITARY,
Green button mode,,'',,,SOLITARY,
Green button long mode,,'',,,SOLITARY,
Yellow button mode,,'',,,SOLITARY,
Yellow button long mode,,'',,,SOLITARY,
Blue button mode,,'',,,SOLITARY,
Blue button long mode,,'',,,SOLITARY,
show red button information...,,'',,,SOLITARY,
show green button information...,,'',,,SOLITARY,
show yellow button information...,,'',,,SOLITARY,
show blue button information...,,'',,,SOLITARY,
Support at,'',Support at,,Support at,INCOMPLETE (SOME),
Swap SNR in '%' with SNR in 'db',Show SNR as % instead of dB,Swap SNR in '%' with SNR in 'db',,Swap SNR in '%' with SNR in 'db',MISMATCH (SOME),
Percent,,'',,,SOLITARY,
Decibel,,'',,,SOLITARY,
Switch config,'',Switch config,,Switch config,INCOMPLETE (SOME),
Switch next channel,'',Switch next channel,,,INCOMPLETE (SOME),
Switchable tuner types:,'',Switchable tuner types:,,,INCOMPLETE (SOME),
Sync NTP every (minutes),Sync with NTP server every,Sync NTP every (minutes),,Sync NTP every (minutes),MISMATCH (SOME),
Sync time using,'',Sync time using,,Sync time using,INCOMPLETE (SOME),
Synchronize systemtime using transponder or internet.,Choose whether to synchronize your receiver's clock with transponder information or an internet time server.,'',,,INCOMPLETE (SOME),
System temperature: %s,,System temperature: %s,,System temperature: %s,UNCHANGED (SOME),
System: ,'',System: ,,System: ,INCOMPLETE (SOME),
TB,'',TB,,TB,INCOMPLETE (SOME),
TV button mode,TV button,TV button mode,,,MISMATCH (SOME),
OK button mode,'','',,,EMPTY (SOME),
Up/Down button mode,▲ Up / ▼ Down buttons,'',,,INCOMPLETE (SOME),
Left/Right button mode,,'',,,SOLITARY,
Select what you want the OK button to activate:,Choose what you'd like the OK button to do.,'',,,INCOMPLETE (SOME),
Select what you want the Up/Down button to activate:,Choose what you'd like the Up/Down button to do.,'',,,INCOMPLETE (SOME),
Telnet Interface,'',Telnet Interface,,Telnet Interface,INCOMPLETE (SOME),
Telnet Port,'',Telnet Port,,Telnet Port,INCOMPLETE (SOME),
Telnet Setup,'',Telnet Setup,,Telnet Setup,INCOMPLETE (SOME),
Telnet setup,,Telnet setup,,,SOLITARY,
Terrestrial provider,,Terrestrial provider,,,SOLITARY,
remove terrestrial services,'','',,,EMPTY (SOME),
remove cable services,'','',,,EMPTY (SOME),
Test the network configuration of your %s %s.\n,Test your %s %s's network configuration.\n,Test the network configuration of your %s %s.\n,,Test the network configuration of your %s %s.\n,MISMATCH (SOME),
Text,text only,Text,,Text,MISMATCH (SOME),
Thank you for using the wizard. Your %s %s is now ready to use.\nPlease press OK to start using your %s %s.,Thanks for using the wizard! Your %s %s is now ready to use!\nPress OK to start using your %s %s...,Thank you for using the wizard. Your %s %s is now ready to use.\nPlease press OK to start using your %s %s.,,Thank you for using the wizard. Your %s %s is now ready to use.\nPlease press OK to start using your %s %s.,MISMATCH (SOME),
The AutoTimer plugin is not installed!\nPlease install it.,Please install the AutoTimer plugin!,The AutoTimer plugin is not installed!\nPlease install it.,,The AutoTimer plugin is not installed!\nPlease install it.,MISMATCH (SOME),
The Cool TV Guide plugin is not installed!\nPlease install it.,Please install the Cool TV Guide plugin!,The Cool TV Guide plugin is not installed!\nPlease install it.,,,MISMATCH (SOME),
The DVD standard doesn't support H.264 (HDTV) video streams. Do you want to create a %s %s format data DVD (which will not play in stand-alone DVD players) instead?,,The DVD standard doesn't support H.264 (HDTV) video streams. Do you want to create a %s %s format data DVD (which will not play in stand-alone DVD players) instead?,,The DVD standard doesn't support H.264 (HDTV) video streams. Do you want to create a %s %s format data DVD (which will not play in stand-alone DVD players) instead?,UNCHANGED (SOME),
The EPGSearch plugin is not installed!\nPlease install it.,Please install the EPGSearch plugin!,The EPGSearch plugin is not installed!\nPlease install it.,,The EPGSearch plugin is not installed!\nPlease install it.,MISMATCH (SOME),
"The Filesystem on your Timeshift-Device does not support hardlinks.\nMake sure it is formatted in EXT2, EXT3 or EXT4!","Your chosen timeshift device doesn't support hardlinks.\nPlease use an ext2, ext3 or ext4 formatted device.",'',,,INCOMPLETE (SOME),
The IMDb plugin is not installed!\nPlease install it.,Please install the IMDb plugin!,The IMDb plugin is not installed!\nPlease install it.,,The IMDb plugin is not installed!\nPlease install it.,MISMATCH (SOME),
The MediaPlayer plugin is not installed!\nPlease install it.,Please install the Media Player plugin!,The MediaPlayer plugin is not installed!\nPlease install it.,,,MISMATCH (SOME),
The USB stick was prepared to be bootable.\nNow you can download an NFI image file!,The USB stick was made bootable.\nYou can now download an NFI image file!,The USB stick was prepared to be bootable.\nNow you can download an NFI image file!,,,MISMATCH (SOME),
The %s %s reads the stored EPG data every (hours).,Your %s %s reads the stored EPG data every # hours.,The %s %s reads the stored EPG data every (hours).,,The %s %s reads the stored EPG data every (hours).,MISMATCH (SOME),
The %s %s stores the EPG data every (hours).,Your %s %s stores the EPG data every # hours.,The %s %s stores the EPG data every (hours).,,The %s %s stores the EPG data every (hours).,MISMATCH (SOME),
The backup failed. Please choose a different backup location.,"Backup failed, please choose a different backup location.",The backup failed. Please choose a different backup location.,,The backup failed. Please choose a different backup location.,MISMATCH (SOME),
The current update maybe unstable,,'',,,SOLITARY,
"The directory %s is not a EXT2, EXT3, EXT4 or NFS partition.\nMake sure you select a valid partition type.",,"The directory %s is not a EXT2, EXT3, EXT4 or NFS partition.\nMake sure you select a valid partition type.",,"The directory %s is not a EXT2, EXT3, EXT4 or NFS partition.\nMake sure you select a valid partition type.",UNCHANGED (SOME),
The following device was found:\n\n%s\n\nDo you want to write the USB flasher to this stick?,The following device was found:\n\n%s\n\nWould you like to write the USB flasher to it?,The following device was found:\n\n%s\n\nDo you want to write the USB flasher to this stick?,,,MISMATCH (SOME),
The loopthrough setting is wrong.,The loopthrough setting isn't valid.,The loopthrough setting is wrong.,,The loopthrough setting is wrong.,MISMATCH (SOME),
"The md5sum validation failed, the file may be corrupted!","The md5sum validation failed, the file may be corrupt!","The md5sum validation failed, the file may be corrupted!",,,MISMATCH (SOME),
The results have been written to %s.,'',The results have been written to %s.,,The results have been written to %s.,INCOMPLETE (SOME),
The timer file (pm_timers.xml) is corrupt and could not be loaded.,'',The timer file (pm_timers.xml) is corrupt and could not be loaded.,,The timer file (pm_timers.xml) is corrupt and could not be loaded.,INCOMPLETE (SOME),
The user interface of your %s %s is restarting,Your %s %s's user interface is restarting...,The user interface of your %s %s is restarting,,The user interface of your %s %s is restarting,MISMATCH (SOME),
The user interface of your %s %s is restarting\ndue to an error in mytest.py,Your %s %s's user interface needs to restart\ndue to an error in mytest.py,The user interface of your %s %s is restarting\ndue to an error in mytest.py,,The user interface of your %s %s is restarting\ndue to an error in mytest.py,MISMATCH (SOME),
The wizard can backup your current settings. Do you want to do a backup now?,The wizard can back up your current settings.\nWould you like to do that now?,The wizard can backup your current settings. Do you want to do a backup now?,,The wizard can backup your current settings. Do you want to do a backup now?,MISMATCH (SOME),
The wizard found a configuration backup. Do you want to restore your old settings from %s?,The wizard found a configuration backup. Would you like to restore your settings from %s?,The wizard found a configuration backup. Do you want to restore your old settings from %s?,,,MISMATCH (SOME),
The wizard is finished now.,The wizard is now finished.,The wizard is finished now.,,The wizard is finished now.,MISMATCH (SOME),
There is no [webif] section in oscam.conf,,There is no [webif] section in oscam.conf,,,SOLITARY,
This %s %s cannot decode %s streams!,Your %s %s can't decode %s streams!,This %s %s cannot decode %s streams!,,This %s %s cannot decode %s streams!,MISMATCH (SOME),
"This allows you change the font size relative to skin size, so 1 increases by 1 point size, and -1 decreases by 1 point size","This option lets you change the text size relative to skin size. 1 will increase by 1 point size, and -1 will decrease it.","This allows you change the font size relative to skin size, so 1 increases by 1 point size, and -1 decreases by 1 point size",,"This allows you change the font size relative to skin size, so 1 increases by 1 point size, and -1 decreases by 1 point size",MISMATCH (SOME),
This allows you change the number of rows shown.,Choose how many rows should be shown.,'',,,INCOMPLETE (SOME),
This option allows you choose how to display elapsed time  as + or -,Choose whether to display elapsed time as + or -,'',,,INCOMPLETE (SOME),
"This option allows you choose how to display remaining time, or elapsed time, or both.","Choose whether to display remaining time, elapsed time, or both.","This option allows you choose how to display remaining time, or elapsed time, or both.",,"This option allows you choose how to display remaining time, or elapsed time, or both.",MISMATCH (SOME),
This option allows you choose how to display the remaining/elapsed time for Media playback.,Choose how to display remaining/elapsed time during media playback.,'',,,INCOMPLETE (SOME),
This option allows you choose how to display the remaining/elapsed time for live tv.,Choose how to display remaining/elapsed time during live TV.,'',,,INCOMPLETE (SOME),
This option allows you choose how to display the remaining/elapsed time for media playback.,Choose how to display remaining/elapsed time during media playback.,'',,,INCOMPLETE (SOME),
This option allows you choose the background colour of transparent picons.,Choose which color to show behind channel picons with transparent backgrounds.,'',,,INCOMPLETE (SOME),
