msgid,openatv,openhdf,openpli,openvix,STATUS,REASON
%.0f MB,%.0f Mo,%.0f MB,%.0f MB,%.0f MB,MISMATCH (ALL),
%.0f kB,,,%.0f kB,%.0f kB,UNCHANGED (SOME),
%.1f° E,,,%.1f° E,,SOLITARY,
%.1f° W,,,%.1f° O,,SOLITARY,
%.2f GB,'',,%.2f GB,%.2f GB,INCOMPLETE (SOME),
%02d:%02d,'',,%02d:%02d,,INCOMPLETE (SOME),
%03d MB,,,%03d MB,%03d MB,UNCHANGED (SOME),
%2.1f sec,'',,%2.1f sec,%2.1f sec,INCOMPLETE (SOME),
%2d:%02d,,%2d:%02d,%2d:%02d,,UNCHANGED (SOME),
%2d:%02d:%02d,,%2d:%02d:%02d,%2d:%02d:%02d,,UNCHANGED (SOME),
%3.01f dB,,,%3.01f dB,%3.01f dB,UNCHANGED (SOME),
%A %d %B,'',%A %d %B,%A %d %B,%A %d %B,INCOMPLETE (ALL),
%A %e %B,,%A %e %B,%A %e %B,,UNCHANGED (SOME),
%A %e %B %Y,,%A %e %B %Y,%A %e %B %Y,,UNCHANGED (SOME),
%H:%M,'',%H:%M,%H:%M,%H:%M,INCOMPLETE (ALL),
%a %e %B %Y,,%a %e %B %Y,%a %e %B %Y,,UNCHANGED (SOME),
%a %e/%m,,%a %e/%m,%a %e/%m,,UNCHANGED (SOME),
%a %e/%m  %-H:%M,,%a %e/%m  %-H:%M,%a %e/%m  %-H:%M,,UNCHANGED (SOME),
%d B,,,%d B,%d B,UNCHANGED (SOME),
%d GB,'',%d GB,%d GB,%d GB,INCOMPLETE (ALL),
%d MB,%d Mo,%d MB,%d MB,%d MB,MISMATCH (ALL),
%d fps,,,%d fps,,SOLITARY,
%d kB,'',%d kB,%d kB,%d kB,INCOMPLETE (ALL),
%d kB/s,,,%d kB/s,,SOLITARY,
%d min,'',%d min,%d min,%d min,INCOMPLETE (ALL),
%d minutes,'',%d Minutes,%d minutes,%d Minutes,MISMATCH (ALL),
%d ms,,,%d ms,%d ms,UNCHANGED (SOME),
%d sec,,,%d sec,,SOLITARY,
%d-%m,'',%d-%m,%d-%m,,INCOMPLETE (SOME),
%d.%02d. %02d:%02d,,,%d.%02d. %02d:%02d,,SOLITARY,
%d.%03d GB,,,%d.%03d GB,%d.%03d GB,UNCHANGED (SOME),
%d.%B %Y,,%d.%B %Y,%d.%B %Y,,UNCHANGED (SOME),
%d.%d,,,%d.%d,,SOLITARY,
%d.%d.%d,,,%d.%d.%d,,SOLITARY,
%d:%02d,,,%d:%02d,,SOLITARY,
%k:%M %e/%m,,%k:%M %e/%m,%k:%M %e/%m,,UNCHANGED (SOME),
%s\nDo you still want to flash image\n%s?,,,%s\nVoulez-vous toujours flasher l'image\n%s?,,SOLITARY,
%s\nPress ok for multiboot selection\nPress exit to close,'',,%s\nAppuyez sur OK sélectionner le multiboot\nAppuyez sur Exit pour fermer,,INCOMPLETE (SOME),
%s %d.%d,,,%s %d.%d,,SOLITARY,
%s %s free disk space,,,%s %s espace disque libre,,SOLITARY,
%s (%s)\n,'',%s (%s)\n,%s (%s)\n,%s (%s)\n,INCOMPLETE (ALL),
%s imported from fallback tuner,,,%s importés du tuner de repli,,SOLITARY,
%s is no longer used. Should it be deleted?,%s n'est plus utilisé. Doit-il être effacé ?,%s n’est plus utilisé. Doit-il être effacé?,%s n'est plus utilisé. Doit-il être supprimé?,%s n’est plus utilisé. Doit-il être effacé?,MISMATCH (ALL),
%s%% Autoinstalling %s,,,%s%% Autoinstallation %s,,SOLITARY,
%s%d min,'',%s%d min,%s%d min,,INCOMPLETE (SOME),
%s/%s: %s,'',%s/%s: %s,%s/%s: %s,%s/%s: %s,INCOMPLETE (ALL),
%s:%s,,,%s:%s,%s:%s,UNCHANGED (SOME),
(VU+ type),,,(type VU+),,SOLITARY,
(ZAP as PiP),,,(Zapper dans PiP),(Zapper comme PiP),MISMATCH (SOME),
(ZAP),,(ZAP),(ZAP),(ZAP),UNCHANGED (SOME),
(activated +%d min),,,(activé + %d min),,SOLITARY,
(empty),(vide),(vide),(Vide),(vide),MISMATCH (ALL),capitalisation
(not activated),,,(désactivé),,SOLITARY,
(show optional DVD audio menu),(afficher menu audio DVD optionnel),(afficher menu audio DVD optionnel),(Afficher le menu DVD audio optionnel),(afficher menu audio DVD optionnel),MISMATCH (ALL),
(unknown),,,(inconnu),(inconnu),CONSISTENT (SOME),
* Only available if more than one interface is active.,* Seulement disponible si plus d'une interface est active.,* Seulement disponible si plus d'une interface est active.,* Seulement disponible si plus d'une interface est active.,* Seulement disponible si plus d'une interface est active.,CONSISTENT (ALL),
-NO SERVICE\n,'',,-PAS DE SERVICE\n,-PAS DE SERVICE\n,INCOMPLETE (SOME),
-SERVICE ERROR:%d\n,'',,-ERREUR AU SERVICE:%d\n,-ERREUR AU SERVICE:%d\n,INCOMPLETE (SOME),
/s,'',/s,/s,/s,INCOMPLETE (ALL),
0,'',0,0,,INCOMPLETE (SOME),
1,'',1,1,,INCOMPLETE (SOME),
1.0,'',1.0,1.0,1.0,INCOMPLETE (ALL),
1.1,'',1.1,1.1,1.1,INCOMPLETE (ALL),
1.2,'',1.2,1.2,1.2,INCOMPLETE (ALL),
10 MB/s,'',,10 MB/s,10 MB/s,INCOMPLETE (SOME),
100 MB/s,'',,100 MB/s,100 MB/s,INCOMPLETE (SOME),
10bit,'',,10bit,10bit,INCOMPLETE (SOME),
12V output,Sortie 12V,Sortie 12V,Sortie 12V,Sortie 12V,CONSISTENT (ALL),
12bit,'',,12bit,12bit,INCOMPLETE (SOME),
13 V,'',13 V,13 V,13 V,INCOMPLETE (ALL),
16:10,'',16:10,16:10,16:10,INCOMPLETE (ALL),
16:10 Letterbox,'',16:10 Letterbox,16:10 Letterbox,16:10 Letterbox,INCOMPLETE (ALL),
16:10 PanScan,'',16:10 PanScan,16:10 PanScan,16:10 PanScan,INCOMPLETE (ALL),
16:9,'',16:9,16:9,16:9,INCOMPLETE (ALL),
16:9 Letterbox,'',16:9 Letterbox,16:9 Letterbox,16:9 Letterbox,INCOMPLETE (ALL),
16:9 always,16:9 toujours,16:9 toujours,16:9 toujours,16:9 toujours,CONSISTENT (ALL),
16K,,,16K,'',INCOMPLETE (SOME),
18 V,'',18 V,18 V,18 V,INCOMPLETE (ALL),
2,'',2,2,,INCOMPLETE (SOME),
20 MB/s,'',,20 MB/s,20 MB/s,INCOMPLETE (SOME),
23.976,'',23.976,23.976,23.976,INCOMPLETE (ALL),
24,'',24,24,24,INCOMPLETE (ALL),
25,'',25,25,25,INCOMPLETE (ALL),
29.97,'',29.97,29.97,29.97,INCOMPLETE (ALL),
3,'',3,3,,INCOMPLETE (SOME),
30,'',30,30,30,INCOMPLETE (ALL),
3D surround,,,3D surround,3D surround,UNCHANGED (SOME),
3D surround softlimiter,,,3D surround limitation douce,,SOLITARY,
3D surround speaker position,,,3D surround position des hauts-parleurs,3D surround position des hauts-parleurs,CONSISTENT (SOME),
3d mode,Mode 3D,Mode 3D,Mode 3D,,CONSISTENT (SOME),
4,'',4,4,,INCOMPLETE (SOME),
420,'',,420,420,INCOMPLETE (SOME),
422,'',,422,422,INCOMPLETE (SOME),
444,'',,444,444,INCOMPLETE (SOME),
4:3,'',4:3,4:3,4:3,INCOMPLETE (ALL),
4:3 Letterbox,'',4:3 Letterbox,4:3 Letterbox,4:3 Letterbox,INCOMPLETE (ALL),
4:3 PanScan,'',4:3 PanScan,4:3 PanScan,4:3 PanScan,INCOMPLETE (ALL),
4K,,,4K,'',INCOMPLETE (SOME),
5,'',5,5,,INCOMPLETE (SOME),
50 MB/s,'',,50 MB/s,50 MB/s,INCOMPLETE (SOME),
6,'',,6,'',INCOMPLETE (SOME),
7,'',,7,,INCOMPLETE (SOME),
8,'',,8,,INCOMPLETE (SOME),
8K,,,8K,'',INCOMPLETE (SOME),
8bit,'',,8bit,8bit,INCOMPLETE (SOME),
9,'',,9,,INCOMPLETE (SOME),
: 0000 - default (disabled),,,: 0000 - par défaut (désactivé),,SOLITARY,
<Current movielist location>,<Emplacement actuel liste film>,<Emplacement actuel liste film>,<Emplacement actuel de la liste des films>,<Emplacement actuel liste film>,MISMATCH (ALL),
<Default movie location>,<Emplacement par défaut film>,<Emplacement par défaut film>,<Emplacement par défaut des films>,<Emplacement par défaut film>,MISMATCH (ALL),
<Last timer location>,<Emplacement dernière programmation>,<Emplacement dernière programmation>,<Emplacement dernière programmation>,<Emplacement dernière programmation>,CONSISTENT (ALL),
<unknown>,<inconnu>,<inconnu>,<inconnu>,<inconnu>,CONSISTENT (ALL),
=NO STREAM\n,'',,=PAS DE FLUX (STREAM)\n,=PAS DE FLUX (STREAM)\n,INCOMPLETE (SOME),
??,'',??,??,??,INCOMPLETE (ALL),
A,'',A,A,A,INCOMPLETE (ALL),
A configuration file (%s) has been modified since it was installed.\nDo you want to keep your modifications?,Un fichier de configuration (%s) a été modifié depuis qu'il a été installé.\nVoulez-vous garder vos modifications ?,Un fichier de configuration (%s) a été modifié depuis qu’il a été installé.\nVoulez-vous garder vos modifications?,Un fichier de configuration (%s) a été modifié depuis qu'il a été installé.\nVoulez-vous conserver vos modifications?,Un fichier de configuration (%s) a été modifié depuis qu’il a été installé.\nVoulez-vous garder vos modifications?,MISMATCH (ALL),
A configuration file (%s) was modified since Installation.\nDo you want to keep your version?,Un fichier de configuration (%s) a été modifié depuis\nl'installation. Voulez-vous garder votre version ?,Un fichier configuration (%s) a été modifié depuis\nl'installation. Voulez-vous garder votre version?,Un fichier de configuration (%s) a été modifié depuis l'installation.\nVoulez-vous garder votre version?,Un fichier configuration (%s) a été modifié depuis\nl'installation. Voulez-vous garder votre version?,MISMATCH (ALL),
A file from media is in use!,,,Un fichier de média est en cours d'utilisation!,,SOLITARY,
A finished record timer wants to set your\nreceiver to standby. Do that now?,,,Un enregistrement terminé souhaite mettre votre\nrécepteur en mode veille. Êtes-vous d’accord?,,SOLITARY,
A finished record timer wants to shut down\nyour receiver. Shutdown now?,,,Un enregistrement terminé souhaite éteindre\nvotre récepteur. Êtes-vous d’accord?,,SOLITARY,
A graphical EPG for all services of a specific bouquet,,,Un EPG graphique pour tous les services d'un bouquet spécifique,,SOLITARY,
A record has been started:\n%s,,,Un enregistrement a été démarré:\n%s,,SOLITARY,
A recording is currently running on the selected tuner. Please select a different tuner or stop the recording and try again.,,,Un enregistrement est en cours sur le tuner sélectionné. Veuillez choisir un autre tuner ou envisager d’arrêter l’enregistrement et réessayer.,,SOLITARY,
A recording is currently running.\nWhat do you want to do?,Un enregistrement est en cours.\nQue voulez-vous faire ?,Un enregistrement est en cours.\nQue voulez-vous faire?,Un enregistrement est en cours.\nQue voulez-vous faire?,,MISMATCH (SOME),whitespace
A recording is currently running. Please stop the recording before trying to scan.,Un enregistrement est en cours. Veuillez arrêter l'enregistrement avant d'essayer de scanner.,Un enregistrement est en cours. Veuillez arrêter l'enregistrement avant d'essayer de scanner.,Un enregistrement est en cours. Veuillez arrêter l'enregistrement avant de lancer une recherche.,Un enregistrement est en cours. Veuillez arrêter l'enregistrement avant d'essayer de scanner.,MISMATCH (ALL),
A recording is currently running. Please stop the recording before trying to start a testing DiSEqC.,,,Un enregistrement est en cours. Veuillez arrêter l'enregistrement avant d'essayer de tester le DiSEqC.,,SOLITARY,
A required tool (%s) was not found.,Un outil nécessaire (%s) n'a pas été trouvé.,Un outil (%s) nécessaire n'a pas été trouvé,Un outil requis (%s) n'a pas été trouvé.,Un outil (%s) nécessaire n'a pas été trouvé,MISMATCH (ALL),
A search for available updates is currently in progress.,Une recherche pour les mises à jour disponibles est actuellement en cours.,Une recherche pour les mises à jour disponibles est actuellement en cours.,Une recherche pour les mises à jour disponibles est actuellement en cours.,Une recherche pour les mises à jour disponibles est actuellement en cours.,CONSISTENT (ALL),
A second configured interface has been found.\n\nDo you want to disable the second network interface?,Une seconde interface configurée a été trouvée.\n\nVoulez-vous désactiver la seconde interface réseau ?,Une seconde interface configurée a été trouvée.\n\nVoulez-vous désactiver la seconde interface réseau?,Une seconde interface configurée a été trouvée.\n\nVoulez-vous désactiver la seconde interface réseau?,Une seconde interface configurée a été trouvée.\n\nVoulez-vous désactiver la seconde interface réseau?,MISMATCH (ALL),whitespace
A sleep timer wants to set your\nreceiver to standby. Do that now?,,,Une minuterie programmée souhaite mettre votre\nrécepteur en mode veille. Êtes-vous d’accord?,,SOLITARY,
A sleep timer wants to shut down\nyour receiver. Shutdown now?,,,Une minuterie programmée souhaite éteindre\nvotre récepteur. Êtes-vous d’accord?,,SOLITARY,
A small overview of the available icon states and actions.,Un petit aperçu de l'icône états et actions disponibles.,Une vue d'ensemble des icônes d'états et d'actions disponibles.,Une vue d'ensemble des icônes d'états et d'actions disponibles.,Une vue d'ensemble des icônes d'états et d'actions disponibles.,MISMATCH (ALL),
A timer failed to record!\nDisable TV and try again?\n,Une programmation n'a pas pu se lancer pour enregistrer !\nDésactiver la TV et réessayer ?\n,Une programmation n'a pas pu se lancer pour enregistrer!\nDésactiver la TV et réessayer?\n,Une programmation n'a pas pu se lancer pour enregistrer!\nDésactiver la TV et réessayer?\n,Une programmation n'a pas pu se lancer pour enregistrer!\nDésactiver la TV et réessayer?\n,MISMATCH (ALL),whitespace
A/V settings,,Paramètres A/V,Paramètres A/V,,CONSISTENT (SOME),
AAC downmix,'',AAC downmix,Downmix AAC,AAC downmix,MISMATCH (ALL),
AC3 downmix,'',,Downmix AC3,Downmix AC3,INCOMPLETE (SOME),
ACQUIRING TSID/ONID,,ACQUISITION TSID/ONID,ACQUISITION DE TSID/ONID,ACQUISITION TSID/ONID,MISMATCH (SOME),
AGC:,,,AGC:,AGC:,UNCHANGED (SOME),
ASS File,,,Fichier ASS,,SOLITARY,
ASS file,,,Fichier ASS,Fichier ASS,CONSISTENT (SOME),
ATSC,'',,ATSC,ATSC,INCOMPLETE (SOME),
ATSC provider,,,Opérateur ATSC,Fournisseur ATSC,MISMATCH (SOME),
Abort,Abandon,Abandon,Abandon,Abandon,CONSISTENT (ALL),
Abort alternatives edit,,,Abandonner l'édition des alternatifs,abandon édition alternatifs,MISMATCH (SOME),
Abort bouquet edit,,,Abandonner l'édition des bouquets,abandonner l’édition des bouquets,MISMATCH (SOME),
Abort favourites edit,,,Abandonner l'édition des favoris,abandonner l’édition des favoris,MISMATCH (SOME),
About,À propos,À propos,A propos,À propos,MISMATCH (ALL),unicode
Accesspoint:,Point d'accès :,Point d'accès:,Point d'accès:,Point d'accès:,MISMATCH (ALL),whitespace
Activate HbbTV (Redbutton),Activer HbbTV (bouton rouge),Activer HbbTV (bouton rouge),Activer HbbTV (bouton rouge),,CONSISTENT (SOME),
Activate Picture in Picture,Activer l'incrustation d'image,Activer l'incrustation d'image,Activer l'incrustation d'image,Activer l'incrustation d'image,CONSISTENT (ALL),
Activate current configuration,Activer la configuration courante,Activer la configuration courante,Activer la configuration actuelle,Activer la configuration courante,MISMATCH (ALL),
Activate network settings,Activer les paramètres réseau,Activer les paramètres réseau,Activer les paramètres réseau,Activer les paramètres réseau,CONSISTENT (ALL),
Activate the configured network settings.,Activation des paramètres réseaux configurés.,Activation des paramètres réseaux configurés.,Activer les paramètres réseau configurés.,Activation des paramètres réseaux configurés.,MISMATCH (ALL),
Activate timeshift End,Activer la fin du PauseDirect,,Activer la fin de PauseDirect,,MISMATCH (SOME),
Activate timeshift end and pause,Activer la fin et la pause du PauseDirect,,Activer la fin de PauseDirect et pause,Activer la fin de PauseDirect et pause,MISMATCH (SOME),
Adapter settings,Paramètres adaptateur,Paramètres adaptateur,Paramètres adaptateur,Paramètres adaptateur,CONSISTENT (ALL),
Add,Ajouter,Ajouter,Ajouter,Ajouter,CONSISTENT (ALL),
Add a mark,Ajouter un marqueur,Ajouter un marqueur,Ajouter un marqueur,Ajouter un marqueur,CONSISTENT (ALL),
Add a nameserver entry,Ajouter une entrée serveur de nom,Ajouter une entrée serveur de nom,Ajouter un serveur de nom,Ajouter une entrée serveur de nom,MISMATCH (ALL),
Add a new title,Ajouter un nouveau titre,Ajouter un nouveau titre,Ajouter un nouveau titre,Ajouter un nouveau titre,CONSISTENT (ALL),
Add alternatives,,,Ajouter les alternatifs,Ajouter les alternatifs,CONSISTENT (SOME),
Add bookmark,Ajouter un marque page,Ajouter un marque page,Ajouter un signet,Ajouter un marque page,MISMATCH (ALL),
Add bouquet,,,Ajouter bouquet,Ajouter bouquet,CONSISTENT (SOME),
Add bouquet to parental protection,,,Ajouter le bouquet à la protection parentale,Ajouter le bouquet à la protection parentale,CONSISTENT (SOME),
Add directory to playlist,Ajouter le répertoire à la liste de lecture,Ajouter le répertoire à la liste de lecture,Ajouter le répertoire à la liste de lecture,Ajouter le répertoire à la liste de lecture,CONSISTENT (ALL),
Add file to playlist,Ajouter le fichier à la liste de lecture,Ajouter le fichier à la liste de lecture,Ajouter le fichier à la liste de lecture,Ajouter le fichier à la liste de lecture,CONSISTENT (ALL),
Add files to playlist,Ajouter les fichiers à la liste lecture,Ajouter fichiers à la liste lecture,Ajouter les fichiers à la liste de lecture,Ajouter fichiers à la liste lecture,MISMATCH (ALL),
Add marker,,,Ajouter marqueur,Ajouter marqueur,CONSISTENT (SOME),
Add provider,Ajouter un opérateur,Ajouter un opérateur,Ajouter opérateur,Ajouter un opérateur,MISMATCH (ALL),
Add recording (enter recording duration),Ajouter un enregistrement (entrer la durée),Ajouter un enregistrement (entrer la durée),Ajouter un enregistrement (saisir durée d'enregistrement),Ajouter un enregistrement (entrer la durée),MISMATCH (ALL),
Add recording (enter recording endtime),Ajouter un enregistrement (entrer l'heure de fin),Ajouter un enregistrement (entrer l’heure de fin),Ajouter un enregistrement (saisir heure de fin),Ajouter un enregistrement (entrer l’heure de fin),MISMATCH (ALL),
Add recording (indefinitely),Ajouter un enregistrement (infini),Ajouter un enregistrement (infini),Ajouter un enregistrement (indéfiniment),Ajouter un enregistrement (infini),MISMATCH (ALL),
Add recording (stop after current event),Ajouter un enregistrement (arrêter après l'évènement courant),Ajouter un enregistrement (arrêter après l’évènement courant),Ajouter un enregistrement (stopper après l'émission),Ajouter un enregistrement (arrêter après l’évènement courant),MISMATCH (ALL),
Add service,Ajouter un service,Ajouter un service,Ajouter service,Ajouter un service,MISMATCH (ALL),
Add service to bouquet,,,Ajouter ce service au bouquet,Ajouter ce service au bouquet,CONSISTENT (SOME),
Add service to favourites,,,Ajouter ce service aux favoris,Ajouter ce service aux favoris,CONSISTENT (SOME),
Add services to this bouquet?,,,Ajouter ce service au bouquet?,,SOLITARY,
Add timer,Programmer,Programmer,Programmer,Programmer,CONSISTENT (ALL),
Add title,Ajouter un titre,Ajouter titre,Ajouter titre,Ajouter titre,MISMATCH (ALL),
Add to bouquet,,Ajouter au bouquet,Ajouter au bouquet,Ajouter au bouquet,CONSISTENT (SOME),
Add to favourites,,Ajouter aux favoris,Ajouter aux favoris,Ajouter aux favoris,CONSISTENT (SOME),
Add to parental protection,,,Ajouter à la protection parentale,Ajouter à la protection parentale,CONSISTENT (SOME),
Add/remove change timer for current event,Ajouter/supprimer la programmation pour l'évènement en cours,,Ajouter/Supprimer la programmation pour l'évènement en cours,,MISMATCH (SOME),capitalisation
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move the dish from one satellite to another satellite.,'',,Les options additionnelles du moteur vous permettent d’entrer les détails des spécification de votre moteur afin qu’enigma puisse calculer la durée du déplacement d’un satellite à l’autre.,Les options additionnelles du moteur vous permettent d’entrer les détails des spécification de votre moteur afin qu’enigma puisse calculer la durée du déplacement d’un satellite à l’autre.,INCOMPLETE (SOME),
Additional motor options allow you to enter details from your motor's spec sheet so enigma can work out how long it will take to move to another satellite.,'',,Les options additionnelles du moteur vous permettent d’entrer les détails des spécification de votre moteur afin qu’enigma puisse calculer la durée du déplacement vers un autre satellite.,Les options additionnelles du moteur vous permettent d’entrer les détails des spécification de votre moteur afin qu’enigma puisse calculer la durée du déplacement vers un autre satellite.,INCOMPLETE (SOME),
Adjust 3D settings,Ajuster les paramètres 3D,Ajuster les paramètres 3D,Ajuster les paramètres 3D,,CONSISTENT (SOME),
"Adjust the color settings so that all the color shades are distinguishable, but appear as saturated as possible. If you are happy with the result, press OK to close the video fine-tuning, or use the number keys to select other test screens.","Ajustez les paramètres de couleurs de sorte que toutes les nuances de couleurs soient visibles, mais apparaissent saturées autant que possible. Si vous êtes content du résultat, appuyez OK pour fermer le réglage vidéo avancé, ou utilisez les touches numériques pour choisir d'autres écrans de test.","Ajustez les paramètres de couleurs de sorte que toutes les nuances de couleurs soient visibles, mais apparaissent saturées autant que possible. Si vous êtes content du résultat, pressez OK pour fermer le réglage vidéo avancé, ou utilisez les touches numérique pour choisir d'autres écrans de test.","Ajustez les paramètres de couleurs de sorte que toutes les nuances de couleurs soient visibles, mais apparaissent saturées autant que possible. Si vous êtes content du résultat, appuyez sur OK pour fermer le réglage vidéo avancé, ou utilisez les touches numériques pour choisir d'autres écrans de test.","Ajustez les paramètres de couleurs de sorte que toutes les nuances de couleurs soient visibles, mais apparaissent saturées autant que possible. Si vous êtes content du résultat, pressez OK pour fermer le réglage vidéo avancé, ou utilisez les touches numérique pour choisir d'autres écrans de test.",MISMATCH (ALL),
Advanced,Avancé,Avancé,Avancé,Avancé,CONSISTENT (ALL),
Advanced options,Options avancées,Options Avancées,Options avancées,Options Avancées,MISMATCH (ALL),capitalisation
Advanced options and settings.,,,Options avancées et paramètres.,,SOLITARY,
Advanced restore,Restauration avancée,Restauration avancée,Restauration avancée,Restauration avancée,CONSISTENT (ALL),
Advanced software,Logiciel avancé,Logiciel avancé,Logiciel avancé,Logiciel avancé,CONSISTENT (ALL),
Advanced software plugin,Plugin logiciel avancé,Plugin logiciel avancé,Plugin Logiciel avancé,Plugin logiciel avancé,MISMATCH (ALL),capitalisation
Advanced video enhancement setup,Configuration d'amélioration vidéo avancée,Paramètres vidéo améliorée avancés,Paramètres avancés pour améliorer la vidéo,Paramètres vidéo améliorée avancés,MISMATCH (ALL),
Advanced video setup,,Paramètres Vidéo Avancés,Paramètres vidéo avancés,,MISMATCH (SOME),capitalisation
Afghanistan,'',,Afghanistant,Afghanistant,INCOMPLETE (SOME),
After event,Après l'événement,Après l'émission,Après l'émission,Après l'émission,MISMATCH (ALL),
Aland Islands,'',,Iles Aland,Iles Aland,INCOMPLETE (SOME),
Albania,'',,Albanie,Albanie,INCOMPLETE (SOME),
Album,'',Album,Album,Album,INCOMPLETE (ALL),
Algeria,'',,Algérie,Algérie,INCOMPLETE (SOME),
Alignment of events,Alignement des événements,Alignement des évènements,Alignement des évènements,Alignement des évènements,MISMATCH (ALL),unicode
Alignment of service names,Alignement des noms de service,Alignement des noms de service,Alignement des noms de service,Alignement des noms de service,CONSISTENT (ALL),
All,Toutes,Toutes,Toutes,Toutes,CONSISTENT (ALL),
All ages,Tous les âges,Tous les âges,Tous les âges,Tous les âges,CONSISTENT (ALL),
All frequency,,,Toutes les fréquences,Toutes les fréquences,CONSISTENT (SOME),
All satellites 1 (USALS),Tous les satellites 1 (USALS),Tous les satellites 1 (USALS),Tous satellites 1 (USALS),Tous les satellites 1 (USALS),MISMATCH (ALL),
All satellites 2 (USALS),Tous les satellites 2 (USALS),All satellites 2 (USALS),Tous satellites 2 (USALS),All satellites 2 (USALS),MISMATCH (ALL),
All satellites 3 (USALS),Tous les satellites 3 (USALS),All satellites 3 (USALS),Tous satellites 3 (USALS),All satellites 3 (USALS),MISMATCH (ALL),
All satellites 4 (USALS),Tous les satellites 4 (USALS),All satellites 4 (USALS),Tous satellites 4 (USALS),All satellites 4 (USALS),MISMATCH (ALL),
All services provider,Tous les fournisseurs de services,,Tous les opérateurs de services,,MISMATCH (SOME),
All slots,,,Tous les slots,,SOLITARY,
Allocate,Allouer,Alloué,Allouer,Alloué,MISMATCH (ALL),
Allocate a number to the physical LNB you are configuring. You will be able to select this LNB again for other satellites (e.g. motorised dishes) to save setting up the same LNB multiple times.,'',,Allouer un numéro au LNB physique que vous configurez. Vous serez capable de choisir cet LNB à nouveau pour un autre satellite (p.e. pour les antennes motorisées) pour éviter de définir le même LNB plusieurs fois.,Alloue un numéro au LNB physique que vous configurez. Vous serez capable de choisir cet LNB à nouveau pour un autre satellite (p.e. pour les antennes motorisées) pour éviter de définir le même LNB plusieurs fois.,MISMATCH (SOME),
Allocate unused memory index,Allouer les index mémoires non utilisés,Alloué les index mémoires non utilisés,Allouer un index à la mémoire inutilisée,Alloué les index mémoires non utilisés,MISMATCH (ALL),
Allow 10bit,'',,Autoriser 10bit,,INCOMPLETE (SOME),
Allow 12bit,'',,Autoriser 12bit,,INCOMPLETE (SOME),
Allow quit movieplayer with exit,Permet de quitter le lecteur média avec la touche exit,Permet de quitter le lecteur média avec la touche exit,Autoriser de quitter Movieplayer avec la touche EXIT,,MISMATCH (SOME),
Allow quitting movieplayer with exit,,,Autoriser de quitter Movieplayer avec la touche EXIT,,SOLITARY,
Allow subtitle language to equal audio language,Permet à la langue des sous-titres d'être égale à la langue audio,Permet à la langue des sous-titres d’être égale à la langue audio,Autoriser les sous-titres identiques à la sélection audio,Permet à la langue des sous-titres d’être égale à la langue audio,MISMATCH (ALL),
